,model_type,n,C,epsilon,kernel
3b2363c5-8d8f-4f34-9c36-46d0cc4297f7,SVR,500,0.10000000000000002,0.0010000000000000002,
e447d5cd-5c75-455d-a954-74cdaedba471,SVR,500,0.10000000000000002,0.0010000000000000002,poly
2c40617b-7ae9-4bf2-b914-548a48f9a9ff,SVR,500,0.10000000000000002,0.0010000000000000002,rbf
2410ae3f-702e-48e1-a6fe-9a80f7d4b065,SVR,500,0.10000000000000002,0.0010000000000000002,sigmoid
0cc6ab21-662a-4461-968b-f1939e25834e,SVR,500,3.1622776601683795,0.0316227766016838,
ddb147d3-6eaf-4044-b06f-c9bcf252602f,SVR,500,3.1622776601683795,0.0316227766016838,poly
c536cebd-ce9c-4521-875a-185cd948b517,SVR,500,3.1622776601683795,0.0316227766016838,rbf
645ad18a-9cbd-401c-a4f4-9f2db1c51282,SVR,500,3.1622776601683795,0.0316227766016838,sigmoid
480f4d58-d847-4d65-8b9f-7b2a7adb6a8d,SVR,500,17.78279410038923,0.005623413251903493,
886ab6e9-6361-460f-8696-b2650b56f365,SVR,500,17.78279410038923,0.005623413251903493,poly
92baf25c-c181-4fa7-b33a-2179161ab112,SVR,500,17.78279410038923,0.005623413251903493,rbf
928f02be-152e-42c7-b672-51eb5840ecbb,SVR,500,17.78279410038923,0.005623413251903493,sigmoid
31bee7c3-8716-45e6-8ac2-e283ca009b35,SVR,500,0.5623413251903492,0.1778279410038923,
e6e772b6-0cef-4867-a825-858e9e82d4cb,SVR,500,0.5623413251903492,0.1778279410038923,poly
86702337-92c0-4af3-af03-338a25074b70,SVR,500,0.5623413251903492,0.1778279410038923,rbf
0f7e0744-5889-48c9-bc46-4a8fcc36f828,SVR,500,0.5623413251903492,0.1778279410038923,sigmoid
32d85beb-a882-41e5-a171-361125f974d3,SVR,500,1.3335214321633242,0.013335214321633242,
211efb49-810e-4cb3-92c2-516005cbbc71,SVR,500,1.3335214321633242,0.013335214321633242,poly
ee6773c3-94fc-4446-9e40-50426057a641,SVR,500,1.3335214321633242,0.013335214321633242,rbf
5e907a2e-2a1a-432d-9664-09274d8105df,SVR,500,1.3335214321633242,0.013335214321633242,sigmoid
65cdca92-7429-467d-b1bd-e0f4d964b949,SVR,500,42.169650342858226,0.4216965034285822,
8df985c1-1b14-4dbb-87b4-eb6db8a1de2f,SVR,500,42.169650342858226,0.4216965034285822,poly
1f8b8a15-7bf8-497a-b32d-d9f498f8f307,SVR,500,42.169650342858226,0.4216965034285822,rbf
b432dc40-00e0-49e2-a411-c26f68c18d25,SVR,500,42.169650342858226,0.4216965034285822,sigmoid
bd0592c7-a9ed-4f0f-a75c-6a12d75ac2e8,SVR,500,7.498942093324559,0.002371373705661656,
d7d2229d-c474-4914-a197-e7e8858d70bf,SVR,500,7.498942093324559,0.002371373705661656,poly
a07561bd-0eeb-466d-9873-d8b0eac6da81,SVR,500,7.498942093324559,0.002371373705661656,rbf
53c3e801-5e0c-4b7a-a1d1-fdd1ac631cf3,SVR,500,7.498942093324559,0.002371373705661656,sigmoid
cf6e6ada-3ad6-45f3-8c60-dcb094388bfc,SVR,500,0.23713737056616557,0.07498942093324559,
a88a2005-7fb4-4073-baab-0c0fafb5331b,SVR,500,0.23713737056616557,0.07498942093324559,poly
fcb00e6e-785b-42bf-be4c-df09ded3c5fd,SVR,500,0.23713737056616557,0.07498942093324559,rbf
8a5b14dd-105d-4003-9017-02b518fa3d1f,SVR,500,0.23713737056616557,0.07498942093324559,sigmoid
20469961-8004-49a6-a6f4-cac2b71d024b,SVR,500,0.3651741272548378,0.008659643233600656,
ca1901d5-cbb2-47d7-918d-afde5e6ed947,SVR,500,0.3651741272548378,0.008659643233600656,poly
