,R^2
0,8.679431155345085e-06
1,6.9450414116323245e-06
2,7.94565825967819e-06
3,8.276463395073819e-06
4,4.2184525724797695e-06
5,6.390694341940062e-06
6,-9.26056448391499e-06
7,3.0123302954265796e-06
8,-4.155606646349952e-06
9,6.90765779165492e-06
10,7.789656893075758e-06
11,-8.202895050768433e-06
12,-4.05039219053549e-07
13,1.5726864202703084e-05
14,-1.544240517015183e-06
15,-4.481443906190208e-06
16,3.352392506483781e-06
17,-3.0782581250665686e-06
18,-5.6147490219427e-06
19,1.3922158876855661e-06
20,-2.02525161285827e-06
21,1.498168442193304e-06
22,-2.0846904589255644e-06
23,-8.59898815819271e-06
24,-1.7493907826793276e-06
25,-2.0220323642128335e-06
26,3.269845326947518e-06
27,-5.251099034819795e-06
28,8.140332067529954e-06
29,1.2120727671982578e-05
