,RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_CORENESS,GRADIUS:WALL,GDIAMETER:WALL,AVG_ECCENTRICITY:WALL,AVG_SHORTEST_PATH:WALL,AVG_CLOSENESS:WALL,AVG_BETWEENNESS:WALL,GRADIUS:SHEAR,GDIAMETER:SHEAR,AVG_ECCENTRICITY:SHEAR,AVG_SHORTEST_PATH:SHEAR,AVG_CLOSENESS:SHEAR,AVG_BETWEENNESS:SHEAR,GRADIUS:RADIUS,GDIAMETER:RADIUS,AVG_ECCENTRICITY:RADIUS,AVG_SHORTEST_PATH:RADIUS,AVG_CLOSENESS:RADIUS,AVG_BETWEENNESS:RADIUS,GRADIUS:PRESSURE_AVG,GDIAMETER:PRESSURE_AVG,AVG_ECCENTRICITY:PRESSURE_AVG,AVG_SHORTEST_PATH:PRESSURE_AVG,AVG_CLOSENESS:PRESSURE_AVG,AVG_BETWEENNESS:PRESSURE_AVG,GRADIUS:PRESSURE_DELTA,GDIAMETER:PRESSURE_DELTA,AVG_ECCENTRICITY:PRESSURE_DELTA,AVG_SHORTEST_PATH:PRESSURE_DELTA,AVG_CLOSENESS:PRESSURE_DELTA,GRADIUS:OXYGEN_AVG,GDIAMETER:OXYGEN_AVG,AVG_ECCENTRICITY:OXYGEN_AVG,AVG_SHORTEST_PATH:OXYGEN_AVG,AVG_CLOSENESS:OXYGEN_AVG,AVG_BETWEENNESS:OXYGEN_AVG,GRADIUS:OXYGEN_DELTA,GDIAMETER:OXYGEN_DELTA,AVG_ECCENTRICITY:OXYGEN_DELTA,AVG_SHORTEST_PATH:OXYGEN_DELTA,AVG_CLOSENESS:OXYGEN_DELTA
0,18.406108267716537,34.641000000000005,1.6572414698162732,0.0479798667979002,545.7622762467191,1060146634.4079398,1295,1524,61.0,112.0,87.31274131274131,45.2012734748438,1.1768339768339768,1.1768339768339768,2.3536679536679537,0.0110853312709461,0.0223974228438211,0.0069709725934959,1.9984555984555985,92.28499999999995,183.9000000000001,131.37091583011582,62.25360620266993,0.0165775045695584,0.0073417115037013,4.076028,8.078161000000005,5.26711411042471,1.90998112630913,0.5578560623495196,0.0081808388166127,1273.2689999999998,2138.956,1748.61058996139,907.8347925524996,0.0011150082638391,0.0073743013335707,2371.4475,4376.026999999999,3465.229429343629,1777.9098586693583,0.0005708076310604,0.0069711599735949,18.776000000000003,37.544,23.06869266409266,7.15755641779999,0.152042636943376,4927.0160000000005,9044.13450000001,7049.884617760617,3649.5003740531006,0.0002774051628786,0.0069709725934959,0.4939999999999998,0.9860000000000468,0.5829328185328283,0.1007975938844617,10.861596835005956
1,16.956383812010444,34.641000000000005,1.4141488250652745,0.0350541044386423,521.8260411227153,503911073.07904696,1296,1532,54.0,108.0,80.98996913580247,41.50569855569856,1.182098765432099,1.182098765432099,2.3641975308641974,0.0213807315816589,0.0246063881051995,0.0058336359469795,1.998456790123457,83.57400000000001,166.62699999999995,116.20181095679014,51.03499780971447,0.0203092393370231,0.0061238890321837,3.1326080000000003,6.198144000000003,3.879113478395061,1.1932409938307356,0.9102016671683372,0.007115251705669,978.235,1948.228,1463.1701427469134,751.0771969243045,0.0013614270358093,0.0059827799942431,1980.5095,3895.636000000002,2933.229271219136,1494.4083232851908,0.0006832862031752,0.0058336359469795,16.176,32.349999999999994,19.94530555555556,5.107929450879451,0.2177891061922195,4155.100999999999,8308.599000000007,6230.02887962963,3192.550073985891,0.0003199041547671,0.0058336359469795,1.0300000000000151,1.9760000000000133,1.4076620370370343,0.088617848801183,13.760199510208274
2,17.92872571428571,34.641000000000005,1.5329461224489798,0.0382931404081632,493.3038473469388,653883033.184,1050,1225,56.0,109.0,80.75333333333333,39.25877706659404,1.1666666666666667,1.1666666666666667,2.333333333333333,0.0171755725190839,0.0262307838908781,0.0082085195469261,1.998095238095238,96.134,189.737,134.69847523809528,54.3325521830315,0.0192892858603967,0.0084247334966849,3.420903,6.840075999999999,4.514782240952381,1.3264103580443969,0.8453989221574043,0.009440220888565,1034.573,2061.477,1531.1299733333335,752.898976382043,0.0013610178392513,0.0083293292429583,1967.988,3848.519499999999,2904.5828457142857,1355.3309096845069,0.0007643097778064,0.0082085195469261,16.470999999999997,32.371,21.63568095238095,5.250511424031953,0.2192650263400235,4311.823999999999,8395.678500000002,6219.312306190479,3023.0750222025545,0.0003406444203284,0.0082085195469261,1.9470000000000027,2.781999999999968,2.0309990476190456,0.1080689037178292,10.786073582457538
3,16.95749238914626,34.64100000000001,1.6061125082726673,0.0386882554599602,456.2496154864328,607979634.4571145,1289,1511,59.0,112.0,87.17532971295579,45.64664576998877,1.1722265321955003,1.1722265321955003,2.3444530643910007,0.016058016058016,0.0222722253577921,0.0086194280041886,1.9984484096198605,100.253,199.89600000000004,143.0427719162141,64.9300414713124,0.0161181626351167,0.0090274887598394,3.476522,6.930307000000008,4.752199630721489,1.5269582737159637,0.7107381261872866,0.0103289736726509,1064.6280000000002,2050.36,1637.2474228083788,879.758630502244,0.0011539111314174,0.0090382061281309,2181.9615,4014.230000000001,3123.058012412723,1570.7800380091455,0.0006496721601186,0.0086194841650705,16.866,33.719,22.75268657874321,6.215115930785571,0.1778217807474567,4583.5415,8722.325499999999,6786.151294802174,3553.083978134379,0.0002861492812602,0.0086194280041886,2.209000000000003,4.0800000000000125,2.902710628394097,0.2026393877482145,6.253402764887541
4,18.56174559471366,34.641000000000005,1.6285528634361237,0.0481848622589531,575.8498358126722,935486738.5530028,1552,1816,64.0,110.0,86.75644329896907,44.7478322930999,1.1701030927835052,1.1701030927835052,2.3402061855670104,0.0103292446739832,0.0229174334557389,0.0052432482385287,1.9980670103092784,86.63999999999999,169.342,121.34816817010312,58.79508756156664,0.0178385814169669,0.0055449633747346,4.488645,8.948501000000006,5.513980350515464,1.8064549698756076,0.596283775251538,0.0063004869145859,1207.648,2076.088,1677.018329896907,881.7091817658381,0.0011574700888307,0.0054139939860934,2354.944499999999,4124.898,3360.2638550257734,1746.8149964268969,0.0005863891785709,0.0052433098827858,18.33600000000001,36.651,22.278281572164943,6.7930865113628105,0.1607442245761495,5184.3889999999965,8924.031500000001,7038.695951030928,3628.919508196831,0.0002826129954258,0.0052432482385287,0.900999999999982,1.8009999999999875,1.1288253865979303,0.3189032391805701,3.4796848109288776
5,19.558105298013245,34.641000000000005,1.5725158940397352,0.0444012470198675,568.7969245033113,1090686269.322715,1289,1510,54.0,106.0,78.4678044996121,39.97968597159915,1.1714507370054306,1.1714507370054306,2.342901474010861,0.008029008029008,0.025504859005729,0.0057137580453598,1.9984484096198605,91.058,180.205,123.96194724592708,53.96028734899694,0.0192778624675726,0.0059425860265742,4.169871,8.283883000000001,5.264233802948022,1.508434506287074,0.7262108113629383,0.0065769620319827,1087.2570000000003,2132.447,1607.246982932506,828.7760897573348,0.001228646812495,0.0058520345606728,2013.5470000000005,3969.1570000000006,2938.38082738557,1464.7957078516754,0.000696822276671,0.0057138282464622,18.554,37.093,23.14483863460046,5.4866389685297,0.2039848675040677,4349.370000000001,8538.914500000003,6320.473843289372,3220.194123474307,0.0003166501425848,0.0057137580453598,0.2559999999999718,0.5109999999999673,0.2915958107059723,0.0449224831228413,25.021569582516385
6,19.16921167883212,34.641000000000005,1.627818181818182,0.0439835646980756,582.4652879893829,998675704.9625748,1288,1507,58.0,113.0,82.92701863354037,43.03423750162881,1.170031055900621,1.170031055900621,2.340062111801242,0.0095904613789528,0.0238506967260599,0.0054907794401675,1.998447204968944,97.71399999999996,195.33900000000003,135.83959472049693,58.87424533075613,0.0181030053130005,0.0055992520450901,4.737900999999998,9.429260000000005,6.0936257989130445,1.8327391320660025,0.6203445710354278,0.0063885943509312,1209.7879999999998,2349.496,1753.3655263975152,905.9259629573326,0.0011341128817141,0.0055718181901493,2268.8515,4379.700500000001,3232.468714285715,1663.8578220619956,0.0006184518158116,0.0054911716070347,18.465000000000003,36.924,22.252454968944097,6.313842406385886,0.1815749153618848,4668.537499999999,9094.438500000006,6673.235011645963,3463.088183267814,0.0002963839047683,0.0054907794401674,1.3730000000000049,1.8430000000000175,1.424897515527965,0.0494688994580348,24.487765066081323
7,17.931389863547757,34.641000000000005,1.7750591293047435,0.0455465679012345,511.7994873294347,666951007.5872645,1324,1539,55.0,107.0,83.01888217522658,43.64189690646315,1.1623867069486404,1.1623867069486404,2.324773413897281,0.0126071608673726,0.0233894011660958,0.0089778780277279,1.998489425981873,99.55599999999998,194.37000000000003,141.04441540785498,66.73768675056459,0.0155712665138572,0.0093259030689207,3.545791,6.914882000000001,4.486518376888218,1.6243353184628029,0.6711568118293808,0.0104192297323282,1030.8830000000005,2037.8520000000003,1614.145728851964,865.4607465124338,0.0011745206985384,0.0091587101318175,2116.6065,4157.396500000001,3221.1743130664654,1705.8014280667653,0.0005974577149385,0.0089778927102152,17.489,34.968,21.41541238670695,6.463230246647148,0.174029877982327,4336.849999999999,8436.306999999999,6545.619586480362,3440.911218821433,0.0002966554044993,0.0089778780277279,0.5559999999999974,1.1119999999999806,0.5885158610271788,0.05269366403829,20.288911278423942
8,19.529241728561782,34.641000000000005,1.5565476029709655,0.0463710229574611,556.6737008777853,970577583.5125592,1270,1481,53.0,103.0,81.81259842519685,42.62978227012404,1.1661417322834646,1.1661417322834646,2.3322834645669293,0.0110410094637223,0.0238807125270497,0.0082013857827697,1.9976377952755904,82.13,163.85400000000007,118.92615590551183,56.51474334555704,0.0183889707840217,0.0084200095946907,3.833923,7.665691,5.046089531496063,1.687209628576039,0.6337884332058835,0.0094606175016766,1059.0179999999996,2077.5310000000004,1665.6684047244094,881.4466817346416,0.0011560374416428,0.0083545058355501,1907.667,3658.074,2877.257141732284,1507.7797319403342,0.000675868708195,0.0082019407003169,18.066000000000003,36.117,23.66927401574803,6.192368306621251,0.1772379913858166,4220.502000000001,8203.025500000003,6514.628496062993,3394.794797424968,0.000299879178074,0.0082013857827697,6.500999999999991,7.657999999999987,6.579762204724407,0.1081208292225899,10.615051439818478
9,16.697335249042148,34.641000000000005,1.5919016602809708,0.0320736538952745,515.3398263090677,432113580.92784166,1347,1566,58.0,105.0,84.52635486265775,44.29238713292761,1.1625835189309577,1.1625835189309577,2.325167037861916,0.0086741016109045,0.0231014244822491,0.0061231692583368,1.9970304380103931,104.14899999999996,192.04000000000008,134.81572308834447,60.11892892465893,0.0176468714808376,0.0062797918905198,3.438027,6.732087000000001,4.414194287305122,1.3857869319118692,0.7758491929776828,0.0072842299903674,970.9340000000002,1796.035,1446.4379925760948,770.79060061046,0.0013263743445088,0.006282889199593,2276.059,4122.924000000001,3289.559280623608,1732.213829687019,0.0005895749011071,0.0061231692583368,15.962999999999996,31.913,19.43338827023014,5.789536977775716,0.1876783642375815,4436.168499999999,8044.266,6473.088303637714,3392.3490882595256,0.0003016178564865,0.0061231692583368,0.9040000000000106,1.8000000000000114,1.0300504825538248,0.109624072425546,10.704363106506102
