,model_type,n,C,epsilon,kernel
711b10d5-2ad3-407e-8053-370ab7cc7cd0,SVR,500,0.10000000000000002,0.0010000000000000002,
2e58feb2-d174-42cc-9493-8c32837c9a70,SVR,500,0.10000000000000002,0.0010000000000000002,poly
71c4f299-c04e-4c62-be11-c767e962661c,SVR,500,0.10000000000000002,0.0010000000000000002,rbf
731326f2-98bf-4e4e-af67-c4818214424c,SVR,500,0.10000000000000002,0.0010000000000000002,sigmoid
421a79cf-e70f-4d97-93a6-92739f80f214,SVR,500,3.1622776601683795,0.0316227766016838,
2d18182e-1c6f-456d-971d-7ad88ed5fcc0,SVR,500,3.1622776601683795,0.0316227766016838,poly
464f5e23-9bc2-4a1c-8b30-86a1aef81dbe,SVR,500,3.1622776601683795,0.0316227766016838,rbf
e4d819a7-f6ad-4585-a77a-1cd380218c3f,SVR,500,3.1622776601683795,0.0316227766016838,sigmoid
8dada647-9f54-4ef6-9279-a095aea96d24,SVR,500,17.78279410038923,0.005623413251903493,
83d043d8-00de-456d-bb6b-647076510a29,SVR,500,17.78279410038923,0.005623413251903493,poly
e599c5cf-6547-44d8-bc4b-c331a4b9b43e,SVR,500,17.78279410038923,0.005623413251903493,rbf
f135303d-9249-4b63-a784-c9a68d8b537b,SVR,500,17.78279410038923,0.005623413251903493,sigmoid
8e122d69-82eb-4c99-8182-16067b3523ea,SVR,500,0.5623413251903492,0.1778279410038923,
29351043-13f0-4b9a-b766-2228a223fcea,SVR,500,0.5623413251903492,0.1778279410038923,poly
cc294816-bb7a-419c-821a-94a6a171860f,SVR,500,0.5623413251903492,0.1778279410038923,rbf
0614e7d5-29d5-45dc-beff-3c46962e239c,SVR,500,0.5623413251903492,0.1778279410038923,sigmoid
dd77efab-0047-4c7c-a7ae-5ef3b8f29831,SVR,500,1.3335214321633242,0.013335214321633242,
92a4935b-5e6d-4a8d-bad4-e4ada2b46649,SVR,500,1.3335214321633242,0.013335214321633242,poly
f38af355-5208-4ab7-a5b0-434d331c3745,SVR,500,1.3335214321633242,0.013335214321633242,rbf
20871300-2fed-47de-b29e-3e6b44d5be46,SVR,500,1.3335214321633242,0.013335214321633242,sigmoid
5bebbffb-a8db-4709-a179-e8d6ac5615ea,SVR,500,42.169650342858226,0.4216965034285822,
c5174f05-d194-4959-aaca-cc62d04df119,SVR,500,42.169650342858226,0.4216965034285822,poly
8626a608-63d3-4797-aacc-bf137836833e,SVR,500,42.169650342858226,0.4216965034285822,rbf
44e80d3c-57d9-4a45-8490-a624735dc359,SVR,500,42.169650342858226,0.4216965034285822,sigmoid
ef78f365-3717-42ef-af40-ed9bb8026613,SVR,500,7.498942093324559,0.002371373705661656,
a7813d91-b884-4635-9f64-aff96ca1f65d,SVR,500,7.498942093324559,0.002371373705661656,poly
2a3b593a-0ead-4a4b-9969-75e718466339,SVR,500,7.498942093324559,0.002371373705661656,rbf
c65d5989-de2c-45cf-96c8-f76511cda7d0,SVR,500,7.498942093324559,0.002371373705661656,sigmoid
1f2b1508-032f-46ba-ad40-7bdfd8004c89,SVR,500,0.23713737056616557,0.07498942093324559,
fc71493e-ded1-470f-a510-b26c4aa0226c,SVR,500,0.23713737056616557,0.07498942093324559,poly
9065928d-df28-4c00-a266-1ca573411d23,SVR,500,0.23713737056616557,0.07498942093324559,rbf
db4a3006-6a9e-42c1-9fd0-c5d04522cd7a,SVR,500,0.23713737056616557,0.07498942093324559,sigmoid
1f733833-6671-49eb-9587-ae8db4204629,SVR,500,0.3651741272548378,0.008659643233600656,
b015b92e-3691-42ec-807b-90ff8e2c6d34,SVR,500,0.3651741272548378,0.008659643233600656,poly
44a6d629-f20e-46a4-b060-e5c7a8909472,SVR,500,0.3651741272548378,0.008659643233600656,rbf
e53eef02-0276-4f69-a81b-b79443d543af,SVR,500,0.3651741272548378,0.008659643233600656,sigmoid
e42ced5f-62f2-4ebb-9787-e0783967fea2,SVR,500,11.547819846894583,0.27384196342643613,
5c0ab361-b385-42da-92d0-881da53442eb,SVR,500,11.547819846894583,0.27384196342643613,poly
846f8cd0-3d28-4507-938c-96d3413eb598,SVR,500,11.547819846894583,0.27384196342643613,rbf
fafa4b05-2a11-48ab-9726-ce6b0c120334,SVR,500,11.547819846894583,0.27384196342643613,sigmoid
c41f569e-e4c1-443a-af94-48201ef18e68,SVR,500,64.93816315762116,0.0015399265260594922,
364fd0b8-a643-4de1-b246-4b60cfc85af8,SVR,500,64.93816315762116,0.0015399265260594922,poly
a80ebff3-85b0-45da-bac3-19d30805c972,SVR,500,64.93816315762116,0.0015399265260594922,rbf
5eda030e-7541-44f2-909a-00087c0338fa,SVR,500,64.93816315762116,0.0015399265260594922,sigmoid
ac20f8bc-0993-46dc-a188-2046bf433d45,SVR,500,2.0535250264571463,0.04869675251658631,
ea175b8a-0b46-4272-8888-8d65700f34ed,SVR,500,2.0535250264571463,0.04869675251658631,poly
240f7181-41a0-4f1b-ba3c-d5c5a84a8048,SVR,500,2.0535250264571463,0.04869675251658631,rbf
67be4d23-6ca3-4634-9671-b9d9c59a3462,SVR,500,2.0535250264571463,0.04869675251658631,sigmoid
f7315082-1251-40f2-8285-16429c6078a3,SVR,500,0.8659643233600655,0.003651741272548378,
deee4a96-cb13-425f-ade6-67fe31bcb8e2,SVR,500,0.8659643233600655,0.003651741272548378,poly
6a79808f-50e1-413d-bbba-c10b3782a321,SVR,500,0.8659643233600655,0.003651741272548378,rbf
