,R^2,num_observations
0,0.23375960313357103,350
1,0.24202183916675446,312
2,0.19218040622172394,276
3,0.2343261255082455,240
4,0.27718165384394033,203
5,0.3625291475308997,166
6,0.2520446927375737,130
7,0.2660522624724494,93
8,0.4549791100638598,57
9,0.7859927180718913,21
