,R^2
0,-8.695710818074076e-12
1,-1.0821565865626326e-11
2,-1.2861489651072588e-11
3,-1.0940137684656293e-12
4,-1.9995338718103994e-11
5,-2.3681279159859514e-11
6,-3.204325693673127e-12
7,-2.0230039865509752e-11
8,9.505507492235665e-12
9,3.816946758661288e-12
10,-1.9962698161180015e-11
11,-6.03073146976385e-12
12,-2.809086296906571e-12
13,-1.8214096897395393e-11
14,-7.793765632868599e-13
15,-3.794298208958935e-12
16,4.463318603598054e-12
17,-1.1002976307850076e-11
18,1.1069145600117736e-11
19,-1.773736713062135e-11
20,-1.4800827230487812e-11
21,2.7977620220553945e-13
22,-2.927125208884718e-11
23,1.2079226507921703e-12
24,7.461364859295827e-12
25,-1.2987166897460156e-11
26,-1.1820766587788967e-11
27,-6.497469229316266e-12
28,-4.11359835084113e-12
29,-1.1636691610306116e-11
