Unnamed: 0,SVR,set,MLR,RF,MLP
0,0.9564749444738734,train,0.9440489044797172,0.944048904479716,0.9440627253096252
1,0.9560683159021491,test,0.9440489044797172,0.944048904479716,0.9440626822871612
2,0.967974100536514,test,0.9440489044797172,0.944048904479716,0.9440626965481678
3,0.9682799933533256,train,0.9440489044797172,0.944048904479716,0.9440628403708224
4,0.9647535476531086,test,0.9440489044797172,0.944048904479716,0.9440627479866588
5,0.9605532532478432,train,0.9440489044797172,0.944048904479716,0.9440627320692702
6,0.9701286276399284,train,0.9440489044797172,0.944048904479716,0.9440627524778572
7,0.9481451870513292,test,0.9440489044797172,0.944048904479716,0.944062848035126
8,0.976854878526188,test,0.9440489044797172,0.944048904479716,0.9440626852872256
9,0.9843806906316726,test,0.9440489044797172,0.944048904479716,0.9440627421386556
10,0.9648581210663334,test,0.9440489044797172,0.944048904479716,0.9440626950606464
11,0.9589659799862941,train,0.9440489044797172,0.944048904479716,0.9440627322455551
12,0.9685979897641684,train,0.9440489044797172,0.944048904479716,0.9440627690180308
13,0.9657053121985424,test,0.9440489044797172,0.944048904479716,0.9440626179825334
14,0.9708284730980576,test,0.9440489044797172,0.944048904479716,0.9440627816224276
15,0.9511976147897254,test,0.9440489044797172,0.944048904479716,0.944062750925582
16,0.9800803994922712,test,0.9440489044797172,0.944048904479716,0.9440627110175128
17,0.9682147030694406,train,0.9440489044797172,0.944048904479716,0.9440626717536916
18,0.9683591195058964,train,0.9440489044797172,0.944048904479716,0.9440628674487213
19,0.9908647784987236,train,0.9440489044797172,0.944048904479716,0.9440627041896102
20,0.9499406206120664,train,0.9440489044797172,0.944048904479716,0.9440627513288838
21,0.965773748614856,train,0.9440489044797172,0.944048904479716,0.9440626795693128
22,0.968723059953879,train,0.9440489044797172,0.944048904479716,0.9440627005103712
23,0.9768730730639046,train,0.9440489044797172,0.944048904479716,0.9440626557222748
24,0.9485405207565574,test,0.9440489044797172,0.944048904479716,0.944062781786224
25,0.9357364257992398,train,0.9440489044797172,0.944048904479716,0.9440627975800872
26,0.9612081704027612,train,0.9440489044797172,0.944048904479716,0.9440627671575303
27,0.9690739874893932,test,0.9440489044797172,0.944048904479716,0.9440627858090592
28,0.9745100464888647,train,0.9440489044797172,0.944048904479716,0.9440626041403412
29,0.9687141200581716,train,0.9440489044797172,0.944048904479716,0.9440628412452914
30,0.9681184364305347,train,0.9440489044797172,0.944048904479716,0.9440626483080536
31,0.9560531921983736,test,0.9440489044797172,0.944048904479716,0.9440626695017784
32,0.9774667029410916,train,0.9440489044797172,0.944048904479716,0.9440627409079878
33,0.9662553562547256,train,0.9440489044797172,0.944048904479716,0.9440627462234034
34,0.9802806922404326,test,0.9440489044797172,0.944048904479716,0.9440627406017171
35,0.9592002694295784,train,0.9440489044797172,0.944048904479716,0.9440628267358236
36,0.9713236396447424,train,0.9440489044797172,0.944048904479716,0.9440627023815248
37,0.9679776914895566,train,0.9440489044797172,0.944048904479716,0.9440627167394889
38,0.9703096313175248,train,0.9440489044797172,0.944048904479716,0.9440627279118222
39,0.9634273570800841,train,0.9440489044797172,0.944048904479716,0.9440627809164504
40,0.9784872600065224,train,0.9440489044797172,0.944048904479716,0.9440627914789655
41,0.9812262293572812,train,0.9440489044797172,0.944048904479716,0.944062790415044
42,0.9943587815693942,train,0.9440489044797172,0.944048904479716,0.9440626822232724
43,0.9636461907061626,train,0.9440489044797172,0.944048904479716,0.9440627221781426
44,0.9649082409900752,train,0.9440489044797172,0.944048904479716,0.9440627635095749
