,model_type,n,alpha,l1_ratio,max_iter,n_estimators,max_features,max_depth,min_samples_split,min_samples_leaf,bootstrap,C,epsilon,kernel,activation,hidden_layer_sizes,solver
eae96429-fba4-40bb-96ab-0d3d97a535c7,MLR,500,0.0010000000000000002,0.1,10000.0,,,,,,,,,,,,
9ac5a440-4107-4462-8602-626d3c10b33e,MLR,500,0.0316227766016838,0.55,10000.0,,,,,,,,,,,,
10b8f08e-f82b-4dcf-afe4-e6c742429246,MLR,500,0.1778279410038923,0.325,10000.0,,,,,,,,,,,,
6e8bdd59-c3ec-495a-b023-bec66e5997b2,MLR,500,0.005623413251903493,0.775,10000.0,,,,,,,,,,,,
61e84e2e-9cba-47af-a127-6b992963c7e4,MLR,500,0.013335214321633242,0.4375,10000.0,,,,,,,,,,,,
8898eb93-0ae0-42fd-a019-b9a93b518612,MLR,500,0.4216965034285822,0.8875,10000.0,,,,,,,,,,,,
9f90be1e-9048-4cca-a1d2-d3ba9a900964,MLR,500,0.07498942093324559,0.21250000000000002,10000.0,,,,,,,,,,,,
30f9a532-5465-4824-9227-dd457a3df446,MLR,500,0.002371373705661656,0.6625,10000.0,,,,,,,,,,,,
840776d3-d773-4696-8e33-d7c927fa9c58,MLR,500,0.003651741272548378,0.38125,10000.0,,,,,,,,,,,,
491dd4c9-4f2c-45a9-ba83-90e6bbddb85e,MLR,500,0.11547819846894583,0.83125,10000.0,,,,,,,,,,,,
f95017cf-350e-4958-be59-6cddb5deaa5f,MLR,500,0.6493816315762113,0.15625,10000.0,,,,,,,,,,,,
e34e987f-2fb5-4266-b924-2af2088543da,MLR,500,0.020535250264571463,0.60625,10000.0,,,,,,,,,,,,
49bc5519-ce8e-4587-929a-303ac0256f68,MLR,500,0.008659643233600656,0.26875000000000004,10000.0,,,,,,,,,,,,
ad795a6c-ad10-4c68-97e9-6322bda3a27e,MLR,500,0.27384196342643613,0.71875,10000.0,,,,,,,,,,,,
9a8d4c2a-dd09-46bd-aa66-d13c2c65e03a,MLR,500,0.04869675251658631,0.49375,10000.0,,,,,,,,,,,,
