,model_type,n,C,epsilon,kernel
9bceb35e-299b-41d9-b4c3-f1d2b42b3880,SVR,500,0.10000000000000002,0.0010000000000000002,
ce2da0f0-d1a4-414f-8896-914285bf150e,SVR,500,0.10000000000000002,0.0010000000000000002,poly
24ffcf3e-1a6a-470c-8663-66aad35a4c1a,SVR,500,0.10000000000000002,0.0010000000000000002,rbf
38a17acb-caf1-44ca-bc14-4c62c1efd7de,SVR,500,0.10000000000000002,0.0010000000000000002,sigmoid
d0482878-1c68-4232-9263-f2f1efff130e,SVR,500,3.1622776601683795,0.0316227766016838,
cffdfdcd-34e3-494d-930e-93454bc4dd9e,SVR,500,3.1622776601683795,0.0316227766016838,poly
47c6369b-d7ef-4fe2-bc0f-19ce2102e950,SVR,500,3.1622776601683795,0.0316227766016838,rbf
432a34b2-dab1-40fd-a464-9bca4b3a0429,SVR,500,3.1622776601683795,0.0316227766016838,sigmoid
7941edda-c92a-42a0-839b-8ce8a302eace,SVR,500,17.78279410038923,0.005623413251903493,
eabf3162-aec1-4bab-bced-0cf13686f0d0,SVR,500,17.78279410038923,0.005623413251903493,poly
25f15b9e-0912-4572-a310-95c85c4934cb,SVR,500,17.78279410038923,0.005623413251903493,rbf
6dc789b8-8a96-4ad2-bc15-0cac78a0e5f8,SVR,500,17.78279410038923,0.005623413251903493,sigmoid
7e8294c6-d3c7-455c-afee-b8e80f2fe4a4,SVR,500,0.5623413251903492,0.1778279410038923,
9f8fa713-1492-4d9c-84e0-18dfd368c55d,SVR,500,0.5623413251903492,0.1778279410038923,poly
aa79cddc-7b60-4aa5-a7b0-b54d6abae899,SVR,500,0.5623413251903492,0.1778279410038923,rbf
71fc3850-7d64-4d58-a3a5-81857e07f2d6,SVR,500,0.5623413251903492,0.1778279410038923,sigmoid
b07faa84-a62e-4922-8ea1-9604d1356a8b,SVR,500,1.3335214321633242,0.013335214321633242,
995fd964-b547-451f-93ab-15695bb752a2,SVR,500,1.3335214321633242,0.013335214321633242,poly
ae94546a-9827-4a4b-9eb7-024100226851,SVR,500,1.3335214321633242,0.013335214321633242,rbf
59f71cfb-ad83-4d75-a360-f65d22835076,SVR,500,1.3335214321633242,0.013335214321633242,sigmoid
