,R^2,num_observations
0,0.6690990050112077,348
1,0.7363463001979612,312
2,0.7096303310883565,275
3,0.674888727166662,239
4,0.7104541760373739,203
5,0.7183220330813611,166
6,0.6836397271221655,130
7,0.7077435584219478,93
8,0.6629734825039681,57
9,0.7914440437585317,21
