,R^2,num_observations
0,0.2774425984311929,350
1,0.355359008759095,312
2,0.3596115730174373,276
3,0.3089954680279232,240
4,0.3760033870135506,203
5,0.35294613566470856,166
6,0.48619507805049866,130
7,0.38129977016032224,93
8,0.5628379972077131,57
9,0.9584888813922793,21
