,R^2
0,3.0848879006839525e-11
1,-9.530598532592194e-12
2,-1.8959056546918873e-11
3,-1.6815659975577546e-10
4,2.5106805523478215e-11
5,-1.6815659975577546e-10
6,-6.390687978807819e-11
7,2.6931123997542272e-11
8,-1.6815593362196068e-10
9,-7.966960424710123e-13
10,-7.281664160529999e-11
11,3.08486569622346e-11
12,-1.9310109067305348e-11
13,-8.104850124368568e-12
14,3.235745005270019e-11
15,1.2651213410208584e-11
16,1.2650547276393809e-11
17,3.08486569622346e-11
18,-9.531486711011894e-12
19,-7.281708569450984e-11
20,-7.281664160529999e-11
21,-1.681561556665656e-10
22,1.2650769320998734e-11
23,3.924149893919093e-11
24,3.0848879006839525e-11
25,2.6931346042147197e-11
26,1.2650325231788884e-11
27,3.08486569622346e-11
28,-2.50046650052127e-11
29,-1.8958168368499173e-11
