,R^2,num_observations
0,5.673804314487718e-05,350
1,0.016821430102663237,312
2,0.004470217901267892,276
3,0.03061511061723765,240
4,0.008492267596902137,203
5,0.026716497211080492,166
6,0.0004766118370388428,130
7,0.00017264646904546765,93
8,7.564068071697072e-05,57
9,-1.5458305080429113e-08,21
