,model_type,n,alpha,l1_ratio,max_iter,n_estimators,max_features,max_depth,min_samples_split,min_samples_leaf,bootstrap,C,epsilon,kernel,activation,hidden_layer_sizes,solver
1a5ceb25-b10c-4326-85c6-35ad3fe06ecb,MLR,498,0.0010000000000000002,0.1,10000.0,,,,,,,,,,,,
de897d4b-c285-46a2-9c52-e77821590fd4,MLR,498,0.0316227766016838,0.55,10000.0,,,,,,,,,,,,
e5ebd611-d878-4a15-8dd2-e2ba1b2656f7,MLR,498,0.1778279410038923,0.325,10000.0,,,,,,,,,,,,
ca73a084-7f16-4fcf-9a1f-49f084b0c87e,MLR,498,0.005623413251903493,0.775,10000.0,,,,,,,,,,,,
e91a6ed2-beec-46ff-badf-749377b77e3f,MLR,498,0.013335214321633242,0.4375,10000.0,,,,,,,,,,,,
5bbcd33c-b28c-4d36-ac14-ac20c0a0a0ff,MLR,498,0.4216965034285822,0.8875,10000.0,,,,,,,,,,,,
c65417a0-62d1-466a-9930-f17802d49303,MLR,498,0.07498942093324559,0.21250000000000002,10000.0,,,,,,,,,,,,
98f5a554-aa43-4cde-90c6-dd2a24e7ee03,MLR,498,0.002371373705661656,0.6625,10000.0,,,,,,,,,,,,
f7a53d61-08b2-4301-9e5d-65270bc13c9b,MLR,498,0.003651741272548378,0.38125,10000.0,,,,,,,,,,,,
e4b8ea73-83aa-4737-b319-2b5f22259fd4,MLR,498,0.11547819846894583,0.83125,10000.0,,,,,,,,,,,,
7af99e3d-bab8-4826-8150-506fa2ef3a5d,MLR,498,0.6493816315762113,0.15625,10000.0,,,,,,,,,,,,
f60d0045-6ffd-470e-983a-09699edab8e5,MLR,498,0.020535250264571463,0.60625,10000.0,,,,,,,,,,,,
9873db6d-a50f-4729-a841-dc379f0f3ed9,MLR,498,0.008659643233600656,0.26875000000000004,10000.0,,,,,,,,,,,,
ff66e55f-2eb7-4e33-9a21-5db2027ab9c6,MLR,498,0.27384196342643613,0.71875,10000.0,,,,,,,,,,,,
4e4a9526-d168-4ef8-9a46-80e08e4cf6f0,MLR,498,0.04869675251658631,0.49375,10000.0,,,,,,,,,,,,
8d0cce4d-000f-4592-8f8f-3d243e1e8d78,MLR,498,0.0015399265260594922,0.94375,10000.0,,,,,,,,,,,,
e741095b-f228-4e16-bd10-c0b400cd219f,RF,498,,,,1.0,0.010000000000000004,1.0,0.010000000000000004,0.010000000000000004,True,,,,,,
78d7fbd8-e4ee-43c3-8b5c-521cd4b2c4e3,RF,498,,,,1.0,0.010000000000000004,1.0,0.010000000000000004,0.010000000000000004,False,,,,,,
f11e9019-3e5d-442d-9b77-1a054b795d95,RF,498,,,,50.0,0.10000000000000002,50.0,0.10000000000000002,0.10000000000000002,True,,,,,,
14c1ab33-685f-46a6-90a8-08d271dd2b01,RF,498,,,,50.0,0.10000000000000002,50.0,0.10000000000000002,0.10000000000000002,False,,,,,,
4d1e421f-9924-4bcd-80c0-7119a5238d86,RF,498,,,,75.0,0.0316227766016838,26.0,0.0316227766016838,0.31622776601683805,True,,,,,,
1c2284dd-a70e-411f-80bc-10ea12139d30,RF,498,,,,75.0,0.0316227766016838,26.0,0.0316227766016838,0.31622776601683805,False,,,,,,
5cf170f6-6cda-44e7-acb7-1da9d28f53c3,RF,498,,,,26.0,0.31622776601683805,75.0,0.31622776601683805,0.0316227766016838,True,,,,,,
364f599a-991e-4b04-8b91-703fdfaa9520,RF,498,,,,26.0,0.31622776601683805,75.0,0.31622776601683805,0.0316227766016838,False,,,,,,
37069023-d3df-4b1a-89b9-8e244d546235,RF,498,,,,38.0,0.05623413251903493,63.0,0.562341325190349,0.05623413251903493,True,,,,,,
b414368f-603a-40ce-85ff-02f555516100,RF,498,,,,38.0,0.05623413251903493,63.0,0.562341325190349,0.05623413251903493,False,,,,,,
57e7b9f2-4d06-43ad-a8d7-151bc7e8efdf,RF,498,,,,88.0,0.562341325190349,13.0,0.05623413251903493,0.562341325190349,True,,,,,,
610bb6f7-d198-4c17-ae28-1cc5749dba0d,RF,498,,,,88.0,0.562341325190349,13.0,0.05623413251903493,0.562341325190349,False,,,,,,
66f378d6-1804-4ad5-a1e8-d039d5a1cff8,RF,498,,,,63.0,0.017782794100389243,88.0,0.1778279410038923,0.1778279410038923,True,,,,,,
71cfda6c-ea80-49ff-91c4-8ba4db9262ae,RF,498,,,,63.0,0.017782794100389243,88.0,0.1778279410038923,0.1778279410038923,False,,,,,,
23263cc1-4dda-4c04-b520-9be17c7c24f9,RF,498,,,,13.0,0.1778279410038923,38.0,0.017782794100389243,0.017782794100389243,True,,,,,,
1df35ec3-9cab-4262-825e-1bb4874cbbd4,RF,498,,,,13.0,0.1778279410038923,38.0,0.017782794100389243,0.017782794100389243,False,,,,,,
ed49b0d3-a789-44cf-a711-64fb3a1fd02f,RF,498,,,,20.0,0.04216965034285824,94.0,0.07498942093324559,0.13335214321633243,True,,,,,,
5e8c7739-e2c5-46e3-81a2-8d12d597f58e,RF,498,,,,20.0,0.04216965034285824,94.0,0.07498942093324559,0.13335214321633243,False,,,,,,
285e90dc-3fe9-4e48-b120-ccf8c5004245,RF,498,,,,69.0,0.4216965034285822,44.0,0.7498942093324561,0.013335214321633242,True,,,,,,
443663bf-2ca5-44e2-8b25-1b0f31142476,RF,498,,,,69.0,0.4216965034285822,44.0,0.7498942093324561,0.013335214321633242,False,,,,,,
b061d1ed-abb2-4999-a9a9-41893788de5e,RF,498,,,,94.0,0.013335214321633242,69.0,0.023713737056616564,0.04216965034285824,True,,,,,,
897c1009-da31-4517-96f3-9c0565270eaf,RF,498,,,,94.0,0.013335214321633242,69.0,0.023713737056616564,0.04216965034285824,False,,,,,,
584c6c98-68b4-4bd3-98d8-3af2382abbcf,RF,498,,,,44.0,0.13335214321633243,20.0,0.23713737056616557,0.4216965034285822,True,,,,,,
cb6c305f-ee5f-4cc3-bcb7-5330e95c3f99,RF,498,,,,44.0,0.13335214321633243,20.0,0.23713737056616557,0.4216965034285822,False,,,,,,
9df75b11-1701-4cff-9168-dcb21b374729,RF,498,,,,32.0,0.023713737056616564,32.0,0.13335214321633243,0.7498942093324561,True,,,,,,
fceab25e-e896-4852-96b5-5f2e520a82e6,RF,498,,,,32.0,0.023713737056616564,32.0,0.13335214321633243,0.7498942093324561,False,,,,,,
45562267-7224-440c-a3a9-c0546c53e21d,RF,498,,,,81.0,0.23713737056616557,81.0,0.013335214321633242,0.07498942093324559,True,,,,,,
46ea5162-9b70-406c-a189-eb8f108aa0a3,RF,498,,,,81.0,0.23713737056616557,81.0,0.013335214321633242,0.07498942093324559,False,,,,,,
7b3fae87-ddb6-485f-bb0f-bf68e9ccead2,RF,498,,,,57.0,0.07498942093324559,7.0,0.4216965034285822,0.023713737056616564,True,,,,,,
eb474608-d609-46e9-b2af-5aab119a90ff,RF,498,,,,57.0,0.07498942093324559,7.0,0.4216965034285822,0.023713737056616564,False,,,,,,
e825e74f-3f66-4731-8684-b10b002d5b99,RF,498,,,,7.0,0.7498942093324561,57.0,0.04216965034285824,0.23713737056616557,True,,,,,,
9f3ce4b8-d6ba-4a37-91ff-981f80b8277f,RF,498,,,,7.0,0.7498942093324561,57.0,0.04216965034285824,0.23713737056616557,False,,,,,,
