,RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_CORENESS,GRADIUS:INVERSE_DISTANCE,GDIAMETER:INVERSE_DISTANCE,AVG_ECCENTRICITY:INVERSE_DISTANCE,AVG_SHORTEST_PATH:INVERSE_DISTANCE,AVG_CLOSENESS:INVERSE_DISTANCE,AVG_BETWEENNESS:INVERSE_DISTANCE,GRADIUS:FLOW,GDIAMETER:FLOW,AVG_ECCENTRICITY:FLOW,AVG_SHORTEST_PATH:FLOW,AVG_CLOSENESS:FLOW,AVG_BETWEENNESS:FLOW,GRADIUS:WALL,GDIAMETER:WALL,AVG_ECCENTRICITY:WALL,AVG_SHORTEST_PATH:WALL,AVG_CLOSENESS:WALL,AVG_BETWEENNESS:WALL,GRADIUS:SHEAR,GDIAMETER:SHEAR,AVG_ECCENTRICITY:SHEAR,AVG_SHORTEST_PATH:SHEAR,AVG_CLOSENESS:SHEAR,GRADIUS:RADIUS,GDIAMETER:RADIUS,AVG_ECCENTRICITY:RADIUS,AVG_SHORTEST_PATH:RADIUS,AVG_CLOSENESS:RADIUS,AVG_BETWEENNESS:RADIUS,GRADIUS:PRESSURE_AVG,GDIAMETER:PRESSURE_AVG,AVG_ECCENTRICITY:PRESSURE_AVG,AVG_SHORTEST_PATH:PRESSURE_AVG,AVG_CLOSENESS:PRESSURE_AVG,AVG_BETWEENNESS:PRESSURE_AVG,GRADIUS:PRESSURE_DELTA,GDIAMETER:PRESSURE_DELTA,AVG_ECCENTRICITY:PRESSURE_DELTA,AVG_SHORTEST_PATH:PRESSURE_DELTA,AVG_CLOSENESS:PRESSURE_DELTA,GRADIUS:OXYGEN_AVG,GDIAMETER:OXYGEN_AVG,AVG_ECCENTRICITY:OXYGEN_AVG,AVG_SHORTEST_PATH:OXYGEN_AVG,AVG_CLOSENESS:OXYGEN_AVG,AVG_BETWEENNESS:OXYGEN_AVG,GRADIUS:OXYGEN_DELTA,GDIAMETER:OXYGEN_DELTA,AVG_ECCENTRICITY:OXYGEN_DELTA,AVG_SHORTEST_PATH:OXYGEN_DELTA,AVG_CLOSENESS:OXYGEN_DELTA
0,13.73112580834803,34.641000000000005,1.965352733686067,0.0470711734273956,306.75887771898886,463935982.2922986,1414,1701,59.0,110.0,84.56364922206507,43.4483864218997,1.202970297029703,1.202970297029703,2.405940594059406,0.0101510859301227,0.0233032056846006,0.0061667243495145,1.9985855728429984,0.6149848201710377,1.213400219229274,0.986409534250833,0.3452592266692181,3.065293711189353,0.0061841583710371,30983680745.600006,61662637399.70001,42321820831.75856,16373084960.462788,6.420101401633582e-11,0.0076777574805273,109.95,215.2760000000001,162.7690961810467,78.06609409794486,0.0132102596021319,0.0065499499051199,3.976007000000001,7.944737000000001,5.675605893917963,2.468653865441235,0.4169308074609659,880.6939999999997,1753.688,1287.678594059406,637.4781095375237,0.0015979095181802,0.0063585375774468,2536.142500000001,4332.1885,3459.927152404526,1716.2415545630538,0.0005944623726314,0.0061698294655794,18.788999999999994,37.544,26.51939816124469,11.81902850876535,0.0870194482253759,4715.898499999998,8792.328000000007,6759.139729137191,3472.8016508747373,0.0002915478614628,0.0061667243495145,0.25,0.4379999999999882,0.3944794908062158,0.0030805662913854,511.8771179339685
1,12.243454481792716,34.641000000000005,1.8510427170868349,0.0376585749299719,270.946512605042,231024874.61232492,1195,1428,62.0,109.0,85.76401673640167,44.10426329695899,1.194979079497908,1.194979079497908,2.389958158995816,0.0198379435596535,0.0228422259317594,0.0092314154592335,1.998326359832636,0.5293692797893387,1.0478953420828798,0.8158426791467911,0.344072208225572,3.019690031966995,0.0092602268586194,13705577780.199997,27393754908.00001,18726073244.719,7600071869.832465,1.3405062636220686e-10,0.0121674617251136,109.527,195.92000000000007,146.7577539748954,73.80110135054629,0.0137227888252615,0.0099145387145622,3.005,5.7354920000000025,4.193284590794978,1.9642157566633744,0.5153791903719673,810.7710000000003,1550.0270000000005,1155.7128259414226,572.6785702501344,0.0017650155665909,0.0095898416515079,2473.719,4045.3930000000014,3245.972525941423,1635.006583098198,0.0006192160991267,0.0092327484336683,16.58,32.349999999999994,23.556786610878657,10.988803459417024,0.0922484178939974,4721.821000000001,8301.308500000003,6531.607453556485,3358.878442623152,0.0002999338879987,0.0092314154592335,0.0220000000000055,0.0439999999999827,0.0246820083682041,0.0046749872094081,283.1155215832887
2,12.410248914616496,34.641000000000005,1.8922684515195367,0.0389669869753979,260.7980738060781,254585123.3617945,1159,1382,55.0,109.0,80.07075064710958,38.95534981171608,1.192407247627265,1.192407247627265,2.38481449525453,0.0146931719965427,0.0263201377638352,0.0084746278226001,1.998274374460742,0.6661373948107677,1.325917174965526,1.1085364289760238,0.3159518553970433,3.4374901592742897,0.0084894072407121,18216911331.200005,36396428960.3,23807466376.1604,8293214760.095882,1.2944176543800702e-10,0.0103687844511536,118.89999999999996,236.6160000000001,171.4135927523727,74.18449281063862,0.0138640498232365,0.0089182003410517,3.115198,6.1961330000000014,4.3609895220017245,1.7876461701499542,0.5864504455522143,782.8019999999999,1554.0770000000002,1124.8863658326145,516.5957472018198,0.0019899845893608,0.0086773834075629,2067.7525,4095.361,3117.9727920621226,1439.6343392240042,0.0007190890278569,0.008474890567811,16.187000000000005,32.37100000000001,22.864581535806728,9.432679216941528,0.1110963462025852,4190.130999999999,8304.167500000016,6100.152283865397,2967.697916466612,0.0003454914301722,0.0084746278226001,0.269999999999996,0.4820000000000135,0.4167290767903446,0.0065824030900357,230.04473646411265
3,13.00704761904762,34.64100000000001,1.98360697518444,0.0394489651240778,266.0899765258216,291893185.5683434,1255,1491,67.0,116.0,92.87569721115538,48.08553092256175,1.1880478087649402,1.1880478087649402,2.3760956175298804,0.0175578611332801,0.0209702931891973,0.0082412309772202,1.998406374501992,0.6813934736148481,1.3525069495850153,1.117369456358306,0.3762426809030777,2.8125489586700407,0.00824491365661,29477073574.599995,42784084286.90004,32526790067.393307,12243886821.634464,8.567892168867793e-11,0.0103465496136505,147.74499999999998,263.39900000000006,204.71841593625496,95.60767593739872,0.010756664061043,0.0086500986562018,3.4850769999999995,6.487161000000001,4.935180658964144,2.3328153404093337,0.438214935240506,975.89,1725.5950000000005,1348.4308533864544,687.4514748889607,0.001471615043029,0.0084399420079926,2634.9030000000007,4350.7515,3598.1748816733075,1777.6581898384134,0.0005730416443792,0.0082414394020659,16.867,33.718999999999994,24.370939442231077,11.527001246687892,0.0883792394934427,5168.576000000001,8948.442500000001,7164.5410996015935,3709.3580276190273,0.0002718447108405,0.0082412309772202,0.0640000000000071,0.0919999999999987,0.0779035856573747,0.0033698647197496,414.71497795078335
4,13.94858874680307,34.641000000000005,1.9681994884910483,0.0489703514066496,323.34561329923275,448989895.3512021,1642,1955,63.0,107.0,84.1985383678441,43.53920880957736,1.1906211936662607,1.1906211936662607,2.381242387332521,0.0113821138211382,0.0234419898238708,0.004961708353865,1.9987819732034104,0.5736744393902744,1.1338009900443065,0.8888398948324302,0.3452659067076516,3.034818499783722,0.0049658803232958,35737632042.59999,70784089842.40001,45746740879.392136,14862436153.99732,7.128997116594319e-11,0.0060193908595145,110.73900000000002,205.235,155.17767113276494,78.16432878781455,0.0132204793836399,0.0051645754590691,3.965834,7.887302000000004,5.517999122411693,2.440579622079164,0.4207877803615544,925.4459999999998,1648.1100000000006,1245.6450651644336,628.8571038455059,0.0016268821911671,0.0050453511814331,2318.5000000000005,4205.520500000001,3370.870884896468,1733.212406655057,0.0005902774616754,0.0049618230852873,18.854,37.677,26.055432399512792,11.957362409362394,0.0856342245026627,5040.521000000008,8560.5545,6736.444427222902,3483.440065978307,0.0002929997910007,0.004961708353865,0.0780000000000029,0.1069999999999993,0.0926948842874635,0.0039650001002074,327.97097015335174
5,14.046985692771084,34.641,2.060282379518072,0.0487874051204819,293.8759021084337,500629699.951506,1117,1328,71.0,110.0,89.63025962399284,47.61817688829847,1.188898836168308,1.188898836168308,2.377797672336616,0.0104633781763826,0.021211844616664,0.0067328052109297,1.998209489704566,0.7254223040924156,1.1844177591505982,0.983666763237895,0.3660457649783404,2.888290329711426,0.0067430856011813,55734281748.59999,93078179891.00005,72972240880.44955,31933642359.169933,3.1796430127341305e-11,0.0078608156173409,163.02300000000002,260.901,213.2816230975828,104.92951280792455,0.0096900668141523,0.0069145729283862,5.391172999999999,8.287345999999998,6.356081504923903,3.133508276941886,0.3244532690050655,1134.143,1818.2330000000004,1451.8654825425242,757.9244818847218,0.001334045225979,0.0068418597979241,3015.6250000000005,4369.033,3658.9285850492383,1827.0413675263023,0.0005591255859966,0.0067328052109297,24.48400000000001,36.924,27.48374216651745,13.70304688377406,0.0742111155287106,5643.426999999996,8743.262500000017,7124.192911369732,3784.8884420635127,0.0002668691508661,0.0067328052109297,0.0130000000000052,0.0210000000000007,0.0134413607878304,0.0008110498230355,1852.30039650075
6,13.6594826910516,34.641000000000005,2.1104225996080994,0.0451630052253429,274.0209849771392,351271276.5238406,1296,1531,67.0,112.0,89.49614197530865,46.9721828971829,1.1813271604938271,1.1813271604938271,2.3626543209876543,0.0136527563111798,0.021477773630937,0.0089796754692427,1.998456790123457,0.5701043290086784,1.1169976315675822,0.8674537201971527,0.3632452004613797,2.862427669055211,0.0090115134454392,25762627355.500004,49909094427.70001,35719179817.801544,15583533853.590118,6.504369138211132e-11,0.0108722498534451,140.13999999999993,252.4820000000001,190.1904305555556,96.42239573740412,0.0105249997489913,0.0092733921269469,3.748147999999999,7.151177000000001,5.31253305941358,2.5652003478538044,0.3941609635650386,973.7450000000002,1746.6570000000004,1325.0697183641976,687.1795843617423,0.0014716488305686,0.0091644120752827,2565.996,4294.480500000001,3457.267783950617,1789.3075517451966,0.0005658858973378,0.0089801561884251,18.15,34.968,25.75912422839506,12.501551686210028,0.0809021890301318,5227.524999999998,8738.6465,6982.818678240738,3664.9523480599614,0.0002752719139431,0.0089796754692427,0.0090000000000003,0.017999999999958,0.0107638888888784,0.0025396801563413,487.4031258912666
7,13.84149617151608,34.641000000000005,2.066575038284839,0.0488578675344563,284.97998621745785,437644885.5019143,1095,1306,84.0,109.0,96.06940639269406,49.6835558004224,1.1926940639269406,1.1926940639269406,2.385388127853881,0.0137236962488563,0.0201861512925419,0.0071103852682015,1.9972602739726024,0.7891707296030643,1.1295136494367093,0.9421941559145578,0.4158375980354961,2.5160073183709506,0.0071131309315828,65581844085.8,88257485819.59996,71517404169.3726,31958484818.383003,3.176963944341492e-11,0.0083921037042939,206.471,262.87500000000006,230.3992273972603,114.20790386082668,0.0088436114813891,0.0073618376267527,6.181357000000003,8.078706,6.640452042009132,3.222849956641877,0.3132958023170185,1368.6470000000002,1796.621000000001,1535.5378237442922,787.8041758466682,0.0012744936093538,0.0072340111486458,3376.008999999999,4160.786000000002,3736.272985388128,1888.811616713832,0.0005362935587935,0.0071103852682015,27.478,36.117,29.159412785388128,14.23387272712094,0.0709825194775813,6625.088499999999,8596.725000000006,7576.91488219178,3918.492743277155,0.0002559454521861,0.0071103852682015,0.0250000000000056,0.0500000000000113,0.0271954337899494,0.0023714540916372,516.454334571781
8,12.253212214682296,34.641,1.9332961135101787,0.0354277038864898,261.5955700185071,195348557.12011105,1377,1621,80.0,115.0,98.0319535221496,50.24899617469727,1.177196804647785,1.177196804647785,2.35439360929557,0.0104242424242424,0.0201653661172806,0.004940318214828,1.9970951343500365,0.6347759309204365,1.243482627136514,0.9709382717632122,0.3907772147656394,2.6319121910312337,0.0049452769832386,23778416865.19999,35655345009.59999,27656307929.32004,9850663705.938725,1.076577609669824e-10,0.0058990682013937,144.82600000000002,246.35700000000008,189.5693129992738,92.12161992915158,0.0111197545860448,0.0051243096721892,4.309913,6.10526,4.690503496732027,2.2739185112563507,0.4477867465730624,1117.2360000000003,1577.1540000000002,1320.5565613652868,650.41245610824,0.0015721790347583,0.0050103416748423,2788.594000000001,4309.360000000002,3647.3750181554105,1900.5206411097613,0.0005302738406803,0.004940318214828,22.761000000000006,31.913,24.353392156862743,12.151872359021146,0.0832793536248696,6067.948499999995,8723.399999999987,7435.997566811902,3811.5386919712982,0.0002658477370595,0.004940318214828,0.0409999999999968,0.0779999999999887,0.0490217864923635,0.0054388458225632,264.9928661551584
9,11.61291299235744,34.641000000000005,1.7847330981775429,0.0329470288065843,254.6986108171664,150679203.57842445,1421,1701,62.0,109.0,85.22800844475721,44.30473283048042,1.1970443349753694,1.1970443349753694,2.394088669950739,0.018322762508809,0.0228548688111174,0.0058479472913954,1.9985925404644616,0.5243302987857235,1.035429240216617,0.8166371849851862,0.3322168170287293,3.1631910947341035,0.0058542882563994,10325686816.900002,20574315843.7,14501109102.785645,5858863515.017456,1.7689284399500888e-10,0.0072362484233066,106.947,195.893,147.0835566502463,73.330150367228,0.0139750051555331,0.0060489600031583,2.6722199999999985,5.250382000000003,3.848837038001408,1.802623584589309,0.5657721960235095,773.0509999999999,1412.3259999999998,1064.933048557354,545.6810018029354,0.0018604295873927,0.0059418163444889,2220.684,4033.8935000000015,3192.101936312456,1597.584972257186,0.0006382342662753,0.0058479535778776,15.154000000000003,30.300000000000004,21.804374384236457,10.267377353777857,0.0992228598199361,4634.951999999998,8148.210000000001,6371.10069317382,3311.9364078282542,0.0003057369130231,0.0058479472913954,0.1540000000000105,0.248999999999981,0.1947368050668571,0.0072315508816455,186.90731860338408
