ACTIVITY,GROWTH,SYMMETRY,CYCLES
0.9111111111111112,1.31002331002331,0.7384615384615385,1185.904761904762
1.0,1.2727272727272725,0.6875,1328.7708333333333
0.8148148148148149,1.4405594405594406,0.675,1281.3902439024394
1.0,1.2820512820512815,0.7142857142857143,1296.5454545454545
0.5555555555555556,1.3240093240093238,0.7,1335.7241379310346
1.0,1.4731934731934733,0.776470588235294,1437.3484848484848
0.2962962962962963,1.3496503496503491,0.8727272727272728,1223.2926829268292
1.0,1.2470862470862467,0.76,1261.96
1.0,1.3589743589743588,0.8461538461538461,1191.1020408163265
1.0,1.2843822843822843,0.8,1280.911111111111
0.5873015873015872,1.5128205128205128,0.6555555555555556,1275.326923076923
0.6000000000000001,1.2657342657342656,0.8833333333333333,1165.1702127659576
1.0,1.2237762237762235,0.8125,1444.2903225806451
1.0,1.2517482517482517,0.7000000000000001,1186.4186046511627
1.0,1.1981351981351978,0.675,1345.2653061224491
1.0,1.3076923076923077,0.8352941176470589,1356.983870967742
1.0,1.3170163170163167,0.7125,1393.74
1.0,1.1864801864801864,0.72,1285.4042553191491
1.0,1.4568764568764567,0.7,1258.9642857142858
1.0,1.3519813519813515,0.6375,1157.4186046511627
0.7674418604651163,1.354312354312354,0.8,1207.6046511627908
1.0,1.347319347319347,0.7466666666666667,1356.0
0.9710144927536232,1.3006993006993004,0.7466666666666667,1337.4117647058827
1.0,1.2494172494172493,0.8153846153846154,1314.5581395348838
1.0,1.4149184149184146,0.8428571428571429,1266.9615384615386
0.4933333333333334,1.324009324009324,0.8153846153846154,1253.08
1.0,1.2727272727272725,0.7,1371.4705882352941
0.5833333333333333,1.3682983682983685,0.6142857142857143,1267.3181818181818
0.9701492537313432,1.4545454545454546,0.7066666666666667,1273.195652173913
1.0,1.198135198135198,0.75,1200.952380952381
1.0,1.3939393939393938,0.7,1303.1052631578948
0.9733333333333334,1.4055944055944056,0.7529411764705882,1341.767857142857
0.96078431372549,1.3286713286713283,0.676923076923077,1232.942857142857
0.7735849056603774,1.4428904428904432,0.7625,1226.4166666666667
1.0,1.1188811188811187,0.8333333333333334,1196.6739130434785
1.0,1.2307692307692304,0.6428571428571428,1243.8717948717951
1.0,1.2890442890442886,0.8166666666666667,1050.3863636363637
1.0,1.494172494172494,0.7176470588235294,1281.0392156862745
0.9166666666666669,1.3613053613053607,0.8909090909090909,1244.860465116279
0.8518518518518519,1.3589743589743588,0.6111111111111112,1217.5833333333333
0.75,1.1724941724941722,0.6727272727272727,1218.8857142857146
1.0,1.2284382284382285,0.7636363636363637,1241.1081081081081
0.9272727272727272,1.2494172494172489,0.8166666666666667,1262.8157894736842
1.0,1.1421911421911422,0.9166666666666666,1362.5238095238094
1.0,1.1794871794871793,0.85,1300.108695652174
0.5714285714285714,1.3100233100233096,0.6399999999999999,1209.7916666666667
1.0,1.2564102564102562,0.6666666666666667,1276.428571428571
1.0,1.1515151515151514,0.7428571428571429,1247.0
1.0,1.1794871794871793,0.8,1411.4651162790694
0.9230769230769232,1.3170163170163172,0.6923076923076923,1221.075
0.9428571428571428,1.319347319347319,0.7125,1261.1020408163265
1.0,1.2354312354312351,0.6799999999999999,1282.2978723404256
1.0,1.2564102564102562,0.8,1233.1190476190475
1.0,1.2773892773892772,0.7733333333333333,1380.2941176470588
1.0,1.4475524475524473,0.8235294117647058,1399.2580645161293
0.8461538461538463,1.4079254079254078,0.6125,1208.6666666666667
0.9661016949152544,1.2377622377622377,0.7571428571428571,1364.9622641509434
1.0,1.2727272727272727,0.7285714285714286,1262.6666666666667
1.0,1.2657342657342656,0.725,1283.037037037037
0.9016393442622951,1.400932400932401,0.7176470588235294,1288.0
1.0,1.0769230769230769,0.8363636363636363,1320.6060606060605
0.8787878787878789,1.1701631701631698,0.6599999999999999,1160.8461538461538
1.0,1.1655011655011651,0.7000000000000001,1412.9148936170209
1.0,0.8811188811188809,0.6599999999999999,1197.0869565217392
