ACTIVITY,GROWTH,SYMMETRY,CYCLES
1.0,1.072261072261072,0.4933333333333333,1205.0
1.0,1.540792540792541,0.5888888888888888,1269.421052631579
0.875,0.4685314685314682,0.3999999999999999,1135.7777777777776
1.0,1.1748251748251748,0.4952380952380952,1338.857142857143
1.0,1.6037296037296036,0.6,1282.0243902439024
1.0,1.4032634032634033,0.6555555555555556,1368.5853658536585
1.0,1.4195804195804194,0.7375,1246.5238095238094
1.0,1.4685314685314688,0.7428571428571429,1406.6491228070174
1.0,1.417249417249417,0.7444444444444445,1360.6304347826087
1.0,1.354312354312354,0.6705882352941176,1325.388888888889
1.0,1.2377622377622373,0.5066666666666667,1286.1176470588236
1.0,1.5850815850815851,0.7142857142857143,1356.642857142857
1.0,1.470862470862471,0.7222222222222222,1321.2325581395348
1.0,0.5268065268065266,0.35,1334.142857142857
1.0,0.7668997668997668,0.5399999999999999,1038.090909090909
0.9428571428571428,1.1305361305361303,0.4875,1269.3461538461538
0.9583333333333331,1.5571095571095568,0.6399999999999999,1277.6818181818182
0.75,0.2261072261072261,0.3428571428571428,1275.1666666666667
1.0,1.5011655011655012,0.6166666666666667,1384.791666666667
1.0,1.2074592074592072,0.4399999999999999,1279.2307692307693
0.9523809523809524,1.4918414918414915,0.5909090909090908,1393.658536585366
0.7647058823529411,1.4055944055944054,0.4823529411764705,1357.0
1.0,1.1188811188811187,0.575,1330.3333333333333
1.0,1.3170163170163167,0.71,1441.2093023255813
1.0,1.3752913752913754,0.7157894736842105,1399.25
1.0,1.1445221445221443,0.525,1302.2380952380952
1.0,1.4079254079254078,0.5800000000000001,1400.5625
1.0,1.1421911421911422,0.4631578947368421,1275.258064516129
0.8333333333333333,0.6620046620046619,0.3800000000000001,1107.5
-1.0,-0.0652680652680653,0.7,
1.0,1.0745920745920745,0.3444444444444445,1257.875
1.0,1.3449883449883446,0.57,1347.725
0.92,1.1958041958041956,0.388235294117647,1385.208333333333
1.0,1.3636363636363635,0.57,1306.6363636363635
1.0,0.8111888111888109,0.5,1286.095238095238
1.0,1.2657342657342656,0.4952380952380951,1205.7142857142858
1.0,1.3962703962703962,0.7058823529411764,1277.8857142857146
1.0,1.5034965034965033,0.8,1112.75
0.9259259259259258,0.8344988344988344,0.4352941176470588,1393.083333333333
1.0,1.228438228438228,0.7466666666666666,1306.157894736842
1.0,1.4079254079254078,0.6571428571428571,1392.5102040816328
0.6666666666666667,0.4708624708624707,0.2888888888888888,1376.166666666667
1.0,1.3962703962703962,0.6444444444444445,1370.5102040816328
1.0,1.4265734265734265,0.5083333333333333,1343.2045454545455
1.0,1.4475524475524475,0.7578947368421053,1360.6607142857142
1.0,0.7435897435897435,0.4444444444444444,1225.3846153846155
1.0,1.4965034965034965,0.7368421052631579,1389.104166666667
1.0,0.9673659673659672,0.5333333333333332,1210.3157894736842
1.0,1.4382284382284383,0.7222222222222222,1296.6444444444444
1.0,1.4428904428904432,0.7818181818181817,1399.888888888889
1.0,1.4335664335664335,0.6727272727272727,1318.843137254902
1.0,0.7272727272727272,0.5555555555555556,1066.0
1.0,1.3076923076923077,0.6666666666666667,1441.4897959183672
1.0,1.5477855477855476,0.6761904761904762,1394.983870967742
1.0,1.4382284382284385,0.71,1311.7254901960785
1.0,1.5268065268065267,0.7130434782608696,1332.5
1.0,1.5431235431235433,0.7040000000000001,1405.8245614035086
1.0,1.2447552447552446,0.6352941176470588,1266.9722222222224
1.0,1.2144522144522143,0.6625,1283.6470588235295
1.0,1.2587412587412583,0.5888888888888888,1457.7142857142858
1.0,0.9207459207459204,0.5272727272727273,1370.1904761904761
1.0,1.4195804195804194,0.67,1351.7727272727273
1.0,1.398601398601399,0.7294117647058824,1331.6046511627908
0.4285714285714286,0.2913752913752912,0.4,1393.666666666667
1.0,1.7412587412587408,0.8,1297.171875
1.0,1.3659673659673657,0.5625,1351.428571428571
1.0,1.1608391608391604,0.5066666666666666,1360.56
1.0,1.3776223776223775,0.6736842105263158,1244.071428571429
0.411764705882353,1.424242424242424,0.7333333333333333,1285.64
0.6666666666666667,1.3100233100233096,0.5176470588235295,1351.4074074074076
1.0,1.5244755244755244,0.6695652173913043,1393.833333333333
1.0,0.4335664335664334,0.52,865.25
