ACTIVITY,GROWTH,SYMMETRY,CYCLES
1.0,1.0675783475783476,0.4705882352941176,1325.3555555555556
1.0,1.5585185185185182,0.7968253968253969,1321.1173184357542
0.8571428571428572,0.3658119658119657,0.2608695652173913,1201.9583333333333
0.8526315789473684,1.1943019943019941,0.5174603174603174,1301.6554621848738
0.9816513761467892,1.4135612535612536,0.60625,1279.3529411764705
0.9666666666666666,1.5083760683760683,0.6838709677419355,1333.0675675675675
0.6344086021505377,1.4142450142450145,0.5927272727272728,1341.4873949579833
0.6692913385826771,1.357264957264957,0.6258064516129032,1347.0955882352941
1.0,1.4288319088319088,0.7580645161290323,1367.5300546448088
0.9268292682926828,1.3445014245014246,0.6655737704918033,1360.4485294117646
1.0,0.8868376068376068,0.509090909090909,1266.4408602150538
1.0,1.4641595441595439,0.6459016393442623,1360.1333333333334
1.0,1.4536752136752134,0.7303030303030302,1349.0639534883721
1.0,0.1668376068376067,0.5142857142857142,1208.2
0.8484848484848484,0.7179487179487178,0.4909090909090908,1313.9354838709678
1.0,1.1218233618233615,0.5387755102040817,1314.1132075471698
0.7241379310344827,1.1003988603988601,0.4507462686567164,1320.7603305785126
0.5714285714285714,0.1761823361823362,0.4666666666666667,1152.0
1.0,1.5122507122507118,0.7147058823529412,1413.8024691358025
0.75,0.3357264957264956,0.4799999999999998,1209.7142857142858
0.2413793103448276,1.1849572649572648,0.1911111111111113,1178.1702127659576
0.6666666666666667,0.9577207977207974,0.3236363636363638,1336.04
-0.5081967213114754,0.8722507122507122,0.2909090909090909,1200.9555555555555
1.0,1.3198860398860397,0.6225806451612903,1399.9485294117646
0.676056338028169,1.4548148148148148,0.6271186440677966,1413.1954887218044
0.5,1.1473504273504274,0.3454545454545453,1366.9066666666668
0.9090909090909092,1.220740740740741,0.5307692307692307,1354.0
1.0,1.0764672364672363,0.4627450980392156,1324.3253012048192
0.6296296296296295,0.3507692307692307,0.4428571428571428,1286.7407407407404
-1.0,-0.0337321937321938,0.7,
0.7922077922077921,0.8697435897435897,0.3749999999999999,1264.7567567567567
0.7884615384615385,1.3155555555555556,0.667741935483871,1366.7253521126759
-0.6521739130434783,0.4829629629629627,0.2923076923076922,1316.5625
0.6216216216216217,1.3187464387464385,0.5714285714285714,1345.6015625
0.3846153846153846,0.6039886039886041,0.45,1293.2340425531916
1.0,1.3242165242165238,0.5507692307692308,1326.838028169014
0.9775280898876404,1.3663817663817663,0.6836363636363636,1326.6821705426355
1.0,1.3308262108262108,0.6000000000000001,1203.31654676259
0.8999999999999999,0.935156695156695,0.3877551020408163,1419.8
1.0,1.4263247863247863,0.770909090909091,1359.6433121019106
1.0,1.4349857549857543,0.6492753623188406,1379.1548387096775
0.6585365853658536,0.4241595441595442,0.2642857142857142,1272.4117647058827
0.1724137931034481,1.4281481481481482,0.559375,1373.2837837837835
1.0,1.4156125356125353,0.7552238805970148,1408.3696969696966
1.0,1.5546438746438744,0.780281690140845,1341.0497512437812
0.53125,0.6108262108262108,0.4518518518518517,1213.7843137254902
1.0,1.4425071225071229,0.7442622950819673,1440.874213836478
0.3636363636363635,0.6215384615384613,0.3440000000000001,1306.0294117647059
0.4545454545454546,1.3656980056980057,0.5719298245614035,1352.0
0.7954545454545454,1.453219373219373,0.547945205479452,1376.375
1.0,1.691851851851852,0.7291139240506329,1352.5219512195122
