ACTIVITY,GROWTH,SYMMETRY,CYCLES
0.2463768115942028,0.6372649572649574,0.6181818181818182,1166.484375
-0.1428571428571429,1.1496296296296296,0.5,1152.2903225806454
0.04,0.851054131054131,0.7333333333333333,1216.2380952380952
0.0126582278481013,0.9285470085470086,0.5259259259259259,1195.142857142857
0.930635838150289,1.1669515669515669,0.615686274509804,1344.9818181818182
0.22155688622754502,1.2492307692307694,0.5767441860465117,1232.2735042735044
-0.3333333333333333,0.7352706552706553,0.5416666666666667,1214.0806451612902
0.0,1.061880341880342,0.7363636363636363,1041.9518072289156
-0.4929577464788732,1.0942450142450142,0.4478260869565217,1204.5794392523364
-0.1225806451612903,1.143247863247863,0.6052631578947368,1199.5555555555557
0.3043478260869565,0.9465527065527064,0.6709677419354838,1147.75
0.2444444444444444,0.7860968660968659,0.5066666666666666,1155.657534246575
0.8666666666666667,1.3581766381766378,0.7791666666666667,1233.8829787234042
0.2436974789915966,1.0019373219373218,0.5263157894736841,1219.655172413793
-0.2428571428571428,0.9486039886039884,0.6666666666666667,1221.311320754717
0.0384615384615385,1.3376638176638176,0.5920000000000001,1295.7372881355932
-0.140495867768595,1.1368660968660969,0.5,1173.3246753246754
0.024390243902439,0.8879772079772079,0.6818181818181819,1121.428571428571
0.0204081632653061,1.0099145299145298,0.6142857142857143,1184.55
0.2941176470588236,0.8319088319088318,0.6846153846153846,1122.6404494382023
0.0120481927710842,0.8266666666666665,0.55,1257.4303797468351
0.2530120481927711,0.8770370370370371,0.6869565217391305,1170.1486486486488
0.25,1.0229059829059828,0.58125,1199.0823529411764
0.6375838926174497,1.1405128205128203,0.5911111111111111,1242.3435114503814
0.0350877192982457,1.073960113960114,0.6551724137931034,1158.1463414634147
-0.0172413793103448,0.9980626780626778,0.6518518518518519,1171.7
0.0909090909090908,1.0194871794871794,0.6592592592592592,1180.8795180722889
0.368421052631579,0.6719088319088319,0.7294117647058823,1115.0754716981132
-0.1094890510948904,0.9745868945868944,0.6058823529411765,1141.2967032967033
0.4022988505747127,0.7596581196581197,0.5615384615384615,1203.9846153846154
