,R^2,num_observations
0,0.4883559371229206,350
1,0.516921035199887,312
2,0.5234319849227733,276
3,0.5104540031786564,240
4,0.5098688144421416,203
5,0.537983126138577,166
6,0.5183744871466347,130
7,0.5808229240087897,93
8,0.6193299745040461,57
9,0.5359232760293635,21
