,model_type,n,C,epsilon,kernel
6d5e353e-20f4-4dd2-ad3e-f5601d839c0d,SVR,500,0.10000000000000002,0.0010000000000000002,
6fe93cfc-eae7-48f0-92a2-8d3c2711e9f7,SVR,500,0.10000000000000002,0.0010000000000000002,poly
010c672b-4878-47cd-a696-5f3672da3ced,SVR,500,0.10000000000000002,0.0010000000000000002,rbf
c658c3dd-0617-4294-96f3-026b4deb8c71,SVR,500,0.10000000000000002,0.0010000000000000002,sigmoid
b41f5db3-5d19-40de-96d0-884e4d62e587,SVR,500,3.1622776601683795,0.0316227766016838,
72a90bb1-30f3-4475-9805-7854f9400742,SVR,500,3.1622776601683795,0.0316227766016838,poly
01b02e17-8183-47d0-abd1-41eb7db2ba50,SVR,500,3.1622776601683795,0.0316227766016838,rbf
93095724-31b4-40c2-adbc-45159cd44b78,SVR,500,3.1622776601683795,0.0316227766016838,sigmoid
a992d3a7-761e-4dec-a520-e592c190d185,SVR,500,17.78279410038923,0.005623413251903493,
abc8a1c9-3be4-43c8-aad1-2803d90b96fa,SVR,500,17.78279410038923,0.005623413251903493,poly
a72259a7-58e9-46d9-82f5-75b099d85797,SVR,500,17.78279410038923,0.005623413251903493,rbf
0af287eb-1afe-4189-8793-12f477a1021e,SVR,500,17.78279410038923,0.005623413251903493,sigmoid
dbf6c779-a214-4a05-b13d-5f00012f0084,SVR,500,0.5623413251903492,0.1778279410038923,
fff75406-088b-4bdb-bb67-00ef7849a71f,SVR,500,0.5623413251903492,0.1778279410038923,poly
81a3a6db-fd8f-4def-8c38-402dd0a24da7,SVR,500,0.5623413251903492,0.1778279410038923,rbf
2a739fa7-8ad4-49aa-9f63-753961388e83,SVR,500,0.5623413251903492,0.1778279410038923,sigmoid
1c3fb006-4deb-495f-ae70-c5f176bf86d4,SVR,500,1.3335214321633242,0.013335214321633242,
c1fedd22-94ae-4a55-9c6f-0833668d4458,SVR,500,1.3335214321633242,0.013335214321633242,poly
03860836-3d7f-4776-b30a-85de7bd68042,SVR,500,1.3335214321633242,0.013335214321633242,rbf
36accd0c-b09b-4f37-8569-43ec37b1e825,SVR,500,1.3335214321633242,0.013335214321633242,sigmoid
bcada47e-f8e2-4812-8c8c-136175604401,SVR,500,42.169650342858226,0.4216965034285822,
80ebee2f-c276-4de7-bfc7-87e8fc0df58b,SVR,500,42.169650342858226,0.4216965034285822,poly
398448ba-c0dc-4c68-a9a0-65a984ba6918,SVR,500,42.169650342858226,0.4216965034285822,rbf
a1b56a5d-9492-4165-a1f3-18d4d1a1b104,SVR,500,42.169650342858226,0.4216965034285822,sigmoid
4e7bfc3f-a8e3-4425-92d4-e82023eff1c1,SVR,500,7.498942093324559,0.002371373705661656,
f07821af-4c90-4235-bd7a-1cf432015906,SVR,500,7.498942093324559,0.002371373705661656,poly
386abff7-e458-4396-a71a-0c70a8e926bc,SVR,500,7.498942093324559,0.002371373705661656,rbf
06cd47cd-cb9c-4902-85e3-1cf59a693825,SVR,500,7.498942093324559,0.002371373705661656,sigmoid
ad715528-ba37-4a38-a11a-5369b4c48172,SVR,500,0.23713737056616557,0.07498942093324559,
a8142632-17f1-41ee-a467-ba793bc7997a,SVR,500,0.23713737056616557,0.07498942093324559,poly
f978e832-5e83-4c89-a182-3260cb70f7a4,SVR,500,0.23713737056616557,0.07498942093324559,rbf
3dbf68b9-f040-40a4-b680-1211d2e45817,SVR,500,0.23713737056616557,0.07498942093324559,sigmoid
bb9e9fe6-92e7-4453-b930-926353a7ae7b,SVR,500,0.3651741272548378,0.008659643233600656,
5c771525-d64a-4292-b423-082d6697f829,SVR,500,0.3651741272548378,0.008659643233600656,poly
