feature,timepoint,context,response,model,R^2,num_observations,set,se_lower,se_upper
spatial,15,C,GROWTH,SVR,0.6930988843551295,199,TRAIN,0.6876909728261478,0.6985067958841111
spatial,15,C,GROWTH,MLP,0.7238263576720062,199,TRAIN,0.7185258839838983,0.7291268313601141
spatial,15,C,GROWTH,MLR,0.6153580921884456,249,TRAIN,0.6095427276891505,0.6211734566877407
spatial,15,C,GROWTH,RF,0.4633071825606477,249,TRAIN,0.4565435738494621,0.47007079127183327
spatial,15,C,GROWTH,SVR,0.7005005204337127,249,TRAIN,0.6947306694169597,0.7062703714504657
spatial,15,C,GROWTH,MLP,0.6833960326099909,249,TRAIN,0.6767476121645907,0.6900444530553912
spatial,15,C,GROWTH,MLR,0.6006160010961594,298,TRAIN,0.5960648013678729,0.605167200824446
spatial,15,C,GROWTH,RF,0.4555935979292018,298,TRAIN,0.44911122940280906,0.4620759664555945
spatial,15,C,GROWTH,SVR,0.677736809264161,298,TRAIN,0.671880309282183,0.683593309246139
spatial,15,C,GROWTH,MLP,0.68181546883062,298,TRAIN,0.677099186400588,0.6865317512606521
spatial,15,C,GROWTH,MLR,0.580788027851746,348,TRAIN,0.5746495718315868,0.5869264838719052
spatial,15,C,GROWTH,RF,0.4619029461022345,348,TRAIN,0.4574474360130492,0.46635845619141975
spatial,15,C,GROWTH,SVR,0.6851522182754616,348,TRAIN,0.6800784650672844,0.6902259714836387
spatial,15,C,GROWTH,MLP,0.6700367885356239,348,TRAIN,0.6657095880762872,0.6743639889949605
spatial,15,C,GROWTH,MLR,0.5780961542764502,398,TRAIN,0.5742881704993404,0.58190413805356
spatial,15,C,GROWTH,RF,0.4302042653951065,398,TRAIN,0.4266618812546753,0.43374664953553765
spatial,15,C,GROWTH,SVR,0.6813382296353481,398,TRAIN,0.67670459955514,0.6859718597155562
spatial,15,C,GROWTH,MLP,0.6661247659991429,398,TRAIN,0.6623706572896434,0.6698788747086425
spatial,15,C,GROWTH,MLR,0.5681665481068828,448,TRAIN,0.5641558699706734,0.5721772262430923
spatial,15,C,GROWTH,RF,0.4228612149052415,448,TRAIN,0.4177971128832573,0.42792531692722563
spatial,15,C,GROWTH,SVR,0.6723894344760716,448,TRAIN,0.6694146629405864,0.6753642060115568
spatial,15,C,GROWTH,MLP,0.6523678061855824,448,TRAIN,0.648511981230347,0.6562236311408178
spatial,15,C,GROWTH,MLR,0.5665119487792231,498,TRAIN,0.5631544916488005,0.5698694059096456
spatial,15,C,GROWTH,RF,0.4153246799844928,498,TRAIN,0.41062852620850954,0.42002083376047605
spatial,15,C,GROWTH,SVR,0.6728206631976509,498,TRAIN,0.6699509925274878,0.675690333867814
spatial,15,C,GROWTH,MLP,0.6518456307585849,498,TRAIN,0.6482907456467029,0.655400515870467
spatial,15,C,SYMMETRY,MLR,0.4775841602080045,50,TRAIN,0.4516999402948158,0.5034683801211931
spatial,15,C,SYMMETRY,RF,0.6400512065551988,50,TRAIN,0.6281909634088636,0.6519114497015339
spatial,15,C,SYMMETRY,SVR,0.500536714190827,50,TRAIN,0.4851855235210306,0.5158879048606234
spatial,15,C,SYMMETRY,MLP,0.012367566200679973,50,TRAIN,0.003938567220477229,0.020796565180882715
spatial,15,C,SYMMETRY,MLR,0.2954592086988997,99,TRAIN,0.2796704714842003,0.31124794591359906
spatial,15,C,SYMMETRY,RF,0.4419082247890048,99,TRAIN,0.4311406909659373,0.4526757586120723
spatial,15,C,SYMMETRY,SVR,0.4719620680670305,99,TRAIN,0.4597333987164985,0.4841907374175625
spatial,15,C,SYMMETRY,MLP,0.08083983887609833,99,TRAIN,0.05659147182843697,0.1050882059237597
spatial,15,C,SYMMETRY,MLR,0.2601255662763428,149,TRAIN,0.24483751459301806,0.27541361795966757
spatial,15,C,SYMMETRY,RF,0.38717392977811377,149,TRAIN,0.37636368497763256,0.397984174578595
spatial,15,C,SYMMETRY,SVR,0.4732834377032658,149,TRAIN,0.4615253699842237,0.4850415054223079
spatial,15,C,SYMMETRY,MLP,0.1261050098052229,149,TRAIN,0.10528971216425313,0.14692030744619267
spatial,15,C,SYMMETRY,MLR,0.21897226658945854,199,TRAIN,0.2070525308201585,0.23089200235875856
spatial,15,C,SYMMETRY,RF,0.3157518301341293,199,TRAIN,0.3096465441629462,0.32185711610531237
spatial,15,C,SYMMETRY,SVR,0.4765177815068307,199,TRAIN,0.4680496835603217,0.4849858794533397
spatial,15,C,SYMMETRY,MLP,0.2031900101148749,199,TRAIN,0.18755654552577772,0.21882347470397207
spatial,15,C,SYMMETRY,MLR,0.20193711552647506,249,TRAIN,0.19165005547685487,0.21222417557609524
spatial,15,C,SYMMETRY,RF,0.29374612233150604,249,TRAIN,0.28678034206253145,0.30071190260048064
spatial,15,C,SYMMETRY,SVR,0.4686886521360557,249,TRAIN,0.46084659789565074,0.47653070637646067
spatial,15,C,SYMMETRY,MLP,0.1827803398822755,249,TRAIN,0.17074377707125557,0.1948169026932954
spatial,15,C,SYMMETRY,MLR,0.19871570640612501,298,TRAIN,0.1903406592123057,0.20709075359994433
spatial,15,C,SYMMETRY,RF,0.27903398466540524,298,TRAIN,0.27492307384570536,0.28314489548510513
spatial,15,C,SYMMETRY,SVR,0.4529903719821344,298,TRAIN,0.4453301663605762,0.46065057760369255
spatial,15,C,SYMMETRY,MLP,0.21007661414667408,298,TRAIN,0.20269255249411572,0.21746067579923245
spatial,15,C,SYMMETRY,MLR,0.18730088471366552,348,TRAIN,0.18012016003200274,0.1944816093953283
spatial,15,C,SYMMETRY,RF,0.2590708947110608,348,TRAIN,0.25314694786584024,0.2649948415562814
spatial,15,C,SYMMETRY,SVR,0.4518112341551521,348,TRAIN,0.4455694481796238,0.45805302013068044
spatial,15,C,SYMMETRY,MLP,0.18841008395312053,348,TRAIN,0.17618029668398505,0.20063987122225602
spatial,15,C,SYMMETRY,MLR,0.1681661031622918,398,TRAIN,0.1622098995093102,0.1741223068152734
spatial,15,C,SYMMETRY,RF,0.24249198309258305,398,TRAIN,0.23865629572872502,0.24632767045644108
spatial,15,C,SYMMETRY,SVR,0.4512329239080344,398,TRAIN,0.4467499245757071,0.45571592324036164
spatial,15,C,SYMMETRY,MLP,0.2161491492790618,398,TRAIN,0.2092669256624994,0.22303137289562416
spatial,15,C,SYMMETRY,MLR,0.1802303507359085,448,TRAIN,0.17549738140295812,0.1849633200688589
spatial,15,C,SYMMETRY,RF,0.23795816481436016,448,TRAIN,0.233958456355709,0.24195787327301133
spatial,15,C,SYMMETRY,SVR,0.4419314668476458,448,TRAIN,0.43638546830934116,0.4474774653859504
spatial,15,C,SYMMETRY,MLP,0.2143636764740515,448,TRAIN,0.21019859436670316,0.21852875858139983
spatial,15,C,SYMMETRY,MLR,0.17596628737044945,498,TRAIN,0.17228845174485014,0.17964412299604876
spatial,15,C,SYMMETRY,RF,0.2307353261048385,498,TRAIN,0.2275335035543223,0.23393714865535467
spatial,15,C,SYMMETRY,SVR,0.4452793684788023,498,TRAIN,0.44159111099617865,0.4489676259614259
spatial,15,C,SYMMETRY,MLP,0.20462123450882147,498,TRAIN,0.1993147946247076,0.20992767439293533
topo,0,CH,ACTIVITY,MLR,0.6701016594124651,50,TRAIN,0.6512766465545534,0.6889266722703768
topo,0,CH,ACTIVITY,RF,0.26842702146319525,50,TRAIN,0.2573124324744079,0.2795416104519826
topo,0,CH,ACTIVITY,SVR,0.2711808041539954,50,TRAIN,0.2509282499901085,0.29143335831788236
topo,0,CH,ACTIVITY,MLP,0.04359613306322289,50,TRAIN,0.025626420553344968,0.06156584557310081
topo,0,CH,ACTIVITY,MLR,0.4125833593622566,100,TRAIN,0.39737671565366073,0.42779000307085246
topo,0,CH,ACTIVITY,RF,0.18761443480753365,100,TRAIN,0.17974060089840188,0.19548826871666541
topo,0,CH,ACTIVITY,SVR,0.2659184651160407,100,TRAIN,0.2493782945301275,0.28245863570195395
topo,0,CH,ACTIVITY,MLP,0.2138272410821572,100,TRAIN,0.17820056969991432,0.24945391246440007
topo,0,CH,ACTIVITY,MLR,0.3009038844898793,150,TRAIN,0.286158413081681,0.31564935589807763
topo,0,CH,ACTIVITY,RF,0.15931085454767138,150,TRAIN,0.15292911159901226,0.1656925974963305
topo,0,CH,ACTIVITY,SVR,0.2317935521989253,150,TRAIN,0.22298537118434145,0.24060173321350917
topo,0,CH,ACTIVITY,MLP,0.17078804692905827,150,TRAIN,0.14365070946909023,0.19792538438902632
topo,0,CH,ACTIVITY,MLR,0.2935172405689056,200,TRAIN,0.27902184857176937,0.30801263256604183
topo,0,CH,ACTIVITY,RF,0.13266234888678274,200,TRAIN,0.12770526850845648,0.137619429265109
topo,0,CH,ACTIVITY,SVR,0.21257677182477214,200,TRAIN,0.2029616788489708,0.22219186480057349
topo,0,CH,ACTIVITY,MLP,0.19922013648898215,200,TRAIN,0.1771546753609008,0.2212855976170635
topo,0,CH,ACTIVITY,MLR,0.21596760083494834,250,TRAIN,0.2043592165518182,0.22757598511807847
topo,0,CH,ACTIVITY,RF,0.1254354149700028,250,TRAIN,0.12090592450281613,0.12996490543718944
topo,0,CH,ACTIVITY,SVR,0.20958046388777424,250,TRAIN,0.19921643037218675,0.21994449740336172
topo,0,CH,ACTIVITY,MLP,0.2066008255785716,250,TRAIN,0.19278462126222973,0.22041702989491346
topo,0,CH,ACTIVITY,MLR,0.2055958270077705,300,TRAIN,0.19710699324875414,0.21408466076678684
topo,0,CH,ACTIVITY,RF,0.12323488021311642,300,TRAIN,0.11911740329646292,0.12735235712976992
topo,0,CH,ACTIVITY,SVR,0.20995021145954693,300,TRAIN,0.20171771522428208,0.21818270769481177
topo,0,CH,ACTIVITY,MLP,0.20384877786466155,300,TRAIN,0.18930381922007963,0.21839373650924346
topo,0,CH,ACTIVITY,MLR,0.19014127553450805,350,TRAIN,0.1820189887682923,0.19826356230072378
topo,0,CH,ACTIVITY,RF,0.1096876316525238,350,TRAIN,0.10642999048469003,0.11294527282035759
topo,0,CH,ACTIVITY,SVR,0.20739622949445247,350,TRAIN,0.2005811772631327,0.21421128172577222
topo,0,CH,ACTIVITY,MLP,0.2067262041336747,350,TRAIN,0.19097422862097735,0.22247817964637207
topo,0,CH,ACTIVITY,MLR,0.17655054027380115,400,TRAIN,0.16892601458813797,0.18417506595946434
topo,0,CH,ACTIVITY,RF,0.1086677028681434,400,TRAIN,0.1055763785504039,0.11175902718588289
topo,0,CH,ACTIVITY,SVR,0.1854793479681934,400,TRAIN,0.18143008413681602,0.18952861179957078
topo,0,CH,ACTIVITY,MLP,0.21361757512162696,400,TRAIN,0.19781099089787363,0.2294241593453803
topo,0,CH,ACTIVITY,MLR,0.17791638157936748,450,TRAIN,0.17105368526556486,0.1847790778931701
topo,0,CH,ACTIVITY,RF,0.10255205962956214,450,TRAIN,0.0991479855847606,0.10595613367436368
topo,0,CH,ACTIVITY,SVR,0.1921851004729421,450,TRAIN,0.1871628767907974,0.1972073241550868
topo,0,CH,ACTIVITY,MLP,0.2280302935258889,450,TRAIN,0.20613623802475456,0.24992434902702326
topo,0,CH,ACTIVITY,MLR,0.16894128172925574,500,TRAIN,0.16506320444548334,0.17281935901302814
topo,0,CH,ACTIVITY,RF,0.10551946370057876,500,TRAIN,0.10314266467257541,0.1078962627285821
topo,0,CH,ACTIVITY,SVR,0.1844061295526139,500,TRAIN,0.18083724278242455,0.18797501632280325
topo,0,CH,ACTIVITY,MLP,0.2507325265583736,500,TRAIN,0.23096268106872203,0.27050237204802513
topo,0,CH,GROWTH,MLR,0.935803997667506,50,TRAIN,0.9316810233219867,0.9399269720130253
topo,0,CH,GROWTH,RF,0.7667104410059077,50,TRAIN,0.7504546619019389,0.7829662201098765
topo,0,CH,GROWTH,SVR,0.5752787065943888,50,TRAIN,0.5601823581152797,0.590375055073498
topo,0,CH,GROWTH,MLP,0.8353879507985588,50,TRAIN,0.8201077143954648,0.8506681872016527
topo,0,CH,GROWTH,MLR,0.7291538566289356,100,TRAIN,0.717627311252184,0.7406804020056872
topo,0,CH,GROWTH,RF,0.555417580772767,100,TRAIN,0.5374522265071596,0.5733829350383745
topo,0,CH,GROWTH,SVR,0.5660953421713085,100,TRAIN,0.5515777001925871,0.5806129841500299
topo,0,CH,GROWTH,MLP,0.6981237564671555,100,TRAIN,0.6833691931926211,0.7128783197416899
topo,0,CH,GROWTH,MLR,0.5882011543090174,150,TRAIN,0.5778817856948909,0.598520522923144
topo,0,CH,GROWTH,RF,0.4761672880483505,150,TRAIN,0.462647377510997,0.48968719858570403
topo,0,CH,GROWTH,SVR,0.5539313276552134,150,TRAIN,0.5416455216712595,0.5662171336391673
topo,0,CH,GROWTH,MLP,0.6288453492426955,150,TRAIN,0.6180380640232417,0.6396526344621494
topo,0,CH,GROWTH,MLR,0.5140851102557199,200,TRAIN,0.5037698933272226,0.5244003271842173
topo,0,CH,GROWTH,RF,0.4247257116271646,200,TRAIN,0.4160758212099443,0.4333756020443849
topo,0,CH,GROWTH,SVR,0.5272161308442166,200,TRAIN,0.5168181447490905,0.5376141169393427
topo,0,CH,GROWTH,MLP,0.5658857548685786,200,TRAIN,0.5549988760074873,0.5767726337296699
topo,0,CH,GROWTH,MLR,0.4761577809163289,250,TRAIN,0.4668121972875169,0.48550336454514087
topo,0,CH,GROWTH,RF,0.3720764007808911,250,TRAIN,0.3609242281643282,0.38322857339745403
topo,0,CH,GROWTH,SVR,0.5449450814282212,250,TRAIN,0.5323651075352231,0.5575250553212192
topo,0,CH,GROWTH,MLP,0.5058292198415564,250,TRAIN,0.496379971560036,0.5152784681230768
topo,0,CH,GROWTH,MLR,0.44341833368703865,300,TRAIN,0.4348453730309686,0.4519912943431087
topo,0,CH,GROWTH,RF,0.3716299930747285,300,TRAIN,0.36388609129586663,0.37937389485359035
topo,0,CH,GROWTH,SVR,0.4911313667702416,300,TRAIN,0.48395892153327064,0.4983038120072126
topo,0,CH,GROWTH,MLP,0.4937568599619992,300,TRAIN,0.4854865643326352,0.5020271555913632
topo,0,CH,GROWTH,MLR,0.42053303440979867,350,TRAIN,0.4136311081515533,0.42743496066804404
topo,0,CH,GROWTH,RF,0.3397783609611421,350,TRAIN,0.33123304050624264,0.3483236814160416
topo,0,CH,GROWTH,SVR,0.5031704686029769,350,TRAIN,0.49390518237068043,0.5124357548352733
topo,0,CH,GROWTH,MLP,0.468411654100883,350,TRAIN,0.45900417342457894,0.477819134777187
topo,0,CH,GROWTH,MLR,0.4172549307109927,400,TRAIN,0.4112371811467158,0.42327268027526954
topo,0,CH,GROWTH,RF,0.3391767125962005,400,TRAIN,0.33260528373284676,0.3457481414595543
topo,0,CH,GROWTH,SVR,0.4911866115710912,400,TRAIN,0.48263896573234993,0.4997342574098325
topo,0,CH,GROWTH,MLP,0.4578042517280501,400,TRAIN,0.45073124718553237,0.46487725627056786
topo,0,CH,GROWTH,MLR,0.3947848541805241,450,TRAIN,0.3891698503852233,0.40039985797582495
topo,0,CH,GROWTH,RF,0.3169836205343523,450,TRAIN,0.3124100191778609,0.32155722189084374
topo,0,CH,GROWTH,SVR,0.5007796350389543,450,TRAIN,0.4936179187938174,0.5079413512840911
topo,0,CH,GROWTH,MLP,0.4438755391260657,450,TRAIN,0.43695917317703015,0.45079190507510125
topo,0,CH,GROWTH,MLR,0.3813093255755435,500,TRAIN,0.3749683834461635,0.38765026770492345
topo,0,CH,GROWTH,RF,0.30252722480251204,500,TRAIN,0.2969117140757146,0.3081427355293095
topo,0,CH,GROWTH,SVR,0.4874013469707119,500,TRAIN,0.4833336162714002,0.4914690776700236
topo,0,CH,GROWTH,MLP,0.42690134620588266,500,TRAIN,0.42007980142536205,0.43372289098640326
topo,0,CH,SYMMETRY,MLR,0.3652452765456785,50,TRAIN,0.3434802167869248,0.3870103363044322
topo,0,CH,SYMMETRY,RF,0.5001731609106735,50,TRAIN,0.48677543080227886,0.5135708910190683
topo,0,CH,SYMMETRY,SVR,0.6968427750881522,50,TRAIN,0.6722777059901031,0.7214078441862013
topo,0,CH,SYMMETRY,MLP,-1.1912050650690155e-07,50,TRAIN,-1.552014023373803e-07,-8.30396106764228e-08
topo,0,CH,SYMMETRY,MLR,0.2228298088356998,100,TRAIN,0.21219015145347647,0.23346946621792314
topo,0,CH,SYMMETRY,RF,0.3836759962693075,100,TRAIN,0.36876521450220884,0.39858677803640613
topo,0,CH,SYMMETRY,SVR,0.4745048882754999,100,TRAIN,0.455118392788448,0.4938913837625518
topo,0,CH,SYMMETRY,MLP,4.1455133062232953e-07,100,TRAIN,1.208124936078018e-07,7.082901676368573e-07
topo,0,CH,SYMMETRY,MLR,0.15408640026958892,150,TRAIN,0.14409019518590233,0.1640826053532755
topo,0,CH,SYMMETRY,RF,0.2996528361354521,150,TRAIN,0.2906266691620973,0.30867900310880697
topo,0,CH,SYMMETRY,SVR,0.3353631947209695,150,TRAIN,0.32136798466346117,0.3493584047784778
topo,0,CH,SYMMETRY,MLP,0.0384973827330823,150,TRAIN,0.025441645284138684,0.051553120182025916
topo,0,CH,SYMMETRY,MLR,0.126055160309696,200,TRAIN,0.11756348336430081,0.13454683725509117
topo,0,CH,SYMMETRY,RF,0.2618380140683556,200,TRAIN,0.25421580748292777,0.26946022065378344
topo,0,CH,SYMMETRY,SVR,0.3191954944141289,200,TRAIN,0.3079387508245457,0.33045223800371215
topo,0,CH,SYMMETRY,MLP,0.07875119863382299,200,TRAIN,0.06271064412708051,0.09479175314056547
topo,0,CH,SYMMETRY,MLR,0.109054753317932,250,TRAIN,0.10246757915852912,0.11564192747733489
topo,0,CH,SYMMETRY,RF,0.2342194679009003,250,TRAIN,0.22758227019887797,0.24085666560292265
topo,0,CH,SYMMETRY,SVR,0.30000997769681376,250,TRAIN,0.2886747852578395,0.311345170135788
topo,0,CH,SYMMETRY,MLP,0.1163763551079392,250,TRAIN,0.09894673839786118,0.1338059718180172
topo,0,CH,SYMMETRY,MLR,0.08999232442242112,300,TRAIN,0.08373901804613934,0.09624563079870291
topo,0,CH,SYMMETRY,RF,0.22290148238643945,300,TRAIN,0.2167184575110489,0.22908450726183
topo,0,CH,SYMMETRY,SVR,0.2754861868892094,300,TRAIN,0.2667370417940394,0.2842353319843794
topo,0,CH,SYMMETRY,MLP,0.1196697915261394,300,TRAIN,0.10499575413877349,0.1343438289135053
topo,0,CH,SYMMETRY,MLR,0.08531114664292086,350,TRAIN,0.08085070779005976,0.08977158549578196
topo,0,CH,SYMMETRY,RF,0.20324851045362466,350,TRAIN,0.19932802640026526,0.20716899450698406
topo,0,CH,SYMMETRY,SVR,0.2614969884155807,350,TRAIN,0.25224457795889127,0.2707493988722702
topo,0,CH,SYMMETRY,MLP,0.17526596953899806,350,TRAIN,0.16407569864180965,0.18645624043618647
topo,0,CH,SYMMETRY,MLR,0.08403893136997549,400,TRAIN,0.07966444442957546,0.08841341831037552
topo,0,CH,SYMMETRY,RF,0.19388643384947296,400,TRAIN,0.19027839462509602,0.1974944730738499
topo,0,CH,SYMMETRY,SVR,0.2408359414600953,400,TRAIN,0.23442842125601374,0.24724346166417685
topo,0,CH,SYMMETRY,MLP,0.1742335793642724,400,TRAIN,0.1668528272562402,0.18161433147230457
topo,0,CH,SYMMETRY,MLR,0.07889571068321348,450,TRAIN,0.07529662143373965,0.08249479993268731
topo,0,CH,SYMMETRY,RF,0.1858369166349577,450,TRAIN,0.1811672112078393,0.19050662206207608
topo,0,CH,SYMMETRY,SVR,0.23788709623455,450,TRAIN,0.231320042411916,0.24445415005718402
topo,0,CH,SYMMETRY,MLP,0.18187941135829316,450,TRAIN,0.17541857200855365,0.18834025070803267
topo,0,CH,SYMMETRY,MLR,0.07526703783190596,500,TRAIN,0.07235592572268723,0.07817814994112468
topo,0,CH,SYMMETRY,RF,0.17876328508910666,500,TRAIN,0.1744117646378724,0.18311480554034093
topo,0,CH,SYMMETRY,SVR,0.22205688569122906,500,TRAIN,0.2151886727238407,0.2289250986586174
topo,0,CH,SYMMETRY,MLP,0.18558376373081525,500,TRAIN,0.17981944371948236,0.19134808374214815
spatial,0,CH,ACTIVITY,MLR,0.5154170390233094,50,TRAIN,0.4971355703586946,0.5336985076879242
spatial,0,CH,ACTIVITY,RF,0.4790376937809409,50,TRAIN,0.4666987227365074,0.4913766648253744
spatial,0,CH,ACTIVITY,SVR,0.3257091103193294,50,TRAIN,0.2993698557812036,0.3520483648574552
spatial,0,CH,ACTIVITY,MLP,0.0860953641427382,50,TRAIN,0.058331609183883595,0.11385911910159281
spatial,0,CH,ACTIVITY,MLR,0.3139429325851212,100,TRAIN,0.2948326704985132,0.33305319467172917
spatial,0,CH,ACTIVITY,RF,0.33311150581114635,100,TRAIN,0.32521552513852336,0.34100748648376933
spatial,0,CH,ACTIVITY,SVR,0.2770146535328024,100,TRAIN,0.26026538167677526,0.29376392538882956
spatial,0,CH,ACTIVITY,MLP,0.1845671813428655,100,TRAIN,0.1518094729761157,0.21732488970961533
spatial,0,CH,ACTIVITY,MLR,0.20853348180097786,150,TRAIN,0.19368597241255414,0.22338099118940158
spatial,0,CH,ACTIVITY,RF,0.2680508776947888,150,TRAIN,0.2625922152130499,0.27350954017652773
spatial,0,CH,ACTIVITY,SVR,0.2487445838884761,150,TRAIN,0.23715210541476475,0.2603370623621874
spatial,0,CH,ACTIVITY,MLP,0.2394683590307916,150,TRAIN,0.21001902103145914,0.2689176970301241
spatial,0,CH,ACTIVITY,MLR,0.16088853427150074,200,TRAIN,0.15030227139664543,0.17147479714635605
spatial,0,CH,ACTIVITY,RF,0.2355559058617429,200,TRAIN,0.23117421904272883,0.23993759268075698
spatial,0,CH,ACTIVITY,SVR,0.22861542892167014,200,TRAIN,0.21998322081928628,0.237247637024054
spatial,0,CH,ACTIVITY,MLP,0.2518367219812963,200,TRAIN,0.2363151064905738,0.2673583374720188
spatial,0,CH,ACTIVITY,MLR,0.14390697248298842,250,TRAIN,0.13524791092003408,0.15256603404594277
spatial,0,CH,ACTIVITY,RF,0.2081129499426513,250,TRAIN,0.20224461014493952,0.2139812897403631
spatial,0,CH,ACTIVITY,SVR,0.21531184422512328,250,TRAIN,0.20896562894670223,0.22165805950354434
spatial,0,CH,ACTIVITY,MLP,0.2315961584827869,250,TRAIN,0.21431910912036303,0.24887320784521075
spatial,0,CH,ACTIVITY,MLR,0.1364785596641616,300,TRAIN,0.12903473539667132,0.14392238393165185
spatial,0,CH,ACTIVITY,RF,0.18737380594905725,300,TRAIN,0.1819460423926766,0.19280156950543792
spatial,0,CH,ACTIVITY,SVR,0.21973169628941844,300,TRAIN,0.21168959073808555,0.22777380184075133
spatial,0,CH,ACTIVITY,MLP,0.2437128442049969,300,TRAIN,0.2271869801907755,0.2602387082192183
spatial,0,CH,ACTIVITY,MLR,0.12252924170048635,350,TRAIN,0.11597266873312041,0.1290858146678523
spatial,0,CH,ACTIVITY,RF,0.17550470888529135,350,TRAIN,0.1716944336315358,0.1793149841390469
spatial,0,CH,ACTIVITY,SVR,0.21700577202966992,350,TRAIN,0.21093097725659665,0.22308056680274319
spatial,0,CH,ACTIVITY,MLP,0.2743080589518207,350,TRAIN,0.2507493006928311,0.2978668172108103
spatial,0,CH,ACTIVITY,MLR,0.12607860367771415,400,TRAIN,0.11960674476762667,0.13255046258780162
spatial,0,CH,ACTIVITY,RF,0.16487309998677585,400,TRAIN,0.1610702238592629,0.1686759761142888
spatial,0,CH,ACTIVITY,SVR,0.20667928706149968,400,TRAIN,0.20086301821155628,0.2124955559114431
spatial,0,CH,ACTIVITY,MLP,0.25345806975214336,400,TRAIN,0.23314468454941573,0.273771454954871
spatial,0,CH,ACTIVITY,MLR,0.10648209959781076,450,TRAIN,0.10196436314194736,0.11099983605367415
spatial,0,CH,ACTIVITY,RF,0.16483391864025745,450,TRAIN,0.16100995288793285,0.16865788439258206
spatial,0,CH,ACTIVITY,SVR,0.203495733721662,450,TRAIN,0.1987673305572654,0.2082241368860586
spatial,0,CH,ACTIVITY,MLP,0.2655114168411005,450,TRAIN,0.2381812654944782,0.29284156818772283
spatial,0,CH,ACTIVITY,MLR,0.10762245117704812,500,TRAIN,0.10248363164249258,0.11276127071160366
spatial,0,CH,ACTIVITY,RF,0.15051064053910315,500,TRAIN,0.14752141457467588,0.15349986650353042
spatial,0,CH,ACTIVITY,SVR,0.1957902903291,500,TRAIN,0.19200201320540347,0.19957856745279653
spatial,0,CH,ACTIVITY,MLP,0.3011080858984801,500,TRAIN,0.2678579915682977,0.3343581802286625
spatial,0,CH,GROWTH,MLR,0.9510899117033296,50,TRAIN,0.9432770784393116,0.9589027449673475
spatial,0,CH,GROWTH,RF,1.0,50,TRAIN,1.0,1.0
spatial,0,CH,GROWTH,SVR,0.8552245073731048,50,TRAIN,0.841235205124582,0.8692138096216276
spatial,0,CH,GROWTH,MLP,0.09197573748673027,50,TRAIN,0.057524395114144006,0.12642707985931653
spatial,0,CH,GROWTH,MLR,0.7894794267244145,100,TRAIN,0.7818129842341667,0.7971458692146624
spatial,0,CH,GROWTH,RF,0.9471844699680412,100,TRAIN,0.9420193536325482,0.9523495863035342
spatial,0,CH,GROWTH,SVR,0.6764566174420393,100,TRAIN,0.6629726138816359,0.6899406210024428
spatial,0,CH,GROWTH,MLP,0.31303055265446805,100,TRAIN,0.2686851755049163,0.35737592980401983
spatial,0,CH,GROWTH,MLR,0.6720771560436224,150,TRAIN,0.6602743867660705,0.6838799253211743
spatial,0,CH,GROWTH,RF,0.9557429158894164,150,TRAIN,0.9513581494685056,0.9601276823103272
spatial,0,CH,GROWTH,SVR,0.6135352415514793,150,TRAIN,0.6022267300956349,0.6248437530073238
spatial,0,CH,GROWTH,MLP,0.4709070015761399,150,TRAIN,0.4407220511260476,0.5010919520262322
spatial,0,CH,GROWTH,MLR,0.60598840969843,200,TRAIN,0.5970208484700872,0.6149559709267729
spatial,0,CH,GROWTH,RF,0.9038282100660154,200,TRAIN,0.89903154302917,0.9086248771028609
spatial,0,CH,GROWTH,SVR,0.5451264535581598,200,TRAIN,0.5312636578581117,0.5589892492582079
spatial,0,CH,GROWTH,MLP,0.4903710178233361,200,TRAIN,0.46319445680022875,0.5175475788464434
spatial,0,CH,GROWTH,MLR,0.5791085315172163,250,TRAIN,0.5695019472808445,0.5887151157535881
spatial,0,CH,GROWTH,RF,0.8433169179433428,250,TRAIN,0.8383949701612028,0.8482388657254829
spatial,0,CH,GROWTH,SVR,0.5140658345654741,250,TRAIN,0.5023921438071011,0.525739525323847
spatial,0,CH,GROWTH,MLP,0.6119865948467118,250,TRAIN,0.5980898483275885,0.6258833413658351
spatial,0,CH,GROWTH,MLR,0.5412806724977756,300,TRAIN,0.5332093643784285,0.5493519806171226
spatial,0,CH,GROWTH,RF,0.8524388923989433,300,TRAIN,0.848315354450925,0.8565624303469617
spatial,0,CH,GROWTH,SVR,0.4815379356984589,300,TRAIN,0.4713233651712037,0.49175250622571404
spatial,0,CH,GROWTH,MLP,0.6127360869872773,300,TRAIN,0.6020369360671693,0.6234352379073853
spatial,0,CH,GROWTH,MLR,0.5138623229410899,350,TRAIN,0.5049291765602043,0.5227954693219755
spatial,0,CH,GROWTH,RF,0.7979127190696628,350,TRAIN,0.7938039391181422,0.8020214990211834
spatial,0,CH,GROWTH,SVR,0.467904391487703,350,TRAIN,0.4608691212843937,0.4749396616910123
spatial,0,CH,GROWTH,MLP,0.6562184640095452,350,TRAIN,0.6465134982573256,0.6659234297617648
spatial,0,CH,GROWTH,MLR,0.5141136285230475,400,TRAIN,0.5089497137947576,0.5192775432513375
spatial,0,CH,GROWTH,RF,0.8061525210397847,400,TRAIN,0.802253061590066,0.8100519804895034
spatial,0,CH,GROWTH,SVR,0.4720695557877092,400,TRAIN,0.4641396719122599,0.4799994396631585
spatial,0,CH,GROWTH,MLP,0.6277524917672324,400,TRAIN,0.6174121385246945,0.6380928450097703
