context,set,feature,response,timepoint,y_true,emulator,model,y_pred
C,train,syntopo,ACTIVITY,0,0.1910112359550562,rnn,SVR,0.4035732959167244
C,train,syntopo,ACTIVITY,0,0.5492957746478873,rnn,SVR,0.3440694189146916
C,train,syntopo,ACTIVITY,0,0.1907514450867051,rnn,SVR,0.2469968439229624
C,test,syntopo,ACTIVITY,0,0.1363636363636364,rnn,SVR,0.3332869622672008
C,test,syntopo,ACTIVITY,0,0.0708661417322835,rnn,SVR,0.15936961866012758
C,train,syntopo,ACTIVITY,0,0.3454545454545454,rnn,SVR,0.32758049964221914
C,train,syntopo,ACTIVITY,0,0.3796791443850267,rnn,SVR,0.20151092560503608
C,train,syntopo,ACTIVITY,0,0.1212121212121211,rnn,SVR,0.2846392674749555
C,test,syntopo,ACTIVITY,0,0.8974358974358974,rnn,SVR,0.3967212229554753
C,train,syntopo,ACTIVITY,0,0.3538461538461539,rnn,SVR,0.4102081828675351
C,train,syntopo,ACTIVITY,0,0.6788321167883211,rnn,SVR,0.4542562976238692
C,train,syntopo,ACTIVITY,0,0.2125984251968504,rnn,SVR,0.38189328390604615
C,test,syntopo,ACTIVITY,0,0.3170731707317074,rnn,SVR,0.27068819871754496
C,test,syntopo,ACTIVITY,0,0.5245901639344261,rnn,SVR,0.33358529488098226
C,test,syntopo,ACTIVITY,0,0.0598290598290598,rnn,SVR,0.08198210191164687
C,train,syntopo,ACTIVITY,0,0.8757062146892656,rnn,SVR,0.6974942788196237
C,test,syntopo,ACTIVITY,0,0.28125,rnn,SVR,0.3828983704510113
C,train,syntopo,ACTIVITY,0,0.1902439024390243,rnn,SVR,0.20278241822466087
C,train,syntopo,ACTIVITY,0,-0.4093959731543624,rnn,SVR,0.49797510454572297
C,train,syntopo,ACTIVITY,0,-0.2868217054263565,rnn,SVR,0.07866167997324491
C,test,syntopo,ACTIVITY,0,0.7241379310344827,rnn,SVR,0.6656333530580729
C,test,syntopo,ACTIVITY,0,0.3880597014925373,rnn,SVR,0.2619329862908499
C,train,syntopo,ACTIVITY,0,0.1818181818181818,rnn,SVR,0.10860614038991256
C,train,syntopo,ACTIVITY,0,0.7988165680473374,rnn,SVR,0.6214524567146844
C,test,syntopo,ACTIVITY,0,0.0784313725490195,rnn,SVR,0.2964824885612247
C,train,syntopo,ACTIVITY,0,0.1746031746031746,rnn,SVR,0.17165461341170712
C,train,syntopo,ACTIVITY,0,0.5698924731182795,rnn,SVR,0.3809370720188357
C,train,syntopo,ACTIVITY,0,-0.2452830188679244,rnn,SVR,-0.06706856600376976
C,train,syntopo,ACTIVITY,0,0.1612903225806452,rnn,SVR,0.22404370222721398
C,test,syntopo,ACTIVITY,0,-0.140495867768595,rnn,SVR,0.07578248216963251
C,train,syntopo,ACTIVITY,0,0.9012345679012346,rnn,SVR,0.6469740346224796
C,test,syntopo,ACTIVITY,0,0.2125984251968504,rnn,SVR,0.1563908422771829
C,train,syntopo,ACTIVITY,0,0.0120481927710842,rnn,SVR,0.1707046746499982
C,train,syntopo,ACTIVITY,0,0.1746031746031746,rnn,SVR,0.20174454090246485
C,train,syntopo,ACTIVITY,0,0.1304347826086955,rnn,SVR,0.2013993148208832
C,test,syntopo,ACTIVITY,0,0.55,rnn,SVR,0.08827063985440314
C,test,syntopo,ACTIVITY,0,0.8265895953757225,rnn,SVR,0.4858101952624733
C,train,syntopo,ACTIVITY,0,0.2238805970149253,rnn,SVR,0.2838734556534334
C,test,syntopo,ACTIVITY,0,0.8043478260869565,rnn,SVR,0.2761417546822394
C,train,syntopo,ACTIVITY,0,0.6666666666666667,rnn,SVR,0.6187301469185997
C,test,syntopo,ACTIVITY,0,0.2024539877300613,rnn,SVR,0.30569271701480233
C,train,syntopo,ACTIVITY,0,0.1698113207547169,rnn,SVR,0.32437410329195554
C,train,syntopo,ACTIVITY,0,0.7086092715231789,rnn,SVR,0.530875936510742
C,train,syntopo,ACTIVITY,0,0.0909090909090908,rnn,SVR,0.0762871608569346
C,train,syntopo,ACTIVITY,0,0.4477611940298507,rnn,SVR,0.22966285682405285
C,train,syntopo,ACTIVITY,0,0.2210526315789474,rnn,SVR,0.15771088982018838
C,train,syntopo,ACTIVITY,0,0.5272727272727273,rnn,SVR,0.19719819153822568
C,train,syntopo,ACTIVITY,0,0.7422680412371134,rnn,SVR,0.5642052716821602
C,train,syntopo,ACTIVITY,0,-0.1428571428571429,rnn,SVR,0.04178980393787701
C,test,syntopo,ACTIVITY,0,0.7365269461077844,rnn,SVR,0.5815098097014898
C,test,syntopo,ACTIVITY,0,0.8645833333333333,rnn,SVR,0.5092188121544912
C,test,syntopo,ACTIVITY,0,0.8600000000000001,rnn,SVR,0.5185553414556776
C,train,syntopo,ACTIVITY,0,0.9148936170212768,rnn,SVR,0.4535798082408159
C,train,syntopo,ACTIVITY,0,0.1443850267379678,rnn,SVR,0.32262910098703235
C,test,syntopo,ACTIVITY,0,0.7647058823529411,rnn,SVR,0.371861769163424
C,train,syntopo,ACTIVITY,0,0.2035398230088496,rnn,SVR,0.2386777788061148
C,test,syntopo,ACTIVITY,0,0.2473118279569892,rnn,SVR,0.31863522731780736
C,test,syntopo,ACTIVITY,0,0.0068965517241379,rnn,SVR,0.2541317692990855
C,test,syntopo,ACTIVITY,0,0.6375838926174497,rnn,SVR,0.09520086905034716
C,train,syntopo,ACTIVITY,0,0.2921348314606742,rnn,SVR,0.2836042692680917
C,train,syntopo,ACTIVITY,0,0.0185185185185186,rnn,SVR,0.016740872648422108
C,train,syntopo,ACTIVITY,0,-0.0933333333333333,rnn,SVR,0.08467217352938503
C,test,syntopo,ACTIVITY,0,0.3333333333333332,rnn,SVR,0.6739386145718382
C,test,syntopo,ACTIVITY,0,0.3013698630136987,rnn,SVR,0.2611605287967697
C,test,syntopo,ACTIVITY,0,0.5891891891891892,rnn,SVR,0.5951367036992254
C,train,syntopo,ACTIVITY,0,0.8675496688741722,rnn,SVR,0.6895919286183152
C,test,syntopo,ACTIVITY,0,0.0082644628099173,rnn,SVR,0.2514535215868368
C,test,syntopo,ACTIVITY,0,-0.1844660194174757,rnn,SVR,0.10675412708232626
C,train,syntopo,ACTIVITY,0,-0.1846153846153846,rnn,SVR,0.5099400813470336
C,train,syntopo,ACTIVITY,0,-0.0172413793103448,rnn,SVR,0.16028100660778158
C,train,syntopo,ACTIVITY,0,0.0204081632653061,rnn,SVR,0.1357765665902632
C,train,syntopo,ACTIVITY,0,0.08,rnn,SVR,0.25764065344561043
C,test,syntopo,ACTIVITY,0,-0.4,rnn,SVR,0.07537956840953275
C,train,syntopo,ACTIVITY,0,0.2079207920792078,rnn,SVR,0.27210838862301323
C,train,syntopo,ACTIVITY,0,0.3580246913580247,rnn,SVR,0.21824187170535286
C,test,syntopo,ACTIVITY,0,0.3387096774193547,rnn,SVR,0.045728489544520634
C,train,syntopo,ACTIVITY,0,0.1504424778761062,rnn,SVR,0.2324899381719893
C,train,syntopo,ACTIVITY,0,0.2317880794701987,rnn,SVR,0.30683598668156603
C,train,syntopo,ACTIVITY,0,0.0350877192982457,rnn,SVR,0.09165841859873113
C,train,syntopo,ACTIVITY,0,0.6432432432432433,rnn,SVR,0.5554214723615916
C,train,syntopo,ACTIVITY,0,0.1503267973856208,rnn,SVR,0.2439133576087377
C,train,syntopo,ACTIVITY,0,-0.0416666666666666,rnn,SVR,0.2414067586812157
C,train,syntopo,ACTIVITY,0,-0.3333333333333333,rnn,SVR,-0.05172304521716081
C,train,syntopo,ACTIVITY,0,-0.1267605633802817,rnn,SVR,0.37203941225934944
C,train,syntopo,ACTIVITY,0,0.3333333333333332,rnn,SVR,0.15570019638271976
C,train,syntopo,ACTIVITY,0,0.024390243902439,rnn,SVR,0.2021876592297145
C,train,syntopo,ACTIVITY,0,0.2244897959183673,rnn,SVR,0.25653347977811963
C,test,syntopo,ACTIVITY,0,0.2222222222222223,rnn,SVR,0.2384997851430433
C,train,syntopo,ACTIVITY,0,0.0126582278481013,rnn,SVR,0.1908924426819251
C,test,syntopo,ACTIVITY,0,-0.184,rnn,SVR,0.2399585697647552
C,test,syntopo,ACTIVITY,0,-0.265625,rnn,SVR,0.6543248461421438
C,test,syntopo,ACTIVITY,0,0.3809523809523809,rnn,SVR,0.3568267993407261
C,train,syntopo,ACTIVITY,0,0.8959537572254335,rnn,SVR,0.5613658822220561
C,train,syntopo,ACTIVITY,0,0.0,rnn,SVR,0.17746945452324142
C,train,syntopo,ACTIVITY,0,0.1256830601092895,rnn,SVR,0.26277715244597244
C,test,syntopo,ACTIVITY,0,-0.2396694214876032,rnn,SVR,0.06168506231181031
C,train,syntopo,ACTIVITY,0,0.8810810810810812,rnn,SVR,0.6062000625090157
C,test,syntopo,ACTIVITY,0,0.6464646464646464,rnn,SVR,0.31195904464616325
C,train,syntopo,ACTIVITY,0,0.368421052631579,rnn,SVR,0.24250615838618875
C,test,syntopo,ACTIVITY,0,-0.4929577464788732,rnn,SVR,0.172670267920661
C,test,syntopo,ACTIVITY,0,0.572192513368984,rnn,SVR,0.3778628321439639
C,train,syntopo,ACTIVITY,0,0.9058823529411764,rnn,SVR,0.6453812463950412
C,train,syntopo,ACTIVITY,0,0.4081632653061224,rnn,SVR,0.2303539829143407
C,test,syntopo,ACTIVITY,0,0.6173913043478261,rnn,SVR,0.4932590178359245
C,train,syntopo,ACTIVITY,0,0.3975903614457832,rnn,SVR,0.2195855292454829
C,train,syntopo,ACTIVITY,0,0.087719298245614,rnn,SVR,0.5905733924574207
C,test,syntopo,ACTIVITY,0,0.907514450867052,rnn,SVR,0.5491542068716714
C,test,syntopo,ACTIVITY,0,-0.0847457627118644,rnn,SVR,0.3528052847033001
C,test,syntopo,ACTIVITY,0,0.8518518518518519,rnn,SVR,0.5716737171006384
C,train,syntopo,ACTIVITY,0,0.9661016949152544,rnn,SVR,0.5288511231661879
C,train,syntopo,ACTIVITY,0,0.3400000000000001,rnn,SVR,0.2925948662767489
C,test,syntopo,ACTIVITY,0,-0.024793388429752,rnn,SVR,0.17045873189961389
C,train,syntopo,ACTIVITY,0,-0.1039999999999999,rnn,SVR,0.2721217653844239
C,test,syntopo,ACTIVITY,0,0.8994413407821229,rnn,SVR,0.5078131804579932
C,train,syntopo,ACTIVITY,0,-0.2283464566929134,rnn,SVR,0.09379839079924968
C,train,syntopo,ACTIVITY,0,0.5443037974683544,rnn,SVR,0.3667433055372344
C,train,syntopo,ACTIVITY,0,0.7594936708860759,rnn,SVR,0.5316856578597735
C,test,syntopo,ACTIVITY,0,0.0709677419354839,rnn,SVR,0.3112918170699967
C,test,syntopo,ACTIVITY,0,0.4814814814814814,rnn,SVR,0.05278543360287696
C,train,syntopo,ACTIVITY,0,0.3406593406593405,rnn,SVR,0.15595330626036286
C,train,syntopo,ACTIVITY,0,0.064516129032258,rnn,SVR,0.28488353770389585
C,train,syntopo,ACTIVITY,0,-0.3977272727272727,rnn,SVR,0.08935397918971094
C,train,syntopo,ACTIVITY,0,0.0806451612903225,rnn,SVR,0.2397348329923211
C,train,syntopo,ACTIVITY,0,0.0769230769230768,rnn,SVR,0.2236270883900009
C,train,syntopo,ACTIVITY,0,0.8860103626943006,rnn,SVR,0.6608394565890975
C,train,syntopo,ACTIVITY,0,0.7635467980295567,rnn,SVR,0.3848551896889246
C,train,syntopo,ACTIVITY,0,0.018181818181818,rnn,SVR,0.5147890604472448
C,train,syntopo,ACTIVITY,0,0.7383177570093458,rnn,SVR,0.4968548573289102
C,train,syntopo,ACTIVITY,0,0.9649122807017544,rnn,SVR,0.5867489983514298
C,train,syntopo,ACTIVITY,0,0.8756476683937824,rnn,SVR,0.5494736985623391
C,train,syntopo,ACTIVITY,0,-0.3692946058091286,rnn,SVR,0.5838502755238197
C,train,syntopo,ACTIVITY,0,-0.1188811188811188,rnn,SVR,0.05237434604511798
C,test,syntopo,ACTIVITY,0,0.9255319148936172,rnn,SVR,0.4816573429364356
C,train,syntopo,ACTIVITY,0,0.7579617834394905,rnn,SVR,0.6063137219945707
C,train,syntopo,ACTIVITY,0,0.7028571428571428,rnn,SVR,0.5250524960733578
C,train,syntopo,ACTIVITY,0,0.7605633802816902,rnn,SVR,0.5826565974302065
CH,train,syntopo,GROWTH,0,0.5873504273504273,rnn,MLR,1.106101233410678
CH,test,syntopo,GROWTH,0,1.4178917378917382,rnn,MLR,1.3756695203912657
CH,train,syntopo,GROWTH,0,1.3584045584045583,rnn,MLR,1.2174732781354125
CH,train,syntopo,GROWTH,0,1.5254700854700851,rnn,MLR,1.1049309394046156
CH,train,syntopo,GROWTH,0,1.5512250712250713,rnn,MLR,1.2733449641482135
CH,train,syntopo,GROWTH,0,-0.1417663817663818,rnn,MLR,1.0723042053117546
CH,train,syntopo,GROWTH,0,1.5131623931623932,rnn,MLR,1.3445396340631774
CH,test,syntopo,GROWTH,0,1.5231908831908831,rnn,MLR,1.3607430021007911
CH,train,syntopo,GROWTH,0,1.447977207977208,rnn,MLR,1.4944406885872343
CH,train,syntopo,GROWTH,0,1.3588603988603989,rnn,MLR,1.3307567784427228
CH,train,syntopo,GROWTH,0,1.3445014245014246,rnn,MLR,1.0836081259327606
CH,test,syntopo,GROWTH,0,1.4967521367521366,rnn,MLR,1.4199544885649624
CH,train,syntopo,GROWTH,0,0.7377777777777778,rnn,MLR,0.9131363940790292
CH,train,syntopo,GROWTH,0,1.3262678062678062,rnn,MLR,1.2784485460516108
CH,train,syntopo,GROWTH,0,1.5254700854700858,rnn,MLR,1.0957374200764292
CH,test,syntopo,GROWTH,0,0.677150997150997,rnn,MLR,1.0966220250780012
CH,train,syntopo,GROWTH,0,0.9253561253561252,rnn,MLR,0.9359186069872296
CH,train,syntopo,GROWTH,0,0.8697435897435897,rnn,MLR,1.045372598461321
CH,train,syntopo,GROWTH,0,1.2469515669515667,rnn,MLR,1.1681350641757242
CH,train,syntopo,GROWTH,0,1.5671794871794869,rnn,MLR,1.455496959719378
CH,train,syntopo,GROWTH,0,1.4575498575498576,rnn,MLR,1.3416742474829435
CH,train,syntopo,GROWTH,0,1.176980056980057,rnn,MLR,1.2673586453079004
CH,train,syntopo,GROWTH,0,1.5555555555555556,rnn,MLR,1.2996530885674251
CH,train,syntopo,GROWTH,0,1.1712820512820512,rnn,MLR,1.252180636697632
CH,train,syntopo,GROWTH,0,1.3187464387464385,rnn,MLR,1.0922813942480931
CH,train,syntopo,GROWTH,0,1.5086039886039884,rnn,MLR,1.3763813950352286
CH,train,syntopo,GROWTH,0,1.5644444444444443,rnn,MLR,1.2844784840757155
CH,train,syntopo,GROWTH,0,1.2964102564102564,rnn,MLR,1.1140224385225492
CH,test,syntopo,GROWTH,0,0.0230199430199429,rnn,MLR,1.1652150955642795
CH,test,syntopo,GROWTH,0,1.5254700854700851,rnn,MLR,1.1565879394278271
CH,train,syntopo,GROWTH,0,0.0729344729344728,rnn,MLR,1.0566488141643025
CH,test,syntopo,GROWTH,0,1.5145299145299145,rnn,MLR,1.1773389601145483
CH,test,syntopo,GROWTH,0,1.3207977207977204,rnn,MLR,1.1567014397228368
CH,train,syntopo,GROWTH,0,0.6513960113960112,rnn,MLR,0.9139413408748572
CH,train,syntopo,GROWTH,0,1.0675783475783476,rnn,MLR,1.3613510052897912
CH,train,syntopo,GROWTH,0,1.4641595441595439,rnn,MLR,1.0428310385034032
CH,train,syntopo,GROWTH,0,0.7817663817663818,rnn,MLR,1.2387205720250698
CH,train,syntopo,GROWTH,0,1.5566951566951566,rnn,MLR,1.095886584704184
CH,train,syntopo,GROWTH,0,1.3985185185185187,rnn,MLR,1.299859610783857
CH,train,syntopo,GROWTH,0,1.4678062678062678,rnn,MLR,1.4209165536077673
CH,test,syntopo,GROWTH,0,1.1920227920227917,rnn,MLR,1.2794335665943868
CH,test,syntopo,GROWTH,0,1.4260968660968658,rnn,MLR,1.3442482554038913
CH,train,syntopo,GROWTH,0,1.4776068376068374,rnn,MLR,1.264460932075988
CH,train,syntopo,GROWTH,0,1.2227920227920228,rnn,MLR,1.3564298637563927
CH,train,syntopo,GROWTH,0,1.5122507122507118,rnn,MLR,1.4244031486986304
CH,train,syntopo,GROWTH,0,0.2110541310541309,rnn,MLR,0.8873452941704919
CH,test,syntopo,GROWTH,0,1.3497435897435897,rnn,MLR,1.2039990777779812
CH,train,syntopo,GROWTH,0,1.5017663817663818,rnn,MLR,1.3815410282113003
CH,train,syntopo,GROWTH,0,1.5434757834757835,rnn,MLR,1.5691305303320566
CH,train,syntopo,GROWTH,0,1.4263247863247863,rnn,MLR,1.245692096335049
CH,train,syntopo,GROWTH,0,1.5063247863247866,rnn,MLR,1.2601356565826252
CH,train,syntopo,GROWTH,0,1.5535042735042734,rnn,MLR,1.0428080004069449
CH,train,syntopo,GROWTH,0,1.5097435897435896,rnn,MLR,1.4430510208894345
CH,train,syntopo,GROWTH,0,0.7920227920227919,rnn,MLR,0.5579080889195936
CH,train,syntopo,GROWTH,0,1.4712250712250712,rnn,MLR,1.3457547062945954
CH,train,syntopo,GROWTH,0,1.5653561253561254,rnn,MLR,1.3866598516808628
CH,train,syntopo,GROWTH,0,1.3153276353276353,rnn,MLR,1.5151376884790573
CH,train,syntopo,GROWTH,0,0.5852991452991452,rnn,MLR,1.2020813518176745
CH,train,syntopo,GROWTH,0,1.4659829059829057,rnn,MLR,1.1112015702783296
CH,test,syntopo,GROWTH,0,1.0279202279202275,rnn,MLR,1.001049151940955
CH,train,syntopo,GROWTH,0,0.5251282051282051,rnn,MLR,1.0937538143431949
CH,train,syntopo,GROWTH,0,1.3862108262108261,rnn,MLR,1.2310471892268684
CH,train,syntopo,GROWTH,0,1.5555555555555556,rnn,MLR,1.3646109234379409
CH,train,syntopo,GROWTH,0,0.8902564102564101,rnn,MLR,1.0778051500626713
CH,test,syntopo,GROWTH,0,1.4431908831908828,rnn,MLR,1.230434486531398
CH,test,syntopo,GROWTH,0,1.3130484330484329,rnn,MLR,1.2460598806754484
CH,train,syntopo,GROWTH,0,1.4194871794871793,rnn,MLR,1.3337020736536431
CH,train,syntopo,GROWTH,0,0.8923076923076921,rnn,MLR,1.0496152515681365
CH,train,syntopo,GROWTH,0,1.4657549857549856,rnn,MLR,1.2562577062241325
CH,test,syntopo,GROWTH,0,1.5879202279202278,rnn,MLR,1.4279723327786276
CH,train,syntopo,GROWTH,0,1.5042735042735045,rnn,MLR,1.2091082663982298
CH,train,syntopo,GROWTH,0,0.1495156695156694,rnn,MLR,0.3745880639981177
CH,train,syntopo,GROWTH,0,1.338119658119658,rnn,MLR,1.0359084957434614
CH,test,syntopo,GROWTH,0,1.0846723646723646,rnn,MLR,1.274772853983196
CH,test,syntopo,GROWTH,0,1.2645014245014243,rnn,MLR,1.2545457376542712
CH,test,syntopo,GROWTH,0,1.217321937321937,rnn,MLR,1.2000291964003025
CH,train,syntopo,GROWTH,0,1.4894586894586892,rnn,MLR,1.289429543224994
CH,train,syntopo,GROWTH,0,1.3992022792022794,rnn,MLR,1.2187442697868351
CH,train,syntopo,GROWTH,0,1.4944729344729342,rnn,MLR,1.4538964750483083
CH,train,syntopo,GROWTH,0,0.8581196581196581,rnn,MLR,1.3400496222912002
CH,train,syntopo,GROWTH,0,1.4331623931623931,rnn,MLR,1.2355365381306795
CH,test,syntopo,GROWTH,0,1.4830769230769232,rnn,MLR,1.303016727161042
CH,test,syntopo,GROWTH,0,1.3941880341880344,rnn,MLR,1.277927006132018
CH,test,syntopo,GROWTH,0,0.9994301994301994,rnn,MLR,1.1143203294738078
CH,train,syntopo,GROWTH,0,1.0235897435897436,rnn,MLR,1.1847666828263592
CH,train,syntopo,GROWTH,0,1.1218233618233615,rnn,MLR,1.2559488557668357
CH,train,syntopo,GROWTH,0,0.9884900284900284,rnn,MLR,1.2166489738366026
CH,train,syntopo,GROWTH,0,1.489230769230769,rnn,MLR,1.4066376117279296
CH,test,syntopo,GROWTH,0,0.3357264957264956,rnn,MLR,0.9455564305826673
CH,test,syntopo,GROWTH,0,1.5788034188034186,rnn,MLR,1.1892052947630982
CH,test,syntopo,GROWTH,0,1.4568660968660965,rnn,MLR,1.215491088155147
CH,train,syntopo,GROWTH,0,1.6291737891737887,rnn,MLR,1.2787285542530429
CH,test,syntopo,GROWTH,0,1.4584615384615385,rnn,MLR,1.4072966616647655
CH,train,syntopo,GROWTH,0,1.4099145299145297,rnn,MLR,1.1907000646264312
CH,train,syntopo,GROWTH,0,1.5115669515669516,rnn,MLR,1.3688821785299488
CH,train,syntopo,GROWTH,0,1.2455840455840452,rnn,MLR,1.042564324404878
CH,test,syntopo,GROWTH,0,1.6667806267806269,rnn,MLR,1.3963729404267848
CH,train,syntopo,GROWTH,0,1.2036467236467236,rnn,MLR,1.152052252322969
CH,train,syntopo,GROWTH,0,1.43019943019943,rnn,MLR,1.5768994055079268
CH,test,syntopo,GROWTH,0,1.1473504273504274,rnn,MLR,1.296085196323189
CH,train,syntopo,GROWTH,0,1.5427920227920224,rnn,MLR,1.316059267530204
CH,train,syntopo,GROWTH,0,1.2353276353276357,rnn,MLR,1.2693138484799202
CH,train,syntopo,GROWTH,0,1.503133903133903,rnn,MLR,1.3150326972453967
CH,train,syntopo,GROWTH,0,0.8939031339031338,rnn,MLR,1.3483506917777728
CH,test,syntopo,GROWTH,0,1.4281481481481482,rnn,MLR,1.0249894595369171
CH,train,syntopo,GROWTH,0,1.4429629629629628,rnn,MLR,1.2947592179039906
CH,train,syntopo,GROWTH,0,0.8175498575498573,rnn,MLR,1.0529083358967362
CH,train,syntopo,GROWTH,0,1.4176638176638174,rnn,MLR,1.1829343039786289
CH,train,syntopo,GROWTH,0,1.341082621082621,rnn,MLR,1.2176245642249348
CH,train,syntopo,GROWTH,0,1.2838746438746438,rnn,MLR,1.3423109300683265
CH,train,syntopo,GROWTH,0,1.5252421652421653,rnn,MLR,1.3036276550313692
CH,test,syntopo,GROWTH,0,1.5783475783475784,rnn,MLR,1.454414880880484
CH,train,syntopo,GROWTH,0,1.1977207977207975,rnn,MLR,1.325041169380449
CH,train,syntopo,GROWTH,0,-0.0485470085470085,rnn,MLR,1.306251933000665
CH,train,syntopo,GROWTH,0,0.8722507122507122,rnn,MLR,0.9998696418127512
CH,test,syntopo,GROWTH,0,-0.0259829059829059,rnn,MLR,0.8207067170240498
