feature,timepoint,context,response,model,num_observations,train_r2s,test_r2s,train_rmses,test_rmses,set,r2_mean,r2_se_lower,r2_se_upper,rmse_mean,rmse_se_lower,rmse_se_upper
topo,8,C,SYMMETRY,SVR,150,"[0.5798932557517411, 0.48671647807389273, 0.4229850924021522, 0.5124780440015695, 0.40964947821805475, 0.47367146552089756, 0.4538527383420521, 0.5272593323458212, 0.4855113303200568, 0.4646326234667638]","[-0.008703429385955364, -0.07870827445375927, -0.09351790562188267, 0.10235612028057173, -0.14728600736908093, -0.022883095062320224, -0.26040065598795037, -0.009930594868867049, -0.07716562309860886, -0.41752178013137997]","[0.043931200494668844, 0.06047140174810897, 0.06577046338114977, 0.05396182043115109, 0.07080928845790048, 0.05042860547726594, 0.05855375612607361, 0.0527201528264798, 0.05621847715972323, 0.060079830643498505]","[0.09411507695486246, 0.07388039632079382, 0.08629319507986999, 0.08810283326939508, 0.09610565037357324, 0.08539703793558795, 0.09672682788694986, 0.07140202624484446, 0.08682867858469985, 0.08631371712953599]",TRAIN,0.4816649838443001,0.4666734942538761,0.49665647343472413,0.057294499674602026,0.05498617675223176,0.05960282259697229
topo,8,C,SYMMETRY,MLP,150,"[0.19812117964186204, 0.20195852358441546, 0.41827770129054476, 0.35222521835423626, 0.021906742644963284, 0.1294247701098813, 0.28426472778479706, 0.17226061985322372, 0.2277674802689984, 0.23547905585601125]","[-0.2885040070882854, 0.17273409180535082, -0.21777448518905307, -0.22544371919185902, -0.008303967089751119, 0.06479405932941673, -0.08822753727454957, 0.042364656444420556, -0.2182121331007496, 0.16894320780259975]","[0.07253599449760102, 0.06908933627087786, 0.06081293151736379, 0.06674693138373722, 0.07627571554444881, 0.07136952370025627, 0.07183369065137875, 0.06844293286677343, 0.07248256375072352, 0.06762936157296316]","[0.0862027919607323, 0.07437982723657853, 0.08045297056287752, 0.09228760310981919, 0.07993646707823586, 0.06932800661199724, 0.07710039943305567, 0.08074202893854188, 0.07344293877152966, 0.07191093323346012]",TRAIN,0.22416860193889335,0.19076475337599447,0.2575724505017922,0.06972189817561239,0.06845579398341585,0.07098800236780893
topo,8,C,SYMMETRY,MLR,200,"[0.1393893212663616, 0.24654535561973945, 0.30016496286398, 0.3428669972830626, 0.2071181833072494, 0.2132334891719334, 0.34124853106481035, 0.22957383319718627, 0.14872414178282856, 0.26777003671771005]","[-0.02587266155927992, 0.0887341492929643, -0.10097060825042337, -0.13931051723859755, -0.10992518259558737, 0.12462655797093991, -0.0983672151316013, -0.9623819764124915, -0.14499705371015925, -0.05440075152388579]","[0.07164804260909795, 0.07082130499864231, 0.06004771941534046, 0.07112443185565077, 0.06846204188892704, 0.0697279049373137, 0.06932099164203134, 0.07826701637195085, 0.08351803052957806, 0.06591076899372314]","[0.08134458285060561, 0.08600804332003197, 0.10053217733459918, 0.0937656337979771, 0.0897956828015812, 0.07690625093494304, 0.09383778278379333, 0.10513798535264336, 0.07663098530179147, 0.08998691016294988]",TRAIN,0.2436634852274862,0.22233447488892136,0.26499249556605103,0.07088482532422558,0.06897020633818102,0.07279944431027013
topo,8,C,SYMMETRY,RF,200,"[0.5446384648027053, 0.5052859549268389, 0.5113114776944182, 0.5106411126651107, 0.49073607621906934, 0.4788537289176701, 0.5085769282844089, 0.4977934741872271, 0.5221233055776586, 0.5004444420442125]","[0.11116237784383376, 0.013159724456377253, 0.021033096273809337, -0.005879067308135255, 0.06362506412617763, -0.11421830898276553, 0.002113902128570655, -0.09134397266500094, 0.058787594321811465, -0.030273213074071492]","[0.05705497741487031, 0.05829877868555446, 0.05739047649611334, 0.05807356263933863, 0.05770583298994251, 0.061619937572778574, 0.06358344371545814, 0.05552690437902147, 0.053664979638219826, 0.05550739843189126]","[0.08285032049518631, 0.08452362788488273, 0.082115852660101, 0.07042779024790553, 0.07618566050083883, 0.09058965624853438, 0.07663244552749489, 0.07245175732379507, 0.09081204458988816, 0.08219011328768597]",TRAIN,0.5070404965319321,0.5016859783934531,0.512395014670411,0.05784262919631885,0.05696742291718387,0.05871783547545383
topo,8,C,SYMMETRY,SVR,200,"[0.4209348668842874, 0.4692995313565874, 0.48822650026293646, 0.5139202414672503, 0.42579967490224746, 0.5242045418936387, 0.4444764542494639, 0.5136907411128502, 0.47445804511979306, 0.44104777727938793]","[-0.2488419150532457, -0.018810382861384145, -0.052703008301310916, 0.038992678382795964, 0.0030264335391212427, -0.1545591081020936, -0.05451293821969827, -0.1824524403855019, -0.0802897000356908, 0.03414987815204307]","[0.06307874455977078, 0.061338026386745216, 0.053071654407568204, 0.054171143189607515, 0.06420249382279866, 0.05910886744124332, 0.05724657824999958, 0.04994008815148058, 0.05718665126074159, 0.06374297914541384]","[0.07642700161665374, 0.07074363810984426, 0.08041909602495348, 0.09160423339100726, 0.07259551873822101, 0.09165175530611755, 0.0729001424122498, 0.08983081207086095, 0.0793613257781204, 0.07395428069193494]",TRAIN,0.4716058374528444,0.4602244832095305,0.4829871916961583,0.05830872266153692,0.05684651409229254,0.0597709312307813
topo,8,C,SYMMETRY,MLP,200,"[0.3961959688753304, 0.280225614043068, 0.2644695758918274, 0.21130017508550647, 0.24294265483776545, 0.1504673564355532, 0.25143242476156014, 0.1976448957363769, 0.2462758514624278, 0.12443757545369294]","[0.0558386318602172, -0.08859863300077997, -0.03148241088439252, -0.07581508058714825, 0.22840187133087209, -0.07114782602516767, -0.4776830778374912, 0.10021836912966775, -0.1722160970001505, 0.035118997973392796]","[0.06485163738309688, 0.06974324847819063, 0.06938727666685364, 0.07368719060893271, 0.06748336405584686, 0.07174447538416814, 0.0727234911346772, 0.07681830796069782, 0.06941041622456813, 0.06888386345255945]","[0.09154888022400022, 0.07687442845401274, 0.08898077898213123, 0.09139416280149423, 0.08296223502689005, 0.09392644319424878, 0.09160220596082859, 0.06932574998136644, 0.08275562267541413, 0.07606058432263539]",TRAIN,0.2365392092583109,0.2140311175933654,0.2590473009232564,0.07047332713495916,0.06945755784150955,0.07148909642840877
topo,8,C,SYMMETRY,MLR,250,"[0.1980543702456561, 0.10884439467153673, 0.20966044752640067, 0.16759165548500798, 0.1433921118860373, 0.1786987433972278, 0.20227980250887534, 0.2793986063966424, 0.3208321855768759, 0.17366659332643986]","[-0.026106257092061602, -0.023274674742498558, -0.230082588520921, 0.07382473346323926, 0.009011398109603497, 0.01195773047489146, -0.1159706947886825, -0.028855725442358482, -0.11073088021868394, -0.009559690360261053]","[0.06771963681896828, 0.07712284343909756, 0.06847602829535668, 0.074882715619495, 0.070571808906925, 0.0707767808860093, 0.07295008784628841, 0.06406341747394746, 0.06657758613898253, 0.08010490612488064]","[0.08065694718702379, 0.09305542688391927, 0.10914529457831687, 0.08054164830316908, 0.08411749899972726, 0.0786669146115793, 0.09092471817596658, 0.07822826455526777, 0.08692400126987335, 0.0691170073110359]",TRAIN,0.19824189110207,0.1796173794213062,0.21686640278283378,0.0713245811549951,0.06983042041096477,0.07281874189902543
topo,8,C,SYMMETRY,RF,250,"[0.42566654059385034, 0.3920872837012118, 0.4557793680770761, 0.3887619929169245, 0.4365391480391281, 0.41081492753860915, 0.4105514275253107, 0.4044464465325237, 0.4368620438348598, 0.4622011363263875]","[-0.03478738755148214, 0.07487112114787242, 0.06626725762671981, 0.0072744970613848325, 0.13485490911328735, 0.09265954343758032, 0.009365374407903637, 0.051628957111148455, 0.08677766247594743, -0.02353623782850134]","[0.06280472253703172, 0.0663370504565984, 0.0587724706915621, 0.06307297563095743, 0.06438252740351258, 0.06725376802422917, 0.057618873535047466, 0.061476407241596046, 0.06712286067737333, 0.05808124030283515]","[0.08026916328616603, 0.07747902105541969, 0.07593341930244972, 0.07747668611875384, 0.07680693028984585, 0.07246682411225899, 0.07761995404533302, 0.08438064965760385, 0.07276902595488902, 0.09289260071465272]",TRAIN,0.4223710315085881,0.4147780415002767,0.42996402151689955,0.06269228965007433,0.06159419825855218,0.06379038104159647
topo,8,C,SYMMETRY,SVR,250,"[0.39305719272440753, 0.44397928139130194, 0.4062574174607714, 0.45196804648033073, 0.5250299624614834, 0.475700055689418, 0.426877482490828, 0.386918456690732, 0.43527496422156087, 0.43826839726153843]","[-0.1348768888192986, -0.19901374437332553, 0.0011813106850536714, -0.05301570092996011, 0.021679775687237557, -0.04282040148097588, -0.19252039346122563, 0.011232714872768224, -0.05017463739373973, -0.08864771904219193]","[0.06457347223724884, 0.060820743001377714, 0.06510495372817346, 0.06322864005898239, 0.055173884150565476, 0.05579121816654638, 0.05762831773389462, 0.06677589462197617, 0.06139877806384631, 0.06098263035490239]","[0.08717552927692604, 0.10281093648403482, 0.09027261245765232, 0.07525559397371223, 0.07812777060297824, 0.07935550562267697, 0.09855898042524701, 0.08262382595451667, 0.08913094505191184, 0.08064334198014819]",TRAIN,0.4383331256872373,0.4260884383666139,0.4505778130078607,0.061147853211751375,0.05996309892280069,0.06233260750070206
topo,8,C,SYMMETRY,MLP,250,"[0.11946131453864817, 0.17971492698455072, 0.1096612195838661, 0.1363031021853216, 0.17532240551428246, 0.2570318800994904, 0.2543783997597866, 0.1878204406368933, 0.2316910334179294, 0.23698692401662813]","[0.05566149531382458, -0.013927830621949244, 0.03384540285668769, 0.0742366959055567, -0.03450714326099824, -0.09487474338855861, 0.012031848343101559, -0.12249576470238677, -0.10910166210809114, -0.31934895181958667]","[0.07508667131744023, 0.07651130341495048, 0.0782331046830608, 0.07560593810931901, 0.07640273957072959, 0.07637878906595398, 0.07314035145211885, 0.07750852173434476, 0.07153717331195542, 0.07107568167120322]","[0.0747419132588165, 0.06683886656884294, 0.07147796280343004, 0.08413112459802831, 0.07509681183814099, 0.08553511809998435, 0.08370452831088322, 0.07777342399581308, 0.09184302267245334, 0.09016850869967186]",TRAIN,0.18883716467373968,0.17234183492636343,0.20533249442111592,0.07514802743310764,0.07441383597152623,0.07588221889468905
topo,8,C,SYMMETRY,MLR,300,"[0.14043681805000285, 0.18806760980598547, 0.18458796679336964, 0.1859586172464861, 0.21889651039739655, 0.2392937023032653, 0.1739723080132135, 0.163346647459355, 0.16649968943421534, 0.19629987559647766]","[-0.009459239549337806, 0.1747890555642927, 0.05992570895091387, 0.05909068921776783, 0.0667331515926608, -0.0684670285106328, -0.014687685939839934, -0.0027935940578802665, 0.038638662671207746, 0.08324413747262449]","[0.07843966051545091, 0.0690665169891359, 0.07758835626311882, 0.0787230123056623, 0.06939969118186053, 0.07098579182641683, 0.07416198173942103, 0.07974893490567285, 0.07415433583691682, 0.06956737845791888]","[0.08457156905566372, 0.08300807274415622, 0.08296907971590518, 0.07176476225971189, 0.08656539733915267, 0.08518781648697424, 0.07818377661614569, 0.07715014846665676, 0.07712980196033489, 0.08849091182069022]",TRAIN,0.18573597450997675,0.17728129212547925,0.19419065689447426,0.0741835660021575,0.07291119515485961,0.0754559368494554
topo,8,C,SYMMETRY,RF,300,"[0.4359050974498807, 0.3744046929265702, 0.4088915867895905, 0.4067638570747737, 0.39971820988523843, 0.4287413337815752, 0.3887127749346162, 0.38517561551881985, 0.3579171215974013, 0.3842145322735684]","[0.008533034818619, 0.0645058611540138, 0.11143369475133036, 0.06062813614784235, 0.005999377116180926, 0.08440966575510278, 0.012193710012673109, 0.1088437114576829, 0.029932010769476602, -0.04837057894920971]","[0.058131521337292325, 0.06362498872764825, 0.06598380255475955, 0.06581181761376632, 0.062836570538655, 0.06405118584958061, 0.06547845837939277, 0.06404515235938685, 0.06595965063842132, 0.061028948842860496]","[0.08743380320784724, 0.07700638034191568, 0.07248195030566797, 0.08005960485121495, 0.07104826476905857, 0.07700172660198541, 0.07681958505592545, 0.07367852311489673, 0.07016747398251709, 0.08517283724465169]",TRAIN,0.3970444822232034,0.3898505874949848,0.40423837695142195,0.06369520968417634,0.06293969462035859,0.0644507247479941
topo,8,C,SYMMETRY,SVR,300,"[0.40184834666299374, 0.40040106854305035, 0.41799516084811084, 0.3764747791512748, 0.448315891940437, 0.4226931506038276, 0.3681014575610987, 0.3877059732676468, 0.4396201271106298, 0.3653434003231958]","[-0.17848217136473532, -0.012431465003954978, -0.15003361128292392, -0.0072558845760639645, -0.11564188911697659, -0.07791314657321724, -0.0671938666013383, -0.0010309060893776145, -0.2731038951542786, -0.10506719672194254]","[0.060882328385490014, 0.06160678603751747, 0.06199273510114456, 0.06786061264553322, 0.05993516113333171, 0.06417277590659015, 0.06727196703609327, 0.05687778475639128, 0.06008579603164637, 0.06846269382445334]","[0.08032652523675626, 0.08508527166072195, 0.08366050137461487, 0.07511440368802899, 0.08284645202750891, 0.07944937855062074, 0.07995785078131937, 0.09250888251767646, 0.08423345978183926, 0.07629646925244377]",TRAIN,0.4028499356012265,0.394138726318496,0.411561144883957,0.06291486408581913,0.061749416936091366,0.0640803112355469
topo,8,C,SYMMETRY,MLP,300,"[0.13623815602792777, 0.24089270699708953, 0.1402577163189782, 0.20449618554888638, 0.1746899142765711, 0.19152981966120164, 0.1948093580051965, 0.16974938637665582, 0.1875437341974202, 0.21163829178632942]","[0.002654310235090107, 0.04084727931992893, 0.07185143036756292, 0.058996448227790266, -0.1419091681276472, 0.07312998069315979, 0.07051318205015533, 0.12190413186246052, 0.050330303774076324, -0.0790195935531699]","[0.07550548327265533, 0.06526885568869584, 0.07390138248860413, 0.07203364728271307, 0.07535787257910004, 0.07646074269131342, 0.07753542357357686, 0.07515299128886276, 0.0710527901057041, 0.07848515920367703]","[0.073026648444016, 0.08748978577096009, 0.07889651428150984, 0.07356046790446587, 0.08192696398771636, 0.07032170537228254, 0.07092183276638428, 0.07481004366913242, 0.08661750010176751, 0.0800480106421533]",TRAIN,0.18518452691962564,0.1756571163968845,0.19471193744236678,0.07407543481749028,0.07292283295340804,0.07522803668157252
topo,8,C,SYMMETRY,MLR,350,"[0.15271636758468432, 0.12740603870670075, 0.1796752923370769, 0.23665324279213407, 0.16416775361398817, 0.277377907961711, 0.2178478473595472, 0.1124532712002353, 0.15856864030989437, 0.15846811726796117]","[-0.11051142101349765, 0.020210789665560336, 0.028968831610466594, -0.18694207031010146, 0.041293000954628845, -0.03205146504871159, -0.21809584804008586, 0.020674763359260773, 0.01381697880820687, -0.04711644250176228]","[0.07740570678596616, 0.08001819940815977, 0.06772227328662418, 0.06698063658205884, 0.07096921334303465, 0.07061955078438463, 0.06926896254124144, 0.07528020606334926, 0.0751262010487156, 0.07295012726447217]","[0.0869622336616523, 0.07530450552092458, 0.08446166566673652, 0.09729285022548201, 0.08079809101684891, 0.08286246892587913, 0.08471639449916911, 0.08690055692099967, 0.07932381774811442, 0.08433137439237089]",TRAIN,0.17853344791339332,0.16325281598140862,0.19381407984537802,0.07263410771080067,0.07135017792270668,0.07391803749889467
topo,8,C,SYMMETRY,RF,350,"[0.37429421732823565, 0.3503192397037358, 0.32892478122089863, 0.3762143470590589, 0.36638250812857276, 0.35573278535986474, 0.3733824496596013, 0.34194533362060675, 0.3521918077525006, 0.3499749359378568]","[0.1083583942981926, 0.1345862921788351, 0.05996035701191482, 0.06786390742916648, 0.027400074613543768, 0.05681135241850943, 0.02879552697686294, 0.07560187284505981, 0.05106234731028081, 0.05741005925237108]","[0.06716002108519398, 0.06457405517456205, 0.06536962378287328, 0.06471684306688821, 0.06432039668093846, 0.06431029354921132, 0.06853967151166132, 0.06954044182603226, 0.0681103205859753, 0.06843743023937944]","[0.07645023358139424, 0.07457463078426986, 0.07695270036823659, 0.08217937912540785, 0.0856776382055379, 0.0799302557038462, 0.07696572408900872, 0.08099491792494334, 0.07309904653549479, 0.0866323342247171]",TRAIN,0.3569362405770932,0.3522905694016548,0.3615819117525316,0.06650790975027157,0.06589229246358669,0.06712352703695645
topo,8,C,SYMMETRY,SVR,350,"[0.4087595821622493, 0.38086046207526514, 0.39962704486535083, 0.40327645374989485, 0.37421630505814196, 0.43894034524310843, 0.47481130961822293, 0.4935906652039276, 0.36133413439109485, 0.42566732088903536]","[-0.03456528021857652, 0.003778312964220043, -0.008466856100574738, -0.13855849156712652, 0.03619263220630542, -0.06725809285649675, -0.11339465944568139, -0.1928837472064049, -0.05386144061206033, -0.042658942585855675]","[0.0635370075328814, 0.06513482824388407, 0.062496917147571586, 0.06567336859782627, 0.06496275320534997, 0.05875548241468507, 0.05710377295675346, 0.05836717360856206, 0.06809595891017418, 0.0672569808829644]","[0.08642415759334798, 0.07800248762758766, 0.08352110003902072, 0.08540945048473894, 0.0844207674750973, 0.09425026647258838, 0.08794850410711262, 0.09493023907061156, 0.08545640965434406, 0.07787462365687382]",TRAIN,0.4161083623256291,0.4032436479231556,0.4289730767281026,0.06313842435006525,0.06197979656436969,0.06429705213576081
topo,8,C,SYMMETRY,MLP,350,"[0.2374386934793955, 0.22628449323537203, 0.2015375449245691, 0.20167299047364107, 0.13687191606004312, 0.12772917600349964, 0.12246106679367852, 0.23671857515229677, 0.20652109620898584, 0.24366474548795236]","[0.02227169879018398, -0.10248356587955465, 0.018629178518850043, -0.01927576382528473, -0.012828789493416481, 0.09364027486796778, -0.13571467465922304, -0.04564667085383678, 0.03537614213610207, 0.05961298202048848]","[0.07193777785784912, 0.07255951879529501, 0.07265797061231602, 0.07413018571017223, 0.0754148590511636, 0.07618921700849615, 0.0773977126625589, 0.07362590560942425, 0.07520838419307357, 0.07038075704607315]","[0.07972761870114435, 0.0798490630279917, 0.08098831263897874, 0.07698879573042797, 0.0830504496283886, 0.07443926253957814, 0.07880181056632533, 0.08124971481831947, 0.08156406844632576, 0.08588770737711707]",TRAIN,0.1940900297819434,0.1798540481097269,0.20832601145415988,0.07395022885464221,0.07330867626205868,0.07459178144722574
topo,8,C,SYMMETRY,MLR,400,"[0.14808217511098698, 0.13798492558076925, 0.1253750701387799, 0.19085216599338828, 0.15007521920692735, 0.13749932505277895, 0.15576824201804507, 0.12973563048858983, 0.15124513877950885, 0.17582342894348846]","[0.03885770357012097, 0.04147643680783841, 0.0053125444269075395, 0.04120424545865775, 0.07182323949748093, 0.053507389888796, 0.0578842457517692, 0.11029924708197525, 0.031128602926719373, -0.04570847863903693]","[0.0734965151524943, 0.07668702784619777, 0.07925645670550525, 0.06980624205245385, 0.0765624157394634, 0.07790183410130247, 0.07386951242045718, 0.07700513993740216, 0.07247045145292112, 0.07482841440788836]","[0.0836413726286881, 0.0811740237610626, 0.0771816237688519, 0.08915705430162671, 0.07462532089577213, 0.07861032620745709, 0.08765449448790356, 0.0739358899236522, 0.07607965564357741, 0.08022470222797744]",TRAIN,0.15024413213132629,0.14416850840172535,0.15631975586092722,0.07518840098160859,0.07433732780294958,0.0760394741602676
topo,8,C,SYMMETRY,RF,400,"[0.34610377748294463, 0.30702256582953746, 0.31763302559682394, 0.33884617058991506, 0.33053522001748525, 0.34630026506725375, 0.34207758570789526, 0.35438355683438605, 0.3546627672979574, 0.3360135648244107]","[0.0036424455192847205, 0.06460417250341777, 0.06443446810798181, -0.0037663740062050532, -0.03463705352971469, 0.04129087993653935, 0.05187420424158462, 0.07726910391496011, 0.010662116182181824, 0.03745600020991269]","[0.07036064704022398, 0.07161435224639977, 0.06985375398745544, 0.06291039245940462, 0.06533559847194954, 0.06925339404737245, 0.06821159835815538, 0.06646658276761137, 0.0660098342188809, 0.07093851423162068]","[0.07201433944967668, 0.07016897824423922, 0.06593265092273382, 0.07899321632361264, 0.08704151679432312, 0.07702539010968039, 0.08015470831406636, 0.07351636750483502, 0.08160149877378772, 0.06774787387880381]",TRAIN,0.3373578499248609,0.33274489269554175,0.34197080715418005,0.0680954667829074,0.0672496100193435,0.0689413235464713
topo,8,C,SYMMETRY,SVR,400,"[0.3430106768786807, 0.3258824451906832, 0.3946506539048207, 0.3303160406933078, 0.37847668023922587, 0.38930072490693135, 0.36633407692174313, 0.3682091130414664, 0.4154457191208317, 0.3723776638516555]","[0.07594208828676297, 0.09869517902396463, 0.029899893685204515, 0.011264802869399793, -0.004161533657302874, -0.09749369632888438, -0.056882926555181124, 0.0836682818656147, -0.07103812087348893, -0.0001296771814067732]","[0.06671897577837499, 0.06659902123871618, 0.060590066577524804, 0.0683809627519459, 0.06739385632600246, 0.06764698333431166, 0.06330352172354144, 0.06615507368797652, 0.061994046917349235, 0.06342646304448162]","[0.08503478413632662, 0.08285921247982268, 0.08553903592197727, 0.08168674055162782, 0.0788174062790727, 0.08306814586340086, 0.09438262650762408, 0.07918033071051618, 0.08427774379980196, 0.09052338983834163]",TRAIN,0.36840037947493465,0.3598192077946951,0.3769815511551742,0.06522089713802247,0.06441862979948969,0.06602316447655525
topo,8,C,SYMMETRY,MLP,400,"[0.14842989821148633, 0.14955844771100746, 0.21679408831277114, 0.19646874284635585, 0.1885324723924926, 0.15051170146095905, 0.16094894438537588, 0.14609772822043587, 0.24822713983554046, 0.07508910547165382]","[-0.017552840504645895, 0.04715190767867139, -0.060076845847628624, -0.017799442423212852, -0.01751028628528828, 0.007735943766575271, 0.077841199730735, 0.01181881605210977, 0.07048676156382849, 0.07914110330577595]","[0.07581497033962063, 0.07904537922373484, 0.07073109466956941, 0.06962521607009206, 0.07599541129063292, 0.0742084536558174, 0.07457663226753469, 0.07346802860086914, 0.07521567165677542, 0.07590708655772974]","[0.0863334462284526, 0.07501377463652947, 0.08720400735354143, 0.08740362581109247, 0.0798801776095711, 0.08727418941324827, 0.08228429872842209, 0.08471309101820042, 0.07071879817436653, 0.07510530470640857]",TRAIN,0.16806582688480784,0.153839074983002,0.18229257878661367,0.07445879443323764,0.07364500713780582,0.07527258172866945
topo,8,C,SYMMETRY,MLR,450,"[0.15573608466826994, 0.13330308264579604, 0.19199051344089557, 0.12323685945548912, 0.1490348867275364, 0.1354261942453917, 0.1845943767999716, 0.14433573531013633, 0.11492620543657606, 0.1667474070568573]","[0.06075546071547355, 0.07943285172093151, -0.04544077466985019, 0.047955287440259564, 0.03261897642309297, 0.10011845538755726, -0.11837035006047514, 0.0038280838362385605, 0.0618003141305975, -0.06772013561808787]","[0.07386149902222695, 0.07695831863512732, 0.07152724052680406, 0.0707344334520041, 0.07698867600692395, 0.08088444152067131, 0.06913376063543591, 0.07813501307615923, 0.07593842449355839, 0.07656370849047796]","[0.08153196959723266, 0.07801800856218298, 0.088944509342421, 0.08839693651580306, 0.07444400897501469, 0.06900537901754113, 0.0955873768681868, 0.0774002464900183, 0.0817331734395366, 0.08084781425707568]",TRAIN,0.14993313457869198,0.14235425426290219,0.15751201489448177,0.07507255158593892,0.07397036260180337,0.07617474057007448
topo,8,C,SYMMETRY,RF,450,"[0.2783009948079176, 0.28577184785404486, 0.3197501953558164, 0.30969940382008954, 0.29556544926151096, 0.30932643616901545, 0.2955384534952529, 0.29734728751835093, 0.30303745920368885, 0.30394144354873187]","[0.08119160164315664, 0.0947761913600138, 0.06340464816163793, 0.04707793107348057, 0.05919430404621173, 0.01936896230273666, 0.02873625283454606, 0.03246818747213642, 0.038647177616521367, 0.03166850522723608]","[0.07034642968824648, 0.06879398122412218, 0.07001369808332374, 0.06867626549348538, 0.06803057978531173, 0.06509618734344835, 0.0709362555098694, 0.0673586675230177, 0.06493559125643071, 0.07007075470039571]","[0.07530821897559957, 0.08118678943610518, 0.07732027354897887, 0.07378395098595636, 0.07829418889349841, 0.09015845133373071, 0.07658440375535498, 0.08219599262182072, 0.08951758156078846, 0.07636068182641455]",TRAIN,0.29982789710344193,0.29620092775554874,0.3034548664513351,0.06842584106076513,0.06779354650777553,0.06905813561375473
topo,8,C,SYMMETRY,SVR,450,"[0.38068702324370063, 0.3979150660021883, 0.36382897579876516, 0.3629590523882864, 0.3988190500469302, 0.4187268570350525, 0.4029376582662282, 0.4019150796291697, 0.35589863746453665, 0.37495921903367446]","[-0.004874965456538982, -0.052625851047053196, 0.007609462199836603, 0.03781772891449975, -0.08472116788476369, -0.10177925834149248, -0.06672197481803965, 0.024816764799812097, -0.0953817692473824, -0.03872538743639864]","[0.06738980836334468, 0.05998606776214329, 0.06681478277207581, 0.06367990350180057, 0.06117547988072821, 0.05999148217729822, 0.06269909273390323, 0.06314747320008907, 0.06737851873429447, 0.06399843638076043]","[0.0761127184342608, 0.08905028468099477, 0.08354249428064495, 0.08518457460301485, 0.0899077653049451, 0.08658134458531093, 0.08563437323438046, 0.08231221676997165, 0.08537047548259802, 0.08136553929401254]",TRAIN,0.3858646618908532,0.37954327513613584,0.3921860486455706,0.0636261045506438,0.06277693071400332,0.06447527838728427
topo,8,C,SYMMETRY,MLP,450,"[0.1533587282244655, 0.14441095855562103, 0.15519002117071, 0.11348757626396344, 0.13667742423783014, 0.14925387933980083, 0.16749125599034131, 0.1613890016367624, 0.13238406343919806, 0.17821029600913463]","[-0.0022765590604143515, -0.04707518656007181, 0.06745980918641681, -0.025688063712623332, 0.039947985414718445, -0.016484594820781462, -0.040474589805672645, 0.046954916957670734, 0.06435771138294977, -0.01743294332014189]","[0.07408244782101063, 0.07320684113990766, 0.0747627645918532, 0.07931917702762811, 0.07551943154156031, 0.07669251523607162, 0.07507785759457031, 0.07354298639977924, 0.07519066858082651, 0.06982060533082654]","[0.0845920643541943, 0.08832661130153274, 0.07930720027589627, 0.07803636971623994, 0.0798993038327042, 0.08169180451472975, 0.08640774810005186, 0.08714620256320393, 0.0813716543776567, 0.09308238889490701]",TRAIN,0.1491853204867827,0.14360336925400585,0.15476727171955956,0.07472152952640343,0.07398587142292973,0.07545718762987713
topo,8,C,SYMMETRY,MLR,500,"[0.1490214334009421, 0.15179743913765598, 0.15347758076738183, 0.1450178448888928, 0.11394016824665565, 0.1428005187345267, 0.10983442955361677, 0.15982015859640175, 0.1284673195558692, 0.09328752604091839]","[0.031821337865644894, -0.01509188984748211, -0.01408889011644665, -0.032982021536033246, 0.09959901008535932, -0.011566253247973446, 0.08938509355242685, 0.03236197828639931, 0.10287577384425406, 0.062233610640963]","[0.07735542733184006, 0.07672831229062305, 0.07451142562364602, 0.07755936741693707, 0.07824335481281802, 0.07609998496261458, 0.07680260208357106, 0.0733679135848411, 0.08134002632291179, 0.07870688019520754]","[0.07587721678961912, 0.07874474458438091, 0.08327401949144032, 0.07737707769001108, 0.07493105650044976, 0.08166456837530671, 0.0787667432984547, 0.08448998357026331, 0.06439557669995402, 0.07679101166165726]",TRAIN,0.13474644189228613,0.12807095909437935,0.1414219246901929,0.07707152946250104,0.07640827146669252,0.07773478745830956
topo,8,C,SYMMETRY,RF,500,"[0.28558681527204144, 0.2981001705234366, 0.2867119235224659, 0.33303777094984366, 0.29652571427174124, 0.2746283627867079, 0.30223084795682365, 0.27930049311219685, 0.29968519103913704, 0.29399180648021395]","[0.06286374944203788, 0.05021705980441593, 0.09594877494976362, 0.021423908946063386, 0.03383103315194569, 0.10610947241144553, 0.04255262626299783, 0.04555107203540876, 0.055797799333861864, 0.04492962890388108]","[0.06914603681607981, 0.06528424049220624, 0.07124503101404542, 0.06554143191357319, 0.06624385961738376, 0.07255499860975323, 0.06565491859552047, 0.0702671621031587, 0.06835866831279397, 0.07034885699315388]","[0.07886769594610966, 0.08804011715846122, 0.07200952035693053, 0.0846850501791705, 0.08633589667703812, 0.06960937449698684, 0.08694283845563994, 0.07780462609518551, 0.08000876948309504, 0.07563484210874628]",TRAIN,0.2949799095914608,0.29012930359528616,0.29983051558763546,0.06846452044676685,0.06766939161910503,0.06925964927442867
