feature,timepoint,context,response,model,R^2,set,se_lower,se_upper
topo,6,C,ACTIVITY,MLP,0.5339359228547863,TRAIN,0.5281350731313111,0.5397367725782615
topo,6,C,GROWTH,MLR,0.5732278869380942,TRAIN,0.5691802194040109,0.5772755544721776
topo,6,C,GROWTH,RF,0.7198073812983367,TRAIN,0.7159720329520406,0.7236427296446327
topo,6,C,GROWTH,SVR,0.5763116384221079,TRAIN,0.5709214000926619,0.5817018767515538
topo,6,C,GROWTH,MLP,0.6180075553486569,TRAIN,0.6133351282940473,0.6226799824032665
topo,6,C,SYMMETRY,MLR,0.11369121146250863,TRAIN,0.11099232276367811,0.11639010016133915
topo,6,C,SYMMETRY,RF,0.302510052745312,TRAIN,0.2998994447355944,0.30512066075502964
topo,6,C,SYMMETRY,SVR,0.33715014466185506,TRAIN,0.3326241884736382,0.3416761008500719
topo,6,C,SYMMETRY,MLP,0.16118460531566645,TRAIN,0.14337797696398094,0.17899123366735195
topo,7,C,ACTIVITY,MLR,0.41058257189178027,TRAIN,0.4053288352832159,0.41583630850034464
topo,7,C,ACTIVITY,RF,0.4384732181109605,TRAIN,0.43382052877320243,0.4431259074487186
topo,7,C,ACTIVITY,SVR,0.3633440857791228,TRAIN,0.35830282354638976,0.36838534801185585
topo,7,C,ACTIVITY,MLP,0.5251525262710348,TRAIN,0.5184850348542814,0.5318200176877882
topo,7,C,GROWTH,MLR,0.6997805584221524,TRAIN,0.6962291879388618,0.7033319289054429
topo,7,C,GROWTH,RF,0.8697878767259161,TRAIN,0.8683081965056709,0.8712675569461612
topo,7,C,GROWTH,SVR,0.6960723326410551,TRAIN,0.6933741209076735,0.6987705443744366
topo,7,C,GROWTH,MLP,0.6969411473727923,TRAIN,0.6946926327143531,0.6991896620312316
topo,7,C,SYMMETRY,MLR,0.14341155302965086,TRAIN,0.1391678606767233,0.14765524538257843
topo,7,C,SYMMETRY,RF,0.2920862090719203,TRAIN,0.28937867231909475,0.2947937458247458
topo,7,C,SYMMETRY,SVR,0.36413585636432255,TRAIN,0.3599869913948866,0.3682847213337585
topo,7,C,SYMMETRY,MLP,0.12755095660674834,TRAIN,0.12379195629862348,0.1313099569148732
topo,8,C,ACTIVITY,MLR,0.4848518602866805,TRAIN,0.48133992953613614,0.4883637910372248
topo,8,C,ACTIVITY,RF,0.4263218359515915,TRAIN,0.4232447870557448,0.4293988848474382
topo,8,C,ACTIVITY,SVR,0.4476133090942203,TRAIN,0.4430102768367502,0.4522163413516904
topo,8,C,ACTIVITY,MLP,0.5644373242947479,TRAIN,0.5594183176243736,0.5694563309651223
topo,8,C,GROWTH,MLR,0.7134970498783189,TRAIN,0.7108883134834941,0.7161057862731436
topo,8,C,GROWTH,RF,0.7692057286886693,TRAIN,0.7665112121560526,0.7719002452212861
topo,8,C,GROWTH,SVR,0.7018133745448457,TRAIN,0.6985770837045061,0.7050496653851853
topo,8,C,GROWTH,MLP,0.7217597141205132,TRAIN,0.71860748695676,0.7249119412842664
topo,8,C,SYMMETRY,MLR,0.1366842325839338,TRAIN,0.13223659235566693,0.1411318728122007
topo,8,C,SYMMETRY,RF,0.29130571303566993,TRAIN,0.28895066583389173,0.29366076023744814
topo,8,C,SYMMETRY,SVR,0.3764414227318154,TRAIN,0.3729416558725241,0.37994118959110673
topo,8,C,SYMMETRY,MLP,0.14920784783425714,TRAIN,0.1415063234729475,0.15690937219556678
topo,9,C,ACTIVITY,MLR,0.4215011647920832,TRAIN,0.41752336237261795,0.4254789672115485
topo,9,C,ACTIVITY,RF,0.4316106209368985,TRAIN,0.42760729496405514,0.43561394690974187
topo,9,C,ACTIVITY,SVR,0.5420999932631779,TRAIN,0.5382059981673207,0.5459939883590351
topo,9,C,ACTIVITY,MLP,0.491516082713555,TRAIN,0.48745795055514507,0.49557421487196496
topo,9,C,GROWTH,MLR,0.7351450342082334,TRAIN,0.7330901525314785,0.7371999158849883
topo,9,C,GROWTH,RF,0.7654771984132898,TRAIN,0.7630543392542128,0.7679000575723667
topo,9,C,GROWTH,SVR,0.7164993663463981,TRAIN,0.7139617582453036,0.7190369744474926
topo,9,C,GROWTH,MLP,0.7278097339817229,TRAIN,0.7246563080385324,0.7309631599249133
topo,9,C,SYMMETRY,MLR,0.1236863708236216,TRAIN,0.12060823005487634,0.12676451159236687
topo,9,C,SYMMETRY,RF,0.2921058380211282,TRAIN,0.28958987628517024,0.2946217997570862
topo,9,C,SYMMETRY,SVR,0.3782881767534311,TRAIN,0.3743147627364058,0.38226159077045646
topo,9,C,SYMMETRY,MLP,0.14751175448574652,TRAIN,0.14303529029400935,0.1519882186774837
topo,10,C,ACTIVITY,MLR,0.4827494334578326,TRAIN,0.47864217729070707,0.48685668962495815
topo,10,C,ACTIVITY,RF,0.4361699775682748,TRAIN,0.4320453961414585,0.4402945589950911
topo,10,C,ACTIVITY,SVR,0.5626079237488771,TRAIN,0.5585579275179827,0.5666579199797716
topo,10,C,ACTIVITY,MLP,0.5777615551313031,TRAIN,0.573297094403297,0.5822260158593092
topo,10,C,GROWTH,MLR,0.5050164624729947,TRAIN,0.5011176851417739,0.5089152398042155
topo,10,C,GROWTH,RF,0.7603999052013625,TRAIN,0.7583225518551902,0.7624772585475348
topo,10,C,GROWTH,SVR,0.7932783821604731,TRAIN,0.7909087091618371,0.7956480551591091
topo,10,C,GROWTH,MLP,0.6806442825606882,TRAIN,0.6768237864075823,0.6844647787137941
topo,10,C,SYMMETRY,MLR,0.14690771505624858,TRAIN,0.14329271485772022,0.15052271525477695
topo,10,C,SYMMETRY,RF,0.30656376435757754,TRAIN,0.30432504237905855,0.3088024863360965
topo,10,C,SYMMETRY,SVR,0.3938635639803973,TRAIN,0.38948307829772555,0.39824404966306903
topo,10,C,SYMMETRY,MLP,0.163119134713431,TRAIN,0.1525710461040372,0.1736672233228248
topo,11,C,ACTIVITY,MLR,0.4043646077328856,TRAIN,0.40014284058001387,0.4085863748857573
topo,11,C,ACTIVITY,RF,0.4515408107035162,TRAIN,0.4476639039480534,0.455417717458979
topo,11,C,ACTIVITY,SVR,0.5622395641202114,TRAIN,0.5576788612116911,0.5668002670287317
topo,11,C,ACTIVITY,MLP,0.5983405080063144,TRAIN,0.5927121010263297,0.6039689149862992
topo,11,C,GROWTH,MLR,0.7286760803197871,TRAIN,0.7261266462246705,0.7312255144149038
topo,11,C,GROWTH,RF,0.7518626516639988,TRAIN,0.7492655745985686,0.754459728729429
topo,11,C,GROWTH,SVR,0.7161975865736563,TRAIN,0.7140571584590031,0.7183380146883095
topo,11,C,GROWTH,MLP,0.7234007510044071,TRAIN,0.7214601238399202,0.7253413781688941
topo,11,C,SYMMETRY,MLR,0.15379257778696773,TRAIN,0.15040640158291174,0.1571787539910237
topo,11,C,SYMMETRY,RF,0.21062199379389931,TRAIN,0.20766856689008723,0.2135754206977114
topo,11,C,SYMMETRY,SVR,0.3913220486215069,TRAIN,0.38619335323010107,0.3964507440129127
topo,11,C,SYMMETRY,MLP,0.18515841731455576,TRAIN,0.17883765882367594,0.19147917580543558
topo,12,C,ACTIVITY,MLR,0.4869243755414626,TRAIN,0.48196922115380086,0.49187952992912437
topo,12,C,ACTIVITY,RF,0.4735833539238577,TRAIN,0.4692104939990019,0.4779562138487135
topo,12,C,ACTIVITY,SVR,0.5043979729459763,TRAIN,0.497797655493284,0.5109982903986687
topo,12,C,ACTIVITY,MLP,0.5362588748382934,TRAIN,0.5322210754460145,0.5402966742305723
topo,12,C,GROWTH,MLR,0.41334873727399707,TRAIN,0.4085084718572384,0.41818900269075576
topo,12,C,GROWTH,RF,0.8515288234892568,TRAIN,0.8500979142467668,0.8529597327317469
topo,12,C,GROWTH,SVR,0.6961361933237258,TRAIN,0.6925963633262335,0.699676023321218
topo,12,C,GROWTH,MLP,0.7675587182948305,TRAIN,0.7610096463031641,0.7741077902864968
topo,12,C,SYMMETRY,MLR,0.18105636888436735,TRAIN,0.17652691124860553,0.18558582652012917
topo,12,C,SYMMETRY,RF,0.2792058442004473,TRAIN,0.2753597528686173,0.2830519355322773
topo,12,C,SYMMETRY,SVR,0.416522888768726,TRAIN,0.4110713232655821,0.4219744542718699
topo,12,C,SYMMETRY,MLP,0.2266157201401767,TRAIN,0.2202949868416764,0.232936453438677
topo,13,C,ACTIVITY,MLR,0.5796530607193975,TRAIN,0.5755818065803119,0.5837243148584831
topo,13,C,ACTIVITY,RF,0.5094621643331371,TRAIN,0.5053442104903553,0.5135801181759189
topo,13,C,ACTIVITY,SVR,0.5301295727878944,TRAIN,0.5245609403176661,0.5356982052581227
topo,13,C,ACTIVITY,MLP,0.579507341698422,TRAIN,0.5749437756234379,0.5840709077734061
topo,13,C,GROWTH,MLR,0.6033714130194114,TRAIN,0.6008820652988598,0.6058607607399631
topo,13,C,GROWTH,RF,0.7110492202414362,TRAIN,0.7085973653021966,0.7135010751806758
topo,13,C,GROWTH,SVR,0.6350184589262949,TRAIN,0.6318426127473016,0.6381943051052883
topo,13,C,GROWTH,MLP,0.7541287379066107,TRAIN,0.7505062152954313,0.7577512605177902
topo,13,C,SYMMETRY,MLR,0.2168801255249608,TRAIN,0.21335089888855852,0.2204093521613631
topo,13,C,SYMMETRY,RF,0.2853029198193455,TRAIN,0.2816087690288437,0.28899707060984736
topo,13,C,SYMMETRY,SVR,0.447461053617796,TRAIN,0.4428588664974821,0.4520632407381099
topo,13,C,SYMMETRY,MLP,0.2222778763331392,TRAIN,0.2154229876721557,0.2291327649941227
topo,14,C,ACTIVITY,MLR,0.5330781293689519,TRAIN,0.5283766336584634,0.5377796250794404
topo,14,C,ACTIVITY,RF,0.5355384071115553,TRAIN,0.531437556127473,0.5396392580956376
topo,14,C,ACTIVITY,SVR,0.5590575549867373,TRAIN,0.5543315635923562,0.5637835463811183
topo,14,C,ACTIVITY,MLP,0.646854551725751,TRAIN,0.6419678514306141,0.651741252020888
topo,14,C,GROWTH,MLR,0.6242860801592012,TRAIN,0.620864359848956,0.6277078004694463
topo,14,C,GROWTH,RF,0.6969712288759548,TRAIN,0.6942316552061379,0.6997108025457716
topo,14,C,GROWTH,SVR,0.6097073095563307,TRAIN,0.6065817438473289,0.6128328752653325
topo,14,C,GROWTH,MLP,0.661711900773092,TRAIN,0.6589836630571524,0.6644401384890317
topo,14,C,SYMMETRY,MLR,0.2093164223940172,TRAIN,0.20389492458393893,0.2147379202040955
topo,14,C,SYMMETRY,RF,0.29463893587709944,TRAIN,0.29114611322284967,0.2981317585313492
topo,14,C,SYMMETRY,SVR,0.4555430037647542,TRAIN,0.45087996560435295,0.46020604192515546
topo,14,C,SYMMETRY,MLP,0.22798949505207225,TRAIN,0.2230355407431542,0.2329434493609903
topo,15,C,ACTIVITY,MLR,0.7391638765144386,TRAIN,0.7357965642774991,0.7425311887513781
topo,15,C,ACTIVITY,RF,0.6656223205505643,TRAIN,0.6624120037065061,0.6688326373946224
topo,15,C,ACTIVITY,SVR,0.7113798169499589,TRAIN,0.708279239881168,0.7144803940187497
topo,15,C,ACTIVITY,MLP,0.7427621435492735,TRAIN,0.7400896324718221,0.7454346546267249
topo,15,C,GROWTH,MLR,0.6037170939447447,TRAIN,0.5997388101838216,0.6076953777056678
topo,15,C,GROWTH,RF,0.6876795216475018,TRAIN,0.6852811468051013,0.6900778964899023
topo,15,C,GROWTH,SVR,0.6077209352848852,TRAIN,0.6049132905203286,0.6105285800494419
topo,15,C,GROWTH,MLP,0.6416156726900102,TRAIN,0.6387596688135916,0.6444716765664288
topo,15,C,SYMMETRY,MLR,0.21224187393206556,TRAIN,0.2080902178002606,0.21639353006387052
topo,15,C,SYMMETRY,RF,0.30552803797481315,TRAIN,0.3022539839000794,0.3088020920495469
topo,15,C,SYMMETRY,SVR,0.4311082294553878,TRAIN,0.426679644858616,0.4355368140521596
topo,15,C,SYMMETRY,MLP,0.2200655493694687,TRAIN,0.21568919268339395,0.22444190605554346
topo,0,CH,ACTIVITY,MLR,0.19106001227590172,TRAIN,0.18606400414443489,0.19605602040736855
topo,0,CH,ACTIVITY,RF,0.16568289892385124,TRAIN,0.16298059414599986,0.16838520370170262
topo,0,CH,ACTIVITY,SVR,0.14536923096840554,TRAIN,0.13909595259991042,0.15164250933690065
topo,0,CH,ACTIVITY,MLP,0.2624078804525776,TRAIN,0.23981666638900423,0.284999094516151
topo,0,CH,GROWTH,MLR,0.3334406265821512,TRAIN,0.3276093018629903,0.33927195130131205
topo,0,CH,GROWTH,RF,0.2658541236155744,TRAIN,0.26053925090104235,0.2711689963301065
topo,0,CH,GROWTH,SVR,0.34254108275954104,TRAIN,0.33518470977104625,0.3498974557480358
topo,0,CH,GROWTH,MLP,0.4357491118591459,TRAIN,0.42901912932512987,0.4424790943931619
topo,0,CH,SYMMETRY,MLR,0.22306456287067364,TRAIN,0.21903507381814738,0.2270940519231999
topo,0,CH,SYMMETRY,RF,0.31925877898932753,TRAIN,0.31656512118713664,0.3219524367915184
topo,0,CH,SYMMETRY,SVR,0.2751107658098747,TRAIN,0.2700239458651954,0.280197585754554
topo,0,CH,SYMMETRY,MLP,0.2756654323593616,TRAIN,0.2707632116116741,0.28056765310704906
topo,1,CH,ACTIVITY,MLR,0.19191362253683525,TRAIN,0.18734504690338946,0.19648219817028104
topo,1,CH,ACTIVITY,RF,0.16873823456778012,TRAIN,0.16470332739311652,0.1727731417424437
topo,1,CH,ACTIVITY,SVR,0.2680182985295301,TRAIN,0.26084286061769846,0.2751937364413617
topo,1,CH,ACTIVITY,MLP,0.1945918166553701,TRAIN,0.17844788292450317,0.21073575038623701
topo,1,CH,GROWTH,MLR,0.3841363684537336,TRAIN,0.3789335250206535,0.3893392118868137
topo,1,CH,GROWTH,RF,0.7099597842983307,TRAIN,0.7075640405094364,0.712355528087225
topo,1,CH,GROWTH,SVR,0.3700406772776638,TRAIN,0.3636655786369257,0.3764157759184019
topo,1,CH,GROWTH,MLP,0.6268709531516525,TRAIN,0.6165124417649932,0.6372294645383119
topo,1,CH,SYMMETRY,MLR,0.2988972297609358,TRAIN,0.29431313129309955,0.30348132822877205
topo,1,CH,SYMMETRY,RF,0.2328006615466552,TRAIN,0.22872425719445966,0.23687706589885077
topo,1,CH,SYMMETRY,SVR,0.26135239249708553,TRAIN,0.2567795568627182,0.26592522813145286
topo,1,CH,SYMMETRY,MLP,0.2875693164040717,TRAIN,0.28232413857779415,0.2928144942303492
topo,2,CH,ACTIVITY,MLR,0.22598177161578376,TRAIN,0.22057922178406966,0.23138432144749785
topo,2,CH,ACTIVITY,RF,0.27728060138524785,TRAIN,0.27431664397524264,0.28024455879525306
topo,2,CH,ACTIVITY,SVR,0.1629827570283067,TRAIN,0.1570648966227201,0.16890061743389329
topo,2,CH,ACTIVITY,MLP,0.30297827230176705,TRAIN,0.27308053900018386,0.33287600560335023
topo,2,CH,GROWTH,MLR,0.35017211531214465,TRAIN,0.34383244747729375,0.35651178314699555
topo,2,CH,GROWTH,RF,0.3063213832351951,TRAIN,0.30139281072200536,0.3112499557483848
topo,2,CH,GROWTH,SVR,0.3628272844344266,TRAIN,0.3555726083781382,0.37008196049071496
topo,2,CH,GROWTH,MLP,0.5983571516036166,TRAIN,0.5927744288874093,0.6039398743198239
topo,2,CH,SYMMETRY,MLR,0.2487316709231927,TRAIN,0.24459061917609612,0.25287272267028926
topo,2,CH,SYMMETRY,RF,0.243390829701403,TRAIN,0.24126693012429667,0.2455147292785093
topo,2,CH,SYMMETRY,SVR,0.3688303242144633,TRAIN,0.36498604073824603,0.3726746076906806
topo,2,CH,SYMMETRY,MLP,0.2973661842609962,TRAIN,0.2841747930152878,0.3105575755067046
topo,3,CH,ACTIVITY,MLR,0.12972317841474662,TRAIN,0.1254772693719315,0.13396908745756175
topo,3,CH,ACTIVITY,RF,0.2018348488734771,TRAIN,0.19896967488956996,0.20470002285738426
topo,3,CH,ACTIVITY,SVR,0.16094128845838634,TRAIN,0.15574638310950417,0.16613619380726852
topo,3,CH,ACTIVITY,MLP,0.2540517551012045,TRAIN,0.23586216235757732,0.27224134784483167
topo,3,CH,GROWTH,MLR,0.4406546386979825,TRAIN,0.43648868703985955,0.44482059035610544
topo,3,CH,GROWTH,RF,0.2923603653305057,TRAIN,0.2877725590288494,0.296948171632162
topo,3,CH,GROWTH,SVR,0.41503650620659066,TRAIN,0.4083498498723204,0.4217231625408609
topo,3,CH,GROWTH,MLP,0.4688873709794929,TRAIN,0.46463412471938487,0.47314061723960094
topo,3,CH,SYMMETRY,MLR,0.3761535988619492,TRAIN,0.37122188484780094,0.3810853128760975
topo,3,CH,SYMMETRY,RF,0.342902238020954,TRAIN,0.33989257193159633,0.34591190411031164
topo,3,CH,SYMMETRY,SVR,0.3614022984146393,TRAIN,0.3570395309533003,0.36576506587597823
topo,3,CH,SYMMETRY,MLP,0.3520929974181337,TRAIN,0.34759126270982044,0.356594732126447
topo,4,CH,ACTIVITY,MLR,0.1447110980008695,TRAIN,0.14030258561048878,0.14911961039125024
topo,4,CH,ACTIVITY,RF,0.14899950291146954,TRAIN,0.14626283483265118,0.1517361709902879
topo,4,CH,ACTIVITY,SVR,0.22029031363953866,TRAIN,0.21587525579295297,0.22470537148612435
topo,4,CH,ACTIVITY,MLP,0.2514815466303557,TRAIN,0.22666841408623614,0.27629467917447526
topo,4,CH,GROWTH,MLR,0.43119821288988597,TRAIN,0.4256783103101008,0.43671811546967115
topo,4,CH,GROWTH,RF,0.3188601077785809,TRAIN,0.31444086068892846,0.3232793548682334
topo,4,CH,GROWTH,SVR,0.4310869236958085,TRAIN,0.4242064378718145,0.43796740951980245
topo,4,CH,GROWTH,MLP,0.4913553706895422,TRAIN,0.48695322410022335,0.4957575172788611
topo,4,CH,SYMMETRY,MLR,0.3266017766015769,TRAIN,0.3220296840360947,0.3311738691670591
topo,4,CH,SYMMETRY,RF,0.2893272138957821,TRAIN,0.28634619643386416,0.2923082313577
topo,4,CH,SYMMETRY,SVR,0.3877991864525183,TRAIN,0.3836381821903078,0.3919601907147288
topo,4,CH,SYMMETRY,MLP,0.35954938193837904,TRAIN,0.35431213662125866,0.36478662725549943
topo,5,CH,ACTIVITY,MLR,0.1222972036774254,TRAIN,0.11707309857210137,0.12752130878274945
topo,5,CH,ACTIVITY,RF,0.2829558332337893,TRAIN,0.2798326111236895,0.2860790553438891
topo,5,CH,ACTIVITY,SVR,0.19670000081393052,TRAIN,0.19216800727401642,0.20123199435384462
topo,5,CH,ACTIVITY,MLP,0.2586973044946302,TRAIN,0.23805149836812417,0.2793431106211362
topo,5,CH,GROWTH,MLR,0.4473042592323411,TRAIN,0.4428456588729044,0.45176285959177775
topo,5,CH,GROWTH,RF,0.5524071537006734,TRAIN,0.5482538235438517,0.5565604838574951
topo,5,CH,GROWTH,SVR,0.4012557800733951,TRAIN,0.3953650384959496,0.40714652165084053
topo,5,CH,GROWTH,MLP,0.6285580226043661,TRAIN,0.6216015978671378,0.6355144473415945
topo,5,CH,SYMMETRY,MLR,0.28562078057261936,TRAIN,0.2818992779631361,0.28934228318210264
topo,5,CH,SYMMETRY,RF,0.2772279282098297,TRAIN,0.2736808133917855,0.2807750430278739
topo,5,CH,SYMMETRY,SVR,0.5091808619400859,TRAIN,0.5052002304567306,0.5131614934234413
topo,5,CH,SYMMETRY,MLP,0.2994413732732281,TRAIN,0.2937678376019114,0.30511490894454485
topo,6,CH,ACTIVITY,MLR,0.2077184699855404,TRAIN,0.20242212020469663,0.21301481976638414
topo,6,CH,ACTIVITY,RF,0.1482079547546441,TRAIN,0.1453417251776118,0.1510741843316764
topo,6,CH,ACTIVITY,SVR,0.15491033474727087,TRAIN,0.14900275459892387,0.16081791489561786
topo,6,CH,ACTIVITY,MLP,0.2329077428089226,TRAIN,0.21634160771355737,0.24947387790428782
topo,6,CH,GROWTH,MLR,0.4763132311799306,TRAIN,0.4716685229736805,0.48095793938618064
topo,6,CH,GROWTH,RF,0.3886078593654868,TRAIN,0.3856896784931996,0.39152604023777404
topo,6,CH,GROWTH,SVR,0.4570190798699348,TRAIN,0.45080880555864944,0.46322935418122013
topo,6,CH,GROWTH,MLP,0.5870382726844617,TRAIN,0.5750002344504053,0.5990763109185182
