feature,timepoint,context,response,model,train_r2s,R^2,test_r2s,set,se_lower,se_upper
topo,5,C,GROWTH,RF,"[0.4357533039646797, 0.44370935430545044, 0.40086245959650313, 0.387244042659892, 0.4530318763842789, 0.3599059644789039, 0.3953110412175622, 0.3949068369709773, 0.4074856882007244, 0.4508802241867884]",0.2766192637248716,"[0.22605827527586886, 0.2130679334112765, 0.3021748059413072, 0.3373026721790775, 0.19827613090263074, 0.3805621715291547, 0.2999720496109112, 0.32722345546497944, 0.28228397273210015, 0.19927117020140928]",TEST,0.2573855758802235,0.29585295156951974
topo,5,C,GROWTH,SVR,"[0.5518057740048614, 0.5502165968119379, 0.5368308284165688, 0.5360757668174531, 0.5417941840827176, 0.4696939633298377, 0.5337818088471806, 0.505242053064897, 0.4843922874200137, 0.4990344590908826]",0.3041378316396848,"[0.28209437200679166, 0.1986625271509772, 0.34476601139171736, 0.2158117274379131, 0.1928246268571192, 0.4327277682420264, 0.23393493207922944, 0.3836093753193289, 0.3732213123108217, 0.38372566360092264]",TEST,0.27724172994133295,0.3310339333380366
topo,5,C,GROWTH,MLP,"[0.4202289969755031, 0.39543691005965975, 0.4013040315600541, 0.3871317259598468, 0.41203735425886134, 0.4649060518080813, 0.45247377821569634, 0.36814889856119204, 0.4575087262881756, 0.37774914289952766]",0.3169724367315453,"[0.23243267543323742, 0.31181763408525065, 0.34586519682916206, 0.32145487488108604, 0.3210264489679825, 0.31669233557154497, 0.3586881758114183, 0.3788200533372501, 0.26312193296053443, 0.3198050394379863]",TEST,0.3041201328518265,0.3298247406112641
topo,5,C,SYMMETRY,MLR,"[0.097196416637236, 0.10002420399933809, 0.12473009589650741, 0.06654154545008717, 0.0934632424161802, 0.0794172360532105, 0.1048071486623382, 0.0850139947989429, 0.1264928367293895, 0.13629519803362722]",-0.016612840931945226,"[-0.046574455257533565, -0.003187344372218348, -0.02678629757771911, 0.022189797147509016, 0.015612385697413078, 0.024649997143887048, 0.004445379356167067, -0.024572122200436253, -0.04214091935951547, -0.08976482989700574]",TEST,-0.02753889618902089,-0.005686785674869563
topo,5,C,SYMMETRY,RF,"[0.2905361066710781, 0.27704342680230665, 0.2756824244866083, 0.2766736824460403, 0.27732010451143696, 0.280134588588243, 0.2602498662456919, 0.2733621390076708, 0.24061900798274627, 0.28242779942005336]",0.017235419462237455,"[-0.04167541839369138, 0.030013019775917305, -0.03190574370205912, 0.04827694546778727, 0.0631185076173586, -0.005401029431398641, 0.01338995490772743, 0.02054558347566171, 0.06155591154111162, 0.014436463363959762]",TEST,0.0064522215624902984,0.02801861736198461
topo,5,C,SYMMETRY,SVR,"[0.30628070376599537, 0.30623260246123396, 0.3069206034459042, 0.32436039916321413, 0.35053281899928945, 0.32479123531898013, 0.3148408253775178, 0.3493148983781377, 0.32498070482967056, 0.3112028720077895]",-0.04300537854094279,"[-0.05251351568102547, 0.06173800106500005, -0.097456433289272, 0.006392310226956632, -0.1963236441080023, -0.03672858295057013, 0.009936158710557197, -0.07870886679492939, -0.05363315342611408, 0.007243940837971641]",TEST,-0.0646220404290439,-0.021388716652841675
topo,5,C,SYMMETRY,MLP,"[0.0923314509062152, 0.13463384880489815, 0.010317699686211435, 0.07745468209461892, 0.4572525944727105, 0.06360122877092678, 0.2181896562924055, 0.09055052119892382, 0.6321965296810204, 0.11373631389004624]",-0.11832098373031948,"[0.04454548189030172, -0.016098221707866678, -0.007346071246070673, -0.00580544991912868, -0.4697302241198471, 0.007214744354230307, 0.000700385910483714, -0.04689659098934307, -0.6235675620275383, -0.066226329448416]",TEST,-0.18749130371665518,-0.049150663743983775
topo,6,C,ACTIVITY,MLR,"[0.28282674278446496, 0.3297812623858286, 0.32525030359768015, 0.3511963293809319, 0.32695806474966926, 0.30184520105187296, 0.3590972053910143, 0.32625109087129145, 0.32177083416871066, 0.36329905384085026]",0.27139256150435226,"[0.3462810379846576, 0.24579350062285088, 0.2904358292763535, 0.23309975568124386, 0.2678765469270292, 0.3489387209120002, 0.19781331718012096, 0.291474348319975, 0.27822850029138313, 0.21398405784790775]",TEST,0.2561354321025323,0.2866496909061722
topo,6,C,ACTIVITY,RF,"[0.4791604841997328, 0.43364605004139634, 0.43102030648624867, 0.41377609420323613, 0.4572043397856932, 0.4710707908393701, 0.36901790721700845, 0.37293641251400655, 0.4574177020902278, 0.454236248746711]",0.3478255674780856,"[0.23251770569646102, 0.393338868565973, 0.37515939702564316, 0.3566449795447785, 0.330983824445668, 0.2709713308872965, 0.505683928772206, 0.4274320937117053, 0.24712361899548307, 0.3383999271356414]",TEST,0.3225533122966947,0.37309782265947644
topo,6,C,ACTIVITY,SVR,"[0.35493505608881915, 0.3631216436895184, 0.3986799631837916, 0.3387785491732074, 0.41234776328377953, 0.35960688477153346, 0.34743515434165884, 0.3338761703984352, 0.38047379550083305, 0.374128451332818]",0.23838563058762524,"[0.2276596512036252, 0.24391511852133685, 0.25032235276595727, 0.28917375292234726, 0.11889879383328705, 0.24362407447853052, 0.2482024155272503, 0.30425490358046403, 0.26455784990585784, 0.1932473931375961]",TEST,0.22278766214155724,0.2539835990336932
topo,6,C,ACTIVITY,MLP,"[0.4912568064226268, 0.554173609371683, 0.5291466937335333, 0.543024647021386, 0.5713920602853497, 0.5166010684686245, 0.5454310908890728, 0.5270006124077533, 0.55224056186665, 0.4828762228899153]",0.22020236061073814,"[0.28669212078754935, 0.2505540674876864, 0.14842273945531959, 0.21421956384989016, 0.1042113866794715, 0.3077221048517239, 0.15582948550224407, 0.26786035227710225, 0.1682291015651246, 0.29828268365126975]",TEST,0.198555942529244,0.24184877869223229
topo,6,C,GROWTH,MLR,"[0.5936332984138526, 0.5830133171165666, 0.5819625696103068, 0.5723445785230357, 0.5913170328839245, 0.5988662791273205, 0.5907308496199846, 0.5704967572121254, 0.6179292185829153, 0.5701658257722182]",0.4779235028175778,"[0.47883445294816784, 0.473124348042145, 0.5108103387895533, 0.4965511623902503, 0.4792432082896968, 0.47476492010727545, 0.4140794792758248, 0.5221578290361615, 0.422100447332185, 0.5075688419645188]",TEST,0.4672034709704948,0.48864353466466076
topo,6,C,GROWTH,RF,"[0.7185293179719179, 0.7407096922142198, 0.7224621645518639, 0.7142010289120058, 0.7268383109018907, 0.7190287080883615, 0.706218441600053, 0.7030668385420624, 0.6988834533590298, 0.7069973348229583]",0.44659568280735257,"[0.3875886517329614, 0.31701462116019663, 0.49477200822102185, 0.4969127257254309, 0.40089089047738824, 0.41572556124362203, 0.4543676425394384, 0.4415550151244628, 0.5263146006701374, 0.5308151111788665]",TEST,0.4261747213929894,0.46701664422171574
topo,6,C,GROWTH,SVR,"[0.612794855111042, 0.5677395416039801, 0.5609983913750356, 0.5520038191284546, 0.5379205371527362, 0.5614019720159902, 0.5497592409474761, 0.5741506258556615, 0.5678778178724877, 0.6075455889254284]",0.41269189352310864,"[0.39964819737910584, 0.453376221971436, 0.3480967021934578, 0.5763874696414, 0.4389180050477901, 0.46703669518638646, 0.29935031494239084, 0.5189790809830093, 0.31879256962052893, 0.306333678265581]",TEST,0.3842827872360462,0.4411009998101711
topo,6,C,GROWTH,MLP,"[0.624397548669914, 0.5925557987503447, 0.6190583421579945, 0.5739149723623258, 0.6128475938597888, 0.6170906339919604, 0.5810895998569414, 0.6162002804168709, 0.6009879730557706, 0.6045170022171207]",0.4481247552800573,"[0.4714645419005048, 0.50203378883593, 0.3282735889597801, 0.4342436022905075, 0.35434370456399666, 0.4693564568103543, 0.5832221739954154, 0.4779863022723714, 0.32898305200801525, 0.5313403411636978]",TEST,0.4221408771316373,0.4741086334284773
topo,6,C,SYMMETRY,MLR,"[0.13547450697341756, 0.13307189049885482, 0.09705595553213286, 0.12143978480255901, 0.06713368741131231, 0.10419353001111054, 0.10259925635827061, 0.11981158709936746, 0.0957225638296938, 0.10454393544112639]",0.033272696367288634,"[0.022643892761775142, -0.05445983250583497, 0.03468344062192508, 0.03519366484698616, 0.1024530399332444, 0.036846603916775966, 0.05073604054757963, 0.013091482955609579, 0.05768415785700409, 0.03385447273782127]",TEST,0.02147318415727665,0.04507220857730062
topo,6,C,SYMMETRY,RF,"[0.293172908758655, 0.28253601408675855, 0.2930332483676912, 0.3012867666930237, 0.2971533495537312, 0.30223878597744236, 0.288647621523064, 0.33213922057982626, 0.3132399540230769, 0.31897384761269554]",0.02349906883072416,"[0.06766384320083574, 0.051896120213879904, 0.07683195455884329, 0.05511709432376155, 0.008417419819206517, 0.02179142351228691, 0.02862461001375516, -0.02773920448592815, 0.01393141185972524, -0.06154398470912459]",TEST,0.010534933268252281,0.036463204393196044
topo,6,C,SYMMETRY,SVR,"[0.34564891747363746, 0.353074488634477, 0.31177032194622534, 0.34450636754231934, 0.30822580715281866, 0.3282706690054211, 0.3696835171381436, 0.3143010941677905, 0.38840249749841826, 0.30805586265369833]",-0.0487010868841235,"[-0.056722226951376076, -0.049979514523669, -0.005801871436767803, -0.07244521199594423, 0.0034071175759875505, -0.024813817418805062, -0.15670628867730785, -0.01612535628667855, -0.11016012590989388, 0.0023364267832198804]",TEST,-0.06446950752816935,-0.032932666240077645
topo,6,C,SYMMETRY,MLP,"[-4.483282878275929e-08, 0.19841955749023754, 0.19815525944031576, 0.1950944832475845, 0.18202869558855406, 0.2627659288331087, 0.039074256013537645, -5.854923283976632e-07, 0.3124084478345326, 0.07707014867400586]",-0.02035763700977133,"[-0.0009614591781368365, 0.0058245644993107915, 0.0019796364906303765, -0.036220037494937296, -0.020958450104649806, -0.07329186570436397, 0.02276187978102706, -0.02987527702059989, -0.07343157067950123, 0.0005962093135074564]",TEST,-0.03026746384042517,-0.010447810179117495
topo,7,C,ACTIVITY,MLR,"[0.38389392249162946, 0.42970677010246106, 0.38456995223084733, 0.40214339808806265, 0.39782848862465225, 0.3860321602041603, 0.3428773899570249, 0.3921777081242884, 0.4115764063298937, 0.4053638338723684]",0.2989454071462796,"[0.31727913979275923, 0.15275895688994923, 0.3628526230584517, 0.2818600863177282, 0.29616260311501486, 0.2935542873771161, 0.3718711597454627, 0.3311221660778426, 0.2914986698386023, 0.2904943792498689]",TEST,0.280889982595211,0.3170008316973482
topo,7,C,ACTIVITY,RF,"[0.38971551019031825, 0.4202144021932034, 0.43429022349576774, 0.401715711371299, 0.3968385736849446, 0.4332441735989683, 0.4153295613550799, 0.4311826244603649, 0.39910460672660897, 0.4142884743501726]",0.3471155535868465,"[0.41175262877515795, 0.34849884773854956, 0.2933004274562211, 0.36440098683203725, 0.39978263647862966, 0.30580427011856137, 0.2966066723259497, 0.3117733923745971, 0.412308043475036, 0.3269276302937255]",TEST,0.3328631884544356,0.3613679187192574
topo,7,C,ACTIVITY,SVR,"[0.31869646553461395, 0.36552338576253895, 0.37380917028803473, 0.4152849712460758, 0.40675225498981016, 0.36935230759681925, 0.3610400524673558, 0.4057598538642686, 0.38777047072131443, 0.3711445289437778]",0.21823618699034505,"[0.3836184047851391, 0.2946683921714137, 0.21468149397060643, 0.12106967027548132, 0.08258725180686055, 0.17402116479665997, 0.24907397762632777, 0.11526436623046465, 0.2446163312777, 0.3027608169627968]",TEST,0.1895312710603085,0.2469411029203816
topo,7,C,ACTIVITY,MLP,"[0.5185230443592426, 0.5122587449810476, 0.5188539703484452, 0.5281975015094303, 0.5434794387918851, 0.5524254858446718, 0.574993383196123, 0.5744731774607574, 0.5684263042186981, 0.5607570862389428]",0.23941752569215485,"[0.26396942219692165, 0.30040442387521593, 0.21660106315105077, 0.34619449941520386, 0.17477250787184206, 0.3117774558356903, 0.25411753845867324, 0.1699485355475362, 0.17285100522655805, 0.18353880534285627]",TEST,0.21985873936132624,0.25897631202298343
topo,7,C,GROWTH,MLR,"[0.7124299644943712, 0.6920033507749616, 0.7060160097683331, 0.7091945611146933, 0.6944072971720658, 0.7229402482588284, 0.7097188756225183, 0.7001500676741812, 0.716701024462657, 0.7313422923684205]",0.5666383925056832,"[0.5382107730686139, 0.6402469950846388, 0.5606030250373573, 0.5701840588899219, 0.6332784402086518, 0.5397866019805178, 0.5545272328333462, 0.5761915484767479, 0.5338429665540559, 0.5195122829229801]",TEST,0.5544025349187796,0.5788742500925868
topo,7,C,GROWTH,RF,"[0.8658235275218037, 0.8712272151622591, 0.8844851987495685, 0.8803068787096824, 0.848964244010391, 0.8775675817416951, 0.8721240030766035, 0.8695463975969122, 0.8728782035812993, 0.8596338004865232]",0.547793315034173,"[0.5591961396811755, 0.535367791127505, 0.5286784173751965, 0.4443984364773478, 0.6762589164794688, 0.5557799620146578, 0.47224547378428083, 0.572263906396207, 0.5307475509340716, 0.6029965560718192]",TEST,0.5284150443122496,0.5671715857560963
topo,7,C,GROWTH,SVR,"[0.7189713986157974, 0.6831526307052129, 0.6977262793848147, 0.7024238459731755, 0.7116264926116851, 0.6685112539234035, 0.6943245208363343, 0.6724799180596166, 0.6945736492045538, 0.6995209850427291]",0.5637653855409525,"[0.5416905087028231, 0.6036152746334114, 0.41924162673363863, 0.5806011044478098, 0.5312033987707399, 0.683598114883203, 0.5505740939621788, 0.6484185421664745, 0.5686903903267363, 0.5100208007825096]",TEST,0.5416477587907289,0.585883012291176
topo,7,C,GROWTH,MLP,"[0.6917673478054893, 0.653085235725259, 0.6820988523930579, 0.6748673858297458, 0.7032219725679756, 0.6918497833964334, 0.6926064838795052, 0.7487494009510761, 0.7252599327355422, 0.7218236745344473]",0.5781371104821421,"[0.5720257144534195, 0.7044833509876138, 0.6486889595198693, 0.6000968001541189, 0.5862329479661519, 0.5931513105523514, 0.6035685802348418, 0.4041414848518401, 0.5329315791946558, 0.5360503769065585]",TEST,0.5543700003492205,0.6019042206150638
topo,7,C,SYMMETRY,MLR,"[0.13946836034787669, 0.18753727758732475, 0.14292070197098294, 0.13216160201640936, 0.0880502732621109, 0.14684674518737428, 0.1216918267829914, 0.11266358460630566, 0.10662800591978405, 0.16967946780500054]",0.04287214025886595,"[0.07638990772544141, -0.13828388343702325, 0.05334829743064218, 0.06346626158498803, 0.11120676566412657, 0.018225879300747483, 0.07699998104460892, 0.09928838510529159, 0.07046243654440132, -0.0023826283745647103]",TEST,0.02121374851329015,0.06453053200444175
topo,7,C,SYMMETRY,RF,"[0.290957822700155, 0.2987274907144314, 0.29378820667865524, 0.2928781624677447, 0.30098801283525056, 0.2957120176327166, 0.29668857532996495, 0.29229720261222547, 0.29710780917389745, 0.27827595040526687]",0.06324357623603706,"[0.0985131722440663, 0.06093279087935566, 0.021806418968940644, 0.06899177426307701, 0.04149367982913288, 0.07214229123929738, 0.05430289976445468, 0.04388677848542122, 0.0884484766906809, 0.0819174799959439]",TEST,0.056179418791315695,0.07030773368075843
topo,7,C,SYMMETRY,SVR,"[0.3748185038337747, 0.3414763931934869, 0.3610810082131304, 0.3706618432852292, 0.33602780318462333, 0.38421029143254604, 0.3578861412735683, 0.35253535732943075, 0.36767409195322986, 0.35962541689154404]",0.00825303048832977,"[-0.05150510103002803, -0.026875809255801464, 0.019622680141660465, 0.008167789889349741, -0.010878332397140422, -0.05393590061011988, 0.1006650272327082, 0.0006715654772859736, 0.09693193296510083, -0.00033354752971770374]",TEST,-0.007779109381662017,0.024285170358321558
topo,7,C,SYMMETRY,MLP,"[0.05984899031460755, 0.12335795210373302, 0.12710858980696382, 0.09583873989520797, 0.12964017407660477, 0.09137268659606168, 0.18014267353906488, 0.15279833047208669, 0.14999455587334865, 0.149098966402039]",0.03365414486589095,"[0.07682556077105351, 0.0031455436240024337, -0.0064651971868598945, 0.10169142875239989, 0.031859778358611646, 0.05262446659296682, -0.028420821823563314, 0.03282006201699905, 0.04105883897252094, 0.03140178858077847]",TEST,0.02211717292723788,0.045191116804544025
topo,8,C,ACTIVITY,MLR,"[0.4787938287253012, 0.4788994763272688, 0.4928097596221569, 0.4516046940111811, 0.5248052597451447, 0.457147828815457, 0.4877771013196943, 0.46278333133062866, 0.4619668889436722, 0.4570728622229401]",0.30732679435722743,"[0.2812790001743203, 0.27334212382888556, 0.2815913554758156, 0.380961589571549, 0.24024369331805828, 0.3365671433279954, 0.25341316338844344, 0.35943285733115504, 0.3197944031708553, 0.34664261398519614]",TEST,0.2929755302694258,0.32167805844502906
topo,8,C,ACTIVITY,RF,"[0.42804991718837926, 0.45481123470355833, 0.43509789102204643, 0.43078115222114444, 0.46241763598332786, 0.4391558321085237, 0.4003842603075033, 0.45327312003611797, 0.45409441302561426, 0.4321445796143125]",0.29133438688966,"[0.3265649204238844, 0.261201397966237, 0.32882571088599, 0.33601584150427544, 0.2582164084779166, 0.31886656065947705, 0.3644230996846679, 0.2337035578441028, 0.23315729932314022, 0.2523690721269085]",TEST,0.276852611435868,0.30581616234345205
topo,8,C,ACTIVITY,SVR,"[0.4657639361982614, 0.4763458178169735, 0.41453267349547285, 0.4274744915813523, 0.45280138899397815, 0.4192299905336413, 0.42332108164084126, 0.4230219216329243, 0.43159394767935344, 0.4998605751770899]",0.30239330962929434,"[0.2640160507562761, 0.23133430026976287, 0.321802178930496, 0.3036322238945509, 0.3082407396904614, 0.3827799696668044, 0.36442736778434126, 0.4148123775225786, 0.2999988347423206, 0.13288905303535137]",TEST,0.27818167168660096,0.3266049475719877
topo,8,C,ACTIVITY,MLP,"[0.6091958693558166, 0.6010783917981785, 0.5322968606815384, 0.6123530492354985, 0.5436290212218144, 0.5609232959177857, 0.5510772257944534, 0.5696445380503108, 0.5593535091239034, 0.5930506959298711]",0.28267142850762844,"[0.21726547161997634, 0.20795915440241863, 0.3583581355343409, 0.18990911324542548, 0.2165189800485373, 0.2766638147064946, 0.379216196546702, 0.37372281171963095, 0.3380103217131556, 0.2690902855396018]",TEST,0.26043103442872384,0.30491182258653304
topo,8,C,GROWTH,MLR,"[0.7053053878219986, 0.7059307066987679, 0.7060604646466144, 0.6935154680840359, 0.7305537029847674, 0.7166597311440037, 0.7214051295434951, 0.7031885443295269, 0.7230766638347744, 0.7101995439523033]",0.5732494028015818,"[0.6154855283994006, 0.5922865872186995, 0.4107202080120794, 0.6373749128663527, 0.5517082650408738, 0.588628467352831, 0.5602305182848588, 0.622372015440017, 0.5605847979179954, 0.5931027274827105]",TEST,0.5541413599183423,0.5923574456848212
topo,8,C,GROWTH,RF,"[0.74767456968368, 0.7850960022369167, 0.7507996429904422, 0.7850114681877731, 0.7605531290608414, 0.7463125117745557, 0.7912042033674027, 0.7864737805782626, 0.7875697115855065, 0.7518526663821492]",0.5167701479489828,"[0.5866468487831673, 0.45646861137738415, 0.5171913131375487, 0.42943880105826315, 0.5815614496109173, 0.5857943775489283, 0.4743161636774701, 0.4817671047123979, 0.48321396126787963, 0.57130284831587]",TEST,0.4988158687667453,0.5347244271312204
topo,8,C,GROWTH,SVR,"[0.6792730402123031, 0.6930158567872509, 0.6963467973477095, 0.7277417348112392, 0.7051394901805956, 0.7138197172253701, 0.7152243385919278, 0.7156636267985905, 0.7007489308465941, 0.7096332997808971]",0.5272538118098715,"[0.6764975777853306, 0.590696874695897, 0.5853459517088506, 0.3335077581313922, 0.5679962648244519, 0.5680522653969012, 0.5404655050724978, 0.3032211570104486, 0.5889302229996491, 0.5178245404732954]",TEST,0.49192769040542134,0.5625799332143216
topo,8,C,GROWTH,MLP,"[0.7237670867366461, 0.7259628044209037, 0.7169918159794808, 0.7060400641322195, 0.7265142038412539, 0.7285800993482205, 0.7072253717575254, 0.7003853647318963, 0.7240438638437031, 0.7046303541850951]",0.15467309321666972,"[0.5204126293110654, 0.5646079702560414, 0.5927343682446178, 0.6431788794051958, 0.5640365778668562, 0.351348050329116, 0.6224345534582194, -1.6643114363435707, 0.5814233158701714, -1.2291339762310152]",TEST,-0.10151336929198307,0.4108595557253225
topo,8,C,SYMMETRY,MLR,"[0.14611327673946783, 0.09856041634621626, 0.17146119507101876, 0.12140971310299431, 0.1417673783576775, 0.1477703015996752, 0.13576375843946198, 0.18373945488446508, 0.1339447729564489, 0.11693606479443619]",0.02246597126503393,"[0.03371679718091991, 0.10288265355136172, -0.03457299789473911, 0.008808421730591043, 0.024819589398624164, 0.02912831979029251, 0.0350320257744402, -0.09417526465460724, 0.07192230122801346, 0.04709786654544268]",TEST,0.006065036711380371,0.038866905818687486
topo,8,C,SYMMETRY,RF,"[0.2828306081310725, 0.28058061292517933, 0.3159837770427729, 0.2861229656932728, 0.28846925277238933, 0.2754195288443789, 0.29860407758251317, 0.2823623651136379, 0.28391377207930135, 0.27113874353929457]",0.06284480869987928,"[0.08223068418841517, 0.05494368338664668, 0.0330003250786185, 0.05735079311214197, 0.046330587129495004, 0.08187804805391463, 0.06500474149919289, 0.08983767656174702, 0.05803240546458677, 0.05983914252403422]",TEST,0.057591643413007335,0.06809797398675123
topo,8,C,SYMMETRY,SVR,"[0.3645379604744876, 0.3222883022445774, 0.3742141838307873, 0.3727882466917656, 0.359084152090807, 0.3463568484260853, 0.35405335589928577, 0.40329990099331525, 0.36181336091585514, 0.37259012051769047]",-0.02624215225196921,"[-0.017538454819482574, 0.054544468440240634, -0.06064465946560449, -0.011239931706452433, -0.02128403221612385, 0.008334055436105992, -0.015254682345011705, -0.1247003181221018, -0.02679916098780044, -0.047838806733461414]",TEST,-0.04021082767704591,-0.012273476826892515
topo,8,C,SYMMETRY,MLP,"[0.15862579975173696, 0.17259802564273552, 0.1032125587256092, 0.2049379588642678, 0.16190826049781204, 0.13407723921998949, 0.16559913280798988, 0.11535215720241221, 0.11962156683094949, 0.10446784857073621]",0.007167313793599095,"[0.021061731297240538, -0.018673808362003497, 0.09663393272204468, -0.045559654910926284, -0.07519030428198681, -0.06276210438678986, -0.04640927896485647, 0.07576644318811798, 0.1276509186651955, -0.0008447370300448398]",TEST,-0.014157533730348348,0.028492161317546536
topo,9,C,ACTIVITY,MLR,"[0.4183941638153138, 0.45837326797917854, 0.41906446255610463, 0.46377273897905813, 0.4337668952842958, 0.4254297261573654, 0.38807142031358033, 0.45723347892698607, 0.38090726209202297, 0.43885807194821513]",0.28831839942018106,"[0.3106965734863688, 0.2222248994135817, 0.29779021879107426, 0.1870757647516632, 0.26872778970079214, 0.2845496754670702, 0.3782595110742457, 0.2263101960020103, 0.41536257486269546, 0.2921867906523089]",TEST,0.267414686126797,0.30922211271356514
topo,9,C,ACTIVITY,RF,"[0.40626053405451024, 0.4599055954720991, 0.4501078892715693, 0.40063690829807364, 0.39372017515278734, 0.43678338361049507, 0.4353841543817296, 0.4145298352730945, 0.4581904076149097, 0.4660388430734047]",0.3295747319678757,"[0.36969184113006814, 0.26659512872344926, 0.32800741312170767, 0.38951245058211537, 0.3570144965851467, 0.3562186635024992, 0.32690265793965345, 0.3719109511354046, 0.2597846305440439, 0.2701090864146689]",TEST,0.3151386812842238,0.34401078265152757
topo,9,C,ACTIVITY,SVR,"[0.5655457974383777, 0.5398555898426962, 0.5416796424837949, 0.5619953159144111, 0.537227773427398, 0.5728962296767086, 0.5412584875742481, 0.5450953973559176, 0.5176567850913233, 0.5306967905722777]",0.314157104886556,"[0.29189319911765654, 0.3181528760843152, 0.35134654074722305, 0.3065157190388381, 0.31898568825734774, 0.2843686119659118, 0.3192444395296684, 0.3034964673083034, 0.36868914242205564, 0.2788783643942394]",TEST,0.3056590904428434,0.32265511933026864
topo,9,C,ACTIVITY,MLP,"[0.48865982623582926, 0.4944341890111984, 0.4752778671550195, 0.46484582152007947, 0.45218388859513403, 0.44996394481225344, 0.5098156747290611, 0.49271369359074746, 0.5065586453086918, 0.46982439163933964]",0.28395918824208205,"[0.27751534641015463, 0.21693831186679402, 0.32074984868093825, 0.3325146641704336, 0.38884770480908704, 0.36738771411677384, 0.1741437636170171, 0.2747770720626632, 0.20800095808380903, 0.2787164986031496]",TEST,0.2629479281633489,0.3049704483208152
topo,9,C,GROWTH,MLR,"[0.7285483298617212, 0.726353291084368, 0.7272698126173438, 0.7374337185360063, 0.7370471126653486, 0.7600448523312129, 0.7439952504242026, 0.7367983116437438, 0.7425760806491755, 0.6939011038275913]",0.6249941643099632,"[0.6438792634329515, 0.6426322140831564, 0.6587019165452026, 0.6156027064338028, 0.6298864303909641, 0.5257172970151872, 0.5831907400275451, 0.6153877446202887, 0.6222226098632171, 0.7127207206873181]",TEST,0.6103943594322873,0.6395939691876392
topo,9,C,GROWTH,RF,"[0.7867150167364214, 0.7677967391901448, 0.7748665961710514, 0.7810540025054782, 0.7414612655474475, 0.761745223860604, 0.795939035386404, 0.7592823569803256, 0.7646212956461229, 0.7518983827342975]",0.5262338652384264,"[0.4753386192834349, 0.5414883343261567, 0.49194661125389394, 0.446951374661268, 0.5453586154884287, 0.5843740961058033, 0.44940798502238744, 0.5419016906891354, 0.6246547874023451, 0.5609165381514107]",TEST,0.5086078450272075,0.5438598854496454
topo,9,C,GROWTH,SVR,"[0.7146417878587655, 0.7110656563103159, 0.7006615487561973, 0.7131748226707005, 0.712647665671643, 0.7431300026347365, 0.7212016797473907, 0.7480399949713272, 0.7242662338414789, 0.736439247598045]",0.6124827156980887,"[0.6349261076786561, 0.6457937475026521, 0.6863114744383126, 0.6209227209742506, 0.6629677076885455, 0.530887858763592, 0.6164819814385168, 0.5450121842350939, 0.6127661287939056, 0.5687572454673617]",TEST,0.5973757739505535,0.6275896574456238
topo,9,C,GROWTH,MLP,"[0.7233037664456012, 0.7325127219002237, 0.7265819653469583, 0.7186453937073805, 0.7432375423617477, 0.7348026492926629, 0.7298137773239437, 0.7380055811071933, 0.7090878304514717, 0.7188025105029867]",0.6298127106548995,"[0.6200002041973235, 0.6088664920815902, 0.6297335795362242, 0.6788736095390161, 0.5879774183420658, 0.6020323683767146, 0.6568934833368263, 0.6021491274804464, 0.673785098031614, 0.6378157256271754]",TEST,0.6203468732910421,0.6392785480187569
topo,9,C,SYMMETRY,MLR,"[0.15805779050997482, 0.12511869265062225, 0.12357821187736118, 0.14579754816113444, 0.10109538261705076, 0.11193232509978557, 0.15736192054293208, 0.11104985715266047, 0.10506314347573242, 0.11072451787065996]",0.05034750072377382,"[0.027712101192943317, 0.057920787278890384, 0.030773050614712694, 0.022730935520972495, 0.0912808363442752, 0.06266799307278281, -0.010744448804360651, 0.0565815564076152, 0.09074646987262891, 0.07380572573727784]",TEST,0.04060258562662022,0.060092415820927426
topo,9,C,SYMMETRY,RF,"[0.2874118923165858, 0.3041497118024885, 0.29801427329263985, 0.3108716279434569, 0.29714076377855614, 0.2930527323952723, 0.28883142497707837, 0.2857286314990721, 0.27520465147618767, 0.29715892410356004]",0.06457060021648897,"[0.07122506956879926, 0.06291030836558598, 0.07155850850997325, 0.047897101531817476, 0.042310040721367126, 0.04530588779041489, 0.09964363618908634, 0.09993350861243766, 0.06367722504622808, 0.04124471582917966]",TEST,0.058039073021267,0.07110212741171094
topo,9,C,SYMMETRY,SVR,"[0.3910293350028262, 0.3590607894943336, 0.4428200284749244, 0.3477166642083238, 0.36456827835446604, 0.40724662648165766, 0.4178579195749911, 0.3984951078704303, 0.36216841752433493, 0.4120703151205459]",-0.032666079334591834,"[-0.055378738413243145, 0.06182287609984849, -0.2510993125343006, 0.07303132756458963, 0.02700775638270292, -0.04442851720118579, -0.07033893879868613, -0.026426646847972357, 0.012628051725282696, -0.05347865132295393]",TEST,-0.060228964652675035,-0.00510319401650863
topo,9,C,SYMMETRY,MLP,"[0.14046084487732347, 0.1899267727357835, 0.15541043317290726, 0.11802819524279018, 0.13765575831998944, 0.12925974266803164, 0.10258726055285894, 0.10706332699293242, 0.15100687546159086, 0.13513013484240433]",0.03918937848440145,"[0.047251624635784695, -0.10031884527101131, 0.04451602822244727, 0.09327220937686875, 0.07082776989396311, 0.010036207742062597, 0.09905516778670653, 0.023708017554511462, 0.05155932006885122, 0.051986284833830165]",TEST,0.022315692813974945,0.056063064154827966
