feature,timepoint,context,response,model,R^2,num_observations,set,ci_lower,ci_upper
spatial,0,C,ACTIVITY,MLR,-0.2114362716786416,238,TEST,-4.4455654300,0.3242202500
spatial,0,C,ACTIVITY,RF,0.18761355179379344,238,TEST,-0.0639733500,0.3484629100
spatial,0,C,ACTIVITY,SVR,0.20031808446064306,238,TEST,-0.0662558200,0.3712679400
spatial,0,C,ACTIVITY,MLP,-0.5478854667656596,238,TEST,-6.3898978800,0.2815297100
spatial,0,C,ACTIVITY,MLR,0.06670007285438624,186,TEST,-0.4184610400,0.3344840100
spatial,0,C,ACTIVITY,RF,0.17313983591960405,186,TEST,-0.0453495600,0.3548845100
spatial,0,C,ACTIVITY,SVR,0.1832436488166731,186,TEST,-0.1222449100,0.4129301700
spatial,0,C,ACTIVITY,MLP,-0.5243415447388863,186,TEST,-4.9985336700,0.2483012900
spatial,0,C,ACTIVITY,MLR,-1.085014062478364,134,TEST,-16.4856585600,0.2928065300
spatial,0,C,ACTIVITY,RF,0.12600814637005878,134,TEST,-0.1854138400,0.3585057800
spatial,0,C,ACTIVITY,SVR,0.1738249265934578,134,TEST,-0.2258439300,0.4325839400
spatial,0,C,ACTIVITY,MLP,-1.9141079782824841,134,TEST,-11.7289679000,0.3548332100
spatial,0,C,ACTIVITY,MLR,-10.044980303218443,82,TEST,-28.7469365400,0.2602978800
spatial,0,C,ACTIVITY,RF,0.0663270755551361,82,TEST,-0.3071775700,0.3588443400
spatial,0,C,ACTIVITY,SVR,0.096805020588428,82,TEST,-0.3322582200,0.4304075800
spatial,0,C,ACTIVITY,MLP,-11.260043434050234,82,TEST,-38.7427959800,0.2606906900
spatial,0,C,GROWTH,MLR,0.2637082284822889,500,TEST,-0.0826520100,0.3966843200
spatial,0,C,GROWTH,RF,0.2542402258709973,500,TEST,0.1356497000,0.3595958600
spatial,0,C,GROWTH,SVR,0.2286974694069543,500,TEST,0.1040254100,0.3617446500
spatial,0,C,GROWTH,MLP,0.16661655859033164,500,TEST,-0.3402004700,0.3772801800
spatial,0,C,GROWTH,MLR,0.2405592680850349,447,TEST,-0.0162958400,0.3745242400
spatial,0,C,GROWTH,RF,0.262961169121731,447,TEST,0.1576134600,0.3680087500
spatial,0,C,GROWTH,SVR,0.2420416816801515,447,TEST,0.1000522200,0.4058661500
spatial,0,C,GROWTH,MLP,0.19739662551936127,447,TEST,-0.2134210900,0.3782083800
spatial,0,C,GROWTH,MLR,0.21837442640876328,395,TEST,-0.1308979700,0.4094869100
spatial,0,C,GROWTH,RF,0.25989563477944394,395,TEST,0.1289867500,0.3606562500
spatial,0,C,GROWTH,SVR,0.2298421559973177,395,TEST,0.0937630700,0.4007487800
spatial,0,C,GROWTH,MLP,0.12552388625685765,395,TEST,-0.7585102200,0.3682493400
spatial,0,C,GROWTH,MLR,0.2386993711981019,343,TEST,-0.0411383900,0.3919642800
spatial,0,C,GROWTH,RF,0.2313669023757385,343,TEST,0.0787802400,0.3560634700
spatial,0,C,GROWTH,SVR,0.2350019989990722,343,TEST,0.0579944300,0.3946821600
spatial,0,C,GROWTH,MLP,0.054801860689857984,343,TEST,-0.5297772500,0.3545352600
spatial,0,C,GROWTH,MLR,0.1040090161427542,291,TEST,-0.8866442700,0.3833568100
spatial,0,C,GROWTH,RF,0.2511770154650709,291,TEST,0.0698944400,0.3805208800
spatial,0,C,GROWTH,SVR,0.207203414295764,291,TEST,0.0411249300,0.4099705400
spatial,0,C,GROWTH,MLP,-0.2266393104675416,291,TEST,-4.0609940800,0.3363354100
spatial,0,C,GROWTH,MLR,0.09689164857302307,238,TEST,-1.0576257400,0.4090714500
spatial,0,C,GROWTH,RF,0.2218901025641472,238,TEST,0.0410052600,0.3912903100
spatial,0,C,GROWTH,SVR,0.20466608394929545,238,TEST,0.0011183500,0.4180493700
spatial,0,C,GROWTH,MLP,-0.30099747598496074,238,TEST,-0.9562874400,0.4035986300
spatial,0,C,GROWTH,MLR,-0.5191553422658322,186,TEST,-4.8591963600,0.4231397600
spatial,0,C,GROWTH,RF,0.2048230432986581,186,TEST,-0.0086627800,0.3939240800
spatial,0,C,GROWTH,SVR,0.1870789651621808,186,TEST,-0.0915826600,0.4114820600
spatial,0,C,GROWTH,MLP,-1.7692732475381474,186,TEST,-2.9872985300,0.4261699600
spatial,0,C,GROWTH,MLR,-0.5274902543113393,134,TEST,-2.0160056600,0.4371022400
spatial,0,C,GROWTH,RF,0.14672827227410656,134,TEST,-0.1700557000,0.4217906400
spatial,0,C,GROWTH,SVR,0.17054158789797846,134,TEST,-0.1467831900,0.4247862000
spatial,0,C,GROWTH,MLP,-2.1897782627229736,134,TEST,-29.5855438200,0.3741701100
spatial,0,C,GROWTH,MLR,-0.5384851050911422,82,TEST,-2.3638282700,0.4712275700
spatial,0,C,GROWTH,RF,0.1161572535642006,82,TEST,-0.2381825200,0.3957170000
spatial,0,C,GROWTH,SVR,0.12743738084081993,82,TEST,-0.3119089200,0.4377111800
spatial,0,C,GROWTH,MLP,-1.21323876361602,82,TEST,-3.9466840500,0.3878344300
spatial,0,C,SYMMETRY,MLR,-0.004684089407982058,500,TEST,-0.0746492200,0.0211945900
spatial,0,C,SYMMETRY,RF,-0.003386340753025048,500,TEST,-0.0448747000,0.0375902800
spatial,0,C,SYMMETRY,SVR,-0.06466007799188991,500,TEST,-0.1876496800,0.0346720500
spatial,0,C,SYMMETRY,MLP,-0.01292371104188526,500,TEST,-0.0639376500,0.0177185400
spatial,0,C,SYMMETRY,MLR,-0.008596665313136725,447,TEST,-0.0455565600,0.0254588400
spatial,0,C,SYMMETRY,RF,-0.011371224314294104,447,TEST,-0.0750020300,0.0378418400
spatial,0,C,SYMMETRY,SVR,-0.08305342150945855,447,TEST,-0.2258615800,0.0258296200
spatial,0,C,SYMMETRY,MLP,-0.010851787225146915,447,TEST,-0.0903625400,0.0199301200
spatial,0,C,SYMMETRY,MLR,-0.009172527011783121,395,TEST,-0.0740249900,0.0359699800
spatial,0,C,SYMMETRY,RF,-0.014757821580227856,395,TEST,-0.0792370700,0.0373323900
spatial,0,C,SYMMETRY,SVR,-0.08250128334568306,395,TEST,-0.2960626400,0.0331703400
spatial,0,C,SYMMETRY,MLP,-0.01140355379578287,395,TEST,-0.0836224100,0.0203122500
spatial,0,C,SYMMETRY,MLR,-0.03529957874883745,343,TEST,-0.0957231400,0.0332692800
spatial,0,C,SYMMETRY,RF,-0.01711852619056754,343,TEST,-0.0967159200,0.0507506000
spatial,0,C,SYMMETRY,SVR,-0.08843128718025145,343,TEST,-0.2379724400,0.0207557100
spatial,0,C,SYMMETRY,MLP,-0.018780765646644243,343,TEST,-0.1348208900,0.0253716500
spatial,0,C,SYMMETRY,MLR,-0.1875777570712273,291,TEST,-0.1304109900,0.0375967500
spatial,0,C,SYMMETRY,RF,-0.02618097216297322,291,TEST,-0.1074415100,0.0478643200
spatial,0,C,SYMMETRY,SVR,-0.10584464839226466,291,TEST,-0.2929226600,0.0580760200
spatial,0,C,SYMMETRY,MLP,-0.022553970010693227,291,TEST,-0.1328739100,0.0233674500
spatial,0,C,SYMMETRY,MLR,-0.2283067770163272,238,TEST,-2.9424796900,0.0472929700
spatial,0,C,SYMMETRY,RF,-0.03219653130643494,238,TEST,-0.1543222100,0.0622187100
spatial,0,C,SYMMETRY,SVR,-0.1145464184612025,238,TEST,-0.3449578900,0.0482637000
spatial,0,C,SYMMETRY,MLP,-0.02806539554296277,238,TEST,-0.1254580000,0.0137530600
spatial,0,C,SYMMETRY,MLR,-0.6371453585118099,186,TEST,-1.9885241800,0.0506235900
spatial,0,C,SYMMETRY,RF,-0.04736526120157642,186,TEST,-0.1771985300,0.0658226200
spatial,0,C,SYMMETRY,SVR,-0.1244551980000396,186,TEST,-0.3635675900,0.0383795500
spatial,0,C,SYMMETRY,MLP,-0.02573983605248984,186,TEST,-0.1387262800,0.0121927700
spatial,0,C,SYMMETRY,MLR,-0.9997985112007592,134,TEST,-18.3777100300,0.0603851400
spatial,0,C,SYMMETRY,RF,-0.051682017123831234,134,TEST,-0.2788633000,0.0797448400
spatial,0,C,SYMMETRY,SVR,-0.14258290386974026,134,TEST,-0.4419254200,0.0896928900
spatial,0,C,SYMMETRY,MLP,-0.03187164466412467,134,TEST,-0.1602483700,0.0022398400
spatial,0,C,SYMMETRY,MLR,-3.777445568479873,82,TEST,-1.6156107500,0.1209180200
spatial,0,C,SYMMETRY,RF,-0.12106291663777245,82,TEST,-0.4910845800,0.1171412500
spatial,0,C,SYMMETRY,SVR,-0.18083487885829336,82,TEST,-0.6642714300,0.1446761100
spatial,0,C,SYMMETRY,MLP,-0.06088526530460647,82,TEST,-0.2533853900,0.0007902300
topo,0,CH,ACTIVITY,MLR,0.06211277007628632,500,TEST,-0.0621281700,0.1520712200
topo,0,CH,ACTIVITY,RF,0.04713284861005471,500,TEST,-0.0080701600,0.0866056700
topo,0,CH,ACTIVITY,SVR,0.04222761355354437,500,TEST,-0.0307778900,0.1287787600
topo,0,CH,ACTIVITY,MLP,0.019039267603886488,500,TEST,-0.3408687000,0.1414314000
topo,0,CH,ACTIVITY,MLR,0.037366477920256914,447,TEST,-0.1469733900,0.1561854500
topo,0,CH,ACTIVITY,RF,0.04135564286485019,447,TEST,-0.0498473100,0.1155627500
topo,0,CH,ACTIVITY,SVR,0.04354871963742982,447,TEST,-0.0271368700,0.1134761700
topo,0,CH,ACTIVITY,MLP,-0.010070794921331862,447,TEST,-0.4123637900,0.1510830700
topo,0,CH,ACTIVITY,MLR,0.03274074842048395,395,TEST,-0.1358383600,0.1544222100
topo,0,CH,ACTIVITY,RF,0.0452956816065903,395,TEST,-0.0510651900,0.1102176900
topo,0,CH,ACTIVITY,SVR,0.035527206798206964,395,TEST,-0.0416293700,0.1160694700
topo,0,CH,ACTIVITY,MLP,0.02180581636417173,395,TEST,-0.2451428900,0.1747160600
topo,0,CH,ACTIVITY,MLR,0.02614214451732915,343,TEST,-0.1483946700,0.1771989000
topo,0,CH,ACTIVITY,RF,0.03483042154833532,343,TEST,-0.0828702700,0.0941333100
topo,0,CH,ACTIVITY,SVR,0.023053628123773973,343,TEST,-0.0621642100,0.1175813600
topo,0,CH,ACTIVITY,MLP,0.010660499079938192,343,TEST,-0.2439421400,0.1410729100
topo,0,CH,ACTIVITY,MLR,-0.04280867031440497,291,TEST,-0.5454200100,0.1818263600
topo,0,CH,ACTIVITY,RF,0.03437294290331425,291,TEST,-0.0653870800,0.1008834700
topo,0,CH,ACTIVITY,SVR,0.0281613157120074,291,TEST,-0.0642883600,0.1613250900
topo,0,CH,ACTIVITY,MLP,-0.008417150021799305,291,TEST,-0.2754266800,0.1477146200
topo,0,CH,ACTIVITY,MLR,-0.07983349214328135,238,TEST,-0.9269646900,0.2192132600
topo,0,CH,ACTIVITY,RF,0.01929347457497798,238,TEST,-0.1168038100,0.1042404500
topo,0,CH,ACTIVITY,SVR,0.020335000490943084,238,TEST,-0.0920694900,0.1192382800
topo,0,CH,ACTIVITY,MLP,-0.025348152395854667,238,TEST,-0.3531887200,0.1525539000
topo,0,CH,ACTIVITY,MLR,-0.2397197665101819,186,TEST,-2.2011301100,0.2307068800
topo,0,CH,ACTIVITY,RF,0.004515003211387195,186,TEST,-0.2138678100,0.1318052700
topo,0,CH,ACTIVITY,SVR,0.016211937690155408,186,TEST,-0.1239767200,0.1919075500
topo,0,CH,ACTIVITY,MLP,-0.054414303325249366,186,TEST,-0.5202680100,0.1688409500
topo,0,CH,ACTIVITY,MLR,-0.8954795599718579,134,TEST,-11.9069886700,0.1787463100
topo,0,CH,ACTIVITY,RF,-0.012079733018010907,134,TEST,-0.2466932300,0.1565931500
topo,0,CH,ACTIVITY,SVR,0.011224721650833493,134,TEST,-0.1588047900,0.1854708400
topo,0,CH,ACTIVITY,MLP,-0.09328635995665127,134,TEST,-0.6994627000,0.0755530500
topo,0,CH,ACTIVITY,MLR,-21.051280566132604,82,TEST,-102.5937311800,0.2179684200
topo,0,CH,ACTIVITY,RF,-0.10129251604357913,82,TEST,-0.7294591900,0.1426845000
topo,0,CH,ACTIVITY,SVR,-0.04524995414032167,82,TEST,-0.3089834200,0.1733325600
topo,0,CH,ACTIVITY,MLP,-0.27015351490513484,82,TEST,-2.5348607400,0.0261478900
topo,0,CH,GROWTH,MLR,0.19815422563860435,500,TEST,-0.0489928100,0.3646857300
topo,0,CH,GROWTH,RF,0.16188056601201162,500,TEST,0.0656965400,0.2518158600
topo,0,CH,GROWTH,SVR,0.21363349421858088,500,TEST,0.0670230300,0.3131969100
topo,0,CH,GROWTH,MLP,0.17811712305716065,500,TEST,-0.1788665100,0.3573783900
topo,0,CH,GROWTH,MLR,0.15806832998018489,447,TEST,-0.3175092000,0.3728089800
topo,0,CH,GROWTH,RF,0.15190902520216648,447,TEST,0.0180107400,0.2589037600
topo,0,CH,GROWTH,SVR,0.1961703308385875,447,TEST,0.0728092500,0.3093254000
topo,0,CH,GROWTH,MLP,0.15540904923877602,447,TEST,-0.3474602000,0.3877297800
topo,0,CH,GROWTH,MLR,0.12693468595073573,395,TEST,-0.1984550200,0.3692230400
topo,0,CH,GROWTH,RF,0.16273167538996042,395,TEST,0.0317251200,0.2624968400
topo,0,CH,GROWTH,SVR,0.19543295600653515,395,TEST,0.0101856200,0.3148224000
topo,0,CH,GROWTH,MLP,-0.2304187115706384,395,TEST,-0.2010542800,0.3637093300
topo,0,CH,GROWTH,MLR,0.02379721749428721,343,TEST,-1.5674227600,0.3856594800
topo,0,CH,GROWTH,RF,0.15942181961361473,343,TEST,0.0385752200,0.2755447100
topo,0,CH,GROWTH,SVR,0.17055455218214002,343,TEST,-0.0367118600,0.3043770800
topo,0,CH,GROWTH,MLP,-0.031152160244874345,343,TEST,-1.2005543700,0.2853859600
topo,0,CH,GROWTH,MLR,0.04108282115392197,291,TEST,-1.0375327900,0.3435933400
topo,0,CH,GROWTH,RF,0.12053731646225607,291,TEST,-0.1659992200,0.2924740800
topo,0,CH,GROWTH,SVR,0.17247869978690794,291,TEST,0.0177746200,0.3369969900
topo,0,CH,GROWTH,MLP,0.01719278968626966,291,TEST,-0.4097391900,0.3516702200
topo,0,CH,GROWTH,MLR,-0.2640286236859642,238,TEST,-2.5575315800,0.3881478000
topo,0,CH,GROWTH,RF,0.1308313345385592,238,TEST,-0.0691189500,0.3082578700
topo,0,CH,GROWTH,SVR,0.14028103735006398,238,TEST,-0.0838430100,0.2661997500
topo,0,CH,GROWTH,MLP,-0.15014339869317184,238,TEST,-1.1321795000,0.3563228700
topo,0,CH,GROWTH,MLR,-0.9706100323628586,186,TEST,-5.4136547500,0.3151474900
topo,0,CH,GROWTH,RF,0.08460621203006526,186,TEST,-0.3437074500,0.3327469300
topo,0,CH,GROWTH,SVR,0.11689481338271213,186,TEST,-0.2345072500,0.3227027500
topo,0,CH,GROWTH,MLP,-2.5589552579546866,186,TEST,-13.2735956600,0.3969813200
topo,0,CH,GROWTH,MLR,-4.616315203607155,134,TEST,-22.0560580900,0.3715355200
topo,0,CH,GROWTH,RF,0.037491716924204437,134,TEST,-0.5056824300,0.2909513100
topo,0,CH,GROWTH,SVR,0.058574898749819124,134,TEST,-0.4940946600,0.3216190800
topo,0,CH,GROWTH,MLP,-3.5358905576289934,134,TEST,-16.4350429800,0.3339739200
topo,0,CH,GROWTH,MLR,-18.268399957484558,82,TEST,-93.1362123500,0.3582559400
topo,0,CH,GROWTH,RF,-0.08219017523166545,82,TEST,-1.3061214100,0.3653980000
topo,0,CH,GROWTH,SVR,0.03432179916034733,82,TEST,-0.3451041900,0.3558092500
topo,0,CH,GROWTH,MLP,-1.6660665467809548,82,TEST,-6.4238428100,0.3890597400
topo,0,CH,SYMMETRY,MLR,0.020625337837238016,500,TEST,-0.0403885200,0.0703318000
topo,0,CH,SYMMETRY,RF,0.07531635679808436,500,TEST,-0.0083784300,0.1386476800
topo,0,CH,SYMMETRY,SVR,-0.04739529855286656,500,TEST,-0.7329329600,0.1625739900
topo,0,CH,SYMMETRY,MLP,0.07896925711372205,500,TEST,-0.0049674400,0.1383076100
topo,0,CH,SYMMETRY,MLR,0.006658244522557896,447,TEST,-0.4862774600,0.0732106300
topo,0,CH,SYMMETRY,RF,0.0679714925310392,447,TEST,-0.0165829600,0.1375545100
topo,0,CH,SYMMETRY,SVR,-0.07325374681059686,447,TEST,-0.6480420400,0.1674544200
topo,0,CH,SYMMETRY,MLP,0.08468553732482201,447,TEST,0.0013924400,0.1698866700
topo,0,CH,SYMMETRY,MLR,0.01415978591183365,395,TEST,-0.0904638500,0.0923076300
topo,0,CH,SYMMETRY,RF,0.07187027496003999,395,TEST,-0.0364256600,0.1427013500
topo,0,CH,SYMMETRY,SVR,-0.341619092133826,395,TEST,-2.7126537400,0.1721582000
topo,0,CH,SYMMETRY,MLP,0.07627377770048277,395,TEST,-0.0085620100,0.1547841300
topo,0,CH,SYMMETRY,MLR,-0.057003637528799285,343,TEST,-0.9632662000,0.0889280100
topo,0,CH,SYMMETRY,RF,0.06837638639741797,343,TEST,-0.0913124700,0.1613344900
topo,0,CH,SYMMETRY,SVR,-0.35663747706243565,343,TEST,-3.2967742100,0.1488523000
topo,0,CH,SYMMETRY,MLP,0.05904952878400198,343,TEST,-0.0612342700,0.1588119600
topo,0,CH,SYMMETRY,MLR,-0.039389664030662214,291,TEST,-0.8742782300,0.0955032200
topo,0,CH,SYMMETRY,RF,0.05921978734592135,291,TEST,-0.0453800300,0.1523814000
topo,0,CH,SYMMETRY,SVR,-0.5268810118898246,291,TEST,-5.3879495300,0.1755085600
topo,0,CH,SYMMETRY,MLP,0.03989996341247072,291,TEST,-0.0670009100,0.1472964400
topo,0,CH,SYMMETRY,MLR,-0.06916607435476763,238,TEST,-1.4013204900,0.1352956600
topo,0,CH,SYMMETRY,RF,0.043024320440598236,238,TEST,-0.0971617700,0.1759117600
topo,0,CH,SYMMETRY,SVR,-0.517251917210128,238,TEST,-6.0302268500,0.1858851800
topo,0,CH,SYMMETRY,MLP,0.011286287519570948,238,TEST,-0.0753554500,0.1310284800
topo,0,CH,SYMMETRY,MLR,-0.004943053197120302,186,TEST,-0.1824862100,0.1073792900
topo,0,CH,SYMMETRY,RF,0.023296647668253245,186,TEST,-0.1527125900,0.1575853500
topo,0,CH,SYMMETRY,SVR,-1.9842204647434896,186,TEST,-4.3852040500,0.2194121500
topo,0,CH,SYMMETRY,MLP,-0.004149567738113682,186,TEST,-0.1586302900,0.1175990900
topo,0,CH,SYMMETRY,MLR,-0.5948793131583145,134,TEST,-7.2467507400,0.1169982200
topo,0,CH,SYMMETRY,RF,0.02127711594598219,134,TEST,-0.2262606400,0.2281183900
topo,0,CH,SYMMETRY,SVR,-3.2776700646025048,134,TEST,-31.1461059100,0.1380998200
topo,0,CH,SYMMETRY,MLP,-0.026744235685988986,134,TEST,-0.1444845300,0.0776394300
topo,0,CH,SYMMETRY,MLR,-0.8141806599697773,82,TEST,-7.4779637400,0.1423831800
topo,0,CH,SYMMETRY,RF,-0.04473808786726331,82,TEST,-0.4996210600,0.2316431200
topo,0,CH,SYMMETRY,SVR,-2.828739914020601,82,TEST,-21.3280792700,0.0448670300
topo,0,CH,SYMMETRY,MLP,-0.06058690585260122,82,TEST,-0.2472642350,-0.0000508476
spatial,0,CH,ACTIVITY,MLR,0.035761339228271766,500,TEST,-0.0301488600,0.0979172700
spatial,0,CH,ACTIVITY,RF,0.0570075936518485,500,TEST,-0.0843139800,0.1273056300
spatial,0,CH,ACTIVITY,SVR,0.04100256358609519,500,TEST,-0.0305011100,0.1284110200
spatial,0,CH,ACTIVITY,MLP,-0.03227697252055483,500,TEST,-0.5885980200,0.1481181300
spatial,0,CH,ACTIVITY,MLR,0.043036579932147226,447,TEST,-0.0202929900,0.0996718200
spatial,0,CH,ACTIVITY,RF,0.06424125151784481,447,TEST,-0.0463960800,0.1311779200
spatial,0,CH,ACTIVITY,SVR,0.04799336814449945,447,TEST,-0.0202003200,0.1368061700
spatial,0,CH,ACTIVITY,MLP,-0.033915315521306014,447,TEST,-0.4794726200,0.1592396000
spatial,0,CH,ACTIVITY,MLR,0.034474889246524504,395,TEST,-0.0751507900,0.1208977200
spatial,0,CH,ACTIVITY,RF,0.06503111066195169,395,TEST,-0.0187759000,0.1407407000
spatial,0,CH,ACTIVITY,SVR,0.0394870927937928,395,TEST,-0.0331197500,0.1232991600
spatial,0,CH,ACTIVITY,MLP,-0.012945162066227877,395,TEST,-0.4315937500,0.1749165500
spatial,0,CH,ACTIVITY,MLR,0.02286115436000364,343,TEST,-0.0894479000,0.0986133700
spatial,0,CH,ACTIVITY,RF,0.05676219265723013,343,TEST,-0.0303803200,0.1535337500
spatial,0,CH,ACTIVITY,SVR,0.03819841300292205,343,TEST,-0.0405010900,0.1203797800
spatial,0,CH,ACTIVITY,MLP,-0.005044850513184613,343,TEST,-0.3462738600,0.1674379600
spatial,0,CH,ACTIVITY,MLR,0.009879593925321908,291,TEST,-0.1852989600,0.1389846800
spatial,0,CH,ACTIVITY,RF,0.04270424993060375,291,TEST,-0.0924965300,0.1458422500
spatial,0,CH,ACTIVITY,SVR,0.019310861996741324,291,TEST,-0.0642613200,0.1192100000
spatial,0,CH,ACTIVITY,MLP,-0.04057430961939154,291,TEST,-0.5611425700,0.1861354200
spatial,0,CH,ACTIVITY,MLR,-0.05376247031865959,238,TEST,-0.9203652100,0.1264512100
spatial,0,CH,ACTIVITY,RF,0.0532119230455636,238,TEST,-0.1377517600,0.1732033100
spatial,0,CH,ACTIVITY,SVR,0.029656180976902164,238,TEST,-0.0757930000,0.1396501400
spatial,0,CH,ACTIVITY,MLP,-0.0333093708364827,238,TEST,-0.3241573000,0.1557118500
spatial,0,CH,ACTIVITY,MLR,-0.06657721285742392,186,TEST,-0.5728619700,0.1556774500
spatial,0,CH,ACTIVITY,RF,0.014663570215769537,186,TEST,-0.3146892000,0.1913884100
spatial,0,CH,ACTIVITY,SVR,0.02078043818760817,186,TEST,-0.0986458400,0.1587946700
spatial,0,CH,ACTIVITY,MLP,-0.056635650252212864,186,TEST,-0.4435235900,0.2041862700
spatial,0,CH,ACTIVITY,MLR,-0.1546700992536304,134,TEST,-1.3126112700,0.0893110100
spatial,0,CH,ACTIVITY,RF,-0.033685264719076034,134,TEST,-0.4083734800,0.1976680200
spatial,0,CH,ACTIVITY,SVR,-0.016600217358760282,134,TEST,-0.2008173200,0.1261156400
spatial,0,CH,ACTIVITY,MLP,-0.2322224394293811,134,TEST,-2.1484799000,0.1600471600
spatial,0,CH,ACTIVITY,MLR,-0.6298451364826354,82,TEST,-4.0847464100,0.2153549200
spatial,0,CH,ACTIVITY,RF,-0.2685577285491847,82,TEST,-2.8228502100,0.1855350100
spatial,0,CH,ACTIVITY,SVR,0.003254057868462906,82,TEST,-0.1609438100,0.1791429300
spatial,0,CH,ACTIVITY,MLP,-0.19847186748847348,82,TEST,-1.1740663800,0.1368328300
spatial,0,CH,GROWTH,MLR,0.28793126515085343,500,TEST,-0.1806561900,0.4642875600
spatial,0,CH,GROWTH,RF,0.2127910301838377,500,TEST,0.0163519800,0.3605395400
spatial,0,CH,GROWTH,SVR,0.31000758554187124,500,TEST,0.1097708700,0.4505082400
spatial,0,CH,GROWTH,MLP,0.24969700178268195,500,TEST,0.0620115100,0.3852776300
spatial,0,CH,GROWTH,MLR,0.26914373116428897,447,TEST,-0.3164163500,0.4484531400
spatial,0,CH,GROWTH,RF,0.1924754445640546,447,TEST,0.0248130000,0.3510259000
spatial,0,CH,GROWTH,SVR,0.2789482134910949,447,TEST,-0.1818382800,0.4399479500
spatial,0,CH,GROWTH,MLP,0.2507216314223162,447,TEST,-0.0114573400,0.4148781900
spatial,0,CH,GROWTH,MLR,0.2183746375897348,395,TEST,-0.5375946900,0.4690028900
spatial,0,CH,GROWTH,RF,0.15355437407049086,395,TEST,-0.0756045400,0.3097785200
spatial,0,CH,GROWTH,SVR,0.2693643938286105,395,TEST,-0.1672192500,0.4606535800
spatial,0,CH,GROWTH,MLP,0.2227412092520356,395,TEST,-0.1408868200,0.4035136400
spatial,0,CH,GROWTH,MLR,0.2108543953373147,343,TEST,-0.5791111600,0.4433194800
spatial,0,CH,GROWTH,RF,0.15592716724041011,343,TEST,-0.0529153200,0.3531185800
spatial,0,CH,GROWTH,SVR,0.2221258107505586,343,TEST,-0.2946641500,0.4480345800
spatial,0,CH,GROWTH,MLP,0.25174179473736297,343,TEST,0.0037660000,0.4561810400
spatial,0,CH,GROWTH,MLR,0.17513805936393886,291,TEST,-0.5296582800,0.4522629100
spatial,0,CH,GROWTH,RF,0.1315582330127627,291,TEST,-0.2333962300,0.3831771700
spatial,0,CH,GROWTH,SVR,0.1777911635775751,291,TEST,-0.3239270800,0.4136767900
spatial,0,CH,GROWTH,MLP,0.24123438237796085,291,TEST,0.0731843900,0.4572522800
spatial,0,CH,GROWTH,MLR,0.00718945828127947,238,TEST,-1.4490277100,0.4197023300
spatial,0,CH,GROWTH,RF,0.0896232794930997,238,TEST,-0.2780774800,0.3580131100
spatial,0,CH,GROWTH,SVR,-0.08753339288542182,238,TEST,-1.5283299400,0.4445524400
spatial,0,CH,GROWTH,MLP,0.16822923952738836,238,TEST,-0.0990729200,0.3882712500
spatial,0,CH,GROWTH,MLR,-0.2568048074409232,186,TEST,-1.5112413900,0.4890501600
spatial,0,CH,GROWTH,RF,0.033981381140135575,186,TEST,-0.4917418200,0.3778086900
spatial,0,CH,GROWTH,SVR,-0.2839100426926498,186,TEST,-2.1124778300,0.4642039100
spatial,0,CH,GROWTH,MLP,0.17413361302231445,186,TEST,-0.1740793400,0.5130797600
spatial,0,CH,GROWTH,MLR,-1.5597991657022907,134,TEST,-17.3609394100,0.4912666800
spatial,0,CH,GROWTH,RF,-0.01741943078591365,134,TEST,-0.8021033500,0.4109793200
spatial,0,CH,GROWTH,SVR,-0.3792752748662154,134,TEST,-4.3184677100,0.4479046600
spatial,0,CH,GROWTH,MLP,0.0801879160433648,134,TEST,-0.2958380500,0.4064988200
spatial,0,CH,GROWTH,MLR,-20.69673196031884,82,TEST,-247.9904895200,0.3277288700
spatial,0,CH,GROWTH,RF,-0.1954589882990324,82,TEST,-1.1192661200,0.4165621700
spatial,0,CH,GROWTH,SVR,-23.986772456140322,82,TEST,-22.8465639700,0.4844647200
spatial,0,CH,GROWTH,MLP,-0.1092011260879055,82,TEST,-1.0294875900,0.2774903500
spatial,0,CH,SYMMETRY,MLR,0.009794581784250859,500,TEST,-1.2954021500,0.2599027800
spatial,0,CH,SYMMETRY,RF,0.10238700435579236,500,TEST,-0.0132282200,0.1813698200
spatial,0,CH,SYMMETRY,SVR,0.09811088848007883,500,TEST,-0.0238130400,0.1977001600
spatial,0,CH,SYMMETRY,MLP,0.12391358031651405,500,TEST,-0.0185809200,0.2532097400
spatial,0,CH,SYMMETRY,MLR,-0.03485769580483534,447,TEST,-1.9429392400,0.2554633700
spatial,0,CH,SYMMETRY,RF,0.0825252538187031,447,TEST,-0.0653878000,0.1999857400
spatial,0,CH,SYMMETRY,SVR,0.10736990312437728,447,TEST,-0.0105271000,0.2475167000
spatial,0,CH,SYMMETRY,MLP,0.057425937182996725,447,TEST,-0.4805926800,0.2365208600
spatial,0,CH,SYMMETRY,MLR,-0.01662920295614009,395,TEST,-1.0130995700,0.2637684300
spatial,0,CH,SYMMETRY,RF,0.08173756753760866,395,TEST,-0.0846918000,0.2077982300
spatial,0,CH,SYMMETRY,SVR,0.08140639444946418,395,TEST,-0.0598012200,0.2019876300
spatial,0,CH,SYMMETRY,MLP,0.046413596018255635,395,TEST,-0.6438952000,0.2326935600
spatial,0,CH,SYMMETRY,MLR,-0.08230041727936621,343,TEST,-2.7701204500,0.2953174800
