feature,timepoint,context,response,model,train_r2s,R^2,test_r2s,num_observations,set,se_lower,se_upper
topo,8,C,GROWTH,RF,"[0.7765614136123304, 0.7547140584497272, 0.7517904321736306, 0.7916836763696238, 0.7394338174342485, 0.7550253812747321, 0.7946732814206507, 0.7778974716312567, 0.774330996551917, 0.7600880924346066]",0.4856151047679056,"[0.6004034182490253, 0.5456237939499622, 0.5363610268285216, 0.5552501410471333, 0.5029543578318387, 0.4799681538088719, 0.4672018627806379, 0.4822975267743269, 0.2988537375887955, 0.38723702881994193]",200,TEST,0.45926321067533843,0.5119669988604727
topo,8,C,GROWTH,SVR,"[0.762627662112541, 0.8041598910342278, 0.7691235746640575, 0.7820973546559631, 0.7730214643859148, 0.7127575451289531, 0.7713484330763241, 0.7959538875957805, 0.7468726263687586, 0.7558876515454341]",0.5005002922684239,"[0.4718578781046957, 0.5419696505099083, 0.432143660390636, 0.553448259349306, 0.48591670219177385, 0.4361111867093458, 0.6233932599286256, 0.486135637940015, 0.38723724303898877, 0.5867894445209434]",200,TEST,0.4781489587897482,0.5228516257470994
topo,8,C,GROWTH,MLP,"[0.5988644591842921, 0.6219365764661328, 0.5252684733854612, 0.4504046405233445, 0.5560902013960484, 0.5352917144489295, 0.6391998250398452, 0.6179362194154203, 0.5864963788068125, 0.5641357720121136]",0.5056715712624082,"[0.4969274335139259, 0.47495513558074776, 0.4962186526685284, 0.44184908917904386, 0.5135723883913594, 0.5802367929742616, 0.5800141375028502, 0.33403804302584406, 0.5344030910916087, 0.604500948695912]",200,TEST,0.4819265396344755,0.529416602890341
topo,8,C,GROWTH,MLR,"[0.6461160645906703, 0.664907223926827, 0.6583843138806276, 0.6515566077880195, 0.651777713641293, 0.5857677804296606, 0.6624436385323065, 0.6032440862628222, 0.6601480298263707, 0.6400920931612288]",-0.01905947599108391,"[0.688037644431414, 0.4940183949896054, 0.4096083814567705, 0.5625436619963134, 0.5790967120830872, 0.5231388905911185, 0.5959481717806103, -0.5583356715031689, 0.5908260761314423, -4.075477021868032]",250,TEST,-0.4598832547352804,0.42176430275311255
topo,8,C,GROWTH,RF,"[0.7468827863981573, 0.7436955743850229, 0.7613488381202436, 0.730922464444842, 0.7156380449993675, 0.7777343304911231, 0.7344733565235408, 0.7439266938674137, 0.7627701060778099, 0.7367989587268802]",0.44085264672572777,"[0.5505587246631811, 0.4563201726905125, 0.3845933304588175, 0.3541041419622213, 0.5457097433773332, 0.4441583925291396, 0.587271132084858, 0.4788450085312279, 0.24037060244956632, 0.36659521851042]",250,TEST,0.4088276520422532,0.47287764140920235
topo,8,C,GROWTH,SVR,"[0.7797434921556161, 0.7732151095187598, 0.6974852127561784, 0.7263367724139214, 0.7389897209063665, 0.8116841211124678, 0.744289889142467, 0.7677327377932699, 0.7278719843910941, 0.7500125249590057]",0.5104447988310538,"[0.5271826521878653, 0.5468055469093482, 0.6415399444527429, 0.5038942883277293, 0.4728267834867875, 0.503043125596347, 0.4663378492585497, 0.5082580373794678, 0.46960067890674906, 0.46495908180495105]",250,TEST,0.4943238796617398,0.5265657180003677
topo,8,C,GROWTH,MLP,"[0.5927216867508253, 0.6724339971406708, 0.6352410948923131, 0.6218644467784576, 0.5690605730663182, 0.6309923444801306, 0.65136742670396, 0.6288903964782517, 0.5880201003612842, 0.602337873087639]",0.4787137448967468,"[0.38833897430538444, 0.36388648712851257, 0.4876810138870723, 0.40880983239439184, 0.49345590100895287, 0.5279281197391035, 0.5210450375516773, 0.6187861882325063, 0.5034958948032034, 0.47370999991666385]",250,TEST,0.4561282023577784,0.5012992874357152
topo,8,C,GROWTH,MLR,"[0.6462047125575927, 0.6497749455967847, 0.6494533899533093, 0.6061920850284834, 0.6330201243106838, 0.6694862686274259, 0.6131581270893212, 0.5909410746342845, 0.6425288165034612, 0.6092924788105791]",0.4513667197282794,"[0.5781395666448665, 0.3786142891468154, -0.17347243158551318, 0.4959557389560868, 0.5116145868037796, 0.6067186976588528, 0.5570600896441308, 0.592577029020088, 0.602338971457915, 0.364120659535773]",300,TEST,0.38044025113149516,0.5222931883250637
topo,8,C,GROWTH,RF,"[0.7048522560831583, 0.7252890570154037, 0.7118935236058043, 0.7343794409111264, 0.7114213288296707, 0.7182462927466693, 0.7178583919351871, 0.7485467250519342, 0.7127685859773876, 0.7044617493713125]",0.4924914306704692,"[0.5851821477512824, 0.5168550397433754, 0.4601620436162662, 0.4169848818583597, 0.34761953027302617, 0.5715409524655629, 0.5306755563989707, 0.4674476667493562, 0.49547752996013483, 0.5329689578883572]",300,TEST,0.47083482852487457,0.5141480328160638
topo,8,C,GROWTH,SVR,"[0.7508637338256292, 0.7709525255700616, 0.7347117575951467, 0.7528341909632009, 0.7354988126663642, 0.7764684258151413, 0.7560909693070001, 0.7684875660803085, 0.7434532350384914, 0.7675307764593046]",0.5194327371065272,"[0.46455311319563763, 0.5258137524682114, 0.5344413831979415, 0.6077532284146476, 0.5230570200222823, 0.41053318751787493, 0.593047290752756, 0.44724430335927745, 0.5306033532690035, 0.5572807388676386]",300,TEST,0.5006875956492083,0.538177878563846
topo,8,C,GROWTH,MLP,"[0.6255096846055912, 0.6737795176214642, 0.5953932681244265, 0.6306191462357809, 0.5820284208159798, 0.6296916708957011, 0.6008003718957209, 0.5903558838146036, 0.6590790270554081, 0.6163686252842501]",0.5122373257899017,"[0.49949588555000335, 0.45714498389812197, 0.5504541662209503, 0.46438143381359154, 0.5255618032722222, 0.5645927395159487, 0.6098561915876006, 0.47551531214915566, 0.47043108379023946, 0.5049396581011827]",300,TEST,0.497222059611848,0.5272525919679553
topo,8,C,GROWTH,MLR,"[0.661806321746974, 0.6685893653472569, 0.6356607331713138, 0.6644681469102705, 0.6372575862212921, 0.6202463141781116, 0.659014974897299, 0.6338893993471408, 0.5858611467138952, 0.6069235060040085]",0.5345275423738898,"[0.4235359232930561, 0.526083242526503, 0.5399076425485378, 0.5254383846454748, 0.5327314703465149, 0.5771646672442541, 0.6404534020197545, 0.551010396321879, 0.3898570620614078, 0.6390932327315152]",350,TEST,0.5105111608908407,0.5585439238569389
topo,8,C,GROWTH,RF,"[0.7145888304748038, 0.6997058966487804, 0.6841576794490702, 0.6997769227750881, 0.7134843840413465, 0.7044045532387998, 0.6908236209214272, 0.6958251926278805, 0.6851774434605021, 0.6718100989512131]",0.5093493116053642,"[0.45913618119009214, 0.5010506795375822, 0.5598736939794917, 0.5300607544329938, 0.46511124056590514, 0.5274764869912205, 0.4916090004647721, 0.47758684414608454, 0.5080122370491107, 0.5735759976963886]",350,TEST,0.49781331047480804,0.5208853127359204
topo,8,C,GROWTH,SVR,"[0.7795774185431213, 0.7320197153393715, 0.791583037332956, 0.763925398357961, 0.7605619326488258, 0.7582988623288077, 0.769868635189544, 0.7378196392548888, 0.780937275755376, 0.7442582547250018]",0.5208449410794254,"[0.4847831465262753, 0.5170097481354305, 0.3088168874388699, 0.6139092762641141, 0.5838938412648909, 0.5156536252164635, 0.49315731731946, 0.5731549704326113, 0.5697538929826782, 0.5483167052134598]",350,TEST,0.49523559348883206,0.5464542886700187
topo,8,C,GROWTH,MLP,"[0.6393061175643477, 0.6358161546740955, 0.5889101081993254, 0.6414065437260412, 0.6619683990868883, 0.6407655241458798, 0.6009422216961211, 0.6295353635776446, 0.6272209958228447, 0.6209281808921658]",0.5280202325777014,"[0.5380929716218876, 0.5458169378069758, 0.5125605578319947, 0.49259622227995403, 0.47826730432176723, 0.5604321606281779, 0.49280193458410715, 0.5250842557868537, 0.5510104946196959, 0.5835394862955992]",350,TEST,0.517872415106387,0.5381680500490157
topo,8,C,GROWTH,MLR,"[0.5988753899921666, 0.6122640465238938, 0.6317293429527144, 0.599263857332528, 0.6198748586628735, 0.5838409497236441, 0.6032343119669348, 0.6253134517961245, 0.6343269680872086, 0.6043026561875886]",0.4923109113910181,"[0.6201286690925483, 0.536207544438233, 0.5723102789718676, 0.5836812512699208, 0.3897571899198734, 0.6431829836238141, -0.10465238256705778, 0.5788133512577378, 0.5334643506774228, 0.5702158772258212]",400,TEST,0.4261366705513951,0.5584851522306411
topo,8,C,GROWTH,RF,"[0.6514379254870422, 0.6650599527242174, 0.6693996176775905, 0.7179246561089563, 0.6747655692142831, 0.68534936703735, 0.6874726746199118, 0.7176701118130093, 0.7201088368281174, 0.6974529005829494]",0.5229775123352407,"[0.5471983459658023, 0.49518447641695273, 0.5859921053242482, 0.4374435616558531, 0.6084609614673473, 0.5493537129100985, 0.5915923284465134, 0.42870068246026116, 0.49169917850100686, 0.4941497702043247]",400,TEST,0.5039894613997004,0.541965563270781
topo,8,C,GROWTH,SVR,"[0.7312277939809304, 0.7533757890983117, 0.7616530270286581, 0.728533076795154, 0.7329237986227036, 0.7303592021849955, 0.7418659946671409, 0.737072869645597, 0.7302859993075741, 0.7635311474996647]",0.5355592118166405,"[0.5350079296536987, 0.5031620955415332, 0.5560482239149256, 0.47365979884461573, 0.5226796267410132, 0.527216987080027, 0.5476270024096772, 0.5814539226795417, 0.5428112579510311, 0.5659252733503417]",400,TEST,0.5261979424879234,0.5449204811453575
topo,8,C,GROWTH,MLP,"[0.696413929067197, 0.5612455265822114, 0.5952096942082568, 0.6570448093549021, 0.6594367114397726, 0.6478725434213455, 0.6095733295751795, 0.590618749793612, 0.6296288953786419, 0.6686660463264533]",0.579389044117634,"[0.5411266669964193, 0.5795948109788416, 0.6957740036397285, 0.5250252530333427, 0.5346240823596431, 0.6099874787070676, 0.6314475579462555, 0.6198320526503607, 0.5436107645543893, 0.5128677703102932]",400,TEST,0.561794729869508,0.5969833583657601
topo,8,C,GROWTH,MLR,"[0.5736397606486969, 0.6394292850082904, 0.6267500870487102, 0.6293242834726953, 0.603948800514589, 0.6368257215379666, 0.6125997851739646, 0.5891024246548441, 0.6465458903373753, 0.6417750211686454]",0.5621703845035642,"[0.633975114400083, 0.5666543377571887, 0.5022965427394492, 0.5665089035364439, 0.610694564454914, 0.5604987766800935, 0.5366963292603887, 0.629997312458317, 0.5204178273269716, 0.4939641364217917]",450,TEST,0.5470767093333345,0.5772640596737938
topo,8,C,GROWTH,RF,"[0.6959869778579331, 0.6895678732294286, 0.68402416596022, 0.6982080433538871, 0.6586199140178847, 0.6672088202982682, 0.677206715061908, 0.6766393785567565, 0.6729222669315933, 0.6829874453000705]",0.5416066246201672,"[0.5348843604546043, 0.5358193116288705, 0.5118076542558427, 0.46452178812193456, 0.607085617693961, 0.5472969600886294, 0.5280413077649272, 0.6157194684352751, 0.5572514968897478, 0.5136382808678785]",450,TEST,0.5282154586321254,0.554997790608209
topo,8,C,GROWTH,SVR,"[0.7257255661338111, 0.7305601327295479, 0.7729473700778285, 0.7399063451146817, 0.7532089615670764, 0.7516898276284061, 0.7314005890811462, 0.7532408047191519, 0.7305972553031994, 0.737137152951063]",0.550847801126598,"[0.6130917125536832, 0.5415930055627731, 0.5250681612805006, 0.583296030424014, 0.5357404252943617, 0.5496661944650203, 0.4819206195494522, 0.5418262171780469, 0.598938753789215, 0.5373368911689124]",450,TEST,0.5393435880211159,0.5623520142320801
topo,8,C,GROWTH,MLP,"[0.6349115516209846, 0.6376502206893861, 0.6781069540990876, 0.6766282209224848, 0.6275353987764357, 0.634911337563083, 0.6210248560271289, 0.6479553681282799, 0.6377493014879342, 0.6322684871739934]",0.5682548908284009,"[0.6056032682309866, 0.5888203274314817, 0.5189883567250391, 0.5070824158721263, 0.5884042921123502, 0.5407264796752702, 0.6330840759594241, 0.556516834951102, 0.5712858944024012, 0.5720369629238271]",450,TEST,0.5566294834818327,0.579880298174969
topo,8,C,GROWTH,MLR,"[0.5797338835237941, 0.6283843675515061, 0.6060853890053572, 0.6222721705748018, 0.5888806618002522, 0.6228452660366471, 0.5974179390097001, 0.6002957470083932, 0.6161485870157153, 0.6268304122085473]",0.5646036732867487,"[0.6315253846696898, 0.52253878718227, 0.5392780440544378, 0.5284913128945066, 0.6260578282049253, 0.5389842647912703, 0.5900476907789862, 0.5997277401472447, 0.557196119473045, 0.5121895606711104]",500,TEST,0.5514470640850451,0.5777602824884522
topo,8,C,GROWTH,RF,"[0.6708169031619055, 0.6806382792788117, 0.6491926375109464, 0.6629281496815476, 0.6575779608547926, 0.6595858925044767, 0.6633324783228786, 0.6742688181169815, 0.6586128947371048, 0.66926767937815]",0.557112722024099,"[0.5920301734421727, 0.46060081433531364, 0.6226755388233528, 0.5987520307594404, 0.5281781092694118, 0.5425190040430101, 0.5518969534614723, 0.5380107617610947, 0.5934877073027187, 0.5429761270430036]",500,TEST,0.5431372606231596,0.5710881834250384
topo,8,C,GROWTH,SVR,"[0.7128460549277863, 0.7389223419346467, 0.7474943764418176, 0.7428404490278759, 0.7435179539529214, 0.7602828271554867, 0.7394229566122157, 0.7124514249598223, 0.7241868690443305, 0.7501489492935774]",0.5639276059751387,"[0.6158019444490956, 0.5199662271597429, 0.5393649731630259, 0.5900003120925982, 0.5338779656692758, 0.49458083957120824, 0.5485008532543065, 0.6259855514705982, 0.6216344258458315, 0.5495629670757037]",500,TEST,0.5500552569107116,0.5777999550395658
topo,8,C,GROWTH,MLP,"[0.6284882236338027, 0.6833367950380206, 0.6564817960340483, 0.6057420094494708, 0.6525160416528555, 0.6263482834149414, 0.6459557741666752, 0.6632944271513002, 0.6777669121043477, 0.6411200505473311]",0.5608383694005777,"[0.597338459903922, 0.49112583306840396, 0.5214966139307631, 0.6222653153018962, 0.5482376932187738, 0.5550452365034454, 0.6017398267926075, 0.5152433660316044, 0.5476043783460788, 0.6082869709082822]",500,TEST,0.5474653304725308,0.5742114083286247
topo,8,C,SYMMETRY,MLR,"[0.575320761960868, 0.41569325425611026, 0.39221089571985934, 0.4160936049112306, 0.42402564265363296, 0.41469481153670085, 0.4810654034303633, 0.32035007251540437, 0.4044073448360893, 0.5786356066605507]",-0.23146278913575755,"[-0.07813202772547623, 0.12441949725772983, 0.14918384453358036, -0.4639119973865722, -0.6106595885109676, -0.13425296547077092, -0.3537772192425406, -0.8289465599552985, -0.31626755730181433, 0.19771668244455431]",50,TEST,-0.33469367233025815,-0.12823190594125694
topo,8,C,SYMMETRY,RF,"[0.5739114534512382, 0.5393256678528191, 0.4262277570970334, 0.5874393733652492, 0.5174042012092817, 0.5082212030129819, 0.4811991966863304, 0.6102812344008693, 0.44122908357895296, 0.44293019585365645]",-0.3505040456649525,"[0.1112071818600251, 0.12294384313565299, -0.39903429187536577, 0.39178146985821394, -0.14920816760522704, -1.480631561602419, -0.24685325755472776, -0.2208784385839746, -0.4958465591642156, -1.1385206751174874]",50,TEST,-0.5230735187359141,-0.17793457259399098
topo,8,C,SYMMETRY,SVR,"[0.4588230298849605, 0.582101294815315, 0.5212928960332406, 0.15262430704075014, 0.26642729053288006, 0.4510218621270248, 0.43311397598822776, 0.37004702902775255, 0.4824811157326724, 0.5514692992396768]",-0.3288255146745881,"[-0.21870444336106964, -0.6503415817342963, 0.03558803099132535, -0.08295226827108682, -1.2158373807038676, -0.19492665291568367, -0.5313247043458718, -0.08810573794361543, -0.032173189889338705, -0.3094772185723764]",50,TEST,-0.4428780448540252,-0.21477298449515098
topo,8,C,SYMMETRY,MLP,"[-2.1919963566041645e-05, 2.072636240413317e-07, 0.14977680101881286, -9.448827338331967e-06, -9.84258710978736e-07, 4.358663426851095e-07, -5.38111321501944e-07, 7.858448150210862e-06, -1.3341623337215225e-06, 0.23909892592448068]",-0.21561719454564227,"[-0.10396030326206906, -0.292063106982553, -0.28261230619909794, -1.151407516143637, -0.12357495855132195, -0.0034522366031297658, -0.39669937432964364, -0.0322275088026569, -0.006426861199540168, 0.236252226617227]",50,TEST,-0.32814976558561715,-0.1030846235056674
topo,8,C,SYMMETRY,MLR,"[0.13949470972103895, 0.3741472541580654, 0.4274686589181146, 0.5856367941278697, 0.3192773413409681, 0.3194412951801433, 0.3327390122386694, 0.4377663682844932, 0.2005241423650891, 0.3482659253750914]",-0.1450546335698956,"[-0.29991666189211097, -0.25812583515595633, -0.21796773308369377, -0.04102087884713557, -0.06017211070375983, -0.09966514708117202, -0.544252935983619, 0.007359737430982061, -0.08844632082612969, 0.15166155044363927]",100,TEST,-0.20302068871282233,-0.08708857842696885
topo,8,C,SYMMETRY,RF,"[0.3805524853761345, 0.3936510952451989, 0.36040504508671956, 0.4361020312684677, 0.3727629871369327, 0.29034645146506577, 0.35809654767955035, 0.36503568962604804, 0.31173640386044, 0.4091742817883198]",-0.032203339729980435,"[-0.03206192957277887, -0.2451547458207708, 0.20170847570040173, -0.1443767024429521, 0.2584379091271647, -0.21464094774860998, 0.00041707844109306613, -0.06897366332472732, -0.011381474539530423, -0.06600739711909442]",100,TEST,-0.08061760943993726,0.016210929979976384
topo,8,C,SYMMETRY,SVR,"[0.5088971264496462, 0.34038897472138285, 0.37945951808328227, 0.32813182230135973, 0.43714406630353153, 0.4102505099300411, 0.38624797577779324, 0.38174565088338974, 0.501618131261709, 0.43728353016894583]",-0.05781595241166846,"[-0.09032343045023494, -0.016130123501946647, -0.10282816721675148, -0.07707833226257632, -0.06616027569945238, -0.11560448662063738, 0.09064334411307029, -0.3370048380024282, -0.03982281930624443, 0.1761496048305169]",100,TEST,-0.09826974790891158,-0.017362156914425345
topo,8,C,SYMMETRY,MLP,"[0.1646959084331675, 0.2451705504042303, 0.3305225689286, 0.16548624227255404, 0.30142916709013523, 0.0001090453192489349, 0.11564353292246998, 0.3275273739504859, 0.24103499230493075, 0.2408668608078387]",-0.13694514562768215,"[-0.24863562245596849, -0.11596425947087496, 0.022579960058108584, -0.336026952919229, -0.21032639429851874, -0.08994208738532827, 0.05859231086076411, -0.2172913700564112, -0.06742667801015578, -0.1650103625992081]",100,TEST,-0.17381000248223702,-0.10008028877312727
topo,8,C,SYMMETRY,MLR,"[0.14599827276596133, 0.08600217384716469, 0.16865499412405704, 0.1822592344844881, 0.14413446569854926, 0.23443342145336588, 0.10271662028450324, 0.1088765467320495, 0.27406889836508375, 0.14982328500880038]",-0.07578673918476385,"[-0.08975523858393775, 0.09446081132106221, -0.31254550163353345, -0.16440388278387674, -0.05788350514532481, -0.07441091824517687, 0.023748939089676013, -0.08738508157210889, -0.12605357972887665, 0.036360565434458425]",150,TEST,-0.11021857355708517,-0.041354904812442535
topo,8,C,SYMMETRY,RF,"[0.24290549197362288, 0.3103509982109819, 0.32661183320489917, 0.26308349907719464, 0.2556509962986362, 0.24620179862194103, 0.3074517538703707, 0.27725931548243155, 0.3241270963430153, 0.27292958951053503]",-0.058113077802749935,"[0.11549349569819112, -0.4520927636021208, -0.018249558215982065, -0.3488190467779875, -0.07599627699407163, 0.06666764262767122, 0.11149225635768745, 0.04033085156625904, 0.047785957788900046, -0.06774333647604625]",150,TEST,-0.11617449847156208,-5.1657133937788036e-05
topo,8,C,SYMMETRY,SVR,"[0.4971464843084865, 0.3466939280346951, 0.5112045128587093, 0.3359575863611045, 0.3650907261075751, 0.388125330513049, 0.284888704567284, 0.4470137889378958, 0.3653862248080395, 0.47477599817028115]",-0.0893735725777184,"[-0.1892507472214553, 0.0834296334481287, -0.4179872212223634, 0.05280141223033996, -0.0389300560585959, -0.114582580027911, 0.004054548791990076, -0.0708188343740408, -0.027838995455752302, -0.174612885887524]",150,TEST,-0.13311627867957837,-0.045630866475858414
topo,8,C,SYMMETRY,MLP,"[0.09311595964276054, 0.16820730464433442, 0.11029582026986484, 0.11076297195142104, 0.15605028057913317, 0.17486610673101266, 0.06577310124781244, 0.31075995862864847, 0.08748642338033963, 0.06945609551577003]",-0.007813901179350623,"[-0.013733860199369508, 0.09814202998872301, 0.1059604967836405, 0.050065574085097375, 0.033752561900641465, -0.11440200106400633, 0.007847276319177365, -0.1436564297842815, -0.09373066591390167, -0.00838399390922695]",150,TEST,-0.033645205244344625,0.01801740288564338
topo,8,C,SYMMETRY,MLR,"[0.2255889361865957, 0.10961440383560761, 0.11689253739141914, 0.12364270509207542, 0.09877402493932896, 0.051127191116103976, 0.13524657660117212, 0.2589929987834876, 0.1510354635968999, 0.1299495625241185]",-0.009403504126128092,"[-0.04297459098464529, -0.012989271141774283, -0.0337293444708906, 0.09456239997003113, 0.07819361038721151, -0.014218294378600005, -0.09767677986656476, -0.10714331410704814, 0.0063284595586641235, 0.03561208377233538]",200,TEST,-0.02936749859053303,0.010560490338276848
topo,8,C,SYMMETRY,RF,"[0.27054938863829003, 0.26225698864047775, 0.2038131769902355, 0.25047652674386267, 0.22559962027063019, 0.2846831274101217, 0.2523333159417043, 0.32205258731834674, 0.30005410042197767, 0.25183617339521147]",-0.0022700289937543578,"[0.006204677635671896, -0.01751796619949819, 0.0091646957685797, -0.03524938839888314, 0.033138352201217525, 0.007184502728755593, 0.009977049939219884, -0.04492907221267872, -0.06980066867391899, 0.07912752727399086]",200,TEST,-0.014927669895717907,0.01038761190820919
topo,8,C,SYMMETRY,SVR,"[0.44032024139461445, 0.42324170575263453, 0.4704063656630336, 0.41813019708322596, 0.4502094620003608, 0.43707595180888426, 0.3811702072333245, 0.4415293894176858, 0.393766634729357, 0.448401051942628]",-0.1646745223081461,"[-0.09573921546538844, -0.16843231150793359, -0.31949444177608877, -0.23896644649137921, -0.14836556323201577, 0.03106656002899033, -0.5373053278367932, -0.03533253016467919, -0.051862116699734395, -0.08231382993643899]",200,TEST,-0.21446691521112038,-0.11488212940517185
topo,8,C,SYMMETRY,MLP,"[0.02399109696354107, 0.002375022523075865, 0.05418121215610139, 0.06327428458716988, 0.06236585486626267, 0.10916907221660865, 0.07073673219249277, 0.22205542623126118, 0.13818788221799427, 0.10279014969529154]",-0.017655674753732243,"[-0.027126516528428235, -0.03961472854814296, 0.022412305023964074, 0.010953952115137389, -0.013171594199162584, 0.050595995034706576, -0.009940881982682503, -0.1549762507374015, 0.024186252135431352, -0.039875279850744016]",200,TEST,-0.03463659474067379,-0.0006747547667906896
topo,8,C,SYMMETRY,MLR,"[0.053811581881225146, 0.07205661412079167, 0.12853286605652603, 0.12416140556157307, 0.1787902621157571, 0.08571789386896123, 0.036281381514319255, 0.10051222123289427, 0.12974379488469712, 0.09580124535183909]",0.008516248634847023,"[0.06201265203960438, -0.004150067992051865, -0.020533353064108528, 0.1093981644658909, -0.15917339506737194, -0.001519399195527793, 0.012065029164159635, -0.09766055417672725, 0.07401883822539201, 0.11070457194921068]",250,TEST,-0.017614771599828292,0.03464726886952234
topo,8,C,SYMMETRY,RF,"[0.21085524232814046, 0.23031535363896027, 0.21903457888416056, 0.2142703620500782, 0.25081800977604496, 0.27712431696714657, 0.21408222568103286, 0.17327722010419988, 0.20663007052346705, 0.21855459765358898]",0.030781642345030093,"[0.09067661879180178, 0.054855118843667894, -0.009306963806123392, 0.05937242950348964, -0.10416619385822279, 0.005310355211771589, 0.11915909460482621, 0.11419163994493375, 0.006186329118824441, -0.028462004904668214]",250,TEST,0.009726069251041972,0.05183721543901822
topo,8,C,SYMMETRY,SVR,"[0.5113572010421126, 0.4798143346220304, 0.4327427621188299, 0.41667471451127436, 0.5105094584629837, 0.36606747941421847, 0.3472566248810832, 0.39076785489637045, 0.4058551222616943, 0.3599562339559661]",-0.0993933216793096,"[-0.29104891018415424, 0.06198060442219033, -0.20981184340834336, -0.08091142192773537, -0.01198702300605814, -0.06356457530497828, -0.17013741856820763, -0.10772188111671888, -0.10761473262501453, -0.013116015074075893]",250,TEST,-0.13050863248994377,-0.06827801086867544
topo,8,C,SYMMETRY,MLP,"[0.06445354716746043, 0.20090575709175174, 0.1831712679503309, 0.22578264573050166, 0.12519365785073688, 0.14234162127152594, 0.08718557626665024, 0.219329043872577, 0.21518027879255885, 0.10607581813664202]",-0.005201550973913771,"[0.041030045864319575, -0.07787474394820437, -0.06509305079567218, 0.06905081147533654, -0.012244715155191432, 0.12189456154082312, 0.030640585985675317, -0.045203515704318686, -0.08419547517867798, -0.03002001382322761]",250,TEST,-0.025808103015709204,0.01540500106788166
topo,8,C,SYMMETRY,MLR,"[0.13594936806292746, 0.058734651748218014, 0.11469885913511935, 0.1196480652864862, 0.11979066417283757, 0.09298411666118955, 0.21664060810871721, 0.10408708464344318, 0.0702085625320723, 0.09433787614405997]",-0.006844135314914257,"[0.017106349075495686, 0.005034342822014981, 0.006878109722613157, -0.030120173017578855, -0.01773050617294869, 0.0339282482827592, -0.1286962432534995, -0.03979909811759419, 0.011054343151471357, 0.07390327435812427]",300,TEST,-0.022968701573516347,0.009280430943687834
topo,8,C,SYMMETRY,RF,"[0.23448835179559469, 0.2278171542786207, 0.18211102323598372, 0.21383036599640393, 0.20968648721533145, 0.15642240311237354, 0.19401768973001055, 0.21211336455954954, 0.18733368662950722, 0.15254189404983498]",0.04241768837134068,"[-0.032307714320438885, 0.06417428999172481, 0.0645501821218486, 0.021662046725109296, 0.06846510054983612, 0.1033886622624981, 0.002750711579493692, 0.06379558799891838, 0.05000179216430489, 0.01769622464011178]",300,TEST,0.030554737709991276,0.05428063903269009
topo,8,C,SYMMETRY,SVR,"[0.40279232402183995, 0.4343272958464427, 0.41918667794058495, 0.42100926084759815, 0.38570430445630266, 0.3779847960197733, 0.42864566454928765, 0.4329330628118493, 0.41361755471235173, 0.46348187793343765]",-0.08538656720824214,"[-0.16171465330789725, -0.052429672815924144, -0.053557008946805595, -0.15075955492114534, 0.03152698344271865, -0.12951322047693292, 0.04016212288829546, 0.0464690826002917, -0.26858555144398344, -0.1554641991010386]",300,TEST,-0.1169200335669949,-0.05385310084948938
topo,8,C,SYMMETRY,MLP,"[0.23750113948922502, 0.11079056100688689, 0.08083281859812042, 0.18422135696953135, 0.1507529784045477, 0.18565895938314803, 0.19333970228246022, 0.1622113582621959, 0.2213160070241159, 0.1339576525343934]",-0.04031905376897682,"[-0.2029784655155662, -0.013705802895021879, 0.03651129912264528, 0.007636840052280269, -0.06857135673994819, 0.056606660495188144, 0.06402573652740418, -0.0689800369704503, -0.09703874867736229, -0.11669666308893722]",300,TEST,-0.06607206469085918,-0.014566042847094462
topo,8,C,SYMMETRY,MLR,"[0.07209962356169619, 0.09818981420456341, 0.08945731841878157, 0.1258858222763849, 0.06906461177933843, 0.11007273482557767, 0.07754860152619236, 0.07300582199786243, 0.05765460837566372, 0.10909410649556472]",0.020536268126460512,"[0.07132481536117219, -0.016340284224292123, 0.013840954779531622, 0.02566093803787528, 0.016392433303612064, -0.08603423669019294, 0.020614155256306166, 0.07918813430191707, 0.05564317064539859, 0.025072600493277197]",350,TEST,0.0063665785187078505,0.03470595773421317
topo,8,C,SYMMETRY,RF,"[0.19239673864061657, 0.16339759449197855, 0.202371112573134, 0.1682072548091471, 0.18357124938773584, 0.17263235830854984, 0.1565833550076794, 0.22442139264911665, 0.17963770892240138, 0.13841076057804502]",0.04066724012487465,"[0.05824742847036679, 0.030089056918153667, -0.0002974362834151645, 0.07222350036228897, 0.010214182940337158, 0.09047858130757214, 0.04972281919867061, -0.02858708194081716, 0.046113226586167455, 0.07846812368942202]",350,TEST,0.02933580073622396,0.051998679513525346
topo,8,C,SYMMETRY,SVR,"[0.40801360632181694, 0.3503748531220462, 0.389814940259247, 0.4002888332994614, 0.3988226415127648, 0.39996525263689275, 0.36141119376957787, 0.37020280788664706, 0.3522647625348829, 0.3473192650591138]",-0.01811634159124854,"[-0.1865543981158022, 0.11874532480034927, 0.06435536641062756, -0.08006841287211075, -0.19069362689854796, 0.10609247919149223, -0.010007723636448862, -0.04285901030927608, 0.036514431250665225, 0.0033121542665661696]",350,TEST,-0.05083858754881167,0.01460590436631459
