,model_type,n,C,epsilon,kernel
40da1e1d-74f4-430e-92d2-783fc62570ee,SVR,500,0.10000000000000002,0.0010000000000000002,
316f4d98-0c75-4659-9d24-51f618161c3d,SVR,500,0.10000000000000002,0.0010000000000000002,poly
32acdd0b-f452-4403-ab93-c1c953209608,SVR,500,0.10000000000000002,0.0010000000000000002,rbf
6f524e9e-b1a5-4381-ad28-0fd5cbd2718a,SVR,500,0.10000000000000002,0.0010000000000000002,sigmoid
8c3e2707-8e06-4ff6-ac05-6b168eecb07d,SVR,500,3.1622776601683795,0.0316227766016838,
bee3305f-cf25-49eb-a565-35f30a90ab44,SVR,500,3.1622776601683795,0.0316227766016838,poly
a1f02c97-2259-4eb3-9dd8-a96a5b521dbc,SVR,500,3.1622776601683795,0.0316227766016838,rbf
dfa0eee1-68ee-4d62-b0c3-57a46772de49,SVR,500,3.1622776601683795,0.0316227766016838,sigmoid
d7f7e9bf-bec5-473f-80a3-fa1eeddf78c7,SVR,500,17.78279410038923,0.005623413251903493,
962ca62a-12fd-44c3-ae25-408e2c43926f,SVR,500,17.78279410038923,0.005623413251903493,poly
ab018644-d60a-4f8c-ac3c-dd5fed657e68,SVR,500,17.78279410038923,0.005623413251903493,rbf
0472c425-ec78-4de7-a351-978cd9a1873d,SVR,500,17.78279410038923,0.005623413251903493,sigmoid
36317522-7835-48a5-80d6-544a34556a71,SVR,500,0.5623413251903492,0.1778279410038923,
883d973c-8c29-41b6-b862-7b83c5ee86ca,SVR,500,0.5623413251903492,0.1778279410038923,poly
07a5ae2b-9fbd-4d22-88cf-4c2d786a04eb,SVR,500,0.5623413251903492,0.1778279410038923,rbf
0644c715-3bbf-45be-b2b5-41013a261aca,SVR,500,0.5623413251903492,0.1778279410038923,sigmoid
25b1c5e4-5bc9-482b-a765-73d0cbd81c4d,SVR,500,1.3335214321633242,0.013335214321633242,
9e584774-a329-4627-a9dd-41f27e4b6d82,SVR,500,1.3335214321633242,0.013335214321633242,poly
c4a3e735-8fe0-4a8f-a497-17233db2548e,SVR,500,1.3335214321633242,0.013335214321633242,rbf
e820bf09-262f-41b8-998b-1e863271ac6e,SVR,500,1.3335214321633242,0.013335214321633242,sigmoid
7beb1539-92cc-491e-8bf1-14bae1624ed1,SVR,500,42.169650342858226,0.4216965034285822,
1034160a-0027-419d-bd51-6ae45fd6b50b,SVR,500,42.169650342858226,0.4216965034285822,poly
028cfe10-1852-48d8-a17f-2416c4afad4e,SVR,500,42.169650342858226,0.4216965034285822,rbf
407648f0-2362-4f21-aea5-c563595086cb,SVR,500,42.169650342858226,0.4216965034285822,sigmoid
6f6aaef2-cd2c-4154-ad7f-dff5357b68e5,SVR,500,7.498942093324559,0.002371373705661656,
8a7dcdbd-c121-4ab3-b624-02244b7a76bb,SVR,500,7.498942093324559,0.002371373705661656,poly
c7d21969-8450-4bc1-bf40-0d7e8cfa644d,SVR,500,7.498942093324559,0.002371373705661656,rbf
cc5111a5-e81b-4867-ad41-2675259496dd,SVR,500,7.498942093324559,0.002371373705661656,sigmoid
983ac21d-3c76-4a9f-b701-07fd657607b2,SVR,500,0.23713737056616557,0.07498942093324559,
dd51511a-8ede-4ade-b939-d64c08bad887,SVR,500,0.23713737056616557,0.07498942093324559,poly
ac602dfe-3686-4776-a278-25635f8ff6a9,SVR,500,0.23713737056616557,0.07498942093324559,rbf
755fdb93-105f-4b85-bb1b-a50b7d7fbdeb,SVR,500,0.23713737056616557,0.07498942093324559,sigmoid
c7584812-7281-476a-8b68-c8ad0615df7f,SVR,500,0.3651741272548378,0.008659643233600656,
5a468b6f-6fcc-4113-ad93-d7e62e7c1aa2,SVR,500,0.3651741272548378,0.008659643233600656,poly
68889718-942b-4ac9-9c5a-7f6737b10abb,SVR,500,0.3651741272548378,0.008659643233600656,rbf
743a0957-166a-4f06-91b8-c3b9dabe5763,SVR,500,0.3651741272548378,0.008659643233600656,sigmoid
a8b50aee-39b7-41ba-a488-d15ccc38deb6,SVR,500,11.547819846894583,0.27384196342643613,
de0af196-5556-4b14-a8ee-88d1ff073e0a,SVR,500,11.547819846894583,0.27384196342643613,poly
d42e371d-b2ba-4fc5-b1ba-e7451b36df23,SVR,500,11.547819846894583,0.27384196342643613,rbf
1d137a13-3f95-4589-9f7e-6e32a7300579,SVR,500,11.547819846894583,0.27384196342643613,sigmoid
beb465b4-123b-4733-83fa-cc21c77a2aa2,SVR,500,64.93816315762116,0.0015399265260594922,
2cc19106-ee3c-4df4-b4cc-e480a436824f,SVR,500,64.93816315762116,0.0015399265260594922,poly
cced4dff-87af-490a-a25f-275f6bbb371d,SVR,500,64.93816315762116,0.0015399265260594922,rbf
01861ad7-54c3-4db3-9978-eba3094d0467,SVR,500,64.93816315762116,0.0015399265260594922,sigmoid
b52ddba0-2ebc-443f-91a6-5464ee80bb11,SVR,500,2.0535250264571463,0.04869675251658631,
f5d54dc1-7d78-4cb4-a71a-4546311ff782,SVR,500,2.0535250264571463,0.04869675251658631,poly
d0cc0c1b-96f5-4e8a-bb13-a0201b358d08,SVR,500,2.0535250264571463,0.04869675251658631,rbf
09855201-f4ad-436a-9faa-eb63db64226b,SVR,500,2.0535250264571463,0.04869675251658631,sigmoid
e117961b-2845-4d77-a209-8a32fcb25316,SVR,500,0.8659643233600655,0.003651741272548378,
b9286cfa-980c-43c3-86dc-af17e775418f,SVR,500,0.8659643233600655,0.003651741272548378,poly
4a21837f-8613-4b44-aad0-591c0bf2cfe3,SVR,500,0.8659643233600655,0.003651741272548378,rbf
82e2b6a6-6f06-4abe-83a4-52bee3a47eac,SVR,500,0.8659643233600655,0.003651741272548378,sigmoid
e7c16bab-a038-4d52-91cb-788b81c216ac,SVR,500,27.384196342643612,0.11547819846894583,
e2751c52-1e5c-4dee-b45d-12a2163e8236,SVR,500,27.384196342643612,0.11547819846894583,poly
0b8193ff-fa18-4c85-b276-dcb79b9884b9,SVR,500,27.384196342643612,0.11547819846894583,rbf
b1e0633c-89eb-4acd-888d-df596939f64e,SVR,500,27.384196342643612,0.11547819846894583,sigmoid
056c93a4-b73a-4ad9-aa77-bc3e8f32e7c1,SVR,500,4.869675251658632,0.020535250264571463,
24b14172-fc60-48b6-9344-15d2fab75f3c,SVR,500,4.869675251658632,0.020535250264571463,poly
e1ed9847-3516-4b2a-9fad-4b80f96cb9c5,SVR,500,4.869675251658632,0.020535250264571463,rbf
dde1a216-d2aa-48fa-bea0-8010104f51a0,SVR,500,4.869675251658632,0.020535250264571463,sigmoid
015e5729-826c-410b-abf1-dc58ce139dbf,SVR,500,0.15399265260594922,0.6493816315762113,
2ac7633c-141e-49a3-a7f4-c77ac83dfbac,SVR,500,0.15399265260594922,0.6493816315762113,poly
688bbdf2-f7d4-48b1-824f-047fcf8aadd3,SVR,500,0.15399265260594922,0.6493816315762113,rbf
b406518d-a61c-453d-b262-df788bef0aa4,SVR,500,0.15399265260594922,0.6493816315762113,sigmoid
