,R^2,num_observations
0,0.2121624677305768,350
1,0.2133710172546318,312
2,0.14903481936200635,276
3,0.13616604191731796,240
4,0.07468701952967594,203
5,0.21598161089603674,166
6,0.3134793515216817,130
7,0.13747544623448316,93
8,0.429042300199974,57
9,-7.662632834914973e-07,21
