,RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_CORENESS,GRADIUS:WALL,GDIAMETER:WALL,AVG_ECCENTRICITY:WALL,AVG_SHORTEST_PATH:WALL,AVG_CLOSENESS:WALL,AVG_BETWEENNESS:WALL,GRADIUS:SHEAR,GDIAMETER:SHEAR,AVG_ECCENTRICITY:SHEAR,AVG_SHORTEST_PATH:SHEAR,AVG_CLOSENESS:SHEAR,GRADIUS:RADIUS,GDIAMETER:RADIUS,AVG_ECCENTRICITY:RADIUS,AVG_SHORTEST_PATH:RADIUS,AVG_CLOSENESS:RADIUS,AVG_BETWEENNESS:RADIUS,GRADIUS:PRESSURE_AVG,GDIAMETER:PRESSURE_AVG,AVG_ECCENTRICITY:PRESSURE_AVG,AVG_SHORTEST_PATH:PRESSURE_AVG,AVG_CLOSENESS:PRESSURE_AVG,AVG_BETWEENNESS:PRESSURE_AVG,GRADIUS:PRESSURE_DELTA,GDIAMETER:PRESSURE_DELTA,AVG_ECCENTRICITY:PRESSURE_DELTA,AVG_SHORTEST_PATH:PRESSURE_DELTA,AVG_CLOSENESS:PRESSURE_DELTA,GRADIUS:OXYGEN_AVG,GDIAMETER:OXYGEN_AVG,AVG_ECCENTRICITY:OXYGEN_AVG,AVG_SHORTEST_PATH:OXYGEN_AVG,AVG_CLOSENESS:OXYGEN_AVG,AVG_BETWEENNESS:OXYGEN_AVG,GRADIUS:OXYGEN_DELTA,GDIAMETER:OXYGEN_DELTA,AVG_ECCENTRICITY:OXYGEN_DELTA,AVG_SHORTEST_PATH:OXYGEN_DELTA,AVG_CLOSENESS:OXYGEN_DELTA
0,19.440656686626745,34.641000000000005,1.6729494344644047,0.0482583539587491,565.9598090485695,1186976436.120825,1281,1503,62.0,112.0,88.31069476971116,45.44079820452771,1.1733021077283372,1.1733021077283372,2.3466042154566744,0.0112066718790721,0.022288299790662,0.0069939894448788,1.9984387197501952,92.51600000000002,184.02800000000005,132.3414980483997,63.6582814415008,0.0161977474833182,0.0073991534571249,4.2129330000000005,8.400278,5.408394307572208,1.8829657419862396,0.5710840621262183,1358.927,2289.7200000000007,1871.9951990632323,971.362579654566,0.001041814062582,0.0073031756153415,2373.495,4355.059499999999,3492.979628805621,1780.333727128463,0.0005701743636042,0.0069939956437656,18.773,37.544,22.86903903200624,6.7291330454723,0.1638317805564153,5003.9085,9037.555500000002,7125.389528883687,3666.25528965164,0.0002762480492848,0.0069939894448788,1.369000000000014,2.6480000000000103,1.6250554254488652,0.0861948111826711,13.215680587614496
1,17.87038506876228,34.641000000000005,1.427851342501637,0.0346857819253438,541.1952612966601,555051480.3194499,1293,1527,55.0,109.0,81.6999226604795,41.84389388922012,1.1809744779582367,1.1809744779582367,2.361948955916473,0.0214304156984249,0.0243783066129631,0.0059208801680444,1.9984532095901009,84.64199999999997,168.42700000000002,117.36194663573085,52.23704737105488,0.0198056649779004,0.0061955411556471,3.242061,6.451641999999999,3.9783079512761024,1.173629948160971,0.9296663775709832,1035.5319999999997,2060.0360000000005,1549.2028383604022,805.1382722303235,0.0012673271743796,0.0060666490644898,2000.8835000000004,3926.79,2955.856707269915,1508.254908747743,0.0006760407694975,0.0059208801680444,16.179,32.349999999999994,19.79757540603248,4.78067857886835,0.2347988566505526,4229.694999999998,8382.975,6283.08720301624,3217.8650263517043,0.0003170103875249,0.0059208801680444,2.7869999999999777,4.762999999999977,4.07622351121424,0.0856312652793362,13.810347485137209
2,18.97387027914614,34.641000000000005,1.5418144499178985,0.0381941896551724,514.1242865353038,729280621.1913793,1046,1218,56.0,109.0,80.75621414913958,39.31853037774342,1.1644359464627152,1.1644359464627152,2.3288718929254304,0.0172413793103448,0.0261864009067371,0.0090482570672421,1.998087954110899,96.48600000000002,190.70800000000003,135.55358126195028,54.99725843907528,0.0190442339249228,0.0093393727049551,3.5333970000000003,7.051828000000003,4.660905064053537,1.299517533671219,0.8711752765486594,1090.3390000000002,2170.0890000000004,1616.0717045889105,801.6680213197692,0.0012769117204631,0.0092685889056472,1960.5845,3819.185,2882.522729923517,1350.3216995791674,0.0007668013861401,0.0090482570672421,16.369000000000007,32.371,21.68981166347993,4.932912627736558,0.2365893865375544,4308.385499999999,8390.445000000009,6216.024349426388,3025.7845088018144,0.0003402836457088,0.0090482570672421,4.52899999999994,8.191000000000003,7.5288001912045885,0.1842131830532327,6.951034720701388
3,17.738821972203837,34.64100000000001,1.6148027796161484,0.0388178021178027,471.6175890138981,687563379.8677696,1289,1511,59.0,112.0,87.17532971295579,45.64664576998877,1.1722265321955003,1.1722265321955003,2.3444530643910007,0.016058016058016,0.0222722253577921,0.0082219816552126,1.9984484096198605,101.20400000000004,201.733,144.32137703646237,65.61351520028528,0.0159299397340404,0.0086944168217146,3.547726999999999,7.052859000000003,4.833396148952676,1.5042509751528708,0.7231797913906715,1126.063,2173.478,1723.2087959658652,925.66460187251,0.0010964627239559,0.008655326975899,2157.213999999999,4001.484000000001,3108.915463925524,1568.9599072864494,0.0006502043529103,0.0082220378160945,16.864999999999995,33.719,22.65100620636152,5.891765921871152,0.1885025457390254,4589.707000000002,8716.400000000001,6783.281574864238,3551.4572958104677,0.0002862682433171,0.0082219816552126,1.8730000000000049,3.6019999999999897,2.0195771916214174,0.1496053997272673,7.80731977583905
4,19.499063192904654,34.641000000000005,1.6482012195121951,0.0482143902439024,591.9705421286031,1066956885.8086476,1544,1804,64.0,110.0,86.86139896373057,44.85227787870342,1.1683937823834196,1.1683937823834196,2.3367875647668392,0.0097276264591439,0.0228531004790861,0.0049840144421613,1.9987046632124352,87.65,172.65599999999998,123.4988121761658,60.11571865335329,0.0174153284016075,0.0052112596476242,4.668772,9.331369000000002,5.661624460492227,1.771798326205761,0.61057719249075,1286.3529999999994,2212.211,1784.5826554404146,937.4487671541872,0.0010873383038548,0.0051808814007414,2351.891,4125.535,3358.2430592616583,1747.4910381352024,0.0005859233588219,0.0049840198863404,18.841,37.677,22.466058937823835,6.346091930295264,0.1735290448021938,5161.131999999999,8875.341999999999,7014.983184909326,3623.350371260061,0.0002828806118314,0.0049840144421613,0.9810000000000088,1.9420000000000075,1.1224501295336768,0.1015416480579158,12.600779838138315
5,20.708119492656877,34.641000000000005,1.5811608811748996,0.0435124499332443,594.6990040053405,1210241148.1493323,1280,1498,54.0,106.0,78.76484375,40.189094263096166,1.1703125,1.1703125,2.340625,0.0080855503390714,0.0253508272918252,0.0062705478401859,1.9984375,91.12099999999998,181.9110000000001,125.23023281249998,55.59378111928261,0.0186315741178144,0.006483490015215,4.257129999999999,8.451958000000003,5.32848809921875,1.4683836352228288,0.7483763678366262,1189.106,2272.597000000001,1716.5558718750003,887.6906804779142,0.0011452998992471,0.0064287113879742,2008.9725,3957.437500000001,2941.3086312500004,1471.032180788825,0.0006932845993896,0.0062707390229003,18.547,37.093,23.049234375,5.070008376905784,0.2225491058080904,4348.392500000002,8536.29600000001,6341.852588671877,3235.8573843536246,0.0003148553327001,0.0062705478401859,1.058000000000007,1.8960000000000288,1.5601585937499898,0.0410694891028121,30.10438954254536
6,20.178310459693535,34.64100000000001,1.6414450366422386,0.0437072591605596,602.1941165889407,1122896254.1327782,1284,1501,58.0,113.0,82.98520249221184,43.09725065134044,1.1690031152647975,1.1690031152647975,2.338006230529595,0.0096203848153926,0.0238086546501695,0.0055949557713371,1.9984423676012464,97.05599999999995,193.94799999999995,135.70261137071654,59.65448592303383,0.0178273429637129,0.0057245504467507,4.845765000000001,9.683331,6.22721287305296,1.792902701217455,0.6395168814964981,1286.9820000000002,2509.5040000000004,1858.6672803738315,959.0046565244522,0.0010711261200151,0.0056865354719957,2248.7615,4365.2765,3228.2570424454825,1665.820725826348,0.0006173584449313,0.0055954415826854,18.466,36.924,22.05520249221184,5.848200124804835,0.1987032949885749,4666.364500000001,9091.097500000007,6675.559704049846,3466.8632846296987,0.0002959717298124,0.0055949557713371,0.8370000000000317,1.359000000000023,0.9215599688473696,0.0433697926151439,28.286690964072356
7,18.77887516425756,34.641000000000005,1.7965696452036792,0.0461574021024967,527.3632201051248,754199349.2707622,1311,1522,55.0,107.0,83.23493516399695,43.828822471046514,1.1609458428680397,1.1609458428680397,2.3218916857360794,0.0127323656735421,0.023273209241099,0.0091838960393079,1.9984744469870328,100.334,194.8040000000001,142.4970800915332,68.21743746222495,0.0151842965380148,0.0095084177891496,3.6252,7.101290000000001,4.581605960335621,1.622237038807274,0.6726329029926446,1107.7309999999995,2154.914,1714.7628161708622,921.9898517884492,0.001100326492692,0.0093291411340443,2128.4675,4168.1205,3239.35504157132,1718.630220677648,0.0005925361902209,0.0091839120529039,17.489999999999995,34.968,21.24294965675057,6.185151315061633,0.1828646311314432,4331.477499999999,8426.351000000002,6554.585469107551,3451.320199052059,0.0002955481757549,0.0091838960393079,2.877999999999957,5.109999999999971,3.352748283752855,0.0535555982554965,23.794036572571684
8,20.642673011556763,34.641000000000005,1.5714656696125089,0.0463040639021074,578.780303874915,1090803443.0055065,1263,1471,53.0,103.0,81.88361045130641,42.73733331827599,1.1646872525732384,1.1646872525732384,2.3293745051464767,0.0111022997620935,0.0238083133002718,0.0079506473134427,1.997624703087886,82.76800000000001,164.19699999999995,119.53237292161522,57.23506256454267,0.0181325997560395,0.0081387308455091,3.97665,7.891149000000001,5.160484984164687,1.6593649104413974,0.646340345353541,1127.917,2208.781000000001,1774.7933174980203,940.8810324310238,0.0010815436254945,0.0080690328893663,1901.4135,3655.992,2881.0884655581945,1512.3177586306851,0.0006734848998343,0.0079506473134427,18.077,36.117,23.540353919239905,5.770255932282079,0.1918042215099306,4218.201999999999,8198.109000000002,6516.579243467933,3401.4191036460134,0.0002991394664347,0.0079506473134427,1.039999999999992,2.0330000000000013,1.5702011084718837,0.0751837812267472,15.56860780762334
9,17.547467607440666,34.641000000000005,1.6164400256574725,0.0313808139833226,530.6724188582424,482700686.18293774,1343,1559,58.0,105.0,84.58823529411765,44.364912506533294,1.1608339538346983,1.1608339538346983,2.3216679076693967,0.0086999751429281,0.023063727755142,0.0061298104669491,1.9970215934475053,105.14400000000003,194.11600000000007,136.4851228592703,61.20478718930084,0.0173146866868573,0.0062816087051317,3.369138999999999,6.731121,4.434660265078183,1.323304604322462,0.8188388985317526,1033.259,1909.149,1523.2799389426657,814.2243462885892,0.0012538392897943,0.0063128637174309,2249.0815,4109.549,3276.9307330603124,1728.5764201406428,0.0005907658151115,0.0061298104669491,15.957,31.913,19.105498138495907,5.288777279773799,0.2080121564134149,4428.357,8035.353500000003,6468.41085443038,3393.49211590818,0.0003015117596586,0.0061298104669491,5.650999999999996,7.306000000000012,6.653908413998514,0.1917320721342588,6.075034808881919
