,model_type,n,C,epsilon,kernel
6f47c8d4-baf1-44f2-b139-f28570612569,SVR,500,0.10000000000000002,0.0010000000000000002,
d138e3ca-2525-43b0-854b-c78808a0fbf5,SVR,500,0.10000000000000002,0.0010000000000000002,poly
10308dea-c0ef-429e-98aa-7dfb48169140,SVR,500,0.10000000000000002,0.0010000000000000002,rbf
eec25864-91da-4e47-a248-42433733df04,SVR,500,0.10000000000000002,0.0010000000000000002,sigmoid
03897c50-800e-4dee-be72-3f90c1c3c9e3,SVR,500,3.1622776601683795,0.0316227766016838,
c713ce9e-f05b-425f-b037-95da5266afaf,SVR,500,3.1622776601683795,0.0316227766016838,poly
d71cb37f-ab43-4530-b3ec-1a91cccdb5ef,SVR,500,3.1622776601683795,0.0316227766016838,rbf
b440986e-6eeb-42ea-bfc6-de29435cecd4,SVR,500,3.1622776601683795,0.0316227766016838,sigmoid
97860770-8413-41bf-ab23-e1a61b2c30b8,SVR,500,17.78279410038923,0.005623413251903493,
af105657-052f-4b82-9215-0f40399f5f43,SVR,500,17.78279410038923,0.005623413251903493,poly
eac23a8f-3063-4e1c-805f-c165d9f657a7,SVR,500,17.78279410038923,0.005623413251903493,rbf
d4d5a841-bdcb-4d25-ae94-4cf313b679c1,SVR,500,17.78279410038923,0.005623413251903493,sigmoid
da78aadf-f593-4271-88b6-aa5583805417,SVR,500,0.5623413251903492,0.1778279410038923,
ddc6ad48-a7c2-4ce5-8b8d-ae5929866e48,SVR,500,0.5623413251903492,0.1778279410038923,poly
784924a3-d470-4cd9-96a9-3530f110f9d9,SVR,500,0.5623413251903492,0.1778279410038923,rbf
df9c6475-c6a2-4977-8c00-267ccb329713,SVR,500,0.5623413251903492,0.1778279410038923,sigmoid
8f773799-dfc4-4305-a407-54627fbeeb8e,SVR,500,1.3335214321633242,0.013335214321633242,
ff0c08a4-c012-423d-b551-9fb4deee294f,SVR,500,1.3335214321633242,0.013335214321633242,poly
7c21f797-3df9-4d15-9061-b523e1ee9c73,SVR,500,1.3335214321633242,0.013335214321633242,rbf
b650f626-b793-4c2f-91e4-4832ee3196a9,SVR,500,1.3335214321633242,0.013335214321633242,sigmoid
