,model_type,n,alpha,l1_ratio,max_iter,n_estimators,max_features,max_depth,min_samples_split,min_samples_leaf,bootstrap,C,epsilon,kernel,activation,hidden_layer_sizes,solver
26b55292-ae5b-4f34-b734-f499ffdd1736,MLR,500,0.0010000000000000002,0.1,10000.0,,,,,,,,,,,,
6e2e2558-5a61-43ab-b9cf-4f346d299d3a,MLR,500,0.0316227766016838,0.55,10000.0,,,,,,,,,,,,
835ed0ec-6997-42ba-91d2-063502dc6d8f,MLR,500,0.1778279410038923,0.325,10000.0,,,,,,,,,,,,
f7873c6e-3fbf-45b9-828f-9e5f9657465f,MLR,500,0.005623413251903493,0.775,10000.0,,,,,,,,,,,,
39f8ec1c-1e53-42c0-ba1a-7af1c6aafdde,MLR,500,0.013335214321633242,0.4375,10000.0,,,,,,,,,,,,
013624bd-105b-4b45-9566-07b71087a2a9,MLR,500,0.4216965034285822,0.8875,10000.0,,,,,,,,,,,,
1106103c-4a94-4867-a4ce-82ae65af3849,MLR,500,0.07498942093324559,0.21250000000000002,10000.0,,,,,,,,,,,,
e05df4ba-d9b9-474f-931b-71959b06fb35,MLR,500,0.002371373705661656,0.6625,10000.0,,,,,,,,,,,,
08578b65-8fb6-4d9e-ba25-e03d183770cc,MLR,500,0.003651741272548378,0.38125,10000.0,,,,,,,,,,,,
ce6e261e-ca8b-4be6-aa5e-e8bc9fe3c278,MLR,500,0.11547819846894583,0.83125,10000.0,,,,,,,,,,,,
96a70ed6-3a4f-4208-b938-d91ed765170d,MLR,500,0.6493816315762113,0.15625,10000.0,,,,,,,,,,,,
fe8290bf-a82a-4dc2-ad82-fcfd832b006e,MLR,500,0.020535250264571463,0.60625,10000.0,,,,,,,,,,,,
bc73c324-ffaf-4d7b-bfcc-b14de3d8e693,MLR,500,0.008659643233600656,0.26875000000000004,10000.0,,,,,,,,,,,,
811ec03d-b6d5-4360-b2aa-8f50d9df0ce2,MLR,500,0.27384196342643613,0.71875,10000.0,,,,,,,,,,,,
eaa5b629-f364-4e0e-a11a-07ec8f965863,MLR,500,0.04869675251658631,0.49375,10000.0,,,,,,,,,,,,
