,RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_CORENESS
0,22.71789687292082,34.641000000000005,2.1363685961410512,0.046205373253493,482.2959115103127,1522869419.476447,1281,1503,62.0,112.0,88.31069476971116,45.44079820452771,1.1733021077283372,1.1733021077283372,2.3466042154566744,0.0112066718790721,0.022288299790662,0.0086337194686703,1.9984387197501952
1,21.06382849426064,34.641000000000005,1.8929216745442272,0.0339842660364618,493.2736428089128,717593552.447738,1262,1481,55.0,109.0,82.6188589540412,42.738101851095465,1.1735340729001584,1.1735340729001584,2.347068145800317,0.0203703703703703,0.0237595577315285,0.0097567013381381,1.998415213946117
2,22.32765743073048,34.641000000000005,2.0371645675902603,0.037999007556675,406.13178001679256,982868749.4313184,1025,1191,56.0,109.0,80.99219512195123,39.577911585365854,1.161951219512195,1.161951219512195,2.32390243902439,0.0149885956337569,0.025980143829824,0.010199943040257,1.9980487804878049
3,20.342431254191816,34.64100000000001,2.021197183098592,0.0380030905432595,413.094754527163,976865575.9605632,1273,1491,59.0,112.0,88.01413982717989,46.3773906040799,1.171249018067557,1.171249018067557,2.342498036135114,0.016260162601626,0.021881746745102,0.0084006084530348,1.9984289080911235
4,22.323163472378805,34.64100000000001,2.1355310033821877,0.0461854272829763,493.0641679819617,1494551674.4558065,1523,1774,64.0,111.0,87.48916611950098,45.20927900963155,1.164806303348654,1.164806303348654,2.329612606697308,0.009861932938856,0.0226575711886409,0.0054482922941018,1.998686802363756
5,24.457595041322318,34.641000000000005,2.044106749311295,0.0407430550964187,533.9842417355371,1574467537.063981,1245,1452,56.0,107.0,80.10361445783133,40.99468484871964,1.166265060240964,1.166265060240964,2.332530120481928,0.0083132207026012,0.0247918255384962,0.0070340372335936,1.9983935742971888
6,23.677159590043924,34.641,2.1692672035139093,0.0449850497803806,496.01827598828703,1737955222.8469985,1177,1366,74.0,113.0,90.70093457943923,48.08597755159838,1.1605777400169923,1.1605777400169923,2.3211554800339846,0.0090780141843971,0.0210539430424087,0.0064296449793424,1.9983007646559048
7,21.363237113402064,34.64100000000001,2.290345704467354,0.0465651443298969,449.8826006872852,1037505239.073471,1254,1455,58.0,107.0,84.36602870813397,44.58048880454055,1.1602870813397128,1.1602870813397128,2.3205741626794256,0.0119808306709265,0.0228198726400783,0.0100958264747715,1.9984051036682613
8,24.27558004158005,34.641000000000005,2.047733887733888,0.0452106133056133,517.0867519057518,1478241884.102495,1240,1443,54.0,103.0,82.57822580645161,43.32840349917988,1.163709677419355,1.163709677419355,2.32741935483871,0.011308562197092,0.0234343344325755,0.0084321822543358,1.9975806451612903
9,19.826991503267973,34.641000000000005,2.129925490196078,0.0285005248366013,435.6632823529412,619429370.6004574,1319,1530,58.0,106.0,85.2357846853677,44.98591727535345,1.159969673995451,1.159969673995451,2.319939347990902,0.0088585168311819,0.0226855234863372,0.0064453229072687,1.9969673995451096
10,18.9277718865598,34.641000000000005,1.9352872996300865,0.0303351171393341,399.4287429099877,516049668.4666461,1374,1622,55.0,109.0,81.6593886462882,42.66570615880609,1.180494905385735,1.180494905385735,2.36098981077147,0.0155490767735665,0.0238848752158515,0.0070469743447583,1.9985443959243083
11,18.898889758643183,34.641000000000005,1.9451272015655576,0.0292957462491846,426.4286281800392,421380610.8110242,1313,1533,61.0,122.0,87.83625285605484,43.65830438578567,1.1675552170601675,1.1675552170601675,2.335110434120335,0.0068649885583524,0.0234052247130708,0.0076295552686931,1.9984767707539983
12,21.4906981981982,34.641000000000005,2.126506193693694,0.0394737291666666,484.3765765765766,1092379361.0471847,1529,1776,57.0,108.0,86.01765860039241,45.75642722376121,1.1615434924787442,1.1615434924787442,2.3230869849574884,0.0122244051517136,0.0222399423427864,0.0063650382002495,1.998691955526488
13,18.25959933554817,34.64100000000001,1.94283853820598,0.0258114059800664,365.47963322259136,356987474.99867105,1301,1505,69.0,114.0,89.61337432744043,45.86858156447703,1.156802459646426,1.156802459646426,2.313604919292852,0.0094944829355914,0.0221480147101186,0.0062224925303779,1.9984627209838584
14,23.930875415282397,34.641000000000005,2.119787375415282,0.046308042081949,477.0398200442968,1683437545.6408637,1535,1806,55.0,107.0,79.92833876221498,42.442781852388215,1.1765472312703582,1.1765472312703582,2.3530944625407164,0.0076103500761035,0.024070034442427,0.0058214440206031,1.9986970684039087
15,25.945786490683226,34.641000000000005,2.016905279503106,0.0490403462732919,560.3169417701863,1962403233.5388973,1105,1288,59.0,106.0,83.24343891402715,43.38231359433406,1.1656108597285069,1.1656108597285069,2.3312217194570137,0.0151103052281656,0.0234148221000341,0.009423813264333,1.9981900452488688
16,22.17170380818054,34.641000000000005,2.0777764456981664,0.0416444196050775,472.2672425952045,1221201230.6254582,1219,1418,59.0,113.0,82.75471698113208,42.439782804015785,1.1632485643970467,1.1632485643970467,2.326497128794093,0.0136948781155847,0.0241263210768888,0.008305977308329,1.9983593109105824
17,18.433571876961707,34.641000000000005,1.8547087256748276,0.0253080244821092,374.9156239799121,430946129.4376648,1372,1593,64.0,113.0,89.34110787172011,46.29044790782834,1.1610787172011665,1.1610787172011665,2.322157434402333,0.0143552311435523,0.0219079559521691,0.0061892587995146,1.998542274052478
18,23.827399165507646,34.641,2.21980528511822,0.0490967732962447,510.1911057023645,1841516881.0447147,1244,1438,61.0,110.0,83.89469453376206,44.70282068328621,1.1559485530546625,1.1559485530546625,2.311897106109325,0.0069779924852388,0.0226858518551854,0.0076761749336471,1.9983922829581997
19,20.74617901234568,34.641000000000005,2.069646776406036,0.0387828635116598,392.6340233196159,796278851.7553496,1245,1458,57.0,112.0,84.44899598393575,43.08115032477176,1.1710843373493975,1.1710843373493975,2.342168674698795,0.0109949048002145,0.023704055653692,0.0075492887625863,1.9983935742971888
20,21.3281359430605,34.641000000000005,1.9704661921708184,0.0371359088967971,427.1771402135231,1625845650.9140215,1210,1405,66.0,108.0,89.7206611570248,46.51041158255234,1.1611570247933884,1.1611570247933884,2.322314049586777,0.0118653421633554,0.0218548407511093,0.0062534068573959,1.9975206611570249
21,19.735335032774945,34.641000000000005,1.9147458120903127,0.0305355338674435,416.2847363437728,585137469.6214129,1180,1373,58.0,109.0,87.5864406779661,46.60361984445307,1.1635593220338982,1.1635593220338982,2.3271186440677964,0.0062252405206564,0.0217095144729833,0.0110744953513825,1.997457627118644
22,21.688612817089453,34.641000000000005,2.1235093457943925,0.0374439425901201,416.7736708945261,1041257310.6834446,1280,1498,68.0,99.0,83.9640625,44.09929388193901,1.1703125,1.1703125,2.340625,0.0093896713615023,0.0229055762671288,0.0073064240603904,1.9984375
23,20.575735395189003,34.64100000000001,2.042648109965636,0.0340207388316151,443.30759037800686,865452704.3568383,1254,1455,62.0,102.0,83.08692185007975,43.22218446064374,1.1602870813397128,1.1602870813397128,2.3205741626794256,0.0114483493077742,0.0236324555217552,0.0066105849073036,1.996012759170654
24,19.98673230553609,34.641000000000005,2.0618149964961456,0.0325549684653118,441.3267799579537,705109108.4156271,1226,1427,63.0,112.0,87.97308319738988,45.63342411026401,1.16394779771615,1.16394779771615,2.3278955954323,0.0147058823529411,0.0221347405777548,0.0096311123688191,1.99836867862969
25,21.29064701897019,34.641000000000005,2.060830623306233,0.0391329247967479,407.7940880758808,956087628.8971546,1272,1476,63.0,116.0,90.7114779874214,46.91311501368209,1.160377358490566,1.160377358490566,2.320754716981132,0.0118110236220472,0.021642350167482,0.0081735592601419,1.998427672955975
26,23.31179897894065,34.641000000000005,2.1344869176770898,0.0440651384811742,480.41219783024894,1437678408.782195,1340,1567,56.0,106.0,85.84328358208955,45.99732368775986,1.1694029850746268,1.1694029850746268,2.3388059701492536,0.0097159940209267,0.0220798327180984,0.0068324735162354,1.9977611940298508
27,24.38894255713403,34.641000000000005,2.13410315009265,0.0483189308214947,469.1319400864732,1845508286.5466335,1382,1619,63.0,120.0,92.55282199710564,48.3039639683067,1.1714905933429811,1.1714905933429811,2.3429811866859622,0.0096618357487922,0.020919671219425,0.0073829481702088,1.9985528219971056
28,21.120700903861955,34.641000000000005,2.0228685291700903,0.0320290180772391,409.7757436318817,715401749.1918652,1046,1217,57.0,108.0,83.30497131931166,41.61251337974695,1.1634799235181643,1.1634799235181643,2.326959847036329,0.0102171136653895,0.0244368087264822,0.0116462177409073,1.994263862332696
29,20.207706871345028,34.641000000000005,2.259877192982456,0.0322968720760233,382.1144780701754,678729185.4526316,1171,1368,68.0,117.0,90.04355251921434,47.00724050595955,1.1682322801024765,1.1682322801024765,2.336464560204953,0.0145423438836612,0.0215562806072034,0.0115289764062244,1.9982920580700256
30,21.052736449864497,34.641000000000005,1.8510968834688348,0.0286155596205962,433.7250670731708,913898961.580149,1278,1476,72.0,109.0,90.90610328638498,46.68591414492349,1.1549295774647887,1.1549295774647887,2.309859154929577,0.0148902821316614,0.0217533976423058,0.0058636176874649,1.9960876369327076
31,22.85983828382838,34.641000000000005,2.010864686468647,0.0385146328382838,484.04726485148507,1001478140.6938944,1034,1212,52.0,104.0,78.40135396518376,40.28372039898064,1.172147001934236,1.172147001934236,2.344294003868472,0.0125968992248062,0.0252396101193338,0.0095087171327248,1.9970986460348163
32,19.473179296346416,34.641000000000005,2.057277401894452,0.0293029079837618,370.83397767253047,600586986.6242895,1284,1478,60.0,113.0,87.3208722741433,45.931552800460366,1.1510903426791277,1.1510903426791277,2.302180685358256,0.0080603224128965,0.0221714686654376,0.0081350407664662,1.9984423676012464
33,21.52778183292781,34.641000000000005,2.0588191403081915,0.0366826415247364,456.0694720194647,947272142.5408758,1068,1233,77.0,117.0,96.16479400749064,49.82058099821334,1.154494382022472,1.154494382022472,2.308988764044944,0.0090681676047529,0.0202235813259934,0.008234250274507,1.99812734082397
34,19.07971786580436,34.641,2.156811641067098,0.0353696612772837,376.36828375101055,634491782.0158448,1056,1237,56.0,112.0,88.92708333333333,46.06568648571018,1.1714015151515151,1.1714015151515151,2.3428030303030303,0.0113851992409867,0.0221351670142109,0.0116597018232179,1.9981060606060608
35,22.426406791907517,34.641,2.1482723988439307,0.039831440751445,472.5055476878613,1158223420.1456647,1206,1384,64.0,113.0,87.03399668325041,45.41909677064195,1.1475953565505803,1.1475953565505803,2.295190713101161,0.005813953488372,0.0222854516375403,0.0080642877935124,1.9975124378109448
36,17.510150552486188,34.641000000000005,1.9137444751381212,0.026385906077348,379.325718922652,356964590.3427486,1254,1448,60.0,114.0,85.2153110047847,43.44629985323899,1.1547049441786283,1.1547049441786283,2.3094098883572567,0.0173056443024494,0.0235053823444316,0.008205173190124,1.996810207336523
37,23.361472498343275,34.64100000000001,1.9994824387011263,0.0435266726308813,512.5677369118622,1423228593.5750165,1292,1509,57.0,109.0,84.95897832817337,43.14181173305067,1.1679566563467492,1.1679566563467492,2.3359133126934983,0.0129198966408268,0.0236280565597879,0.0060524564602863,1.998452012383901
38,20.493831932773112,34.641000000000005,2.0192380952380957,0.0368087289915966,408.4415924369748,993564783.5946076,1227,1428,63.0,114.0,91.66503667481662,48.335810229594856,1.1638141809290954,1.1638141809290954,2.3276283618581908,0.0089795918367346,0.0208544881431686,0.010372118342824,1.9983700081499596
39,21.79343352236925,34.641000000000005,1.9702022684310017,0.0372578078134845,471.4631424070573,1136187034.0125394,1355,1587,62.0,109.0,87.59114391143912,45.69662555118904,1.1712177121771217,1.1712177121771217,2.342435424354244,0.0098546440009854,0.022305756885863,0.0066590131457914,1.9977859778597784
40,20.249202609363007,34.641000000000005,2.032359171143515,0.0358432808902532,421.4994113584037,823560652.5056025,1134,1303,67.0,116.0,93.56349206349206,47.49023911483459,1.1490299823633157,1.1490299823633157,2.2980599647266318,0.0094228504122497,0.0213762934746983,0.0092428726415598,1.998236331569665
41,21.635855198019804,34.641000000000005,2.0902054455445542,0.0419048966584158,411.7834474009901,1232832910.0175123,1380,1616,57.0,112.0,84.69855072463768,44.00358062448109,1.1710144927536232,1.1710144927536232,2.3420289855072465,0.0142718916303821,0.023164667007275,0.0068034836508204,1.9985507246376808
