,model_type,n,alpha,l1_ratio,max_iter,n_estimators,max_features,max_depth,min_samples_split,min_samples_leaf,bootstrap,C,epsilon,kernel,activation,hidden_layer_sizes,solver
015d851c-8c07-4ccf-a2ac-4ac2bf225828,MLR,500,0.0010000000000000002,0.1,10000.0,,,,,,,,,,,,
8ee83d9a-007b-4899-9ad8-49600b9fbfbd,MLR,500,0.0316227766016838,0.55,10000.0,,,,,,,,,,,,
2d0b383f-3879-4fec-bc82-541d77b50a95,MLR,500,0.1778279410038923,0.325,10000.0,,,,,,,,,,,,
451f11b2-d637-4df6-ab49-3ead3f6328f7,MLR,500,0.005623413251903493,0.775,10000.0,,,,,,,,,,,,
277bb524-a64f-4d86-90e0-e0abeeee7c7e,MLR,500,0.013335214321633242,0.4375,10000.0,,,,,,,,,,,,
d7a27b2d-43aa-4d96-b928-4360ba461d49,MLR,500,0.4216965034285822,0.8875,10000.0,,,,,,,,,,,,
b7cfd3c6-ab15-4003-90b1-51276e8c4850,MLR,500,0.07498942093324559,0.21250000000000002,10000.0,,,,,,,,,,,,
2668a5f9-4a7d-46c9-b527-49290785fb07,MLR,500,0.002371373705661656,0.6625,10000.0,,,,,,,,,,,,
f93fc422-141c-4d22-8f28-9a38bbd4da4b,MLR,500,0.003651741272548378,0.38125,10000.0,,,,,,,,,,,,
f530e604-e90c-4068-a9a9-381b9ab5af91,MLR,500,0.11547819846894583,0.83125,10000.0,,,,,,,,,,,,
44806379-7197-4715-a068-4cf6afc557c7,MLR,500,0.6493816315762113,0.15625,10000.0,,,,,,,,,,,,
9e9d7c8d-bf1b-43df-986e-1b61c57031cc,MLR,500,0.020535250264571463,0.60625,10000.0,,,,,,,,,,,,
5ea12ef3-ca80-475d-8d79-420fcff83f0d,MLR,500,0.008659643233600656,0.26875000000000004,10000.0,,,,,,,,,,,,
ded33f55-94cc-4734-91cf-bfcdff660300,MLR,500,0.27384196342643613,0.71875,10000.0,,,,,,,,,,,,
4ac9b3c3-5152-41b7-aee3-17c21acd4a1a,MLR,500,0.04869675251658631,0.49375,10000.0,,,,,,,,,,,,
151e12be-ca1d-4ace-a5e6-ae79dc46a9b3,MLR,500,0.0015399265260594922,0.94375,10000.0,,,,,,,,,,,,
6123dabe-a6ad-4180-ad8b-7e8c04af2d67,RF,500,,,,1.0,0.010000000000000004,1.0,0.010000000000000004,0.010000000000000004,True,,,,,,
1728b059-96cb-4acc-8517-b856273a10e0,RF,500,,,,1.0,0.010000000000000004,1.0,0.010000000000000004,0.010000000000000004,False,,,,,,
30f4b0f3-0eb3-4d36-8fa3-9ee47ef0036b,RF,500,,,,50.0,0.10000000000000002,50.0,0.10000000000000002,0.10000000000000002,True,,,,,,
df92a0d2-6033-41d4-a412-f8ec7ad33206,RF,500,,,,50.0,0.10000000000000002,50.0,0.10000000000000002,0.10000000000000002,False,,,,,,
6a6b2870-eda7-4874-b611-2c9b739d6838,RF,500,,,,75.0,0.0316227766016838,26.0,0.0316227766016838,0.31622776601683805,True,,,,,,
