,RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_CORENESS,GRADIUS:INVERSE_DISTANCE,GDIAMETER:INVERSE_DISTANCE,AVG_ECCENTRICITY:INVERSE_DISTANCE,AVG_SHORTEST_PATH:INVERSE_DISTANCE,AVG_CLOSENESS:INVERSE_DISTANCE,AVG_BETWEENNESS:INVERSE_DISTANCE,GRADIUS:WALL,GDIAMETER:WALL,AVG_ECCENTRICITY:WALL,AVG_SHORTEST_PATH:WALL,AVG_CLOSENESS:WALL,AVG_BETWEENNESS:WALL,GRADIUS:SHEAR,GDIAMETER:SHEAR,AVG_ECCENTRICITY:SHEAR,AVG_SHORTEST_PATH:SHEAR,AVG_CLOSENESS:SHEAR,GRADIUS:RADIUS,GDIAMETER:RADIUS,AVG_ECCENTRICITY:RADIUS,AVG_SHORTEST_PATH:RADIUS,AVG_CLOSENESS:RADIUS,AVG_BETWEENNESS:RADIUS,GRADIUS:PRESSURE_AVG,GDIAMETER:PRESSURE_AVG,AVG_ECCENTRICITY:PRESSURE_AVG,AVG_SHORTEST_PATH:PRESSURE_AVG,AVG_CLOSENESS:PRESSURE_AVG,AVG_BETWEENNESS:PRESSURE_AVG,GRADIUS:PRESSURE_DELTA,GDIAMETER:PRESSURE_DELTA,AVG_ECCENTRICITY:PRESSURE_DELTA,AVG_SHORTEST_PATH:PRESSURE_DELTA,AVG_CLOSENESS:PRESSURE_DELTA,GRADIUS:OXYGEN_AVG,GDIAMETER:OXYGEN_AVG,AVG_ECCENTRICITY:OXYGEN_AVG,AVG_SHORTEST_PATH:OXYGEN_AVG,AVG_CLOSENESS:OXYGEN_AVG,AVG_BETWEENNESS:OXYGEN_AVG,GRADIUS:OXYGEN_DELTA,GDIAMETER:OXYGEN_DELTA,AVG_ECCENTRICITY:OXYGEN_DELTA,AVG_SHORTEST_PATH:OXYGEN_DELTA,AVG_CLOSENESS:OXYGEN_DELTA
0,22.71789687292082,34.641000000000005,2.1363685961410512,0.046205373253493,482.2959115103127,1522869419.476447,1281,1503,62.0,112.0,88.31069476971116,45.44079820452771,1.1733021077283372,1.1733021077283372,2.3466042154566744,0.0112066718790721,0.022288299790662,0.0086337194686703,1.9984387197501952,0.6305115725221511,1.2134334266100504,0.994675788776708,0.3612303557335651,2.9371995221609937,0.0086391811648139,129.841,242.83300000000003,180.9782326307572,92.204715712822,0.0110867295139473,0.0092417253634493,4.484208000000001,8.926891000000001,5.529703273224043,1.5967430067025294,0.7011821760050428,1684.107,2739.687000000002,2250.8945495706485,1160.30391548839,0.0008715847323745,0.0091186283454152,2375.452,4341.9905,3480.4343079625296,1783.6036658530952,0.0005687409218249,0.0086351919427135,18.778,37.544,22.1256299765808,5.205692008196724,0.2232652463584665,4963.5455,8956.398000000001,7063.323047619048,3633.9211768113314,0.0002787037949056,0.0086337194686703,1.1049999999999898,2.1969999999999885,1.3568477751756371,0.2393309304254453,4.83369540311604
1,21.06382849426064,34.641000000000005,1.8929216745442272,0.0339842660364618,493.2736428089128,717593552.447738,1262,1481,55.0,109.0,82.6188589540412,42.738101851095465,1.1735340729001584,1.1735340729001584,2.347068145800317,0.0203703703703703,0.0237595577315285,0.0097567013381381,1.998415213946117,0.5301747986561828,1.0234366891831963,0.8099120483183461,0.3338635982521168,3.131339444597696,0.0097802428209897,103.189,203.675,146.9492408874802,69.98713079700535,0.0148674203278236,0.0101545186849972,3.537453,7.057226,4.242076132329635,1.0859079102503364,1.0241888797781824,1211.122,2402.7880000000005,1851.8673882725827,983.464236830629,0.0010336529880328,0.0100181642060021,2029.79,4011.6595000000007,3051.285806259905,1577.845065910636,0.0006432303192607,0.0097567192919848,16.176,32.349999999999994,18.94173771790808,3.8717901735724087,0.2995655238933069,4213.570499999999,8390.522500000003,6359.382964342314,3289.72527522995,0.0003086980765327,0.0097567013381381,5.739000000000004,8.46699999999997,6.437770998415215,0.7056871624788977,1.5281023148427335
2,22.32765743073048,34.641000000000005,2.0371645675902603,0.037999007556675,406.13178001679256,982868749.4313184,1025,1191,56.0,109.0,80.99219512195123,39.577911585365854,1.161951219512195,1.161951219512195,2.32390243902439,0.0149885956337569,0.025980143829824,0.010199943040257,1.9980487804878049,0.6661373948107677,1.325917174965526,1.1201350023536327,0.3206890173032251,3.4199348115525643,0.0102105405699401,119.507,238.449,174.2028956097561,77.9054498532774,0.0133196215841664,0.0105017300264644,3.91806,7.542129000000001,4.948348113170732,1.1963493556726372,0.9731090805201872,1281.1980000000003,2472.6900000000005,1904.5365317073172,970.5957104058692,0.0010530171640015,0.0104744003394487,1946.9350000000004,3790.356000000001,2866.034812195122,1360.757123037347,0.0007590896059702,0.010199943040257,16.411,32.371,21.374419512195125,4.034285156249999,0.3018265823666239,4292.758000000001,8360.104500000003,6211.94893512195,3034.941459260672,0.0003388063401115,0.010199943040257,1.866,3.1639999999999877,2.0302663414634066,0.1661437728658538,7.37487286108033
3,20.342431254191816,34.64100000000001,2.021197183098592,0.0380030905432595,413.094754527163,976865575.9605632,1273,1491,59.0,112.0,88.01413982717989,46.3773906040799,1.171249018067557,1.171249018067557,2.342498036135114,0.016260162601626,0.021881746745102,0.0084006084530348,1.9984289080911235,0.6810472876274586,1.3521607635976272,1.1173246662615124,0.3661508676133543,2.903578067297224,0.008407061086698,127.131,241.636,181.8692356637863,87.3863821063501,0.0118827864472579,0.0087696082369376,3.780081,7.546106000000001,4.907211503534957,1.3640567805893573,0.8014420920946604,1385.0130000000004,2481.2049999999995,2028.9918444619009,1092.2758879226014,0.0009257901994913,0.008996930925299,2169.4390000000003,4071.289,3173.250334249803,1631.321452070579,0.0006235488231097,0.0084006084530348,16.861999999999995,33.719,21.66084603299293,4.854715395218545,0.2323827618580441,4562.2305,8661.826000000014,6807.199160644151,3587.0793573073006,0.0002829067391521,0.0084006084530348,1.987000000000009,3.4650000000000034,2.089355066771392,0.1272304021105945,9.908847700097231
4,22.323163472378805,34.64100000000001,2.1355310033821877,0.0461854272829763,493.0641679819617,1494551674.4558065,1523,1774,64.0,111.0,87.48916611950098,45.20927900963155,1.164806303348654,1.164806303348654,2.329612606697308,0.009861932938856,0.0226575711886409,0.0054482922941018,1.998686802363756,0.5775488959686379,1.1512233353589127,0.898856941367278,0.3559511557368281,2.9448586387253832,0.005451534782613,107.867,214.65000000000003,158.31031385423506,83.15985646629032,0.012624169164146,0.0056934308923701,4.792994,9.580066,5.6916562298095865,1.5115526586065755,0.7292688643934448,1485.82,2508.0490000000004,2076.739931057124,1088.9235248079572,0.0009322470663875,0.0057918726960799,2396.2445,4237.7775,3397.763782009192,1770.04051153966,0.0005782258389862,0.0054483898637351,18.839,37.677,21.609586342744585,4.805897008031912,0.2367721448710382,5135.528999999997,8851.153500000004,7004.96859914642,3624.066681833444,0.0002826073654975,0.0054482922941018,2.8419999999999845,5.679999999999993,3.2530328299408926,0.2756818714015283,5.788875365871848
5,24.457595041322318,34.641000000000005,2.044106749311295,0.0407430550964187,533.9842417355371,1574467537.063981,1245,1452,56.0,107.0,80.10361445783133,40.99468484871964,1.166265060240964,1.166265060240964,2.332530120481928,0.0083132207026012,0.0247918255384962,0.0070340372335936,1.9983935742971888,0.5384948915921969,1.031164749325599,0.8096217670441032,0.3134753191116119,3.3478783899802447,0.0070535621128911,107.242,214.051,155.88281686746987,74.73964869122788,0.0138568387505407,0.0071793300115689,4.532284,9.017986999999998,5.519596948594377,1.2964235616808075,0.8621728398426604,1442.9489999999998,2687.166,2102.4534184738955,1111.7082584369657,0.0009100013869578,0.0072550619007967,2055.4345000000003,4040.997500000001,3019.0532883534142,1530.2377716331564,0.000664611488743,0.0070340403502605,18.562,37.093,22.170661847389557,3.883018024509613,0.301471037633477,4498.955000000001,8597.974500000004,6435.042706024096,3293.511236733435,0.0003085856166589,0.0070340372335936,1.1710000000000065,2.2260000000000417,1.3358489959839317,0.1864686320846013,5.868431513662163
6,23.677159590043924,34.641,2.1692672035139093,0.0449850497803806,496.01827598828703,1737955222.8469985,1177,1366,74.0,113.0,90.70093457943923,48.08597755159838,1.1605777400169923,1.1605777400169923,2.3211554800339846,0.0090780141843971,0.0210539430424087,0.0064296449793424,1.9983007646559048,0.7796015635878373,1.1975403079563354,1.008756951682677,0.3695943961319092,2.8757572640571856,0.0064345577345889,147.322,261.07,198.23679949022937,101.87250913483494,0.0101083396647045,0.0066640221409701,5.212736999999999,10.392483000000007,6.3844116202209005,1.8161460449936115,0.6212210957380069,1973.9190000000003,3056.2560000000017,2437.4599830076468,1304.4543778154427,0.0007735810380097,0.0065223595539193,2998.443499999999,4335.8195,3619.8191108751066,1881.7790371317603,0.000539427529621,0.0064296757224916,18.462000000000003,36.924,21.58406202209006,5.247245510608663,0.2212860683189474,5930.560500000002,9058.986500000005,7271.27498258284,3855.981260425152,0.0002625433445939,0.0064296449793424,1.0200000000000102,2.01100000000001,1.2338691588785038,0.2149786035059703,5.625393344892293
7,21.363237113402064,34.64100000000001,2.290345704467354,0.0465651443298969,449.8826006872852,1037505239.073471,1254,1455,58.0,107.0,84.36602870813397,44.58048880454055,1.1602870813397128,1.1602870813397128,2.3205741626794256,0.0119808306709265,0.0228198726400783,0.0100958264747715,1.9984051036682613,0.550224929166739,1.087538681194656,0.8522960965987065,0.346497692719812,3.0209328418734493,0.0101475441264621,115.025,226.65400000000005,170.6012480063796,88.4842898689079,0.0116879647582827,0.0102883834818062,3.959616000000001,7.916472999999999,4.887589512759171,1.5072346775305467,0.7288391075996608,1434.823,2556.331,2047.13574800638,1093.3512453696478,0.0009241530287355,0.0103787846559658,2355.0895,4245.02,3349.236351275917,1784.3132647037887,0.0005691096392069,0.0100958264747715,17.485000000000003,34.968,20.80354625199362,5.311918701018665,0.2178407965644549,4535.796000000001,8375.091000000002,6604.428520334927,3489.57538319898,0.0002915419701719,0.0100958264747715,7.405000000000001,12.018,7.679043062200955,0.2022087952232067,5.600725904046994
8,24.27558004158005,34.641000000000005,2.047733887733888,0.0452106133056133,517.0867519057518,1478241884.102495,1240,1443,54.0,103.0,82.57822580645161,43.32840349917988,1.163709677419355,1.163709677419355,2.32741935483871,0.011308562197092,0.0234343344325755,0.0084321822543358,1.9975806451612903,0.5568683204046228,1.0294403563258243,0.8371084274317815,0.3607132819920978,2.904172754720994,0.008444606980955,102.40600000000002,201.51,146.29163467741932,70.54877165377907,0.0148417408937898,0.0085854771559792,4.432892,8.860577,5.50314618548387,1.5434634353849337,0.6952827169700231,1352.905,2648.367,2136.64035,1127.7964465424784,0.000899576023238,0.0085702769498482,1927.2815000000005,3746.7729999999992,2973.178075806451,1573.2115673201604,0.0006457058627186,0.0084321822543358,18.066,36.117,22.494470161290323,4.712192001874558,0.2382319419485511,4279.013000000001,8152.026499999997,6537.522208467741,3429.484813108907,0.0002960684607869,0.0084321822543358,1.3880000000000052,2.6999999999999886,1.5780870967741916,0.2341766799447998,4.724350598442038
9,19.826991503267973,34.641000000000005,2.129925490196078,0.0285005248366013,435.6632823529412,619429370.6004574,1319,1530,58.0,106.0,85.2357846853677,44.98591727535345,1.159969673995451,1.159969673995451,2.319939347990902,0.0088585168311819,0.0226855234863372,0.0064453229072687,1.9969673995451096,0.6309923184176461,1.2275843152741976,0.96301819520689,0.357687030644483,2.9287746498121456,0.0064477828028103,126.89999999999998,240.46800000000005,172.2057793783169,84.4227388845875,0.0124518413959076,0.0065983094540851,3.300734999999999,6.5995209999999975,4.249261588324488,1.1283986167292313,0.963887940968538,1292.552,2164.5700000000006,1773.9913601213043,947.8582861240116,0.0010695124150232,0.0066115938509065,2243.024000000001,4080.3585,3270.261451478392,1734.639777503076,0.0005873134461676,0.0064453229072687,15.957999999999998,31.913,18.26194920394238,4.05128661180528,0.2791308234036122,4415.041499999999,8087.764999999999,6498.889474601971,3428.5242887274926,0.0002976481602074,0.0064453229072687,2.34099999999998,4.329999999999984,2.5537369219105432,0.325988670315154,3.770225313548175
