Unnamed: 0,SVR,set,MLR,RF,MLP
0,0.5026908932153876,train,0.5363015850304218,0.5155423434811722,0.5224608671661881
1,0.5478217463817717,test,0.5765841689840328,0.5975672857536294,0.5663661753888685
2,0.5526679460680007,test,0.5745341283376807,0.5680796250885546,0.5592498140798983
3,0.4421700608850449,train,0.5876485864654409,0.597974483161188,0.5470093153539684
4,0.5752066946622206,test,0.6087994441550105,0.6194019388050847,0.5960865734528757
5,0.6088676153298106,train,0.6147810257126712,0.6480062686780722,0.6055092875580688
6,0.6673930801487491,train,0.6228319348544984,0.6230572818991779,0.6401670161853462
7,0.6204120938928355,test,0.6137443293466164,0.5653234623761462,0.62755518174045
8,0.6738507899013285,test,0.5965429861550475,0.5191830924597202,0.6294032823738019
9,0.6597562977933679,test,0.5860386947989579,0.5752313842784171,0.6026303241684321
10,0.6120598309805473,test,0.5761666416424652,0.6015153640201903,0.6014963157819204
11,0.5707960841167421,train,0.5348172414823481,0.5108549521130921,0.514768720388103
12,0.6031617865383526,train,0.5725276696610498,0.6004472998522469,0.5839625193025844
13,0.2620623281350024,test,0.3209381976077193,0.4684376411357172,0.3432079149409061
14,0.6046499333225545,test,0.6389860170503883,0.643116420936512,0.6302594545012727
15,0.5876901133071101,test,0.5717899109925162,0.605370347575484,0.5651872480878766
16,0.6384103285311141,test,0.5858078992857626,0.5308557680406056,0.6265837801066065
17,0.4846593329908199,train,0.50143815651642,0.5181464798676301,0.4920303212547573
18,0.639774359431604,train,0.5706299431080423,0.5844063143002471,0.5810886529436561
19,0.5594130624317465,train,0.5511565500934871,0.47380316340306,0.5663633887904953
20,0.6541073259961475,train,0.6032963686916702,0.5812368965670142,0.5965212245184526
21,0.3988968682275033,train,0.4663537593942017,0.4583440904617334,0.4525340934724789
22,0.589480656013523,train,0.586360342120876,0.5324633998635396,0.5871405096707262
23,0.547180875480301,train,0.5431204661877725,0.5628604380133096,0.5320446803147548
24,0.5625387992005239,test,0.5842659612669975,0.5813009585339495,0.574299856093371
25,0.4207912561751582,train,0.5551889761460024,0.5238841418219069,0.4915590446490014
26,0.6497185897760066,train,0.6348237586577683,0.6261408054518252,0.6584808552542729
27,0.6151328852400514,test,0.5043521493549897,0.5403534073570342,0.5754722266264783
28,0.3649052443831135,train,0.4441092608348501,0.4596984142503655,0.43242225869236495
29,0.5193286249043044,train,0.5157435255972311,0.540177672940611,0.4620508939837707
30,0.5034035121411268,train,0.4574503947719266,0.4813701588673278,0.44805980776707904
31,0.5404088432357493,test,0.6042347700533612,0.6205616887381707,0.5546181726782929
32,0.4314982945125173,train,0.4963094067195463,0.4686290064913376,0.4353332330989237
33,0.4896902388801937,train,0.4809970314101116,0.4621483582336165,0.4749639663407851
34,0.3958756788438936,test,0.4788316781863182,0.4598072391893639,0.4205435555277976
35,0.6482606262295411,train,0.6209852556160821,0.585293725013705,0.6508468575517222
36,0.5456125682029102,train,0.5413786276528474,0.6028361842058466,0.5257492148629994
37,0.701321247808011,train,0.7100595545377791,0.6678546929586268,0.6950124822913808
38,0.5394225621643866,train,0.4797368350824976,0.4604195966797056,0.5225650064566124
39,0.6961958071859538,train,0.6542996239473949,0.6564555940206043,0.6632624557584257
40,0.5633443385121829,train,0.5671427990745156,0.5574841119247201,0.5608175687554826
41,0.6323134479048224,train,0.6252749159868767,0.5933275105295187,0.6400014239452322
42,0.4975697908431996,train,0.5325336937942852,0.5500048559717695,0.5364375804242942
43,0.6369006105363878,train,0.6214209304633374,0.5839730216663318,0.6032182091316506
44,0.6951101218350421,train,0.6819623700409359,0.663220826725856,0.6899404069056116
45,0.5701922605356179,train,0.5820113851723349,0.5867978387479541,0.5669745483577243
46,0.5831928631875062,train,0.50459743874854,0.4622094397494583,0.4748881058410873
47,0.5342380504610066,test,0.5206697958362261,0.4806053016695099,0.4953467134100226
48,0.6061904255669578,test,0.6011807706924289,0.606349269521026,0.5684001443163058
49,0.5602352674669472,test,0.6023582871044584,0.5555715762446658,0.5613768638769834
50,0.6888060896173154,train,0.6651980388574493,0.641052512915819,0.6823210583108854
51,0.4847041230006063,train,0.5266052609566103,0.5066451034093552,0.5218268387427565
52,0.4466309733180761,test,0.4825927090038428,0.5375634650189586,0.4685472222147726
53,0.6082208585445578,test,0.5276618950190499,0.5028374666727781,0.5310491132111791
54,0.7414958743995935,train,0.6265366863985503,0.5459008358885383,0.6493918203587339
55,0.7028677747290754,train,0.6658423513128535,0.6579594584661678,0.6964468227287817
56,0.6159524715036099,train,0.6916600056392299,0.6553963010876058,0.6841446657674373
57,0.5756922960027125,train,0.5828706379229606,0.6336499542797902,0.5723573662988181
58,0.5986782303244705,test,0.5473342316092644,0.4718152346252994,0.5324551907720989
59,0.6204116471765871,test,0.5125128713422091,0.5317835161802982,0.5642132679901791
60,0.468539778124104,test,0.48437809668062104,0.4682842975583648,0.4691962062186662
61,0.5728740167818483,train,0.6097937370447221,0.6328455384447963,0.5909286266894711
62,0.6853177436891243,train,0.5488862937158819,0.6000649486024211,0.5949565757436992
63,0.4248006066843469,train,0.4598830078773554,0.4577143459133126,0.3770780566474022
64,0.6685081797670714,train,0.6681202853290585,0.6432955415695858,0.6376339030822444
65,0.4757208628323045,train,0.4647252963314746,0.4715257265083644,0.43552898407028795
66,0.5872457724968768,test,0.5814288293350286,0.5905573206395026,0.5530839727057978
67,0.700092522388902,test,0.668718021259604,0.6288279127203741,0.6713437596118419
68,0.6571532963234928,train,0.6188747210643052,0.6377789570438686,0.6296943294491602
69,0.5630808849260148,train,0.5265597712960485,0.4973682452455461,0.5462518628891102
70,0.5646251155693797,train,0.5744202562929711,0.5880544402233816,0.554328099809169
71,0.4860249521485315,train,0.4478565717603823,0.4784934075442729,0.4526148768343525
