,R^2
0,3.7710434774851365e-10
1,7.235223531409929e-10
2,2.2332644622480302e-09
3,3.2872363719960163e-09
4,1.1612418582274131e-08
5,1.4902946654515858e-09
6,1.915203884372829e-09
7,4.932631969545298e-09
8,3.337071952103088e-09
9,5.323939844537051e-09
10,5.262321467469633e-09
11,5.515250256493687e-09
12,6.886047398957373e-09
13,9.757873398186234e-09
14,8.606276802325397e-10
15,1.0234775582596e-08
16,-2.240545748932732e-09
17,7.0639344373901736e-09
18,4.849032397835629e-09
19,3.626590361349713e-09
20,-4.010761389672268e-09
21,2.626519668424976e-09
22,9.129106026684042e-09
23,8.641987570001675e-09
24,2.399492160520822e-09
25,2.7783271239201213e-09
26,2.498379614301882e-09
27,5.959489901563586e-09
28,3.5837468548294282e-09
29,4.408958753643333e-09
