,RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_CORENESS,GRADIUS:FLOW,GDIAMETER:FLOW,AVG_ECCENTRICITY:FLOW,AVG_SHORTEST_PATH:FLOW,AVG_CLOSENESS:FLOW,AVG_BETWEENNESS:FLOW,GRADIUS:WALL,GDIAMETER:WALL,AVG_ECCENTRICITY:WALL,AVG_SHORTEST_PATH:WALL,AVG_CLOSENESS:WALL,AVG_BETWEENNESS:WALL,GRADIUS:SHEAR,GDIAMETER:SHEAR,AVG_ECCENTRICITY:SHEAR,AVG_SHORTEST_PATH:SHEAR,AVG_CLOSENESS:SHEAR,AVG_BETWEENNESS:SHEAR,GRADIUS:RADIUS,GDIAMETER:RADIUS,AVG_ECCENTRICITY:RADIUS,AVG_SHORTEST_PATH:RADIUS,AVG_CLOSENESS:RADIUS,AVG_BETWEENNESS:RADIUS,GRADIUS:PRESSURE_AVG,GDIAMETER:PRESSURE_AVG,AVG_ECCENTRICITY:PRESSURE_AVG,AVG_SHORTEST_PATH:PRESSURE_AVG,AVG_CLOSENESS:PRESSURE_AVG,AVG_BETWEENNESS:PRESSURE_AVG,GRADIUS:PRESSURE_DELTA,GDIAMETER:PRESSURE_DELTA,AVG_ECCENTRICITY:PRESSURE_DELTA,AVG_SHORTEST_PATH:PRESSURE_DELTA,AVG_CLOSENESS:PRESSURE_DELTA,GRADIUS:OXYGEN_AVG,GDIAMETER:OXYGEN_AVG,AVG_ECCENTRICITY:OXYGEN_AVG,AVG_SHORTEST_PATH:OXYGEN_AVG,AVG_CLOSENESS:OXYGEN_AVG,AVG_BETWEENNESS:OXYGEN_AVG,GRADIUS:OXYGEN_DELTA,GDIAMETER:OXYGEN_DELTA,AVG_ECCENTRICITY:OXYGEN_DELTA,AVG_SHORTEST_PATH:OXYGEN_DELTA,AVG_CLOSENESS:OXYGEN_DELTA
0,13.688487976539587,34.641000000000005,1.911123753665689,0.0472231859237536,317.7200439882698,466167339.75061584,1417,1705,59.0,110.0,84.53069865913902,43.41890940915199,1.2032462949894145,1.2032462949894145,2.4064925899788285,0.0101295641931684,0.0233220120919426,0.0061575085778604,1.998588567395907,29507284165.69999,58939896922.40002,40336939460.59872,15644212502.328136,6.73997717194202e-11,0.0076337727298208,106.05899999999995,207.94300000000007,156.3823683839097,74.65703676203809,0.013822221397915,0.0065713524180627,3.972162,7.844095999999999,5.632129727593506,2.465159231540732,0.4173445360056225,0.0076949348797749,873.2179999999998,1732.84,1274.6708962597038,631.0398882356677,0.0016146853062804,0.0063483461511481,2528.9210000000003,4335.0790000000015,3454.169564925899,1711.0952535754316,0.0005964111048528,0.0061594929690912,18.774,37.544,26.497388849682423,11.934030947852744,0.0861023682980979,4725.446999999996,8810.143,6770.194226534929,3477.4776694526568,0.0002911930914043,0.0061575085778604,0.1539999999999963,0.3049999999999926,0.1618390966831339,0.0029184518896888,525.9533074026338
1,12.168351540616248,34.641000000000005,1.8004425770308123,0.0374994831932773,278.72663795518207,225766002.40602243,1195,1428,62.0,109.0,85.76401673640167,44.10426329695899,1.194979079497908,1.194979079497908,2.389958158995816,0.0198379435596535,0.0228422259317594,0.0083521969189914,1.998326359832636,12796956759.799995,25591321398.20001,17313479745.44686,6912270178.088367,1.4780874112612172e-10,0.0112567411627833,106.772,190.352,142.07451548117152,71.32092828858387,0.0141943614009839,0.0089270132109985,3.0258499999999997,5.609237000000001,4.122757508786611,1.9401066189903453,0.5215441604863429,0.0112707130142523,789.733,1516.8170000000005,1132.0004711297072,562.2219303056426,0.0017984391869437,0.0086610792302673,2463.053000000001,4028.905000000001,3236.373752301255,1627.5293383935018,0.0006224431432564,0.0083534417725953,17.573,32.349999999999994,23.759389958159,11.19825786393614,0.0904028135342566,4730.597999999997,8316.7885,6543.765895815895,3365.127895753525,0.0002993769533329,0.0083521969189914,0.0250000000000056,0.0449999999999874,0.0273313807531309,0.0049906632184581,265.1651190269696
2,12.40124602026049,34.641000000000005,1.840717800289436,0.0391323400868306,271.5151193921852,256756961.05217075,1159,1382,55.0,109.0,80.07075064710958,38.95534981171608,1.192407247627265,1.192407247627265,2.38481449525453,0.0146931719965427,0.0263201377638352,0.0084892108257873,1.998274374460742,18097858180.800007,36161529909.0,23577759276.4799,8150937237.042547,1.3179271598200012e-10,0.010324625868175,114.88299999999998,229.64399999999995,166.03980845556512,71.72557979229894,0.0143353328244261,0.0089265747006652,3.073135,6.135973000000004,4.31476401553063,1.7774563630102191,0.5895010194156817,0.0104052493649303,780.1700000000002,1544.8190000000006,1117.5913399482313,513.7443288002145,0.0020005445314388,0.0087133041554003,2065.895,4094.305000000001,3115.0180582398625,1436.355225572639,0.0007206868687605,0.008489251396739,16.22,32.371,22.87135720448663,9.455122142398384,0.1108287558751798,4197.941000000002,8319.645500000026,6111.534709232104,2973.2986530583657,0.0003448396580103,0.0084892108257873,0.2819999999999965,0.414999999999992,0.2966160483175168,0.0045778580486752,310.29806839366114
3,12.996137491616366,34.64100000000001,1.9342696177062373,0.0396448651911468,274.9789885982562,292611569.0100604,1255,1491,67.0,116.0,92.87569721115538,48.08553092256175,1.1880478087649402,1.1880478087649402,2.3760956175298804,0.0175578611332801,0.0209702931891973,0.0084331030360496,1.998406374501992,29159356106.9,43305308100.90001,32217353181.275616,11801546252.764517,8.916261052443993e-11,0.0104878672372882,143.38100000000003,256.55400000000003,198.66649641434265,92.53131500664014,0.0111207767446745,0.0089140050801198,3.5625590000000003,6.405090000000001,4.903152698007968,2.3247410353126554,0.4397696667389541,0.0106631560823027,972.272,1707.7759999999998,1340.67832749004,683.0986275453205,0.0014815929510502,0.0086974983201895,2620.425,4351.340500000001,3591.5174984063747,1771.5407604592813,0.0005751547214542,0.0084331811319772,16.942,33.718999999999994,24.467125896414345,11.609085663089267,0.0877170943269924,5178.304999999999,8965.496500000005,7178.158809163344,3716.412685347919,0.000271328717614,0.0084331030360496,0.0379999999999967,0.0700000000000073,0.0449529880478173,0.0036125761705992,390.0896992095904
4,13.884693887775551,34.641,1.9011372745490984,0.0495130465931863,336.27987975951896,449173059.0517535,1674,1996,62.0,106.0,83.05794504181601,42.7679998800258,1.1923536439665472,1.1923536439665472,2.3847072879330944,0.011164274322169,0.0239326094281697,0.0047637359215205,1.998805256869773,35253815677.00001,70472632922.5,45190743009.45544,14050302029.301506,7.596032795025413e-11,0.0057937325600764,98.56899999999996,192.97099999999995,142.38098984468337,71.62789300229016,0.0145437659262726,0.0049892455794594,3.901145,7.800427000000002,5.3694696260454,2.335925024869655,0.4430364208606075,0.0058386060718749,873.6050000000001,1620.6100000000006,1213.8309462365592,610.8267048327468,0.0016806731453023,0.0048535662320639,2244.6785,4174.294000000002,3330.4970430107533,1700.4506744517803,0.0006031374961154,0.0047637359215205,18.84,37.677,25.678964755077654,11.44677153483429,0.0902764324741015,4970.248500000003,8497.7325,6658.660177718031,3428.68325202046,0.000298526069349,0.0047637359215205,0.2369999999999947,0.2669999999999817,0.25097610513739,0.0036679892394537,381.359088757811
5,13.85072936064556,34.641000000000005,1.923129112352576,0.0505204574798262,313.76499317194293,467608217.506766,1342,1611,53.0,103.0,77.4150521609538,39.80517241954144,1.200447093889717,1.200447093889717,2.400894187779434,0.0092039800995024,0.0255333279926716,0.0059464593700663,1.998509687034277,33544399723.0,65433680461.0,44292083334.55805,14921098301.139866,7.067079943019705e-11,0.0070311195699355,102.188,202.58500000000004,146.230760804769,71.4689625299091,0.0143208020421428,0.0061793088488881,3.868323,7.619642999999999,5.267452456780924,2.2384991784408075,0.4607242221632829,0.0070545519368354,833.3980000000001,1637.041,1178.500007451565,577.4260838264926,0.001765839228715,0.0060238939563709,2037.8020000000004,4029.3295000000007,3056.449475782414,1533.6076685098317,0.0006640911148279,0.0059464593700663,18.572999999999997,37.093,25.17425782414307,10.752353159719112,0.0956462787769537,4224.215500000001,8209.22,6170.06388263785,3172.523573692699,0.0003203631515305,0.0059464593700663,0.1029999999999944,0.1509999999999962,0.1324590163934432,0.0036024409570407,374.35448806764487
6,13.934907545887151,34.641000000000005,1.96625968728756,0.0466339680489462,311.4009197824609,479946223.257104,1234,1471,68.0,110.0,88.12641815235008,46.49193373477347,1.1920583468395465,1.1920583468395465,2.3841166936790925,0.0094696969696969,0.0217952124487457,0.0058782807225649,1.9983792544570504,55175163729.6,87549312495.00002,67322366066.01517,28393985530.718872,3.6175302838498247e-11,0.0069121704980404,153.81699999999998,256.39500000000004,204.34932414910855,99.33420895655796,0.0102813349233095,0.0061026038016922,5.000106000000001,8.340212000000001,6.0945745972447325,2.833305577244362,0.3644030533431474,0.0069738195078315,1118.1100000000008,1800.439,1424.1002366288494,734.163733804702,0.0013816650065025,0.0059724698809362,2919.597,4314.420500000001,3587.5337633711515,1784.806401263997,0.0005743692038607,0.0058782807225649,22.520999999999997,36.924,25.999504862236627,12.37604964502649,0.0834578319180127,5415.81150000001,8760.872500000029,7018.670658833077,3702.759574280233,0.0002736616967974,0.0058782807225649,0.0139999999999815,0.0269999999999868,0.0223897893030749,0.0022527311468341,619.6769674687708
7,13.599952318745917,34.641000000000005,2.067162638798171,0.0451112632266492,281.6274983670803,345794804.59477466,1296,1531,67.0,112.0,89.49614197530865,46.9721828971829,1.1813271604938271,1.1813271604938271,2.3626543209876543,0.0136527563111798,0.021477773630937,0.0089385251704932,1.998456790123457,24685192296.5,45668554773.700005,33253125703.49429,14565871926.032425,6.963907864323797e-11,0.010601850838842,137.861,246.41100000000003,185.78574459876543,93.88402303970632,0.0108101984765274,0.0091983032381023,3.754532,7.0120200000000015,5.220459993055556,2.53791892534439,0.3981284526606711,0.010525250723602,958.7170000000002,1738.0569999999998,1312.4397770061728,679.3021306794888,0.0014892203061014,0.0091095253640333,2556.1645,4276.399000000001,3452.3702326388884,1785.2527398511563,0.0005674262735671,0.0089398890500126,18.997000000000007,34.968,25.989764660493822,12.680652513227509,0.0796847287540354,5237.643499999996,8755.538499999993,6996.329959490733,3672.046513072,0.0002747401557841,0.0089385251704932,0.1110000000000042,0.1290000000000049,0.1141512345679158,0.0026253956337321,545.2874702603125
8,13.738338376891337,34.641000000000005,1.9821272352132049,0.0476055103163686,309.72413755158186,438028787.73012376,1214,1454,65.0,105.0,88.15980230642504,45.353798973503686,1.1976935749588138,1.1976935749588138,2.395387149917628,0.0123762376237623,0.022321711493564,0.0065192136890667,1.9975288303130148,53723335818.70001,90623834138.3,73597366462.60759,30882597084.50043,3.3384017228069706e-11,0.0078495822068628,146.504,242.60300000000004,197.64035420098847,99.46021068843709,0.0102566552296164,0.0067744332171937,4.453710999999999,8.097382000000001,6.095730294892916,2.8411734930170294,0.3579818937999303,0.0079228448934442,1091.0769999999998,1785.7920000000006,1420.8210971993412,711.8529682693395,0.0014258961063866,0.0066226573057351,2456.5199999999995,4052.228,3374.317725288304,1771.2280669348131,0.0005712353359652,0.0065193705720805,19.105000000000004,36.117,26.15482042833608,12.564232262787394,0.08079444309711,5136.611999999996,8297.498500000002,6966.808102965401,3584.0913658784343,0.0002824634017376,0.0065192136890667,0.1700000000000017,0.2560000000000002,0.1804365733113698,0.0030520785939261,442.2988977398151
9,12.262086034177962,34.64100000000001,1.8705804360636415,0.0355264348850913,276.79331467295225,198088567.0447849,1443,1697,79.0,115.0,97.24878724878724,49.59583834341116,1.176022176022176,1.176022176022176,2.352044352044352,0.0094841545223224,0.0204595199463268,0.0042298608221679,1.9972279972279967,24441942977.8,36611988171.100006,27792630157.373604,9093663854.546438,1.173861030386782e-10,0.0049188420936734,137.23600000000002,242.8900000000001,182.2716881496881,87.09071691546436,0.0117987547640447,0.0042822563759345,4.1338740000000005,5.919873000000002,4.532803151074151,2.175838133639559,0.4710198769015348,0.0049918993815829,1096.5569999999998,1575.5139999999997,1298.228573111573,635.9031474707386,0.0016113296776246,0.0042570576180596,2747.2389999999987,4283.090499999999,3604.342864171864,1876.8137224171792,0.000537395044531,0.0042298608221679,21.896,31.913,23.751442827442823,11.750709209796598,0.0865396820854794,6002.918499999996,8739.532000000001,7390.184266458768,3768.940842613869,0.0002692284900338,0.0042298608221679,0.0379999999999967,0.0759999999999934,0.0442279972279907,0.0051874917700133,277.54914076914525
