context,set,feature,response,timepoint,y_true,model,y_pred
C,train,diff,ACTIVITY,8,0.0909090909090908,SVR,0.16537528367486865
C,test,diff,ACTIVITY,8,0.368421052631579,SVR,0.1599929652728312
C,train,diff,ACTIVITY,8,-0.1094890510948904,SVR,0.048638632405982124
C,train,diff,ACTIVITY,8,0.4022988505747127,SVR,0.2806924998356716
C,train,diff,ACTIVITY,8,-0.2396694214876032,SVR,0.020831932477100332
C,test,diff,ACTIVITY,8,-0.1842105263157895,SVR,0.19103106262778333
C,train,diff,ACTIVITY,8,-0.0933333333333333,SVR,0.20047483516127595
C,train,diff,ACTIVITY,8,0.2307692307692308,SVR,0.1554830358329411
C,test,diff,ACTIVITY,8,0.0666666666666666,SVR,0.2252344044150231
C,train,diff,ACTIVITY,8,-0.1354838709677419,SVR,0.10114018285327077
C,train,diff,ACTIVITY,8,0.4074074074074074,SVR,0.3182918797832342
C,train,diff,ACTIVITY,8,0.0561797752808987,SVR,0.1311423673404482
C,train,diff,ACTIVITY,8,0.4081632653061224,SVR,0.328099423602766
C,train,diff,ACTIVITY,8,-0.0769230769230768,SVR,-0.0018282449330748183
C,train,diff,ACTIVITY,8,0.4782608695652173,SVR,0.4036474430439259
C,train,diff,ACTIVITY,8,0.303030303030303,SVR,0.2822294369909874
C,train,diff,ACTIVITY,8,0.5038759689922481,SVR,0.09772949276859176
C,train,diff,ACTIVITY,8,-0.1428571428571429,SVR,0.09970182493891593
C,train,diff,ACTIVITY,8,0.2903225806451612,SVR,0.20010896904292585
C,train,diff,ACTIVITY,8,0.1111111111111111,SVR,0.0777856238985416
C,train,diff,ACTIVITY,8,0.3333333333333332,SVR,0.1976445217803544
C,test,diff,ACTIVITY,8,0.0185185185185186,SVR,0.32916447410202004
C,test,diff,ACTIVITY,8,0.4230769230769231,SVR,0.09209735252348432
C,test,diff,ACTIVITY,8,0.3600000000000001,SVR,0.1981863130006352
C,train,diff,ACTIVITY,8,0.1304347826086955,SVR,0.05527919577978305
C,train,diff,ACTIVITY,8,0.3757961783439489,SVR,0.3324637704245419
C,test,diff,ACTIVITY,8,0.1666666666666667,SVR,0.11522705027457815
C,test,diff,ACTIVITY,8,0.4358974358974359,SVR,0.19400167284589254
C,train,diff,ACTIVITY,8,0.1472081218274112,SVR,0.21663262491559346
C,train,diff,ACTIVITY,8,0.1688311688311687,SVR,0.11788788576134253
C,train,diff,ACTIVITY,8,0.3661971830985915,SVR,0.1917839336670296
C,train,diff,ACTIVITY,8,0.55,SVR,0.06795333724745009
C,test,diff,ACTIVITY,8,-0.1844660194174757,SVR,0.21934160709936248
C,test,diff,ACTIVITY,8,0.2727272727272727,SVR,0.2479526000695085
C,test,diff,ACTIVITY,8,0.1028037383177569,SVR,0.1806759066484668
C,train,diff,ACTIVITY,8,0.3809523809523809,SVR,0.3060294743670694
C,train,diff,ACTIVITY,8,0.404040404040404,SVR,0.18476720324666565
C,train,diff,ACTIVITY,8,0.5533980582524272,SVR,0.15231070255746748
C,train,diff,ACTIVITY,8,-0.0077519379844961,SVR,0.12970703810375972
C,train,diff,ACTIVITY,8,0.3934426229508196,SVR,0.25246996078156264
C,test,diff,ACTIVITY,8,0.1932773109243697,SVR,0.07947131837094068
C,test,diff,ACTIVITY,8,-0.4,SVR,0.3293702256880934
C,train,diff,ACTIVITY,8,0.4814814814814814,SVR,0.4803994869102637
C,train,diff,ACTIVITY,8,0.0708661417322835,SVR,0.1458285293342353
C,train,diff,ACTIVITY,8,0.0,SVR,0.07487779134077938
C,train,diff,ACTIVITY,8,0.0515463917525773,SVR,0.12649861135819293
C,train,diff,ACTIVITY,8,0.290909090909091,SVR,0.2570929553422357
C,train,diff,ACTIVITY,8,-0.2967032967032966,SVR,0.10460483258842462
C,train,diff,ACTIVITY,8,-0.0128205128205127,SVR,0.06223544351476645
C,train,diff,ACTIVITY,8,-0.4583333333333333,SVR,0.008934961052733281
C,train,diff,ACTIVITY,8,-0.2452830188679244,SVR,0.02622636375968024
C,train,diff,ACTIVITY,8,0.0598290598290598,SVR,0.13499434227216078
C,train,diff,ACTIVITY,8,0.0975609756097561,SVR,0.2687154499389439
C,test,diff,ACTIVITY,8,0.3793103448275863,SVR,0.0948761801983334
C,train,diff,ACTIVITY,8,0.0691823899371069,SVR,0.14398351150459684
C,train,diff,ACTIVITY,8,-0.1297709923664122,SVR,0.07611579162390644
C,train,diff,ACTIVITY,8,-0.3,SVR,0.04619071922780274
C,train,diff,ACTIVITY,8,0.0,SVR,0.22043988478107648
C,train,diff,ACTIVITY,8,-0.1188811188811188,SVR,0.08381187127746786
C,train,diff,ACTIVITY,8,0.0178571428571427,SVR,0.28673658928468504
C,train,diff,ACTIVITY,8,0.0291262135922329,SVR,0.10413157245508796
C,test,diff,ACTIVITY,8,0.5698924731182795,SVR,0.3834239358890503
C,train,diff,ACTIVITY,8,-0.0973451327433628,SVR,-0.022254264302521976
C,train,diff,ACTIVITY,8,-0.0551181102362204,SVR,0.02005056890216092
C,train,diff,ACTIVITY,8,0.1964285714285714,SVR,0.12101824995954195
C,train,diff,ACTIVITY,8,-0.1900826446280992,SVR,0.36636549088661546
C,train,diff,ACTIVITY,8,-0.0377358490566037,SVR,0.10130591565610758
C,train,diff,ACTIVITY,8,-0.381578947368421,SVR,0.14371614844405425
C,train,diff,ACTIVITY,8,0.104,SVR,0.12577564232762892
C,test,diff,ACTIVITY,8,0.1372549019607842,SVR,0.3194827161699133
C,train,diff,ACTIVITY,8,0.3387096774193547,SVR,0.26373766708443364
C,test,diff,ACTIVITY,8,-0.0068027210884353,SVR,0.029432326481083907
C,test,diff,ACTIVITY,8,0.14893617021276598,SVR,0.13505711477407278
C,train,diff,ACTIVITY,8,-0.1937984496124031,SVR,-0.03082111441348045
C,train,diff,ACTIVITY,8,0.7840909090909092,SVR,0.7122336077377329
C,train,diff,ACTIVITY,8,0.776470588235294,SVR,0.6199269527362156
C,train,diff,ACTIVITY,8,0.8095238095238095,SVR,0.7343789550553204
C,train,diff,ACTIVITY,8,0.7241379310344827,SVR,0.698704108440257
C,train,diff,ACTIVITY,8,-0.3900709219858156,SVR,0.438633383483576
C,train,diff,ACTIVITY,8,0.4473684210526316,SVR,0.6968135459601056
C,test,diff,ACTIVITY,8,0.6233766233766234,SVR,0.7622500651186661
C,train,diff,ACTIVITY,8,0.972027972027972,SVR,0.8971266312083559
C,train,diff,ACTIVITY,8,0.7884615384615385,SVR,0.8638944860261313
C,test,diff,ACTIVITY,8,0.1666666666666667,SVR,0.1966416678765872
C,test,diff,ACTIVITY,8,0.9058823529411764,SVR,0.5733773592181586
C,train,diff,ACTIVITY,8,0.8860103626943006,SVR,0.8383933180694738
C,test,diff,ACTIVITY,8,0.8959537572254335,SVR,0.8177779575474202
C,train,diff,ACTIVITY,8,-0.0319148936170212,SVR,0.7908235803307064
C,train,diff,ACTIVITY,8,0.901840490797546,SVR,0.817805668218587
C,train,diff,ACTIVITY,8,0.3333333333333332,SVR,0.2583310766440379
C,test,diff,ACTIVITY,8,0.907514450867052,SVR,0.7228724401747341
C,test,diff,ACTIVITY,8,0.825,SVR,0.8715865218494065
C,train,diff,ACTIVITY,8,-0.1267605633802817,SVR,0.016197521796104286
C,train,diff,ACTIVITY,8,0.6242424242424243,SVR,0.6890484953518727
C,test,diff,ACTIVITY,8,0.087719298245614,SVR,0.2702898495376254
C,test,diff,ACTIVITY,8,0.8206896551724139,SVR,0.7013601350556888
C,train,diff,ACTIVITY,8,0.8036809815950919,SVR,0.7696562819729222
C,test,diff,ACTIVITY,8,-0.1376146788990825,SVR,0.6516809426831227
C,test,diff,ACTIVITY,8,0.7227722772277227,SVR,0.6749357459624885
C,test,diff,ACTIVITY,8,0.8404907975460123,SVR,0.8186712458208829
C,train,diff,ACTIVITY,8,0.541899441340782,SVR,0.6230676364610468
C,train,diff,ACTIVITY,8,0.6666666666666667,SVR,0.7915094662753157
C,train,diff,ACTIVITY,8,0.985611510791367,SVR,0.8773788055225131
C,train,diff,ACTIVITY,8,0.8600000000000001,SVR,0.7738646091491976
C,test,diff,ACTIVITY,8,0.826086956521739,SVR,0.5208485781754892
C,train,diff,ACTIVITY,8,0.7124999999999999,SVR,0.8275728049373268
C,train,diff,ACTIVITY,8,0.5391705069124424,SVR,0.5535523861951495
C,train,diff,ACTIVITY,8,0.0689655172413792,SVR,0.7988406984786385
C,train,diff,ACTIVITY,8,-0.6445783132530121,SVR,0.5245518968423685
C,test,diff,ACTIVITY,8,-0.1006711409395972,SVR,0.5991192804840075
C,train,diff,ACTIVITY,8,0.8297872340425532,SVR,0.7548996051856964
C,test,diff,ACTIVITY,8,0.8148148148148149,SVR,0.7478276338231574
C,train,diff,ACTIVITY,8,0.2479338842975207,SVR,0.6419415893302097
C,test,diff,ACTIVITY,8,-0.2132701421800947,SVR,0.4493964652470149
C,train,diff,ACTIVITY,8,0.5891891891891892,SVR,0.5564508447119373
C,train,diff,ACTIVITY,8,0.7430167597765363,SVR,0.671097601723402
C,train,diff,ACTIVITY,8,0.911764705882353,SVR,0.7241867571585068
C,train,diff,ACTIVITY,8,0.8072289156626506,SVR,0.4747220568629329
C,train,diff,ACTIVITY,8,0.7594936708860759,SVR,0.764992264127595
C,test,diff,ACTIVITY,8,0.7385620915032679,SVR,0.7049300332529913
C,train,diff,ACTIVITY,8,0.8012422360248448,SVR,0.739215385727533
C,train,diff,ACTIVITY,8,0.9661016949152544,SVR,0.7155063151726262
C,test,diff,ACTIVITY,8,0.018181818181818,SVR,0.8270280789002167
C,train,diff,ACTIVITY,8,0.9794871794871796,SVR,0.7670938310554687
C,test,diff,ACTIVITY,8,0.8879999999999999,SVR,0.7091926184203872
C,test,diff,ACTIVITY,8,0.6808510638297873,SVR,0.7825103907638269
C,train,diff,ACTIVITY,8,0.6551724137931034,SVR,0.6503397634090854
C,test,diff,ACTIVITY,8,-0.0344827586206896,SVR,0.26069661903726504
C,test,diff,ACTIVITY,8,0.3066666666666666,SVR,0.1765463064856818
C,test,diff,ACTIVITY,8,0.9649122807017544,SVR,0.6637627271428983
C,train,diff,ACTIVITY,8,1.0,SVR,0.8324610799341514
C,train,diff,ACTIVITY,8,0.7468354430379747,SVR,0.7737340971538647
C,test,diff,ACTIVITY,8,0.7888198757763976,SVR,0.589039943761931
C,train,diff,ACTIVITY,8,0.7964071856287425,SVR,0.8619684768516755
C,train,diff,ACTIVITY,8,0.6173913043478261,SVR,0.6336723533196351
C,train,diff,ACTIVITY,8,0.4399999999999999,SVR,0.3653706312185567
C,test,diff,ACTIVITY,8,0.96,SVR,0.8231247782901354
C,train,diff,ACTIVITY,8,0.838235294117647,SVR,0.5345647862775152
C,train,diff,ACTIVITY,8,0.8888888888888888,SVR,0.5943247217105098
C,train,diff,ACTIVITY,8,0.8475336322869955,SVR,0.7350299342254658
C,test,diff,ACTIVITY,8,0.8598726114649682,SVR,0.7729779999583453
C,test,diff,ACTIVITY,8,0.382716049382716,SVR,0.16960282045624647
C,test,diff,ACTIVITY,8,0.7579617834394905,SVR,0.781609488916986
C,train,diff,ACTIVITY,8,0.7246376811594204,SVR,0.7452548386696263
C,train,diff,ACTIVITY,8,0.7627118644067796,SVR,0.7549673087300328
C,train,diff,ACTIVITY,8,0.7530864197530864,SVR,0.6784935802069123
C,train,diff,ACTIVITY,8,0.064516129032258,SVR,0.24803100864986474
C,train,diff,ACTIVITY,8,0.8873239436619718,SVR,0.8123009894277231
C,train,diff,ACTIVITY,8,0.7681159420289856,SVR,0.7055184487556883
C,train,diff,ACTIVITY,8,0.0526315789473683,SVR,0.5396024576257985
C,train,diff,ACTIVITY,8,0.7086092715231789,SVR,0.633620834495531
C,test,diff,ACTIVITY,8,0.8518518518518519,SVR,0.485471054816735
C,train,diff,ACTIVITY,8,0.8784530386740332,SVR,0.9041755870150738
C,train,diff,ACTIVITY,8,-0.265625,SVR,0.23267929905509965
C,train,diff,ACTIVITY,8,0.8810810810810812,SVR,0.4389364182702433
C,train,diff,ACTIVITY,8,0.911764705882353,SVR,0.8634517643689288
C,train,diff,ACTIVITY,8,0.9161676646706588,SVR,0.7408589094435357
C,train,diff,ACTIVITY,8,0.9666666666666666,SVR,0.8373074508490137
C,train,diff,ACTIVITY,8,0.9012345679012346,SVR,0.8264593779554312
C,train,diff,ACTIVITY,8,0.8645833333333333,SVR,0.7673453673452375
C,train,diff,ACTIVITY,8,0.2105263157894736,SVR,0.25282921107567463
C,train,diff,ACTIVITY,8,0.2842105263157894,SVR,0.35899928404979586
C,train,diff,ACTIVITY,8,0.7583892617449663,SVR,0.7156833075381277
C,train,diff,ACTIVITY,8,1.0,SVR,0.7970020107467799
C,train,diff,ACTIVITY,8,0.8571428571428572,SVR,0.6393857788586909
C,train,diff,ACTIVITY,8,0.0612244897959184,SVR,0.5294884717661988
C,train,diff,ACTIVITY,8,0.7894736842105263,SVR,0.8643606260408059
C,train,diff,ACTIVITY,8,-0.0799999999999999,SVR,0.6622566963068596
C,test,diff,ACTIVITY,8,0.1578947368421053,SVR,0.28436784430180057
C,train,diff,ACTIVITY,8,0.8600000000000001,SVR,0.7156703238106759
C,train,diff,ACTIVITY,8,-0.4093959731543624,SVR,0.5162785705318493
C,train,diff,ACTIVITY,8,0.8675496688741722,SVR,0.5498877515008231
C,test,diff,ACTIVITY,8,0.5757575757575757,SVR,0.6147775209142152
C,train,diff,ACTIVITY,8,0.8095238095238095,SVR,0.4254952970967328
C,train,diff,ACTIVITY,8,0.4468085106382979,SVR,0.3715287378945351
C,train,diff,ACTIVITY,8,0.2655367231638419,SVR,0.7077255541503455
C,test,diff,ACTIVITY,8,0.6049382716049383,SVR,0.7549481358954251
C,test,diff,ACTIVITY,8,0.7422680412371134,SVR,0.4037636094403471
C,train,diff,ACTIVITY,8,-0.0769230769230768,SVR,0.05577488533938242
C,train,diff,ACTIVITY,8,0.0573248407643312,SVR,0.6266586731467183
C,train,diff,ACTIVITY,8,0.8378378378378379,SVR,0.7613376531509377
C,train,diff,ACTIVITY,8,0.8396624472573839,SVR,0.5305712820998113
C,train,diff,ACTIVITY,8,0.8994413407821229,SVR,0.8240965848731452
C,test,diff,ACTIVITY,8,0.849624060150376,SVR,0.3078285916833769
C,train,diff,ACTIVITY,8,0.7655172413793103,SVR,0.6901907744953919
C,test,diff,ACTIVITY,8,0.858974358974359,SVR,0.7171375054288133
C,train,diff,ACTIVITY,8,0.8756476683937824,SVR,0.7867492156601381
C,train,diff,ACTIVITY,8,0.7365269461077844,SVR,0.6650964466241405
C,train,diff,ACTIVITY,8,0.6464646464646464,SVR,0.8231175742663599
C,train,diff,ACTIVITY,8,0.6432432432432433,SVR,0.718282490537637
C,test,diff,ACTIVITY,8,0.1058823529411765,SVR,0.2502278479117906
C,test,diff,ACTIVITY,8,0.7197452229299364,SVR,0.594323418008522
C,train,diff,ACTIVITY,8,-0.0799999999999999,SVR,0.031266233253345016
C,train,diff,ACTIVITY,8,0.1,SVR,0.44768502926880505
C,train,diff,ACTIVITY,8,0.8631578947368421,SVR,0.5885710618805984
C,train,diff,ACTIVITY,8,0.8911564625850341,SVR,0.6109642566729112
C,train,diff,ACTIVITY,8,0.2238805970149253,SVR,0.1813125278912072
C,train,diff,ACTIVITY,8,0.7966101694915255,SVR,0.7790855978558948
C,train,diff,ACTIVITY,8,0.1443850267379678,SVR,0.4832205799284402
C,train,diff,ACTIVITY,8,0.2280701754385965,SVR,0.15334947485185615
C,train,diff,ACTIVITY,8,0.8265895953757225,SVR,0.6595521555071147
C,train,diff,ACTIVITY,8,0.1736526946107783,SVR,0.5114609098662902
C,train,diff,ACTIVITY,8,0.8139534883720929,SVR,0.7385674057465232
C,train,diff,ACTIVITY,8,0.1910112359550562,SVR,0.1164201612660346
C,train,diff,ACTIVITY,8,-0.2244897959183673,SVR,0.02649400814165354
C,train,diff,ACTIVITY,8,0.9148936170212768,SVR,0.7989350679059977
C,train,diff,ACTIVITY,8,-0.3164556962025316,SVR,0.7031820163862861
C,train,diff,ACTIVITY,8,0.7647058823529411,SVR,0.7734788382934745
C,test,diff,ACTIVITY,8,0.2954545454545454,SVR,0.11099243655859528
C,train,diff,ACTIVITY,8,-0.3692946058091286,SVR,0.720458267020014
C,train,diff,ACTIVITY,8,1.0,SVR,0.4463812212779342
C,test,diff,ACTIVITY,8,0.7222222222222223,SVR,0.7638772437990884
C,train,diff,ACTIVITY,8,0.9255319148936172,SVR,0.4617976766136152
C,train,diff,ACTIVITY,8,0.8045977011494252,SVR,0.6921153333937666
C,train,diff,ACTIVITY,8,0.9161676646706588,SVR,0.6995634534678328
C,train,diff,ACTIVITY,8,0.7635467980295567,SVR,0.6888046436842339
C,test,diff,ACTIVITY,8,-0.3481481481481481,SVR,0.6638525484998059
C,train,diff,ACTIVITY,8,0.5657142857142856,SVR,0.5834006151290156
C,test,diff,ACTIVITY,8,0.1777777777777778,SVR,0.6866818700073422
C,train,diff,ACTIVITY,8,0.8817733990147782,SVR,0.6993850613752793
C,train,diff,ACTIVITY,8,0.0291262135922329,SVR,0.12843245111867654
C,test,diff,ACTIVITY,8,0.8347107438016529,SVR,0.7898423314869907
C,test,diff,ACTIVITY,8,0.8588235294117648,SVR,0.8479204930917499
C,test,diff,ACTIVITY,8,0.6860465116279071,SVR,0.5748413219483297
C,train,diff,ACTIVITY,8,0.8698224852071006,SVR,0.7256653029277889
C,test,diff,ACTIVITY,8,0.2129032258064516,SVR,0.8812929557573339
C,train,diff,ACTIVITY,8,0.8815789473684209,SVR,0.701126497839361
C,test,diff,ACTIVITY,8,0.7028571428571428,SVR,0.6204018920036896
C,test,diff,ACTIVITY,8,-0.1039999999999999,SVR,0.6528327113098935
C,test,diff,ACTIVITY,8,0.0693069306930693,SVR,0.7251297100333427
C,train,diff,ACTIVITY,8,0.8974358974358974,SVR,0.5909705247972448
C,train,diff,ACTIVITY,8,0.7383177570093458,SVR,0.6633765154311628
C,train,diff,ACTIVITY,8,0.7860962566844921,SVR,0.5096682857842038
C,train,diff,ACTIVITY,8,0.6788321167883211,SVR,0.6931910154842641
C,train,diff,ACTIVITY,8,0.6588235294117648,SVR,0.5507610391829509
C,test,diff,ACTIVITY,8,-0.029940119760479,SVR,0.4718267445696258
C,test,diff,ACTIVITY,8,0.9190751445086704,SVR,0.6204633642744137
C,train,diff,ACTIVITY,8,0.2592592592592593,SVR,0.4975174811770018
C,train,diff,ACTIVITY,8,0.6595744680851063,SVR,0.6178384082784163
C,test,diff,ACTIVITY,8,0.7446808510638299,SVR,0.7580136237449003
C,train,diff,ACTIVITY,8,0.2592592592592593,SVR,0.4770771693873559
C,train,diff,ACTIVITY,8,0.6855345911949686,SVR,0.8485664943582667
C,train,diff,ACTIVITY,8,-0.0754716981132075,SVR,0.06743115470223315
C,train,diff,ACTIVITY,8,0.7988165680473374,SVR,0.6445478405316578
C,test,diff,ACTIVITY,8,-0.1846153846153846,SVR,0.6921215606213114
C,train,diff,ACTIVITY,8,-0.5625,SVR,-0.04319451615234365
C,train,diff,ACTIVITY,8,0.28125,SVR,0.20670779305244733
C,train,diff,ACTIVITY,8,0.8089887640449438,SVR,0.6160065459118742
C,train,diff,ACTIVITY,8,0.7730496453900708,SVR,0.5538055071621963
C,test,diff,ACTIVITY,8,0.7605633802816902,SVR,0.3445447341468145
C,train,diff,ACTIVITY,8,0.76,SVR,0.6957306226746921
C,train,diff,ACTIVITY,8,0.8431372549019607,SVR,0.6172146466130606
C,train,diff,ACTIVITY,8,0.8974358974358974,SVR,0.7333227111238608
C,test,diff,ACTIVITY,8,0.7976190476190477,SVR,0.4124596684417215
C,test,diff,ACTIVITY,8,0.5,SVR,0.2196355487705313
C,test,diff,ACTIVITY,8,0.1014492753623188,SVR,0.09936737766380446
C,train,diff,ACTIVITY,8,0.8814814814814815,SVR,0.7175909824263265
C,test,diff,ACTIVITY,8,0.7777777777777777,SVR,0.5735178943724625
C,train,diff,ACTIVITY,8,0.3809523809523809,SVR,0.3766771500677492
C,train,diff,ACTIVITY,8,0.9111111111111112,SVR,0.5032403447578857
C,train,diff,ACTIVITY,8,0.8543046357615893,SVR,0.6024699608704487
C,train,diff,ACTIVITY,8,0.3980582524271845,SVR,0.1894037148837428
C,train,diff,ACTIVITY,8,0.9634146341463414,SVR,0.7283192467803139
C,train,diff,ACTIVITY,8,0.8757062146892656,SVR,0.5840606994990005
C,train,diff,ACTIVITY,8,0.5853658536585367,SVR,0.4817274702232194
C,train,diff,ACTIVITY,8,0.2178770949720669,SVR,0.6073987422830919
C,train,diff,ACTIVITY,8,0.7707006369426752,SVR,0.7720716892338355
C,test,diff,ACTIVITY,8,0.1219512195121952,SVR,0.2671880332122641
C,train,diff,ACTIVITY,8,0.7419354838709677,SVR,0.7336793728950741
C,test,diff,ACTIVITY,8,0.3389830508474576,SVR,0.64166153920984
C,test,diff,ACTIVITY,8,0.8333333333333333,SVR,0.6521560895992045
C,train,diff,ACTIVITY,8,0.0704225352112675,SVR,0.2702472601268863
C,train,diff,ACTIVITY,8,0.0666666666666666,SVR,0.4584932826138718
C,test,diff,ACTIVITY,8,0.8500000000000001,SVR,0.4107942446083452
C,test,diff,ACTIVITY,8,0.0485436893203883,SVR,0.13255035853429187
C,train,diff,ACTIVITY,8,0.2641509433962263,SVR,0.1887886196748706
C,train,diff,ACTIVITY,8,0.2156862745098038,SVR,0.1403367062958969
C,test,diff,ACTIVITY,8,0.907514450867052,SVR,0.0717211162900522
C,train,diff,ACTIVITY,8,0.3057851239669422,SVR,0.16502541879735738
C,train,diff,ACTIVITY,8,0.2375,SVR,0.16868332613032044
C,test,diff,ACTIVITY,8,0.0654205607476634,SVR,0.15252769087582302
C,train,diff,ACTIVITY,8,0.3406593406593405,SVR,0.2405776297586894
C,train,diff,ACTIVITY,8,0.5172413793103448,SVR,0.18410649784147207
C,train,diff,ACTIVITY,8,0.4965986394557824,SVR,0.3667951585352112
C,test,diff,ACTIVITY,8,0.4333333333333333,SVR,0.18137743285951985
C,test,diff,ACTIVITY,8,0.5625,SVR,0.2700956810483006
C,train,diff,ACTIVITY,8,0.6723163841807909,SVR,0.3083814922390038
C,train,diff,ACTIVITY,8,0.3121019108280254,SVR,0.2370735618834422
C,train,diff,ACTIVITY,8,-0.1363636363636363,SVR,0.2093827906270508
C,test,diff,ACTIVITY,8,0.2513966480446927,SVR,0.11202728841752824
C,train,diff,ACTIVITY,8,0.1132075471698113,SVR,0.13377703132788482
C,test,diff,ACTIVITY,8,0.3703703703703704,SVR,0.14804574967049972
C,train,diff,ACTIVITY,8,0.3759999999999999,SVR,0.21795404719252887
C,test,diff,ACTIVITY,8,0.1717171717171717,SVR,0.065451239318774
C,test,diff,ACTIVITY,8,0.0,SVR,0.21498214711456964
C,train,diff,ACTIVITY,8,0.1604938271604938,SVR,0.27193555315050144
C,train,diff,ACTIVITY,8,0.0082644628099173,SVR,0.23129709677374324
C,train,diff,ACTIVITY,8,0.1902439024390243,SVR,0.3117475336391237
C,train,diff,ACTIVITY,8,0.1746031746031746,SVR,0.24932275195114145
C,test,diff,ACTIVITY,8,0.2941176470588236,SVR,0.30531454888234405
C,train,diff,ACTIVITY,8,0.0068965517241379,SVR,0.1959934578529917
C,test,diff,ACTIVITY,8,0.4370370370370371,SVR,0.17385366535738825
C,train,diff,ACTIVITY,8,0.2921348314606742,SVR,0.1840914637052616
C,train,diff,ACTIVITY,8,0.2079207920792078,SVR,0.1547264818883944
C,test,diff,ACTIVITY,8,0.5633802816901408,SVR,0.21837572802835944
C,test,diff,ACTIVITY,8,0.0384615384615385,SVR,0.2486933303323928
C,train,diff,ACTIVITY,8,-0.1489361702127659,SVR,0.020502819869485628
C,train,diff,ACTIVITY,8,0.3043478260869565,SVR,0.1367845851962769
C,train,diff,ACTIVITY,8,0.3402061855670102,SVR,0.18951653457946396
C,train,diff,ACTIVITY,8,0.2575757575757575,SVR,0.33228910259427075
C,train,diff,ACTIVITY,8,0.2125984251968504,SVR,0.13724933540676246
C,train,diff,ACTIVITY,8,-0.3235294117647058,SVR,0.218556272790837
C,test,diff,ACTIVITY,8,0.5272727272727273,SVR,0.3325209353226033
C,train,diff,ACTIVITY,8,-0.1282051282051282,SVR,0.11091298409810453
C,train,diff,ACTIVITY,8,0.2058823529411764,SVR,0.28064818734934033
C,train,diff,ACTIVITY,8,0.3706293706293706,SVR,0.14470559794033128
C,train,diff,ACTIVITY,8,0.6879432624113475,SVR,0.2583133367630751
C,train,diff,ACTIVITY,8,0.1923076923076923,SVR,0.1367296227994119
C,train,diff,ACTIVITY,8,-0.1809523809523809,SVR,0.1090913411743446
C,test,diff,ACTIVITY,8,0.1818181818181818,SVR,0.13388530683621258
C,train,diff,ACTIVITY,8,0.0962962962962963,SVR,0.1346984685126026
C,test,diff,ACTIVITY,8,0.1935483870967742,SVR,0.39340807851068
C,test,diff,ACTIVITY,8,0.1746031746031746,SVR,0.216365470517928
C,train,diff,ACTIVITY,8,-0.2283464566929134,SVR,0.19517074574560367
C,train,diff,ACTIVITY,8,-0.056910569105691,SVR,0.2928448412012524
C,test,diff,ACTIVITY,8,0.7526881720430108,SVR,0.2654314663307593
C,train,diff,ACTIVITY,8,0.4621848739495797,SVR,0.2025859385839262
C,train,diff,ACTIVITY,8,0.1363636363636364,SVR,0.07415479285409346
C,train,diff,ACTIVITY,8,0.034965034965035,SVR,0.11760034031708075
C,train,diff,ACTIVITY,8,0.0992366412213741,SVR,0.17410656815135678
C,train,diff,ACTIVITY,8,0.2804878048780488,SVR,0.2053709715240669
C,train,diff,ACTIVITY,8,0.5058823529411764,SVR,0.2831620820907006
C,test,diff,ACTIVITY,8,0.2222222222222223,SVR,0.2570465102261699
C,test,diff,ACTIVITY,8,0.3013698630136987,SVR,0.44702258336225903
