feature,timepoint,context,response,model,train_r2s,test_r2s,train_rmses,test_rmses,set,r2_mean,r2_se_lower,r2_se_upper,rmse_mean,rmse_se_lower,rmse_se_upper
topo,0,C,SYMMETRY,SVR,"[0.32799958102669313, 0.33882867345473244, 0.38324597506297253, 0.30827240435636516, 0.35026533920406433, 0.3151321389543875, 0.3142714824022216, 0.337806888207278, 0.3215880163290037, 0.3473848318824564]","[-0.07436785817931502, -0.030267094750223045, -0.1591685247229928, -0.002678253213670878, -0.11547568183712564, -0.06261530444596342, 0.030082802591537616, -0.1034053007086091, -0.07756936893636679, -0.16074781335900434]","[0.06456862724839281, 0.06596489266335713, 0.0657200431913082, 0.06777847050619998, 0.0666767975612901, 0.06829430573359106, 0.06620576821255793, 0.06674911129286143, 0.06849318185667676, 0.06740991664385615]","[0.09084869470422828, 0.08443235266826582, 0.0829885992765268, 0.08293968586000958, 0.08443788170052222, 0.08275390579219626, 0.0848169552723791, 0.08529717715487359, 0.08143187835502982, 0.08420010611561497]",TRAIN,0.33447953308801753,0.3277701574536332,0.3411889087224019,0.06678611149100915,0.06641677555165375,0.06715544743036454
topo,0,C,SYMMETRY,MLP,"[0.08771828693203088, 0.08821099906062624, 0.0037281434109924794, 0.08799455392056776, 0.18766689309878215, 0.08076445211857264, 0.06297636432354425, 0.024872100929627994, 0.08564091608335167, 0.034717305785338826]","[-0.03554040797728564, -0.027496931546324932, 0.00014354510529601683, -0.059856287754698645, -0.21046351032042754, -0.027230600283091766, -0.08146379364114753, -0.017924905166736727, -0.1087605050588385, 0.020272644229877956]","[0.07701316067888649, 0.07731504608528848, 0.08362966711999814, 0.07893519343315165, 0.0765185982392542, 0.0734163172460623, 0.07970664962928865, 0.0788553871067936, 0.07856005449929777, 0.08099004453585702]","[0.08626697420685737, 0.08512578346760515, 0.07729646023467636, 0.08244720587785016, 0.0810625368309869, 0.09427854535460964, 0.08372431164471678, 0.08712173460926527, 0.08498396510304879, 0.07980406382792575]",TRAIN,0.0744290015663435,0.0593618461490374,0.08949615698364959,0.07849401185738783,0.07767137377541208,0.07931664993936358
topo,1,C,ACTIVITY,MLR,"[0.371159731568268, 0.3234864606620744, 0.3750536235288514, 0.3937903867883028, 0.3728139537374431, 0.3480849147491015, 0.40424707690403017, 0.39557193736407614, 0.3701497146352044, 0.32913816438899834]","[0.2065590961681253, 0.3540930247259415, 0.14827423693309705, 0.1586140878390323, 0.12772879326477948, 0.268659415976355, 0.18981084156837857, 0.1934005449577133, 0.23483111810677992, 0.2957909757998619]","[0.28783664145415916, 0.30585455712363735, 0.29407765375897466, 0.29196133107879946, 0.2950075020668347, 0.29233714503421143, 0.2773808251143714, 0.2787755647519815, 0.29026243854740547, 0.29856927726617416]","[0.3300190881149361, 0.2803703368966481, 0.32216846066293003, 0.31251202218642377, 0.32455146692608, 0.3177259799383641, 0.3405224861233182, 0.3412788233438786, 0.31873000636626997, 0.30736994708537835]",TRAIN,0.36834959643263504,0.36015580293255595,0.37654338993271413,0.2912062936196549,0.2886543532388032,0.2937582340005066
topo,1,C,ACTIVITY,RF,"[0.4297789506244182, 0.3820402489521011, 0.3583281277869049, 0.3755951429160116, 0.3526923944467174, 0.40185199487891454, 0.4268335930852386, 0.3540021984675902, 0.37656494715350897, 0.3743578125434359]","[0.10209454930114592, 0.27276705429445147, 0.3178687162755428, 0.20885955608696027, 0.3306525208581428, 0.2113891001320194, 0.18449637262281315, 0.31813855623388965, 0.2764204844967385, 0.24304005680414065]","[0.2787439366298638, 0.28912354675647683, 0.2933844416309101, 0.2825654428191455, 0.2899372005385175, 0.2862080444074973, 0.2723614825881087, 0.2956435021814857, 0.2955834095534364, 0.28786560675763445]","[0.3361738100182062, 0.3064525068661745, 0.2980445837006135, 0.3382733039126618, 0.3081185087935001, 0.31435312131221443, 0.341345957724566, 0.29676025139320783, 0.2888496838585953, 0.32029268280822304]",TRAIN,0.3832045410854841,0.37483518716125097,0.3915738950097172,0.2871416613863077,0.28489316721618374,0.28939015555643166
topo,1,C,ACTIVITY,SVR,"[0.5097011588006899, 0.5405029373823891, 0.5112118900548959, 0.44983652833368537, 0.4831876193562502, 0.4576812806187185, 0.4819571259795209, 0.5062166161504698, 0.5314457055967956, 0.5010176962647107]","[0.20084488376133625, 0.10559387979255752, 0.22137286249324295, 0.2676987718360654, 0.27134491156188634, 0.3311923839149792, 0.2614626126353772, 0.19279671468128012, 0.1317028985232016, 0.25752012241641875]","[0.25728830267449476, 0.24558817308333206, 0.261891178602389, 0.26888847406800065, 0.25826261737216144, 0.26785586708879805, 0.26466958956069764, 0.2634956880182668, 0.25222967891025655, 0.26548305179701115]","[0.3216525600548678, 0.35180835463602583, 0.30230106596085826, 0.31706546140029224, 0.3236291843745799, 0.3016994128878415, 0.3087593545541634, 0.303883188931092, 0.3322283453809161, 0.29259043286668895]",TRAIN,0.4972758558538126,0.48848377927769204,0.5060679324299332,0.26056526211754083,0.2583660800719731,0.26276444416310857
topo,1,C,ACTIVITY,MLP,"[0.5250767255254771, 0.4801179072125462, 0.49085172333977456, 0.5287633211120183, 0.4604036258573986, 0.4791880172927261, 0.43509094904596723, 0.5429467415550489, 0.5119590311893543, 0.4465938562734134]","[0.22734013500148087, 0.15724951525343112, 0.2960816060588103, 0.11143545733553384, 0.377902545952166, 0.3625065857666755, 0.3359104232492305, 0.13193863866280686, 0.1985357596122903, 0.3715169882847198]","[0.2508533271717666, 0.25852978322629216, 0.26278758192157486, 0.24843956302723297, 0.27491785765444654, 0.2662435139647632, 0.26657653672218484, 0.25071705726066695, 0.25275016052025534, 0.2657471292269293]","[0.3236406801999262, 0.34896883169120707, 0.3005303248493148, 0.347114459716782, 0.2710155253600244, 0.2838272580632462, 0.31700013868315413, 0.3243032763579401, 0.3294651682222663, 0.30309959802247954]",TRAIN,0.4900991898403724,0.47914074444155086,0.5010576352391939,0.2597562510696113,0.2571044953995539,0.26240800673966874
topo,1,C,GROWTH,MLR,"[0.3584712129752623, 0.3488945167803381, 0.3820136637204322, 0.3602076939999963, 0.37802514060097114, 0.40722633430626753, 0.340778167595189, 0.3713177033326759, 0.35520123454061103, 0.3668468825895763]","[0.23097766694400224, 0.2408810232948403, 0.26612951424091313, 0.25730692117787635, 0.2013739768325462, 0.1444490903518918, 0.38051489254542303, 0.25526465496698714, 0.24287110631958786, 0.29515301025609586]","[0.17549837072420216, 0.17208795314261172, 0.173745454357277, 0.16968806491407112, 0.17232213035553529, 0.16677961464907906, 0.18085739627862082, 0.17046616271709986, 0.1709744725746609, 0.17453761443250762]","[0.18618201419585717, 0.19644697682728976, 0.17787631368063267, 0.19524545869833615, 0.19105882384659295, 0.20161260782984816, 0.15986138107777606, 0.19118250744298532, 0.197152538753785, 0.1768433480462153]",TRAIN,0.36689825504413204,0.361191098313753,0.37260541177451106,0.17269572341456654,0.1715492017711966,0.1738422450579365
topo,1,C,GROWTH,RF,"[0.4470243836527119, 0.44254967877742457, 0.47456165598269984, 0.4503065733921118, 0.43426179455441094, 0.46881759572472437, 0.4136926958549694, 0.48629685313094007, 0.4164860696148619, 0.4589430327658882]","[0.30079833913342047, 0.35508904608382796, 0.13616697841922765, 0.26245032956928993, 0.3207928698427496, 0.2736776053468626, 0.36341762592498883, 0.10700700288070386, 0.34647072652564104, 0.2764065861674375]","[0.1599826660929107, 0.16578415518357648, 0.16135589096272637, 0.15907869191387095, 0.16665564932650073, 0.15858500618503316, 0.1660403855077807, 0.15395792016204746, 0.16722627852303146, 0.16306068559673997]","[0.18535360530176354, 0.16454030134978062, 0.1885840787349695, 0.1906531019393086, 0.16925951031332395, 0.1839671124080814, 0.17208686988668473, 0.20898247477816176, 0.17154570946987038, 0.1750221944187414]",TRAIN,0.4492940333450744,0.44215023681413124,0.45643782987601755,0.16217273294542178,0.16086959797565753,0.16347586791518603
topo,1,C,GROWTH,SVR,"[0.4108225647129503, 0.3677849578518194, 0.3727992486340451, 0.4208028072686716, 0.44203765885168533, 0.37668368587609924, 0.3611180417606724, 0.36494511067098045, 0.3957347753869006, 0.37727914357806214]","[0.2893456694184068, 0.3112286531717804, 0.28405658793326216, 0.17692619524221198, 0.11071066329485724, 0.3354602330443438, 0.3661071667280368, 0.31866014813059207, 0.2791124182018999, 0.27530364910762284]","[0.16334906734320181, 0.1732605148858735, 0.17402807476619808, 0.16558122439056566, 0.16232351120475938, 0.17188212896883315, 0.173731967885675, 0.17286288864266933, 0.17205030692618578, 0.1712782460190139]","[0.1912101056162446, 0.17790499959916442, 0.17748139104297, 0.19600113248966766, 0.20415480099326894, 0.17446849423764083, 0.1717618508045059, 0.1781795938012349, 0.17546262073211435, 0.18473322216195]",TRAIN,0.38900079945918864,0.3808132191980056,0.3971883797203717,0.17003479310329755,0.16868929320411505,0.17138029300248006
topo,1,C,GROWTH,MLP,"[0.510776880422715, 0.4963715457845249, 0.5107714425776309, 0.5036474307028116, 0.5058629258647174, 0.4517815082023844, 0.5012259336641539, 0.5063523536531773, 0.510789227020984, 0.4994484211289294]","[0.17486267557386836, 0.15624298075989318, 0.13769992857273783, 0.17168141313022633, 0.16943699023917125, 0.2587431982413251, 0.2081593137335862, 0.1935841101727147, 0.21919322503393135, 0.17352498667538685]","[0.14702487982968448, 0.15826031388679826, 0.15300940845184777, 0.15013836056261073, 0.1590023872526418, 0.16067816783040928, 0.1524277204218087, 0.15579502035671425, 0.14986941524968156, 0.1545569476878738]","[0.2111510359250317, 0.18378015035958145, 0.19525690526096892, 0.20490807250568036, 0.176943875317383, 0.18692308584925907, 0.195593849899897, 0.1837089844529151, 0.19564752124485732, 0.1934690491306248]",TRAIN,0.4997027669022029,0.49443426151394787,0.5049712722904579,0.15407626215300707,0.1527521555354707,0.15540036877054345
topo,1,C,SYMMETRY,MLR,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.00944500025236672, -0.042561402624815114, -0.0357287472227783, -0.010797602148335583, -0.018702180564514226, -8.328184595685073e-05, -0.009811706036505052, -0.0052046547927495634, -6.883420866188317e-06, -0.0005781822250927604]","[0.08219544020382093, 0.08159634864434047, 0.08097658323743066, 0.08079500436695555, 0.08339152063583705, 0.08320208221720532, 0.08448615758076386, 0.08198931017341421, 0.08408908801478909, 0.0795172194334374]","[0.08131305615119745, 0.08310718319174955, 0.08444592336455058, 0.08455036672282104, 0.07851802231397594, 0.07877130153836692, 0.07562413560317646, 0.08174718305149038, 0.07654107268701046, 0.08720747682759539]",TRAIN,0.0,0.0,0.0,0.08222387545079947,0.081751750057901,0.08269600084369794
topo,1,C,SYMMETRY,RF,"[0.2421980284120001, 0.2669725973672752, 0.24948506055020903, 0.2600207976409289, 0.23674876043297577, 0.25081050994552545, 0.2522422348941733, 0.24694044432664486, 0.26144838065903797, 0.2377835385773156]","[0.014877444532867767, -0.04371906682906923, -0.014884363024470826, -0.0432476002456188, 0.03494968580690294, -0.012798956052026078, -0.0191610589678457, 0.021652617403035368, -0.05183089181707712, -0.00780640054634274]","[0.07063991597816448, 0.07044199438499835, 0.07068547970452616, 0.07311464188690504, 0.07068542714673534, 0.07091370608911132, 0.0671876601635326, 0.07023662211898113, 0.07118006124201703, 0.07492002874704538]","[0.08286688067484713, 0.08269781615312752, 0.08259029419324895, 0.0755966581409155, 0.08267453488162015, 0.08234243246821214, 0.09181330596177507, 0.08314642032979269, 0.08092902770806223, 0.07183800615791511]",TRAIN,0.25046503528060865,0.24743451236202427,0.25349555819919306,0.07100055374620168,0.07040361328020464,0.07159749421219871
topo,1,C,SYMMETRY,SVR,"[0.33134836240584986, 0.3318755049147101, 0.2890636781149021, 0.3244536262222928, 0.36647907503428256, 0.3021823976398158, 0.29350051438465197, 0.31690071828803, 0.30170848762707414, 0.32083281421308196]","[-0.10943269259470956, -0.040861733509297116, -0.06122768988355132, -0.08285426681737929, -0.2001943457389519, -0.06386749664635905, 0.013984117096586646, -0.014427102378687495, -0.050516144875712765, -0.08244487268542966]","[0.06838763036585764, 0.0691326110831685, 0.06963613686356494, 0.06700054350770464, 0.06251571883427573, 0.06508682061537834, 0.06822947176051669, 0.06609923322752163, 0.06730108972218422, 0.06874194220104175]","[0.08182253266189557, 0.0764852371428526, 0.0826827019846818, 0.08601995779878817, 0.09597598263378447, 0.09308267817650624, 0.08209283471223931, 0.08679523099160655, 0.08709534529611948, 0.08051945813311678]",TRAIN,0.31783451788446915,0.31096088472872685,0.32470815104021145,0.06721311981812142,0.0665636154106977,0.06786262422554513
topo,1,C,SYMMETRY,MLP,"[0.0026494825747093165, 0.03440787247193677, 0.012082288679076902, 0.011049679506783594, 0.04129498293668721, 0.008140870754740348, 0.029901785315700535, 0.03949383616595559, 0.014072114615855114, 0.035018477862061026]","[-0.004808715908342531, -0.00428275203232209, -0.019785908622578452, 0.0066117525918515385, -0.010677653743799365, -0.0005375767095296968, 0.022063241421090618, -0.030625436295262043, -0.004742976475320404, -0.058644444431208864]","[0.08072112896448082, 0.07878178951389915, 0.08149856841885197, 0.08118812706136175, 0.08133006637842978, 0.08220099515627607, 0.08133561708821306, 0.08283860195602209, 0.08404257320999031, 0.08450544041688922]","[0.08433520575644378, 0.08553315693700007, 0.08186892388155127, 0.08214801187209261, 0.0792307262667363, 0.08040262610549023, 0.07938730575975628, 0.07544551102867982, 0.07469914955446723, 0.07270256680031231]",TRAIN,0.02281113908835064,0.01844620455058397,0.02717607362611731,0.08184429081644143,0.08134686029200623,0.08234172134087663
topo,2,C,ACTIVITY,MLR,"[0.3506115977075013, 0.3796481387448647, 0.4070426775036985, 0.44988033998747845, 0.40463821944516487, 0.4408172426196293, 0.3589090142854533, 0.35615200563006333, 0.38918513042472913, 0.4240569695016324]","[0.31087162948184244, 0.2659167662673394, 0.19720905241466402, 0.08619925645055182, 0.1802250510082004, 0.11003128394803663, 0.3055264306739063, 0.22895934418723596, 0.2367543686865714, 0.10177010314685297]","[0.2918104105929794, 0.29137122859267345, 0.2780105038823828, 0.26911090973544743, 0.28421828138111654, 0.2734209993197003, 0.2877758336467424, 0.28955373932082523, 0.28141154691755343, 0.28703247550675687]","[0.3069117260581009, 0.3036775776119351, 0.33606435605406615, 0.3531758425809, 0.3219440089252572, 0.34384317886059435, 0.3122512581722963, 0.31315775454902317, 0.32787035209766885, 0.31612969405466684]",TRAIN,0.3960941335850216,0.38549560655802023,0.40669266061202297,0.2833715928896178,0.28104370225286673,0.2856994835263688
topo,2,C,ACTIVITY,RF,"[0.4022657476128283, 0.3904562874648614, 0.40293216010511745, 0.3505098213589398, 0.3579975053364781, 0.3698300065942627, 0.3803394792783634, 0.38309675270126453, 0.3714925566436995, 0.39173176225080664]","[0.17162128044737457, 0.23461674558280943, 0.17134691070352104, 0.30307705743360436, 0.3119025614744326, 0.2868859979824431, 0.178754668889185, 0.22304204902105806, 0.26966022461423367, 0.2275014004583178]","[0.2769590567957529, 0.2907554329958126, 0.2787706705394729, 0.29519407334113795, 0.2953570464878102, 0.2920069463390478, 0.29399574822269586, 0.28463073309121417, 0.2878642371851989, 0.28273495219640676]","[0.346138801639165, 0.30501785472365944, 0.3422967604216454, 0.3030210471739274, 0.296944217531397, 0.30372915177172644, 0.3115892018512649, 0.32695278131793487, 0.3165673350306137, 0.32411281105458256]",TRAIN,0.3800652079346621,0.3747662796980643,0.38536413617125986,0.28782688971945497,0.28579870765704896,0.289855071781861
topo,2,C,ACTIVITY,SVR,"[0.526511226089787, 0.5044413843319855, 0.5340674870886679, 0.5424586461680305, 0.5027468352588937, 0.5222062175038904, 0.5111400255370788, 0.4858987778005174, 0.5157439351696111, 0.49859438432421455]","[0.15420277801532822, 0.18385414319375482, 0.09816163876513817, 0.0559034308934091, 0.23073138560332684, 0.14683727174251093, 0.1799521095111677, 0.24795132434492284, 0.20767372340797186, 0.18249730634480466]","[0.2453986046042386, 0.24646185069049403, 0.249856998020043, 0.24036432115548803, 0.2606383950405975, 0.24818888951538975, 0.25769222552051935, 0.26070336972219105, 0.25174850202697197, 0.2603491443080544]","[0.3536022939717959, 0.3592319482946733, 0.3457150841816871, 0.3753950979312521, 0.311111521601999, 0.34782579188820273, 0.3204368966782295, 0.31934595759066176, 0.32837206765589877, 0.3253873898125247]",TRAIN,0.5143808919272677,0.5091931622941838,0.5195686215603516,0.2521402300603988,0.24994682557486958,0.25433363454592806
topo,2,C,ACTIVITY,MLP,"[0.5154493011638408, 0.4696037735024068, 0.5306007063779442, 0.5328703684456323, 0.4581450612618758, 0.5814117542347457, 0.48557511457478986, 0.4608101439844422, 0.49094277124148233, 0.5647137477100053]","[0.203085078320408, 0.298831806418444, 0.2186758793322684, 0.20712282226232326, 0.29101875509119757, 0.1399116315379969, 0.17912366306020722, 0.3305580888197983, 0.25956007606499965, 0.141619281078199]","[0.25768951199635454, 0.2620882231687404, 0.2543176596869374, 0.2525734212004055, 0.2663753186588736, 0.2385501942979713, 0.2610152921812795, 0.26947435910705225, 0.25744279479723037, 0.24871633207872873]","[0.3137195761911275, 0.31634117650701393, 0.3096602740327121, 0.3166726143216522, 0.3136774110846569, 0.33149960858905353, 0.3343068805084256, 0.2952153725298301, 0.3234184379917316, 0.31202028353856964]",TRAIN,0.5090122742497166,0.4960659236957329,0.5219586248037004,0.2568243107173574,0.25413788989722347,0.2595107315374913
