timepoint,set,model,context,response,feature,r2,r2_se,rmse,rmse_se,r2s
8,TEST,SVR,CH,GROWTH,naive,0.11067192565914712,0.018792282033372375,0.28966774204163626,0.007794440286915134,"[0.1823812765639834, 0.1635484286652873, 0.027793815823170864, 0.13438379368503606, 0.08944837033015718, 0.049726080641052994, 0.14874337955207328, 0.16407259882208958, 0.007401044263490086, 0.13922046824513035]"
8,TRAIN,MLP,CH,GROWTH,naive,0.2620272317125774,0.01283836034586613,0.27065440734563617,0.003973109720149754,"[0.33100821478026077, 0.23369907547005675, 0.29639897354129685, 0.28009853803052276, 0.2370796324505302, 0.20257753047298577, 0.22855747253982606, 0.3181999033462136, 0.2619506719516229, 0.23070230454245833]"
8,TEST,MLP,CH,GROWTH,naive,0.15791820857569794,0.01573280407332242,0.27937804466771565,0.010109696378627988,"[0.10590173213979182, 0.24859533789102484, 0.09217985344092805, 0.15273219728311105, 0.19649625942445104, 0.11470884101965217, 0.20024527382340462, 0.10744893240259856, 0.16084843385214964, 0.2000252244798677]"
8,TRAIN,MLR,CH,SYMMETRY,naive,0.09192091156406032,0.006420128786405353,0.11363372552565618,0.0006773504773051305,"[0.1145845666840345, 0.0864476631297264, 0.10871154258671101, 0.0670414296316838, 0.10113819939677993, 0.07114261989149562, 0.1324748627499348, 0.07471165382303624, 0.08055100943770432, 0.08240556830949652]"
8,TEST,MLR,CH,SYMMETRY,naive,0.041103200591229294,0.01574376650778395,0.11847648940858461,0.0016243632012819071,"[-0.02773857218557807, 0.05356767041427846, 0.002375593929227038, 0.08422396773171636, 0.0483568636964572, 0.1004786286855538, -0.05885951243126497, 0.05124755285001181, 0.0828013367372149, 0.07457847648467641]"
8,TRAIN,RF,CH,SYMMETRY,naive,0.15331769938742656,0.003443641381932296,0.1099085553550035,0.0006119671766126311,"[0.1678802932973703, 0.13611297774855569, 0.14250462203833292, 0.15660904061571213, 0.15524738273872918, 0.15408897900581686, 0.13743519733556686, 0.15247862963729308, 0.16580907281465773, 0.165010798642231]"
8,TEST,RF,CH,SYMMETRY,naive,0.10288923658375379,0.007625603302128965,0.1148175541736522,0.0013336230915337078,"[0.10284287945632264, 0.1211426376928566, 0.10313934295309457, 0.08838978505790707, 0.098096732904419, 0.10377695465081749, 0.16557151980349027, 0.08410084839882426, 0.08085317994766472, 0.08097848497214122]"
8,TRAIN,SVR,CH,SYMMETRY,naive,0.39183862809284886,0.006366124217545024,0.09343080246413057,0.0008187059475023455,"[0.39981189401231565, 0.42117643691476736, 0.4012330572591769, 0.38331114419859924, 0.41269610948930546, 0.3916547220065074, 0.40281871238966405, 0.34809974198713534, 0.3698938387499412, 0.3876906239210759]"
8,TEST,SVR,CH,SYMMETRY,naive,0.049167628850800824,0.02353495258417487,0.11634151091938641,0.0017503168372331405,"[0.025422808375582306, -0.14334126281221837, 0.08672966614629862, 0.14273286807625207, 0.025020526399385568, 0.11728302345728392, 0.07762235802314232, 0.08511760425009618, 0.03588820462433118, 0.03920049196785447]"
8,TRAIN,MLP,CH,SYMMETRY,naive,0.18531263733032782,0.024294929417979644,0.10747153092571163,0.002029302646225331,"[0.2084700283163078, 0.2129454251711551, 0.2593588588344423, 0.2254726171888094, 0.06838556448471933, 0.08406219401012704, 0.25527041910114245, 0.2550345736875469, 0.2233314897255695, 0.0607952027834584]"
8,TEST,MLP,CH,SYMMETRY,naive,0.06906339050606249,0.01053043107841079,0.11688275300920128,0.0022589860408932386,"[0.021075127732075316, 0.11411594497667177, 0.05875107157265369, 0.08672422981447159, 0.08024069061768979, 0.04722673646897657, 0.09834522435252224, 0.032187376584266625, 0.11735597759644756, 0.03461152534484968]"
8,TRAIN,MLR,CH,ACTIVITY,topo,0.0647013180908962,0.006796978945484126,0.24747557156083283,0.005395706230752866,"[0.049052594965367846, 0.07609124518865895, 0.07235565147356093, 0.03397674987292065, 0.08465527661701833, 0.062246497396570066, 0.06102492304155427, 0.09479260264188138, 0.0862582121955765, 0.02655942751585305]"
8,TEST,MLR,CH,ACTIVITY,topo,-0.011718186116193052,0.016849893120016893,0.224594809284893,0.01412025253218158,"[0.05599143326807654, 0.018804135753508477, -0.0042323549233034274, 0.03830943544786247, -0.009949371734455204, 0.03479831116623011, -0.07548405419274729, -0.0905255167744714, -0.09714967003771324, 0.012255790865082439]"
8,TRAIN,RF,CH,ACTIVITY,topo,0.04563929993632926,0.0026916262963894147,0.23562769354129207,0.007140935236612397,"[0.048044003357581855, 0.05062303938785151, 0.049906428442817674, 0.031853346840806984, 0.06487855119356889, 0.04478196164724002, 0.03742269392064579, 0.03962437673156194, 0.042509378111596385, 0.04674921972962154]"
8,TEST,RF,CH,ACTIVITY,topo,-0.007431376974293591,0.004722255251579471,0.2579301717093238,0.01695467633354426,"[-0.012802043572924138, -0.01002781138003317, -0.02358308369766271, -0.0012303032532612335, -0.026224927436763634, 0.013672395472442811, 0.01991626713810246, -0.0016349199330780717, -0.025178193328651233, -0.007221149751106992]"
8,TRAIN,SVR,CH,ACTIVITY,topo,0.025418925452021866,0.0048941067060087546,0.25829223258459805,0.0033811169497039275,"[0.026499456061637283, 0.05131733577413711, 0.03663143975671235, 0.0032354830107377275, 0.0523772398033866, 0.01512913083366696, 0.018487767604738803, 0.015821112896174272, 0.01626213386701658, 0.018428154912010997]"
8,TEST,SVR,CH,ACTIVITY,topo,-0.0031833754241174517,0.0017453824267262316,0.21356767574763355,0.009129497880389855,"[0.001966364323687686, -0.011208976413852989, -0.005645944488428256, -0.009997672216855547, -0.007933499273937272, 0.004424399014243741, 0.0028660911551035007, -0.0022724100417943482, 0.0024902706713910705, -0.006522376970732102]"
8,TRAIN,MLP,CH,ACTIVITY,topo,0.07207874782463669,0.016925069486722292,0.23008175921804117,0.005306316079108524,"[0.05437213333099633, 0.04262514611947055, 0.10699802864801078, 0.006859067792470808, 0.030625809911617785, 0.14728513772478213, 0.0994697330737071, 0.06730029526669012, 0.16515441431207534, 9.771206654596298e-05]"
8,TEST,MLP,CH,ACTIVITY,topo,-0.03222184522084924,0.022777454795748085,0.2652275903742732,0.013711259283903883,"[0.007308551208140224, 0.025869186225750407, -0.02192858954766197, 0.0006310681700859577, 0.01616317487761043, -0.14881044370963892, 0.018263222381528776, -0.013964358396724386, -0.19495905094470678, -0.010791212472876177]"
8,TRAIN,MLR,CH,GROWTH,topo,0.31823250598017,0.011914116340431663,0.2596606766096229,0.0028661204333041562,"[0.28684447220270615, 0.3075977975125005, 0.3627934906127471, 0.35828593742032144, 0.38322452746709235, 0.2583907510686889, 0.3248903961145403, 0.3199980324757201, 0.28395968735376953, 0.2963399675736139]"
8,TEST,MLR,CH,GROWTH,topo,0.179443714899312,0.029027150358623837,0.27864966528959584,0.007866325296609002,"[0.25366969434573494, 0.21964964343787374, 0.11749418131874434, 0.05526096713793638, 0.011787148712581574, 0.15670031712700783, 0.20574197250160386, 0.20003343186802935, 0.336913369188906, 0.23718642335470186]"
8,TRAIN,RF,CH,GROWTH,topo,0.24769896974558842,0.00933955906133789,0.2632919021958867,0.0027377613988484087,"[0.23708721106687447, 0.2736802237753896, 0.20888404181666398, 0.24062284896043984, 0.2474871983799336, 0.23730596133297133, 0.31916856407601546, 0.22829981709293712, 0.2612828198524786, 0.22317101110217985]"
8,TEST,RF,CH,GROWTH,topo,0.15726746223410623,0.011438618138538659,0.30399245912988393,0.007490703982674687,"[0.1726278172938276, 0.15019410928284527, 0.14204940858070325, 0.19801508031288373, 0.20214676918734642, 0.15627702303722324, 0.07863256912321681, 0.18808892084275497, 0.11671911466543472, 0.16792381001482626]"
8,TRAIN,SVR,CH,GROWTH,topo,0.3409211823875481,0.012490571958942761,0.2585875792682375,0.0034741581141777924,"[0.28462027476980944, 0.3294608666490235, 0.33699594638606645, 0.42747850730522174, 0.3480382625686972, 0.3214032333254234, 0.38802909804598174, 0.3496774924958941, 0.32524216168386766, 0.2982659806454957]"
8,TEST,SVR,CH,GROWTH,topo,0.14604666600572,0.033460167690152254,0.27385542488603853,0.007946662697963847,"[0.2572677677509686, 0.18303111677570127, 0.22042126278781804, -0.04210247192363359, -0.028800102364835656, 0.20656940050140304, 0.12020546589800729, 0.09970843707360111, 0.15621859105662284, 0.2879471925015473]"
8,TRAIN,MLP,CH,GROWTH,topo,0.4247776292566082,0.01946947266574666,0.23860629499872502,0.0035797064878560084,"[0.4184882684685004, 0.3672701784665252, 0.511467380797655, 0.4369399491828503, 0.2773434500675198, 0.44964471082561797, 0.4415459794788632, 0.4863129664451201, 0.41470247866512555, 0.4440609301683047]"
8,TEST,MLP,CH,GROWTH,topo,0.10035526723326305,0.035529948189156765,0.2904141886855379,0.005618051132675614,"[0.2552857668889882, 0.10065194159296698, -0.06638448261551533, 0.0980351179317912, 0.29300356566409447, 0.03542932861091552, -0.039263371020144655, 0.03486618256396501, 0.19673511131210253, 0.09519351140346666]"
8,TRAIN,MLR,CH,SYMMETRY,topo,0.16532936597764164,0.0047537043009681776,0.10842821640492044,0.0006796990869776478,"[0.16382273611214515, 0.1926521280405773, 0.16870284565879767, 0.17975084964948163, 0.16908616213890693, 0.14015652368819298, 0.17859058140766948, 0.1519442152147813, 0.1590494897896373, 0.14953812807622657]"
8,TEST,MLR,CH,SYMMETRY,topo,0.10673524962820916,0.009408153200985748,0.11571202411252653,0.0017083993238766971,"[0.07313986572332576, 0.05931114934751158, 0.09773811264995613, 0.10639353470696389, 0.10418765555250975, 0.1552061257345948, 0.08247166756388902, 0.12567140557600953, 0.11098633440484562, 0.1522466450224853]"
8,TRAIN,RF,CH,SYMMETRY,topo,0.2812207711013584,0.0035119319085044707,0.1025119014361563,0.0008307351672865792,"[0.2747658888502592, 0.2789207612653847, 0.2868653614050274, 0.2790643875048159, 0.28971652314522456, 0.2757703081021873, 0.29021529544815716, 0.2638239942929137, 0.2690965120112443, 0.30396867898836955]"
8,TEST,RF,CH,SYMMETRY,topo,0.07676625621240937,0.013504555878535522,0.11278877361221289,0.0020611255524760203,"[0.12380851061632947, 0.08547423173058233, 0.04170568500714433, 0.07681841883314144, -0.0032079833150897574, 0.12693076397846648, 0.06535343783158454, 0.12840282181940288, 0.09671978018647176, 0.025656895436060312]"
8,TRAIN,SVR,CH,SYMMETRY,topo,0.34384064410298815,0.007487053621895327,0.09691601268780278,0.0009093151511370677,"[0.3525322526792687, 0.33938664679208363, 0.31695036672155064, 0.3327696496556256, 0.2975908039718843, 0.3639085114230389, 0.3353812941945301, 0.3582235380850336, 0.35691527986723526, 0.38474809763963047]"
8,TEST,SVR,CH,SYMMETRY,topo,0.07987115860909932,0.012473304018342369,0.11546549408936287,0.0017657267488617196,"[0.05488072520467546, 0.09119607001266472, 0.09603598088028842, 0.10031600310185385, 0.1725552955604449, 0.05667034077066069, 0.08357891658391758, 0.036289950720526654, 0.08277980097129167, 0.024408502284669287]"
8,TRAIN,MLP,CH,SYMMETRY,topo,0.31913155942956867,0.014948548828646513,0.09850183536735911,0.0010313900434769205,"[0.23635595240343876, 0.34617594588779765, 0.2894446900872397, 0.2651275060334358, 0.4057950380322415, 0.2903350128455955, 0.33476925222719134, 0.3575886849861065, 0.31666547383188437, 0.34905803796075563]"
8,TEST,MLP,CH,SYMMETRY,topo,0.05176361545758797,0.02754681098280264,0.11767358431281631,0.001760115029980458,"[0.12037193541966285, -0.09378398921511666, 0.126170604989563, 0.08083299359120832, -0.016964073014347436, 0.07470611750992273, 0.10463232351052076, -0.05501341037048957, 0.19199467412966453, -0.015311021974708794]"
8,TRAIN,MLR,CH,ACTIVITY,spatial,0.06398097519917281,0.012109210138750201,0.23625557180660137,0.006909561558782344,"[0.04069652518208111, 0.026081739086750932, 0.0758926639242552, 0.11448998170583324, 0.025726638969139293, 0.012584877702279784, 0.06558135394519593, 0.05223097893900275, 0.09218148703068962, 0.1343435055065002]"
8,TEST,MLR,CH,ACTIVITY,spatial,-0.04083221365500829,0.03619903614222124,0.24970646039595507,0.017531948235938493,"[0.009487813656197441, -0.015863089378298056, 0.008909094616050384, -0.12480204250999316, 0.029331398716865853, 0.007382069558264259, 0.029954859476400975, 0.021067531962420283, -0.014271332008374493, -0.35951844063961635]"
8,TRAIN,RF,CH,ACTIVITY,spatial,0.18970923874475373,0.007373615607170013,0.2246285990855484,0.0036242550896006405,"[0.1931361891621156, 0.17404451466723336, 0.13522400729981465, 0.20884766364979546, 0.19771071546210184, 0.21659259104689144, 0.19171478289966648, 0.1919974852255869, 0.17139948081327683, 0.2164249572210547]"
8,TEST,RF,CH,ACTIVITY,spatial,-0.0319528230073455,0.027400345814761445,0.24634081858956658,0.009465518151748672,"[-0.05893818508039805, 0.031508211596954716, 0.1144137969969301, -0.0011220299817287227, -0.2459310133411472, -0.041782077307986, -0.006949906722708787, -0.012628228274540243, -0.03352191746069222, -0.06457688049813859]"
8,TRAIN,SVR,CH,ACTIVITY,spatial,0.029391103800838335,0.005876321704172785,0.24428302625845255,0.007306877359805081,"[0.014038653493230191, 0.045324159788004414, 0.01816599487148507, 0.0687104284889567, 0.013183543213557636, 0.030880870849947395, 0.032527589888861064, 0.01472627771511359, 0.008191828632190146, 0.04816169106703716]"
8,TEST,SVR,CH,ACTIVITY,spatial,-0.007325044846183404,0.006883090632888883,0.2417034962244858,0.016668519371192375,"[-0.0018752443623768489, -0.011965841708265756, 0.006265618553420005, -0.0005079132559311361, -0.0691639980832639, 0.009855217946640571, -0.001644580355841807, 0.007221135843878068, -0.012314064922868129, 0.0008792218827748943]"
8,TRAIN,MLP,CH,ACTIVITY,spatial,0.09105825647658403,0.021817599781680908,0.23387455874625088,0.0034070284647678274,"[0.10315706662262347, 0.051912453615672316, 0.0001853425956109822, 0.13586571092692457, 0.07520433235905788, 0.038561858342610056, 0.19741294916452667, 0.10350726966852752, 9.85868154473879e-05, 0.20467699465483946]"
8,TEST,MLP,CH,ACTIVITY,spatial,-0.03356384892023887,0.04160671071749257,0.2514030628205143,0.01198655780688135,"[0.015922218841553204, 0.03899341221645747, -0.005039509849818602, -0.004787625662505013, 0.042490875104126635, 0.016684191123991554, -0.40227731145530177, 0.07808918693590461, -0.0037682100926106354, -0.11194571636418615]"
8,TRAIN,MLR,CH,GROWTH,spatial,0.4662644136827339,0.0070725142167288235,0.22558504802455176,0.002809262312185802,"[0.410904733045535, 0.45727338864945777, 0.48890286619740797, 0.47633481882449125, 0.476399904473531, 0.45471195416862764, 0.4551082580210618, 0.4877527726030858, 0.46862899777755107, 0.48662644306658975]"
8,TEST,MLR,CH,GROWTH,spatial,0.31882898841594376,0.015194190133936166,0.26332780760695595,0.006348856767376245,"[0.39826562567567314, 0.33771798147475407, 0.2281043858243358, 0.3436769021660797, 0.3160993487127566, 0.37028673766749653, 0.280651327741533, 0.26114100203542756, 0.32283189549587743, 0.3295146773655042]"
8,TRAIN,RF,CH,GROWTH,spatial,0.5465353969157847,0.005487020298994958,0.2121607659012105,0.001058992013146939,"[0.5563268101963708, 0.5458921156528836, 0.5600867600681803, 0.5536072172891586, 0.5421628766978458, 0.5625744960831573, 0.5469765880545068, 0.5124969261704932, 0.517968770190543, 0.5672614087547064]"
8,TEST,RF,CH,GROWTH,spatial,0.1940311291046989,0.015030853291183024,0.2744486355690076,0.005424103171425621,"[0.1715417488327925, 0.29499044399413854, 0.17885324560346472, 0.18118030036133448, 0.19925711538169533, 0.13846107266288732, 0.22594832018666355, 0.22414370732786648, 0.21054861980713724, 0.11538671688900903]"
8,TRAIN,SVR,CH,GROWTH,spatial,0.45455771205875156,0.009271230386777829,0.23378563622741738,0.002415085576418327,"[0.4214065309567371, 0.47843673296119926, 0.4439987387890558, 0.45893320212283517, 0.44578602896006136, 0.40594895634592, 0.4902136381865171, 0.4602914581940347, 0.5060392251076145, 0.4345226089635402]"
8,TEST,SVR,CH,GROWTH,spatial,0.23671133497531996,0.028618674567223428,0.26460085678348033,0.006240574810382211,"[0.3418656768943622, 0.15703552541386445, 0.27838481751004596, 0.13371188657545108, 0.05368007807174213, 0.30606080881263054, 0.2294707094605939, 0.3125067694969488, 0.2283824286632118, 0.32601464885434883]"
8,TRAIN,MLP,CH,GROWTH,spatial,0.508443566081367,0.006353002516404318,0.21811217048424894,0.0028463406213209367,"[0.5138609105562568, 0.5154899425118925, 0.505497595227111, 0.4846868102852985, 0.5107594909796115, 0.5221979169851448, 0.552942983648887, 0.48292723830680306, 0.4849681564884437, 0.5111046158242205]"
8,TEST,MLP,CH,GROWTH,spatial,0.3326248560636874,0.027351612123694365,0.25534921143956407,0.007741737982466021,"[0.31372509247666114, 0.2886045390420334, 0.4071189841103675, 0.4210111202822484, 0.32314423228582956, 0.2565669048155895, 0.13452657139544832, 0.3668917401194075, 0.4364939181487615, 0.37816545796052714]"
8,TRAIN,MLR,CH,SYMMETRY,spatial,0.3683464753686815,0.00865459427797615,0.09534526377657956,0.00043286555753851747,"[0.35537781400468216, 0.392559060118577, 0.3681102502171385, 0.3480662149709798, 0.37560774525317364, 0.341787526897973, 0.42975040960463073, 0.3393348412342889, 0.344676607237691, 0.38819428414768]"
8,TEST,MLR,CH,SYMMETRY,spatial,0.06252335627780212,0.05844925790138241,0.11480663472330957,0.0027106201580642023,"[-0.030742222519658746, 0.055507779701131854, -0.36287935930015935, 0.21296184364186677, 0.14271137929736555, 0.1909618402502148, -0.1467098338516173, 0.23804677658318318, 0.23919040525957203, 0.08618495371612245]"
8,TRAIN,RF,CH,SYMMETRY,spatial,0.22638238436440788,0.007390959771125946,0.10514707931249194,0.0009130919272545045,"[0.23299406539224032, 0.232914051398873, 0.2220829290976014, 0.22007568670190147, 0.21817218987830356, 0.26195356462368014, 0.26496695545865523, 0.2105765860112644, 0.17931647869447076, 0.22077133638708857]"
8,TEST,RF,CH,SYMMETRY,spatial,0.06306994123260971,0.014498160019263908,0.11685820371760616,0.0020611220964249274,"[0.053737305852812556, 0.022598633397626244, 0.1039722170039874, 0.036983005483098186, 0.11640454815428736, 0.033888857291140106, -0.023837603516316808, 0.06793913169558163, 0.13554155285474467, 0.08347176410913582]"
8,TRAIN,SVR,CH,SYMMETRY,spatial,0.380454048989294,0.010068690182279932,0.09512450943756172,0.0007496647753354686,"[0.39871524802417924, 0.41518015265100194, 0.4132539401191294, 0.3358227460131402, 0.4060751021712844, 0.3543034536999976, 0.3425095871687528, 0.37852834696548043, 0.41713418133830926, 0.3430177317416653]"
8,TEST,SVR,CH,SYMMETRY,spatial,-0.0863065052216915,0.071281441083122,0.12174206975724614,0.0033782301650843497,"[0.059835488047273566, -0.5498989123223816, -0.013834021934296281, -0.18977512750043135, -0.004532291059596405, -0.39039313793728647, 0.22777670056732968, 0.006890466833145981, -0.13876597118529221, 0.12963175427462015]"
8,TRAIN,MLP,CH,SYMMETRY,spatial,0.3460444642376048,0.0050155380579173766,0.09669662856867266,0.0006672221881642451,"[0.3719801289157212, 0.3565494381041574, 0.3483935958924208, 0.3372545558306509, 0.33894507825745857, 0.34618801698866586, 0.3260234374174268, 0.3731515940216681, 0.3287662771718063, 0.3331925197760722]"
8,TEST,MLP,CH,SYMMETRY,spatial,0.09570282333543756,0.0441716472361469,0.11428566147145787,0.0028428896932165743,"[-0.31005593513591356, 0.11611350076169569, 0.13886442281386036, 0.13410469773077938, 0.17512472973752602, 0.08394693223180472, 0.19221938713087638, 0.08951901988116528, 0.18069052016007536, 0.15650095804250597]"
