timepoint,set,model,context,response,feature,r2,r2_se,rmse,rmse_se,r2s
8,TEST,MLP,C,GROWTH,naive,-0.03255587568401985,0.007597805359432751,0.10206512389400871,0.0021179393364962077,"[-0.05005778382888737, -0.04406594189186652, -0.021774590184541642, -0.01914464833602092, -0.00962347550301268, -0.03491115429789482, -0.05141275907839682, -0.005411922744076758, -0.005050553860227236, -0.08410592711527376]"
8,TRAIN,MLR,C,SYMMETRY,naive,0.0,0.0,0.07364745653922358,0.0004469437490279394,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,TEST,MLR,C,SYMMETRY,naive,-0.011534345676113732,0.005408966831802779,0.07308348699704098,0.001017147560602262,"[-0.004435684222374725, -0.00045542922225427773, -0.011607293517576833, -0.060586512247380986, -0.007531995801622449, -0.006934738734353907, -0.01748621060346167, -0.0042502333454941255, -0.0010382586926303006, -0.0010171003739880558]"
8,TRAIN,RF,C,SYMMETRY,naive,0.06713376297198984,0.004572791676364146,0.07148750249504378,0.0006668238461242089,"[0.04252275559416774, 0.06576690423879461, 0.09583838323773863, 0.05651051509961125, 0.06468525306044659, 0.07383246658418507, 0.052333879655477755, 0.07192449141598678, 0.06500122857797086, 0.08292175225551901]"
8,TEST,RF,C,SYMMETRY,naive,0.004191058567975403,0.007150657073938024,0.07167814847917375,0.0014057082348070866,"[0.011673231256821404, 0.007867589334890512, -0.04474454330776578, 0.04091523254675111, 0.012261051779003052, 0.0058968595279670355, 0.015275485936854016, -0.005861316303277908, 0.021231540981111574, -0.022604546072600984]"
8,TRAIN,SVR,C,SYMMETRY,naive,-0.015285826986618156,0.003447563502826377,0.07392138308150563,0.00042701614025055407,"[-0.008121009386734324, -0.036577233072857096, -0.006365789846831671, -0.00394347707182896, -0.012995892331000292, -0.019714322053691946, -0.006317583480860867, -0.007774145918141961, -0.03274686125862947, -0.018301955445604978]"
8,TEST,SVR,C,SYMMETRY,naive,-0.021165038167253215,0.009297058708313618,0.07421494637707104,0.0010586574848136876,"[-0.009286107139546473, -0.10586355408479764, -0.014978743793008231, -0.025381035395147356, -0.0018846871662090425, -0.024555978495566233, -0.015377628632502915, -0.009988801093151478, -0.004293896246771345, -3.9949625831425806e-05]"
8,TRAIN,MLP,C,SYMMETRY,naive,0.01704144370978985,0.004695001847704062,0.07285691929868424,0.0005361506091734252,"[0.02375584949507048, 0.011168277251898062, 0.048975885635426875, 0.013609606287602216, 0.03364590095522313, -0.00023798503530825244, 0.007771600798605727, 0.02488226270580507, 0.00389112430725147, 0.002951914696323721]"
8,TEST,MLP,C,SYMMETRY,naive,-0.025205923070268345,0.006327406887488856,0.07419017379711457,0.001039192655964326,"[-0.0451818447595842, -0.016024971840662428, -0.06538132001986385, -0.02691919838577217, -0.019640354335888954, -0.04898611091926819, -0.00946942888337765, -0.005548389723446512, -0.0028451963690825366, -0.012062415465736942]"
8,TRAIN,MLR,C,ACTIVITY,topo,0.0007125522425669994,0.00037955733926147626,0.1433567900913775,0.0013113446350082113,"[0.002706113910789787, 0.00020612282775156476, 0.0008334073775907447, 0.0, 0.0, 0.0, 0.003379878309537898, 0.0, 0.0, 0.0]"
8,TEST,MLR,C,ACTIVITY,topo,-0.0025254834278430225,0.001033790287920801,0.14062227273685907,0.0031249836374275335,"[-0.001968547140841048, -0.0006501109058549837, -0.0013270465461932002, -8.965460998267005e-06, -1.4272101643397761e-05, -0.003509871220612748, -0.007976115337161582, -0.009410472267343595, -0.00030268294253588124, -8.675035524552399e-05]"
8,TRAIN,RF,C,ACTIVITY,topo,-1.1102230246251566e-17,3.9875402970830296e-17,0.1423666801755164,0.002454860744415202,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, 0.0]"
8,TEST,RF,C,ACTIVITY,topo,-0.010519682412336607,0.004021852915589619,0.1420108727213742,0.005844681810170178,"[-0.024458087521495475, -0.008565989739417912, -0.0037614058250377003, -0.0027459275977836928, -0.0003960427453306714, -1.6146785155157772e-05, -3.305619984583785e-05, -0.03133502332602056, -0.0015354089974815022, -0.03234973538579755]"
8,TRAIN,SVR,C,ACTIVITY,topo,0.005794830167549348,0.004146116988327467,0.1331580514549055,0.0022119066032058898,"[0.01772407024296052, 0.01789985801043137, 0.008010586895963234, 0.00438843057195637, -0.010010967109577162, -0.014012615258445216, 0.019696507306936173, 0.021981056038059776, 0.004481221349936226, -0.012209846372727817]"
8,TEST,SVR,C,ACTIVITY,topo,-0.06989746661201313,0.006897164765080871,0.16594421250617325,0.004265390619835836,"[-0.07578735803942283, -0.08369999269047779, -0.09407791522642195, -0.05555038300885062, -0.0368806297033446, -0.047090794201057884, -0.10159179773757532, -0.08748763659622472, -0.07503174167187843, -0.04177641724487713]"
8,TRAIN,MLP,C,ACTIVITY,topo,-1.6771013278349401e-06,3.55535009954917e-06,0.14405969851990091,0.002653339507629206,"[3.2926654625065055e-08, 2.7984115010482036e-05, -3.1751530757961888e-06, -1.7238225675120233e-05, -2.5461433088569407e-06, -6.000827641017281e-06, 1.0804600234504136e-06, -1.1965314320461218e-05, -1.291697411476278e-06, -3.651153534178775e-06]"
8,TEST,MLP,C,ACTIVITY,topo,-0.00909262315848396,0.003991747061803823,0.13757854818877782,0.006349846861745676,"[-0.04032186289295958, -0.001199398325358203, -8.784780288983995e-06, -0.02500896079776771, -0.009465402316884752, -0.007438057582645596, -0.004282887733353391, -0.00040676616813684063, -0.0016119774858676106, -0.0011821335015769208]"
8,TRAIN,MLR,C,GROWTH,topo,0.0,0.0,0.10122948247441248,0.0008704298041616567,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,TEST,MLR,C,GROWTH,topo,-0.014322285100300447,0.007305219904053613,0.09803628822790342,0.00206259898891334,"[-0.05636498436388493, -0.0009144049813540889, -0.00012046320511616138, -0.0002966057439508507, -0.00563801039840417, -0.06361484395184336, -0.008878747040816481, -0.00014396938813576732, -7.636328120508296e-06, -0.007243185601378155]"
8,TRAIN,RF,C,GROWTH,topo,0.07009142202846189,0.0037359512413930184,0.09594765916785705,0.001163505933050003,"[0.05722026705644112, 0.08371799606318531, 0.07584616056835014, 0.060796268871571746, 0.07669046533868973, 0.06202309215499646, 0.06350367163398274, 0.07177350203347777, 0.09375071426512427, 0.05559208229879953]"
8,TEST,RF,C,GROWTH,topo,-0.02675818965248671,0.008365826264178883,0.10279544532508447,0.0026422485125198116,"[-0.0025185259811026928, -0.028064760598762284, -0.07435627768642683, -0.006802371130095519, -0.043811408526670315, 0.002124072556498824, -0.012707723810791105, 0.0021374927820483336, -0.064732361813445, -0.0388500323161205]"
8,TRAIN,SVR,C,GROWTH,topo,0.21695424267364044,0.004497395950605048,0.08968913978312257,0.001075824998609671,"[0.22174971862305504, 0.22932470235487268, 0.24933690469089298, 0.19816881974652045, 0.21026694646684496, 0.21872873117385716, 0.2117318353723484, 0.20618575642836712, 0.2221585099587563, 0.20189050192088887]"
8,TEST,SVR,C,GROWTH,topo,-0.08804942437503545,0.015347843470993449,0.10092156003789159,0.002564070378624026,"[-0.06589457304385826, -0.06636463460820607, -0.17281953672567418, -0.0705032982160847, -0.16648203006985152, -0.13866566210376852, -0.06565926133737365, -0.03295838927801431, -0.055145340555966094, -0.04600151781155715]"
8,TRAIN,MLP,C,GROWTH,topo,0.0007660941555464706,0.00042384368486935434,0.09974191081273545,0.0011310518763877687,"[0.0002847042564277924, -0.00011590671208838721, -3.0718294614207053e-05, 0.00015464540588427944, 0.00020392165672156182, 0.0003318365530572409, 0.0014296453577528068, 0.0045559338121726745, -2.5603125724193987e-05, 0.0008724826458751389]"
8,TEST,MLP,C,GROWTH,topo,-0.009126755078274628,0.0025852380343845834,0.10124709310274485,0.0025279337291072806,"[-0.010969660415491633, -0.008273775250275284, -0.005351983230587942, -0.0012839472160903753, -0.01979641771125573, -0.0010465635048741984, -7.207400201947323e-05, -0.011332483895848622, -0.026857841218707712, -0.006282804337595316]"
8,TRAIN,MLR,C,SYMMETRY,topo,0.030351423199768246,0.003273722574638216,0.07319721180136389,0.0004336504604624118,"[0.023972193522592278, 0.02017260637470142, 0.024453961477561514, 0.02670927240155707, 0.024702727420790604, 0.055449955209857515, 0.031228627286976063, 0.04053845203535833, 0.03532779513418305, 0.020958641134104616]"
8,TEST,MLR,C,SYMMETRY,topo,-0.005500942198647862,0.0036045123367977805,0.07127294733248143,0.000931429536466737,"[-0.0010831538865208046, 0.012609231192607262, 0.007075277304764427, -0.02110016037955198, -0.005117004335654762, -0.015403017396912633, 0.002184100869615957, -0.0009784787444715448, -0.024543343498839576, -0.00865287311151497]"
8,TRAIN,RF,C,SYMMETRY,topo,0.10843853131740397,0.0040390622166496274,0.06906159712285385,0.0005435629129697839,"[0.12017535926046419, 0.11475063318647705, 0.12172735548456981, 0.0898793582868267, 0.11425606143002309, 0.11561942788341606, 0.08192939465601734, 0.117142617093271, 0.10014613723700228, 0.10875896865597223]"
8,TEST,RF,C,SYMMETRY,topo,0.00472293406126284,0.008065971263225606,0.07382918869390691,0.0011626048713737791,"[0.007989135555911187, 0.013277036765632744, 0.01612375279718381, 0.02966315780587092, -0.05581727322075736, -0.0042549302839387515, 0.027909246389874798, -0.023682832209608762, 0.007362149308078658, 0.028659897704381154]"
8,TRAIN,SVR,C,SYMMETRY,topo,-0.009456114241723124,0.0022757822060409743,0.07367421112074438,0.0006421143581925797,"[-0.023382633196161073, -0.0025688057467398995, -0.008942140387273367, -0.0003057012416969318, -0.009159606746293125, -0.009438633566024812, -0.0012540564591827508, -0.01721653860682215, -0.016588949787095908, -0.005704076679941217]"
8,TEST,SVR,C,SYMMETRY,topo,-0.009977220181694313,0.005826244755480272,0.07367789656995641,0.0015282216926743926,"[-0.0017877429308326143, -0.002132778896384746, -0.007284649898260387, -0.0009140778499141522, -0.06283545214255004, -0.00618513411259225, -6.492805093039067e-05, -3.003751173835667e-05, -5.070334529744258e-05, -0.01848669707844275]"
8,TRAIN,MLP,C,SYMMETRY,topo,0.05862124902430517,0.0059596103213613505,0.07154077551444207,0.0006033510868041523,"[0.046134732960280256, 0.07565800992632732, 0.015748482471178327, 0.08167050363318706, 0.0740457127259122, 0.06977927578463339, 0.05046366670700364, 0.07146154047079378, 0.04793426669191514, 0.053316298871820544]"
8,TEST,MLP,C,SYMMETRY,topo,0.011849768824892748,0.009149167760792824,0.07193629996384523,0.0015902316380700383,"[0.032703295748459094, 0.010076691994742704, 0.03882908172335964, -0.029728432962357054, -0.010860340907775212, 0.011260896210937066, 0.04024577069569968, -0.03751113124703864, 0.05325650189386133, 0.01022535509903888]"
8,TRAIN,MLR,C,ACTIVITY,spatial,0.0004534103447456195,0.0002997811811329882,0.1427430228968733,0.0015412825517195008,"[0.0, 0.0, 0.0, 0.002884966777459308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016491366699968868]"
8,TEST,MLR,C,ACTIVITY,spatial,-0.009394207898964413,0.005124497799240701,0.14201220454378732,0.003746365888910313,"[-0.009219866667556698, -0.006874698400468615, -0.0015581007026013172, -0.0020975367534656897, -0.057048076408042325, -0.003672170759868809, -0.0004896642071234858, -1.8430911217226509e-06, -0.00940682412820415, -0.0035732978711913166]"
8,TRAIN,RF,C,ACTIVITY,spatial,-1.5821363271650845e-05,5.455395632865454e-06,0.14301211035751038,0.002877118841754959,"[-4.392107339379336e-06, -2.5440928793640794e-05, -1.4644241149275317e-05, -1.4040172517937322e-06, -1.0318840321099643e-05, -9.711281030444496e-07, -1.633839573500495e-05, -4.173893748404822e-07, -6.044192424714545e-05, -2.38446604012843e-05]"
8,TEST,RF,C,ACTIVITY,spatial,-0.01379858760091075,0.007630581350196913,0.1401930002822523,0.0062516853522697775,"[-0.0008766393958954399, -0.0012457442963691445, -0.002731797314727169, -0.07622249447317841, -0.011194861396080391, -0.001153601828754569, -0.04216156657369052, -0.0013575650901460623, -0.000135609817118576, -0.0009059958231472098]"
8,TRAIN,SVR,C,ACTIVITY,spatial,0.15467694171395058,0.005098741069104353,0.13073330516051151,0.0022997683304311727,"[0.18466512148639624, 0.1506854270593988, 0.1646308770007887, 0.1476781983700094, 0.1759599393525848, 0.1459959035725954, 0.13309932763509424, 0.16071254253691192, 0.15083003628905256, 0.13251204383667348]"
8,TEST,SVR,C,ACTIVITY,spatial,-0.08101673376099847,0.011168226501388715,0.14793914411671297,0.005963702521086862,"[-0.12363857206138684, -0.10462898106330054, -0.08036230622947738, -0.059182444358087505, -0.08209008260738004, -0.09425169770269526, -0.02822378811780135, -0.14465698967462304, -0.0357394755572058, -0.05739300023802696]"
8,TRAIN,MLP,C,ACTIVITY,spatial,0.0003290152715154537,0.00014492572244241604,0.13999710189493575,0.0012823663764733387,"[0.0009624647664057129, 0.00019486860148687501, 3.067024898995019e-05, 1.54046610227887e-05, -7.402756003749289e-07, 2.631137296948971e-05, 0.0013944588581544792, 3.4935071540065366e-06, 0.00017003195113662883, 0.0004931890234349812]"
8,TEST,MLP,C,ACTIVITY,spatial,-0.003303022533993738,0.0013888477536478626,0.14841487668932268,0.0029180216835608566,"[0.0009123186538458894, -7.95656643723941e-05, -0.0009396013945905946, -0.009336302305599009, -2.58210090597899e-06, -0.01216292381685058, -0.0017631191512430533, -0.0014968757786160136, -0.00044006255610762324, -0.007721511225498023]"
8,TRAIN,MLR,C,GROWTH,spatial,0.0,0.0,0.10075384503288805,0.00090930023951277,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,TEST,MLR,C,GROWTH,spatial,-0.006715137865819032,0.001873380264113908,0.0990791254864776,0.0021256739098886807,"[-6.342526592817421e-08, -0.0041952644310654374, -0.01499169623671559, -0.01824246911169758, -0.006234476819904078, -0.0003850868004404706, -0.009772784726089334, -0.00858703455875931, -0.00046860760238431887, -0.004273894945868273]"
8,TRAIN,RF,C,GROWTH,spatial,0.10580527005637683,0.011699368847742057,0.09550636190488436,0.0011523007413465883,"[0.12892128110476808, 0.10589390865026982, 0.1555496668394647, 0.06801595093475743, 0.07048373656079421, 0.1353345273175699, 0.06269971223261961, 0.15366824145251012, 0.05410302273511325, 0.1233826527359011]"
8,TEST,RF,C,GROWTH,spatial,-0.023046230493059004,0.004471444305989277,0.09929665189814257,0.0020047637042262755,"[-0.003348936576610395, -0.03007247572043581, -0.019666318678947636, -0.016656155041254506, -0.010901673601753537, -0.016327717580332912, -0.040047526723714366, -0.03326226135459631, -0.009785502807451385, -0.0503937368454932]"
8,TRAIN,SVR,C,GROWTH,spatial,0.25864386279435386,0.005895677357812871,0.08483961943870837,0.0013618020202655016,"[0.2478281628617799, 0.2530328132854778, 0.2486452855472565, 0.2569418572309352, 0.26032069277094905, 0.23156767712264725, 0.3066444632936187, 0.26306269679187066, 0.2682650471462211, 0.2501299318927829]"
8,TEST,SVR,C,GROWTH,spatial,-0.09289421493963441,0.01715037488756885,0.10788096015106677,0.0027288678009867277,"[-0.03921415559246144, -0.0005341912015457417, -0.14873859365434483, -0.16050093581275826, -0.11060623274819403, -0.17105405621948688, -0.09265261204994446, -0.102287732242621, -0.06588297311499347, -0.037470666759994]"
8,TRAIN,MLP,C,GROWTH,spatial,0.0158626795229168,0.0037527519652646763,0.10172764277525889,0.0007631869509844744,"[0.027458678761453692, 0.0023521202338470104, 0.025040523648324098, 0.030386308217823732, 0.0011188139446255407, 0.03509790754604314, 0.01188838294997363, 0.012593617711036509, 0.005596118195258071, 0.007094324020782583]"
8,TEST,MLP,C,GROWTH,spatial,-0.016383968950874572,0.007427986254076625,0.09483228724165403,0.0020956495453037976,"[-0.011753550300046545, -0.0014865968951334185, -0.07219237086757069, -0.0453815814478471, 0.001689763569074909, -0.015806587490079238, -0.018588255285951538, 0.010908755640566703, -0.007848933803831004, -0.0033803326279278068]"
8,TRAIN,MLR,C,SYMMETRY,spatial,0.028842420820690783,0.002082510367877658,0.07266577680054265,0.0005287720977472403,"[0.02266473551785131, 0.03219763450215318, 0.025081992049553747, 0.03641622632945907, 0.02155056236343922, 0.022683005702479386, 0.023168024068163096, 0.02799106895005632, 0.04039592111677226, 0.036275037606980254]"
8,TEST,MLR,C,SYMMETRY,spatial,-0.002109778719820188,0.0037635697075678854,0.07252365118649703,0.001486873248222065,"[-0.01921826500610324, -0.013418995398601474, -0.006455834433817698, -0.0017975556791403058, -0.007900007381829832, 0.007833787787497992, 0.006721129222637012, 0.008057142896539249, -0.015064429283097702, 0.02014524007771412]"
8,TRAIN,RF,C,SYMMETRY,spatial,0.0745505058197223,0.0030024480848580798,0.07037211617683618,0.0004467606619355714,"[0.06957409428976313, 0.0755886580862749, 0.07422453970659548, 0.07245974905029584, 0.0638675839603644, 0.06059437420637637, 0.08974794083573301, 0.06842894998675353, 0.08033209411023567, 0.09068707396483056]"
8,TEST,RF,C,SYMMETRY,spatial,-0.00468236856911457,0.009386778753102159,0.07390396058624048,0.000987117274349488,"[-0.016048315199116425, -0.01826532943966952, 0.0037051649855983637, 0.02037762907789853, 0.012931210943219917, 0.03199800593727842, -0.016791698336997785, 0.021249654468935453, -0.00842570059885217, -0.07755430752944048]"
8,TRAIN,SVR,C,SYMMETRY,spatial,-0.017483940845587086,0.008405121559895073,0.07412623539821063,0.0005704303800209891,"[-0.009037837511367552, -0.012534769495040843, -0.011383610290028656, -0.014769758690513335, -0.0030449424528109503, -0.003200914121692211, -0.09579470580265559, -0.0014071409982390204, -0.006503849052853949, -0.017161880040668764]"
8,TEST,SVR,C,SYMMETRY,spatial,-0.006581107435644218,0.003169656417331914,0.07317126368252135,0.001366668982144851,"[-0.007069524952545203, -0.0018776701558729236, -0.0033796005077566527, -0.00010961922204688612, -0.0005765571224229937, -0.0340912130381974, -0.004437267173900805, -0.0004169943262055664, -0.013799824272905825, -5.280358458792378e-05]"
8,TRAIN,MLP,C,SYMMETRY,spatial,0.01413448240176458,0.004297377799867212,0.07278381310552813,0.0005501548724148204,"[0.005160068413851748, 1.7441937706030863e-05, 0.007602659468305184, 0.024059815957253927, 0.026572027882922122, 0.0435661657129649, 0.00195828924189978, 0.015236875323168975, 0.018428736200044038, -0.0012572561204708954]"
8,TEST,MLP,C,SYMMETRY,spatial,0.0003035385516133582,0.002502706014174128,0.07365199922788697,0.0011911533279848586,"[9.316237062650945e-05, -0.014384322984694053, 0.0008481567159830394, 0.007460014823750916, -0.011118128650904557, 0.012937197938745926, -0.00015819000592398602, 0.0003818348471981148, 0.008412353626490066, -0.0014366931651383918]"
8,TRAIN,MLR,CH,ACTIVITY,naive,0.032180645145951245,0.006372062186632797,0.24344621916613787,0.00444654862554916,"[0.01462643689956089, 0.021471682569606187, 0.028934904224653724, 0.0300796181574412, 0.07682913318954065, 0.054347188154121984, 0.02007906924583447, 0.02845069901194952, 0.04382133122723619, 0.0031663887795676526]"
8,TEST,MLR,CH,ACTIVITY,naive,-0.005722442582498532,0.013560386581716074,0.24731835814283012,0.011711773664968447,"[-0.014264287573891643, 0.0036936781805614327, 0.019309083275415473, 0.022301825114536156, -0.12705241866121098, 0.00736673704148838, 0.024138192100582434, 0.023501634930124915, 0.00098605047831557, -0.017204920710907068]"
8,TRAIN,RF,CH,ACTIVITY,naive,0.08639910314556133,0.003925472318870555,0.2323189592950138,0.008609658071695286,"[0.0881558315920381, 0.06804489094100219, 0.10569708378208675, 0.08191132495410758, 0.07301384151450241, 0.10225517423714747, 0.08449887128994082, 0.1015058630110599, 0.07447683897472523, 0.08443131115900282]"
8,TEST,RF,CH,ACTIVITY,naive,-0.017278312040815612,0.00840712124081528,0.25313490955741147,0.01703432208079843,"[0.02211600138138825, -0.027136708552374378, -0.0145890035247207, 0.019375046434465526, -0.0011064474519948408, -0.03981129188628385, -0.025048387127318605, -0.03530286767285307, -0.0021781014421455858, -0.06910136056631888]"
8,TRAIN,SVR,CH,ACTIVITY,naive,-0.004602235309211611,0.0009745955724132461,0.24995342536141246,0.006690963740933435,"[-0.0040449068653869436, -0.00784900696316293, -0.003958331965987716, -0.00721555720035183, -0.004270190414367381, -0.00952847686186642, 0.001072663831645948, -0.005311838254593582, -0.00015521825949593726, -0.004761490138549318]"
8,TEST,SVR,CH,ACTIVITY,naive,-0.009711809099116519,0.0028161979761889173,0.2415537394616142,0.0158266529639982,"[-0.0042703240973600565, 0.0018256793312745323, -0.01812609845433233, -0.0012528903763675547, -0.011014851938046188, 0.0019259530762713029, -0.008591025609651748, -0.01846510950816227, -0.025837881272356755, -0.01331154214243413]"
8,TRAIN,MLP,CH,ACTIVITY,naive,0.07150009226738452,0.013744980471917865,0.22854187788751462,0.00538832532021672,"[0.0895536267896222, 0.09866235500252274, 0.031063940000866652, 0.09328328513078765, 0.08393730409824751, 0.15158444767378687, 0.10310009239512263, 0.03676336808459113, 0.02410499665059951, 0.002947506847698289]"
8,TEST,MLP,CH,ACTIVITY,naive,-0.026280649908597298,0.014218587179441087,0.2708995939888367,0.012510314723402015,"[-0.053995787454139466, -0.006453930210968073, -0.005141792660652733, -0.043224909357201025, 0.030034564131818597, -0.12671046032881428, -0.06560215606318875, 0.028336911359751804, -0.008249723771323936, -0.011799214731255114]"
8,TRAIN,MLR,CH,GROWTH,naive,0.20218313521667236,0.01170890414643587,0.2725850192413044,0.004265802787424838,"[0.18870905558330686, 0.23191198231148835, 0.13581474146383532, 0.20586165133383472, 0.18158527426252047, 0.2401098700286659, 0.19639950632913483, 0.16693371508781796, 0.27350020912943873, 0.20100534663668046]"
8,TEST,MLR,CH,GROWTH,naive,0.09463860312220249,0.023758897514987894,0.3103486919499529,0.009201916913545986,"[0.12949866919395636, 0.006592770922310365, 0.19525856754688142, 0.11438214128976176, 0.16649290167136066, 0.004748891111548859, 0.14144200984673916, 0.12952628369736363, -0.04745092475748036, 0.10589472069958306]"
8,TRAIN,RF,CH,GROWTH,naive,0.2700241300299633,0.01071655668110957,0.2647047251466367,0.004044257034379626,"[0.2728733875179362, 0.20255886772147236, 0.26410753964188083, 0.2624297652487524, 0.3488454118131896, 0.26510498715375796, 0.2636207298441884, 0.2626957659429917, 0.2659797877290939, 0.29202505768636966]"
8,TEST,RF,CH,GROWTH,naive,0.15971748742988218,0.027831664749854775,0.2897164088054361,0.010254982658565495,"[0.10952656274073613, 0.2914949297058842, 0.15853083975835613, 0.25469982973855476, -0.02071069056474717, 0.18865846200542014, 0.25271507420559425, 0.1458031135868153, 0.08568559354494598, 0.13077115957726204]"
8,TRAIN,SVR,CH,GROWTH,naive,0.18782384025288645,0.009894928697260866,0.28321985313966097,0.003035324435887948,"[0.16152005039008377, 0.17417201116246217, 0.2242304884905798, 0.17110053135124537, 0.20125077471154407, 0.23842732295174363, 0.18674921347115536, 0.12805999499289378, 0.21695345298753466, 0.17577456201962216]"
