CONTEXT,SYNTHETIC,SPLIT,LAYOUT,SEED,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
C,1,test,Lav,79,9.588603410508709,1.299781433076312,1.8900556022884012,-3.3323416485816053,0.21729461948471188,-0.24558140053584984,-0.20037709613129512,-0.26483709462467564,0.18604472826471052,0.3603696783101359
C,1,test,Lav,56,10.552307563498049,3.1797788081749263,3.492150846685107,-3.7725844939882354,0.9669216030168052,-0.40689275539836944,-0.1563765149317785,-0.6679706650098673,-0.4186784077054046,0.5863308963565883
C,1,test,Lvav,76,-3.608011716386236,2.6598774625972683,3.213711838106968,2.4730985278406905,-1.4110195816684492,-0.7391257604315321,-0.010281093881638337,-0.43742386346080137,-0.6371910181431463,0.13955948626009576
C,1,test,Lvav,91,-2.5517126824739025,-0.5765230996985766,0.5147998355605384,2.267322756244147,-1.836899569940159,-0.5451708615709119,-0.12860571905469245,-0.2999582151529244,-0.016224287269724885,-0.2478575497371536
C,1,test,Lav,64,8.026142841043464,2.3397668967631717,0.38737553700300303,-0.772951543404304,-0.2609546757521233,-0.595159685815346,-0.7183829931124627,0.14701398437488342,-0.18027820422069513,-0.00650463106050235
C,1,test,Lava,86,0.7032654298752055,3.336033687489669,-0.8391224886251251,0.6246461891047204,-0.44951847182340304,0.9038473197336371,0.20712538001516678,-0.299233022901026,-0.38044174138566716,-0.1172325917914413
C,1,test,Lav,31,6.935922272367415,-1.9842766133515284,0.22855846304448213,-0.6652389302523294,1.0231404221539135,-0.9107774393950965,-1.1472739443799096,0.7945372353193156,0.2590056278312502,0.02493426061968393
C,1,test,Lava,19,4.53573851953447,6.33755603685693,-1.8318040903540063,1.6586230498221652,0.26259139458984615,1.0358602699886814,-0.04628691530069547,0.4479868470250047,0.10627725036515044,-0.2507948433146605
C,1,test,Savav,72,-4.490266481126003,0.8502343309207849,-2.2081630759961337,-0.2839504737947119,-1.7923885175230334,0.6744392398026811,-0.4460923799337232,-0.37164805335803086,0.2151819376756128,0.3911262891265909
C,1,test,Sav,43,-1.6384120471375865,-1.6804138392797257,2.989275009533658,-1.2842447343061385,-0.5409028359264338,1.0415708647069748,0.5164960164970858,-0.11745423216106549,-0.08701371906319198,-0.12170681815132062
C,1,test,Lav,10,10.240651526897055,0.416201509131763,-1.081833246983174,-1.2233933974489628,-0.29507259358513566,-1.0842541219779525,-1.3683942093092312,0.7946046492656654,0.48526522738007055,-0.09247120552124141
C,1,test,Lvav,79,-0.41144155228445844,-1.2953311636751108,0.02953405031766632,1.9628912644128063,-1.4054463285862604,-0.41053917449609423,0.6124756719378016,-0.1398417091021432,0.29760099420790925,0.23191762734740146
C,1,test,Lav,80,4.591612332275472,-1.7901040035851767,2.568736353739109,-2.3218567242975814,1.214537426177943,0.15692654935800254,-0.42868776312686385,-0.08864927027326093,-0.1446690408049685,0.1592735403878082
C,1,test,Lava,34,0.6831951294620557,0.9900171022517932,-0.5907826131072711,0.45392131302729055,-0.13554562594137035,1.0701461478452305,0.0430325149977506,-0.19777835292034965,-0.5975742801419235,-0.1376238912932102
C,1,test,Savav,44,-7.481486387423556,-1.457245200340802,-4.117717656277561,-1.214901288972747,1.0460314200349081,-0.5468486951013695,-0.2718857432233439,0.05044406197515892,0.3748346396422375,0.09752725507219209
C,1,test,Lav,71,2.148643164238436,-0.5888543490462618,2.6749834499518728,-1.3716212529003298,0.1328801879726051,0.08417846621498942,-0.160789011575765,-0.29246545954457365,-0.17341599976789898,0.25274898731199147
C,1,test,Lav,95,4.989434070596582,-0.2847221347822299,0.629624892396718,-0.9600369223163102,0.004046942543399505,-0.2801894586385072,-0.0922134009944598,0.4897540360888637,0.776527563756936,0.04624228911560664
C,1,test,Lvav,42,-3.7721549292001884,-2.531587981342313,2.9964695078001036,1.3505968608219494,-0.7022250238055819,-0.47785482464136597,0.27057016292755115,0.01849870110272779,-0.22674836458410796,0.09458516726170296
C,1,test,Sav,72,-1.3561450992464135,1.8501658391842344,3.0028392218591455,-1.1094374329361087,-1.3185314050298969,1.1653601465833168,0.570457119086005,-0.47437243560334497,-0.5542695722911689,-0.19244115842033555
C,1,test,Savav,78,-5.126317813139732,2.3941466573393115,-2.5364765969489382,0.6013366406914666,-1.8140440189551865,0.5380705481514327,-0.8962262030225462,-0.4006553417190548,-0.0338838586649479,0.21286755014861194
C,1,test,Sav,18,-2.9536585982157733,-3.690271828918707,3.902013364005835,-0.47516959259682023,0.8194349569046749,0.681855812640128,0.10448855729458462,0.26187102995303424,-0.03949274533482108,-0.06832415136515813
C,1,test,Lava,99,4.099650398499293,6.5064343042148,-2.0824469207941267,0.8240004255093825,-0.5638611227350866,1.5028293354573157,0.6335581252595971,-0.04816418272690693,-0.1801198728464308,-0.3890835314815751
C,1,test,Savav,65,-5.821272064247821,1.3629513831686244,-3.469786520720961,-1.1408432500191135,0.715593961452579,-0.47974633390484434,0.4292199059919509,-0.43627221168210156,0.3059817400369627,0.07148234775164236
C,1,test,Savav,94,-5.181083036232061,1.7800813647889207,-3.3661697126504415,-0.7666087799015052,-1.7858714771604478,0.6259910999886351,-0.6883471638946689,-0.6911081453411791,0.3614213811656019,0.21060430075446462
C,1,test,Lav,78,10.320292973133451,0.7320761632668863,-1.4781359722084395,-0.911801413144953,-0.4303180256317283,-0.728862932192304,-0.5763318471050467,0.4272039498634042,1.0100501436795923,-0.017845667385253353
C,1,test,Savav,95,-4.9399451464543525,0.4340544804184319,-4.714984722447802,-0.5992391753146621,0.800859973055552,-0.1019867191180191,-0.19007691985471162,0.2005527228410529,0.2535529209535556,0.0608688269546126
C,1,test,Savav,28,-4.080162107353268,0.11850553855993758,-3.4085142249270053,0.0783432033755908,-2.12176642013425,0.9655017402365857,-0.603882806014114,-0.3604339031565112,0.23064333272088292,0.5849453820971966
C,1,test,Lava,35,3.119342066819869,4.690734158267026,-1.5993622865355985,0.4593679060147607,0.05187473940481197,1.2301830151207283,0.45325579141243194,0.2838145358356128,-0.2977612075527857,-0.18826328406280382
C,1,test,Savav,50,-5.921319658937042,6.184178087667087,-2.562843186188413,-0.3056865279605142,-1.8128857481937939,0.7226517743769914,-0.40786492068794533,-0.8954500396355155,-0.2541975593177514,0.14540320763274012
C,1,test,Sav,4,-2.08436400184707,-1.7147183072539982,3.836553958609077,-0.6809542893211524,-0.1347679670851812,0.7062812883682136,0.5126131807020057,-0.32607029118774256,-0.2951997126887976,-0.11321144291789655
C,1,test,Lav,83,3.324718768083132,0.6402287902285926,4.0741540157850284,-2.770609859381607,0.6494814468217027,0.8605703235135553,0.08957408897108654,-0.43606144099385225,-0.5523600702198583,0.4538257177045893
C,1,test,Lvav,96,-1.6354916304258167,-0.5972573615848428,2.875130580899505,1.0219354583632274,-0.7778136690528515,-0.19198822417748998,0.8083605768728093,-0.20836654100501206,-0.2680689329734979,0.39556975268551164
C,1,test,Savav,16,-3.436849963969273,-0.29440897414857414,-3.486999946406945,0.746044716235805,-1.7821726793619033,0.6155672383134506,-0.20885114934869287,-1.0222031167578007,0.4726112022525459,0.3073491287874553
C,1,test,Sav,10,0.9707119634645524,-1.6895875571174834,2.758119372442062,-0.6856986455275105,-0.31348786914730925,0.014071426718963845,0.23517637718418125,-0.5662563323454197,0.050690759836763646,-0.41939063313815084
C,1,test,Lav,34,10.265186379594892,-0.6411242981207272,-0.2775628000571771,-1.5925338453067412,0.08272849512457141,-1.400661056350962,-1.5395844902835563,0.6965494119015783,0.13716314481682612,0.14073854121936386
C,1,test,Lvav,66,-0.25084899701768587,-0.12581559976534368,0.4572213417134214,0.9697187248462413,-1.2028081303576246,-0.30718824868713496,-0.1680632197491816,0.5286605644632757,0.050848855175169905,-0.02061179302866363
C,1,test,Lav,0,2.3978566194707267,-1.0973635537970734,3.2948320645883262,-0.8025935308505028,0.03727348050436749,-0.5938759888405701,-0.39820979094750364,-0.10551099804086025,-0.2568323810395557,-0.09897959256266421
C,1,test,Lav,12,4.681272584403396,0.731197643019473,1.8856214887416711,-1.8882102909997656,-0.5278071207756874,0.20957842646462707,0.10284885331501113,-0.16677712692737495,-0.1663748732732786,0.17631267933167735
C,1,test,Lava,56,4.403918070594213,-1.32790654883897,-2.9521640367622806,0.42951078325959957,0.5672804144798121,0.814815706505143,0.3411981679417386,0.47782681823288464,0.2663457449250509,-0.1591666725538815
C,1,test,Savav,10,-7.3978133493449185,2.8848919093060252,-3.3608812943116493,-1.158298735243794,0.6869414460398022,-0.6017802159355592,-0.05317608829768446,-0.09161416052136341,0.05895404536280353,0.16773650440593038
C,1,test,Lava,89,5.495378307826683,2.1925747446293316,-3.0418918957664927,1.9582187927037724,1.4643744035997812,0.5215365177325508,0.06312545559465096,0.5682101213774692,0.22476887383119448,-0.23327766739502112
C,1,test,Lava,43,0.12321653275330131,2.086404261271966,-0.7592371978847583,-0.08507673763578863,-0.961255017895334,1.4219842045824425,0.5905770296878533,-0.16500632112732358,-0.45258629734672406,-0.06831471286095489
C,1,test,Lava,6,0.7030212104138812,2.043445703208475,-3.05970958434223,0.9620047406684491,1.8669820418195517,0.6158387279710817,0.773380830504143,0.21396905793708926,-0.3649872687320355,-0.31798754820859365
C,1,test,Lava,57,0.6591761047117474,4.018600400290287,-2.962140709452596,-0.14834011903540423,0.7951122455303018,0.9202421490731229,0.8230882454274521,0.197441456148453,-0.36841847422105023,-0.43017798883125935
C,1,test,Lava,58,2.40459137347593,4.158963937983699,-2.347835432228032,1.1080320184306272,0.9994293117970646,0.8227889675238037,0.23242155068649922,0.11189615582349241,-0.37271446713029943,-0.6036847610128273
C,1,test,Lvav,32,-2.847459746034656,0.7236436241713097,2.767806461470685,1.7626305368703803,-1.29614199849973,-0.8578263934747109,-0.0858094846344739,0.25407294405788006,-0.07958287533279616,0.12882099416164913
C,1,test,Lav,19,9.120477062638432,-0.8548517527387746,-0.08875513715880062,-1.2892932906076966,0.2538298932355267,-1.1120722173986965,-1.2687189639179695,0.32474081739646943,-0.01786795150644003,0.06324616303492583
C,1,test,Savav,39,-6.101155557518409,0.4977139814271293,-4.256807921574709,-0.977280626647509,-0.11373819025832606,-0.09846377694718196,-0.5306791043562533,-0.37363229622535243,0.3616065994197448,0.035177886291125754
C,1,test,Lav,73,7.823256901747453,0.045515579054906934,0.8038055464100662,-1.6708711927366837,-0.5824092406765786,-0.5798845258165819,0.10490323143960337,-0.5260060793045086,0.41645276760027067,0.20206355816477964
C,1,test,Savav,91,-9.615622544104832,3.8982093734079193,-5.672359161482892,-2.720869022265331,5.373970688968867,-2.3254713087514984,1.3604419511238877,0.5755613162763991,-0.15694361103897386,-0.8130537093634755
C,1,test,Savav,83,-3.3653284651138944,1.5803442057608283,-2.7633778567648846,0.6051407734862086,-0.5584465077514609,0.08018563942195316,-0.2229320364846309,-0.13285907980751382,0.25057854545025743,0.09065560859377036
C,1,test,Lav,91,5.085159349448399,-2.307488046552687,1.9301908161001358,-1.832589583033646,0.828750498027436,0.20187864880379958,0.5594243512593802,-0.6102515886447898,0.4152503232513163,0.14948477499451068
C,1,test,Savav,61,-8.958373691258045,0.24602433435677487,-4.984699221784411,-1.9912810318132559,2.885443365438203,-1.379636194061775,0.16383074141652745,0.32600597135649156,0.10362113688888255,-0.12587809755416768
C,1,test,Lav,40,10.540765253152822,2.05778829790942,1.033012625259989,-2.8684681602518296,-0.5838278869799053,-0.48627600711926716,-0.3059989308402714,-0.34482627449714565,0.133593241742753,0.4665507885197324
C,1,test,Savav,71,-8.398909533015978,1.4535459843726586,-3.97066781633392,-2.04869988761062,0.7379247282834123,-0.6219260663560812,-0.4161465704623569,-0.23252915325744247,0.3010343348783253,0.04690328160060869
C,1,test,Lava,51,1.7782380914609628,1.5155739463330218,-1.781704666287109,1.5224071465167652,2.1121394491946908,0.27870691526419056,0.14403165121295983,0.7546488457210209,-0.1750994975522059,-0.4397264642193107
C,1,test,Savav,90,-6.441253218475567,-2.2775199385238643,-2.232743248688358,-0.2730603561167908,-0.05507591022695862,0.18996867902083606,-0.5702066964185175,0.11376675723578028,0.41738100932885586,0.5193951609102356
C,1,test,Sav,89,0.26880936634506536,-3.1275052385974584,1.309210936504103,-0.5468106367910175,-0.4048098100753404,0.12948165960552155,-0.45838759626724773,-0.018169415430502815,-0.057796270698531854,-0.6179877480357919
C,1,test,Lav,74,3.5916134878462844,-1.0405117921112585,3.22008188842876,-2.531904346521932,0.30902297526007333,0.14180365987575566,-0.374283394128606,-0.35058974425243306,-0.10773180916764487,-0.07137312102865215
C,1,test,Lav,85,7.7827355904041475,0.7608873385117954,1.3123518743813032,-2.556538797232127,0.6018234076638511,0.044710333178813025,-0.07423247765064832,0.19276962103888579,0.3966178432234438,0.42421319456289613
C,1,test,Sav,87,2.2164300077845147,-3.2236639470040345,1.7138682716621776,0.03974551492470702,-0.5324642789637957,-0.3768440647322047,0.40967372539240493,-0.3867688287871494,0.44182706261036886,-0.5684233214973337
C,1,test,Lvav,29,-0.8130265524830081,-0.487941033034586,0.6721272516374953,2.100611473879608,-1.3666317271886417,-0.9327038811815668,0.01978870226350032,0.25746045395622924,0.6874120023332041,-0.0010089504735592784
C,1,test,Savav,79,-6.632438877859073,-0.4650404993704056,-3.219121727038849,-0.6400910397904912,0.665642621097487,-0.5959066457057576,0.1501983527808229,-0.1870650528540836,0.3732893639872895,0.4677874534685686
C,1,test,Savav,68,-4.703966861642484,-1.7310206541685946,-1.831503999020982,0.47070244879422013,-0.9789759193953502,0.6770376266396242,-0.8080544949858589,0.3570252917060079,0.11502853326601918,0.4711321562671801
C,1,test,Sav,53,4.538098708450674,-0.5244631282618375,-0.31236454382333784,0.34866324643457447,-0.7610435560090559,-0.37131291433994973,0.0340295724794759,-0.05487348869059074,0.23422462717648448,-0.1988100504950325
C,1,test,Lav,69,6.844489044576071,3.498500795923895,0.9863508166456657,-0.302297016425552,-1.1224544890466894,-0.5114524444239382,-0.13253486075160661,-0.4102925113117199,-0.11635514400951431,-0.03579361594006382
C,1,test,Savav,41,-4.349558019772314,0.5892883229380425,-2.3051856377030706,-0.03962313415663751,-2.361276550881124,0.9716964060132149,-0.3164812351111538,-0.35221518668762924,-0.010780809353769709,0.7350071190901009
C,1,test,Savav,30,-6.4048743973472,0.8782224565030906,-4.4601955888522005,-1.0435745937912657,0.2536925872044479,-0.1959382514616608,-0.5177996931467679,-0.14084614973636872,0.22491406026619915,0.03329599825991858
C,1,test,Savav,1,-7.130687871712691,-0.18817963704251445,-4.449014109868719,-1.6293871881962094,0.4534323333917191,-0.18540351446144687,-0.1816045646076181,-0.37274538753364145,0.3075845625867177,0.24607806441139088
C,1,test,Lvav,78,-1.0776423079482396,0.7743336399431946,1.8184832597500369,1.3081693349476597,-0.8218351923207664,-0.48529654677663336,-0.36875602639709065,0.4918588841083279,-0.21716371668048132,-0.0703158049301028
C,1,test,Savav,85,-7.6834460911554725,2.4835061322064083,-4.476359209339877,-1.672408941619731,1.9483653239409437,-1.1685012616871502,0.8779152290444264,-0.31076450632931524,-0.112448840222343,-0.12205945888235167
C,1,test,Lvav,59,-0.5845541577389314,-2.4987421663765357,1.6394923296112474,1.8031681889112012,-0.11867353735747636,-0.7858173685638314,0.5001248593782157,0.20885848032286766,0.2557066668477324,0.3950335648154879
C,1,test,Sav,36,1.3741139918840286,-3.603214232843746,0.5459423899202397,-0.05309365276298303,0.04108011516994725,0.013433644112987989,-0.27670106048200127,0.20808825850873267,0.19165204698071434,-0.4018332750430039
C,1,test,Savav,36,-3.624355828821416,-1.3687202470392257,-3.95617533015332,-0.4154968889878522,-0.24333172727233154,0.011512631084708957,0.28020217456055063,-0.40679146459636867,0.34334590861681963,0.1455418060303016
C,1,test,Savav,55,-8.208046104504742,0.0031126379795562015,-4.829508898633172,-2.063805785051327,1.7938486886261231,-0.9168046159254449,0.05544855891786587,-0.1665601989079801,0.16753194184341047,0.01328547942347319
C,1,test,Lav,77,5.2216983427251495,0.9191756496510055,1.276951814261406,-1.1339418089940532,-0.45267304952902254,-0.5158741570041047,-0.4813463690385511,0.23011147323977924,0.1566079247769243,-0.12967300813419072
C,1,test,Lvav,89,-0.2973601503307771,-2.7498137766576396,-0.031204272970446856,1.9153572883162893,-0.25866464707637077,-0.8505588053874602,-1.095210351594469,0.9274545553300055,0.17347444103413187,-0.4456341372072211
C,1,test,Lvav,72,1.3346563640485432,2.5275626795048973,1.634625619422813,2.5791708648409073,-1.069927737056824,-1.0118369157883818,0.042654180835750205,0.23774857203015382,0.3075450790914784,-0.3534591010846755
C,1,test,Sav,23,-4.659808499078889,-7.819846628229623,4.963528410315538,-0.016111097334851707,1.7343698869604307,0.4261313803276166,-0.2397745740289019,0.281885921523475,0.1716719578382443,-0.49508192018432334
C,1,test,Lava,96,3.7092654090077284,1.951294324061553,-1.9929629606290755,0.3768782801986947,0.27964463027295827,1.2117946635295502,0.7495648645579622,0.30955583117085467,0.025051741541821066,-0.09687019508309029
C,1,test,Sav,63,1.0603019867194146,-4.784360472074201,1.9094008629777461,-1.5789120660199638,0.7146318439014944,0.942698164808292,0.5470378714431446,-0.359827583570264,0.19566912438595233,-0.20364012677843193
C,1,test,Lava,3,3.9567467489379657,4.796316249795009,-2.626118149441769,2.075086334796319,1.1999757288478328,0.9938335939221703,0.08463658287126077,0.3542635138736718,-0.019828870292369884,-0.47343473288363025
C,1,test,Savav,11,-4.050150914378896,-0.7387942584992016,-3.267515502819657,-0.4784374443183593,-0.9157647618014325,0.3306555805909226,-0.7209112708927878,0.038614149752785085,0.853929778601288,0.2513823542331597
C,1,test,Sav,45,0.6389188419702756,-2.9828877434418737,1.6948716002894026,-1.1077824879008118,-0.08848118186260805,0.743697671676304,0.5878027183350043,-0.7214297020690128,0.263926404969335,-0.46211795968342206
C,1,test,Lvav,69,-3.7350931870260964,-0.9848725699388833,1.9077019186152162,0.9057740997601966,-1.1684358753229729,-0.35148430640185696,-0.3369464154611327,0.3735805058187482,-0.14480968695671492,-0.030519540309013396
C,1,test,Savav,98,-5.940208436179029,0.8287191037432287,-3.7237650837998495,-1.5350121453542476,0.5632842949803796,-0.4166668183091592,0.19310026575090386,-0.22385275508182872,0.3488510389167545,0.168806740168798
C,1,test,Sav,48,-5.181011464575328,-3.634230799904635,5.368458351313283,0.02522125243470777,0.6495339152440356,0.6308202772338463,-0.0075751501467953425,0.013027080966453289,-0.6038737544664184,-0.03308039083684233
C,1,test,Lav,87,9.116852313065161,0.6507444903878729,-0.6370607079530346,-0.9280870610916762,-0.840923014036071,-0.7224206117544564,-0.5574268168211586,-0.08147575839780663,0.3674746553972404,-0.18844517861866766
C,1,test,Lav,76,7.026242883820057,0.6950626211460466,0.557803814880201,-1.5863482868199072,0.24806340844578287,-0.48891309872368216,-0.6736546500214678,0.7062427073746844,0.501525448003028,0.23663266583164416
C,1,test,Savav,37,-6.277668506687708,0.6761452765046401,-4.127611129889676,-1.4990979754970488,0.1868410635804283,-0.22044658063785139,-0.3223157538565372,-0.2038660737706709,0.28295566672103023,0.13916018014663795
C,1,test,Lav,16,6.603724462567181,-1.5566360383092628,1.2311461446939524,-1.138369919169389,0.373904095756462,-0.9185504742861424,-0.7848208822984023,0.18718627596996693,0.2093275524031501,-0.05211432092926928
C,1,test,Lava,84,3.5972327380430973,-0.211081726985679,-2.6468950926955435,1.173915761737175,1.6924383775502707,0.6070925544248496,0.6212391270823482,0.6700825189786823,0.2296722514995022,-0.4713373780166931
C,1,test,Sav,91,0.9085471990417283,-2.2118740336617164,2.4266298130678443,-1.5606395922894933,-0.341215901516116,0.6974700736150323,0.810568369784411,-0.7095739398442712,0.14193959478561935,-0.1300257865316969
C,1,test,Lav,20,2.582245899935503,-1.6271087937342834,1.7956081868345295,-1.2056928356073173,0.30351561797419035,0.5746377616653564,0.9992373662923383,0.5902418876236517,0.7557319465351886,0.1814784115559873
C,1,test,Sav,24,-4.316698228235969,-3.333462955885754,4.390912885806623,-1.9618634691145904,-0.12838259837775773,1.5418544943769688,0.47597683296981935,-0.3970333190459348,-0.10744855680135883,-0.23669772346256085
C,1,test,Sav,68,-0.9604003812084481,-3.2784571398904463,1.8863507948974574,-0.43009240424438916,-0.21247382391644543,0.5182955509926681,0.04761717134909593,-0.3432550799510079,0.08974122909983415,-0.7253313057420763
C,1,test,Lav,57,3.7976642061088133,-1.3688681756837833,1.0511961466754134,-1.0134321403647222,0.1425999073538052,-0.07473397169995298,-0.30876861667171523,-0.5135358739234331,-0.30413749824952185,-0.18545474799569933
C,1,test,Lvav,26,-2.3602418059103387,3.7778313499742118,3.336320416780587,1.8743730904890727,-1.5591598889397562,-0.572995434812603,0.21812376209818327,0.17423557453517202,-0.1841745068392068,-0.06216143269135783
C,1,test,Lvav,22,-2.961635473031021,-1.6812980599485634,1.9474236761433235,0.9207668347071604,-1.1054947347590285,-0.2292885769218364,0.12870081935002645,-0.4445800101986452,-0.28607275678667543,0.11011673147005746
C,0,test,Lav,79,9.42108254967742,-0.27693231411827995,-0.5058247693653338,-1.2436159631961232,1.6522877477964544,-0.5107462704171459,-0.6814950568373752,-0.6228989489863084,-0.5951310995778708,0.4991926609605718
C,0,test,Lav,56,7.7331913297973855,0.9586823048121206,2.169577121328054,-0.6739584295954542,0.9816562810006594,-1.0280452722802884,-0.1947134773011836,-1.3525991985696557,-1.0087003839770423,0.1873831615175759
C,0,test,Lvav,76,-3.306924557481202,0.6340259386264687,1.3161154800740604,1.4715908867463061,-2.338002208465023,-0.8865328157268428,-0.0219925334640721,0.5345326513910167,-1.5133659192264,-0.08502370462376957
C,0,test,Lvav,91,-3.302611257029228,0.9340448747862578,2.157150680184487,2.385360976216609,-0.9042475491862652,-1.9979303250663654,-1.249997990597964,-1.4104445950912805,-0.3669319754426797,-0.28709877462866223
C,0,test,Lav,64,9.435887578591089,-0.1750442652061161,-2.5233642168762755,-0.10187655804941655,1.1570022391120374,-1.3395628466665237,0.17649539173947454,-1.1707814971046382,-0.6163731348576931,0.15132222287283392
C,0,test,Lava,86,-1.622204738952395,7.985284558284499,3.651415020639936,1.619388288909214,2.34188641066986,0.7988271483874961,-1.0334903657826022,-0.9763068514088685,-1.5069933668296056,-1.1897174074646923
C,0,test,Lav,31,9.670543981818737,-3.6227437858158726,-2.633785836800699,1.214678791950569,2.6169701938866456,-1.3221292256121682,-1.1323761249024054,-0.6981739226208689,-0.45494210029461346,0.6361168057866345
C,0,test,Lava,19,4.124959945549265,2.7773418637967153,-3.211981667007046,0.31708568524495157,-3.2313781147557346,1.6986170784612111,0.0034951557181151956,1.189859197890219,-0.2099910989472888,0.3868171077070012
C,0,test,Savav,72,-7.157214115282097,2.326625663699208,-0.021227650409157778,-1.0691753945114484,-1.620351254374791,1.8861132226684914,-2.4417509578474,-0.34488427528231835,1.6600377580138561,0.0949139696267032
C,0,test,Sav,43,-0.5398267880736032,-2.7667864097411896,1.0698451272355598,-0.31664982920383233,0.14917122152540546,0.5637615988718668,0.3574595899203977,-0.4468829614222495,-0.3413342731728011,0.05871402330099221
C,0,test,Lav,10,8.386978405944037,-0.8847758501731633,-3.95853417381033,0.4716995823016231,-0.8713104392351948,-0.7298719684387972,-1.9940070334339246,1.2041949649528814,-0.3351319871193017,-0.9812502645478418
C,0,test,Lvav,79,-1.3955196624729291,0.7459916067230657,1.5046099610448225,0.7021259150497766,-2.7452262012489816,0.07092917407826015,1.673792351966551,0.49255421112465614,0.3455686053584296,0.4599312885751242
C,0,test,Lav,80,7.577198607525731,-3.618091572257139,0.17896108634299204,1.0181183528046236,3.1180453115196727,0.06413783789338806,0.25376444047215024,-2.311573010593685,-0.6474549127660294,0.3266257642799842
C,0,test,Lava,34,-0.8291176166931423,7.560102391399632,2.51763916050588,2.373122400844009,0.30565927272663496,2.6488594441173996,-0.32689120069377164,0.023889961348403894,-1.4871485236351614,0.7709459032416466
C,0,test,Savav,44,-7.087218693578916,-1.9492397188083428,-3.705332829817099,-1.303547752881566,1.655079047029049,-1.589377401800835,-0.6306292252771668,0.2127197073327967,-0.5988367043041194,0.02097400330596097
C,0,test,Lav,71,2.8934462023347822,0.6143853212311547,3.13174852359503,-2.617615038198322,-0.516143436508882,-0.473462985183018,-0.28054606594431647,0.019591395279382858,-1.681416813094583,1.4256702712195177
