CONTEXT,SYNTHETIC,SPLIT,LAYOUT,SEED,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
C,0,test,Lav,95,3.163993920233496,2.270585073210805,1.4993457019921208,-0.40645302667686234,-1.3517672667928278,0.37383598697925025,0.4956804228762912,1.2806755686066764,0.5916038066139945,-0.14964589181352886
C,0,test,Lvav,42,-9.600830868745486,7.977403256414187,10.312041253004756,2.7343951390118715,2.6117511935709974,-3.0567102065621308,-1.120564206645813,-1.4705841429543143,-0.5140390552954428,0.5997242493919585
C,0,test,Sav,72,-3.4142166677909267,1.8383017187881292,3.577602464520204,-1.0673480784641172,-1.6606283769890404,1.5215432610433335,-0.004167029652809129,-0.07858847793696397,0.29291094802021034,-1.9034385178603024
C,0,test,Savav,78,-3.9434107778162195,0.5736086722069131,-3.7089864286846637,0.15885216338714572,-1.7792733290190685,1.0285912475646695,-1.4941006796106917,-0.2448372649085448,-0.23547982043110416,0.3066903936711409
C,0,test,Sav,18,-2.419712069909848,-2.78671201982275,3.5733700293715085,-0.048403198287938376,0.7966994837220688,1.009316324076162,0.6120056723135341,1.3302937048621657,0.5761853678769906,-0.2608617450200996
C,0,test,Lava,99,3.6692570695077493,1.9319102184015553,-5.752575539704513,-0.09922515806684921,-1.569480966260351,0.8784566811019207,1.4774353409505647,0.19451850037626106,-0.5564679455270212,-0.7030644580882423
C,0,test,Savav,65,-5.931969968730522,0.3164626576914105,-1.3303184909126005,0.4263403666955597,-0.7746455143375885,0.14423172699665524,-0.19720368930850515,-1.9705720596155596,0.5187806749772161,0.810233178499822
C,0,test,Savav,94,-5.612328019665256,1.5940232300537376,-2.24224112616801,-1.155309782238479,-1.528667916714433,0.809890378452401,-0.6505927695750001,-0.6090698494607671,0.3809367866839052,0.4917910410376389
C,0,test,Lav,78,10.757898555902976,-0.791743607062262,-2.909905026887081,0.6535499795743129,-0.8082553714648563,-1.0669307505020598,0.36563106893431174,-0.5189279483073757,0.5454865269873996,-0.32611379328790413
C,0,test,Savav,95,-7.370524764569152,2.835109226139802,-2.3133671720978066,-1.2044333277056927,-0.16573060868456704,-0.5858260096655601,-0.8325908879127574,-0.3565092991114509,0.9804868344954352,0.043309241747767194
C,0,test,Savav,28,-5.564889989562692,1.6407388364575843,-1.817331824846173,-0.7387653089025213,-1.9781239506197639,1.2898726327529042,-0.7879719847184393,-1.168267933509645,1.056040420017476,0.7532552298825284
C,0,test,Lava,35,0.7365502175610258,6.42144063864432,1.554678765576329,1.0008985910976524,2.3407533321980836,2.2691812186202305,-0.4576078413710577,-0.6756703446860485,-1.6546076638126181,-0.30695883501775584
C,0,test,Savav,50,-4.967624744545192,1.8912166645034123,-4.24356784284641,-0.5398228357681291,-2.4105268593411955,0.17819022107941468,-0.8335614025540263,-1.0916574930900467,-1.6293541331167174,0.7811431610340923
C,0,test,Sav,4,-0.6101839952169889,-2.6006958648881824,1.209805939779874,0.34275449469089425,0.27533563466906785,0.7818854813666289,0.20823824469035285,-0.9562948297322726,-0.8288486872389229,0.039789448128736554
C,0,test,Lav,83,3.9590166594075655,-0.22030182538765777,2.9393115178182594,-1.4561385994035159,1.3105093041009812,0.26740053364933836,-0.8502251661729436,-0.5011753904701434,-1.6584455997639886,0.7032171653099865
C,0,test,Lvav,96,-2.390928536580529,-0.40000419452916935,3.532436002561166,1.4236481950848887,-0.71273256079635,-0.7634942612273423,1.6642799885986042,0.2976640859972542,-1.460043970481153,0.9926007048469127
