feature,timepoint,context,response,model,num_observations,train_r2s,test_r2s,train_rmses,test_rmses,set,r2_mean,r2_se_lower,r2_se_upper,rmse_mean,rmse_se_lower,rmse_se_upper
topo,8,CH,ACTIVITY,MLP,250,"[6.668659299358115e-05, 2.0547715528174137e-05, 1.837129755322131e-06, 0.46297308313906016, 0.1704387028119717, 0.01285875594320629, 6.6633772493052135e-06, 0.11600139180891766, 0.2053591117225516, 0.11071072228756074]","[-0.02493685381896893, -0.19339674367643744, -0.0015632544482035993, -3.631825007633572, -0.004999863376063729, 0.00522732623751998, -0.040811334370507435, -0.38934349243909994, -0.16630052233540527, -0.05082069038880199]","[0.1956286275923724, 0.24617214458670408, 0.2519921420939605, 0.2296077173244048, 0.291829152143509, 0.2925539916041715, 0.2922810444812354, 0.279170823906414, 0.2562245455662426, 0.2513473344763344]","[0.2869694305877454, 0.1300694480781585, 0.3001058036869642, 0.20062901897251448, 0.1761125269554243, 0.22011845965188517, 0.17496750032361202, 0.16895894313220208, 0.2273035137292246, 0.3183161655781189]",TRAIN,0.10784375025287947,0.06366891729773766,0.15201858320802128,0.25868075237753485,0.24925904236449026,0.26810246239057944
topo,8,CH,ACTIVITY,MLR,300,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0235342701918424, -0.018534683864162016, -0.04045140992835394, -0.006884242781356242, -0.020395685300343525, -0.013817704320810309, -0.02898949404906981, -0.019053920481752362, -0.013038296033495378, -0.00011001019513123822]","[0.21318036836396678, 0.2665424431430439, 0.20390003841407103, 0.260287072452554, 0.24100598050420485, 0.20944668437500155, 0.24750150062621265, 0.18187008769768281, 0.2607967038975262, 0.26857197005794303]","[0.3501205005135976, 0.23705444054945107, 0.389559374531471, 0.20627309304870078, 0.17387874702285236, 0.2597737985864146, 0.3088157027380531, 0.32959142967453486, 0.1879556442542186, 0.28588439810802013]",TRAIN,0.0,0.0,0.0,0.23531028495322065,0.22607049660799097,0.24455007329845033
topo,8,CH,ACTIVITY,RF,300,"[-3.086176042943478e-06, -3.837345594615016e-07, -4.520170955535363e-06, -1.3012578932602992e-05, -4.37815160170274e-06, -1.306688262325828e-05, -6.315047081550951e-05, -1.0261072014738915e-05, -3.2664192014308924e-05, -1.7430739299495457e-05]","[-0.013857480640510511, -0.006613323261493109, -0.00029113099434296963, -0.04682163925996319, -0.26405304805369556, -0.003974855872938887, -0.0024486285598697144, -0.0002390255224067328, -0.005717692018300413, -0.016911891513523125]","[0.2917034414504469, 0.21708841285497937, 0.27057901925242317, 0.19284196164973, 0.2677562314872536, 0.19708119354484196, 0.25987594022949007, 0.2173309056828609, 0.2546017659477271, 0.20488950756209146]","[0.20217120052268295, 0.22372877324790127, 0.2725932090329909, 0.3787334139669742, 0.10252132018545819, 0.2665453528200083, 0.2188487338200352, 0.30170473098066186, 0.27583833547564496, 0.3183695098584592]",TRAIN,-1.6195416885955715e-05,-2.1879147103119398e-05,-1.0511686668792033e-05,0.2373748379661845,0.22676561540047735,0.24798406053189165
topo,8,CH,ACTIVITY,SVR,300,"[0.050916894455914186, 0.12565370007329446, 0.048834852270793094, 0.1306644427177951, 0.03719068066117359, 0.042824437222617306, -0.03607416592664214, 0.10774719077786754, 0.11215456717015637, 0.07760063829511166]","[-0.09277721825120411, -0.03303399804796259, 0.014381696676963984, 0.022255398953522132, -0.033647711632939004, -0.10317766453723287, -0.023198876597574136, -0.11288971343779197, -0.1881044362822899, -0.03253626227089246]","[0.21674434899929523, 0.27553778374169624, 0.24263540780185588, 0.21390862320449985, 0.23690385058763544, 0.27376914216021864, 0.19928121946077113, 0.27799335509482986, 0.258464356576063, 0.15748399591672016]","[0.23731373143136106, 0.2675143992964376, 0.34735292691914027, 0.18390730893947246, 0.21132621016393047, 0.2549666957588385, 0.29225574318634184, 0.26577374810720555, 0.19441354251710202, 0.2912445352539857]",TRAIN,0.06975132377180812,0.05428673909867691,0.08521590844493933,0.2352722083543585,0.22358066304474122,0.24696375366397577
topo,8,CH,ACTIVITY,MLP,300,"[0.07978450776681367, 0.0002954524968310501, 0.07826063234239067, -3.472423800099378e-05, 1.3425207601502898e-05, 0.030065813830326693, 0.013338117778634917, 0.1631888119953988, 6.407483165227212e-05, -1.1933087511462048e-06]","[-0.08218284694773659, -0.004813545210206049, 0.041116412421387416, 3.2783736953478915e-05, -0.006576452394776888, 0.014477705032842625, -0.013297555226784885, -0.11027276330233038, -0.06394875740610773, -0.021469910886245946]","[0.22003707132182118, 0.21874021308995387, 0.2837160453752322, 0.21759081401539848, 0.2347554219150666, 0.22232588564406042, 0.2458972296451186, 0.23051448682817405, 0.2473256888996349, 0.17683788402066816]","[0.38859345298374537, 0.25132056117146184, 0.2938828707589433, 0.2450922518206994, 0.3106142275448342, 0.2841726002659053, 0.2166353668628128, 0.1631659499976686, 0.13763663717626212, 0.36364139344818225]",TRAIN,0.036497491870289736,0.02010171045590574,0.052893273284673734,0.22977407407551284,0.2215729665292736,0.23797518162175207
topo,8,CH,ACTIVITY,MLR,350,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.03635016148444303, -0.06382194361744453, -0.035894929368697426, -0.003667158560195505, -0.006779692155248096, -0.0020007369486374493, -2.961995957795338e-05, -0.00227911243734491, -0.027190772027440024, -0.04696757050251943]","[0.28560435357211256, 0.2833484239982645, 0.30915692026621006, 0.25148075696355077, 0.2509133771641119, 0.23357793021268136, 0.22536660862102315, 0.26158110707013127, 0.21971076550937976, 0.2916213148499992]","[0.2271941733882929, 0.15884665241164378, 0.19221770310613379, 0.2447105461339378, 0.31824694791653313, 0.29309569053419265, 0.24029284284503813, 0.21826997786536362, 0.36514647765025354, 0.1597376407072959]",TRAIN,0.0,0.0,0.0,0.26123615582274645,0.2521365813942871,0.27033573025120583
topo,8,CH,ACTIVITY,RF,350,"[-3.972358299320078e-05, -0.00010715967372876278, -4.242270480458998e-06, -8.590828981525078e-08, -0.00010096106091772583, -7.160123788563233e-05, -2.7095262735699066e-06, -6.076072574368041e-05, -0.00011090548384995458, -5.856416859617575e-05]","[-0.0030145433212234174, -0.042980967691770955, -0.0002924867187670266, -0.031178540811382494, -0.00017949342168255278, -0.017531719044812988, -0.0055630177129613045, -0.024784607365728295, -0.0010082415369325748, -0.0009570124828499615]","[0.23856653601970998, 0.31739497301843045, 0.21517522980440829, 0.2535199115528575, 0.19748693264803613, 0.22639966378767035, 0.27596943075628405, 0.21450281187731537, 0.25485218055781667, 0.24253720461758227]","[0.3090502554436519, 0.17625545095951248, 0.3229945976429038, 0.21816084620843293, 0.2331133293099933, 0.19311755241575887, 0.24426929635681888, 0.3554929238070104, 0.25279708401140666, 0.324249185910695]",TRAIN,-5.567136387589766e-05,-6.86463490418921e-05,-4.2696378709903205e-05,0.24364048746401115,0.23323768800047234,0.25404328692754996
topo,8,CH,ACTIVITY,SVR,350,"[0.10524968239104482, 0.10481211611380292, 0.06657108031391912, 0.07272106373121046, 0.07990571558958914, 0.13460632963850205, 0.061672990299250774, 0.07984700034698633, 0.14142151303603756, 0.07904199133952527]","[-0.0834842408705283, -0.0586685361925785, -0.10337244865365691, -0.33155824566673453, -0.22842415694268192, -0.1263210839955773, -0.03217811627420497, -0.058948915662081935, -0.03865923591467957, -2.247690720346595]","[0.23111177495728663, 0.25780972970870253, 0.21648179009855895, 0.28668593868086106, 0.2262976121107276, 0.25635457963619307, 0.2709858532168007, 0.23847029314930915, 0.2663878126156029, 0.27909858512546526]","[0.3414583726744079, 0.3037176829530555, 0.2962833728924529, 0.19813780094633335, 0.18315665657133973, 0.1674711303218697, 0.1915707272966786, 0.24803387754500195, 0.278608824775086, 0.423906592797702]",TRAIN,0.09258494827998684,0.08422194642911535,0.10094795013085833,0.2529683969299508,0.24583412491391654,0.2601026689459851
topo,8,CH,ACTIVITY,MLP,350,"[0.17235448516144347, 0.16555502682256495, 0.023685381893082003, 0.24009577075709, 0.002569021228115864, 0.009995075481814997, -1.329940461558543e-05, 0.11897233884199221, 1.0592636638717678e-05, 0.09126789150162384]","[-0.025390569691055687, -0.07005594932610215, -0.016927503005544686, -0.46771725939470943, -0.013242417584516941, 0.008922002489405334, -0.012631777919572595, -0.18670753996616196, -0.006388920219604355, -0.021459610108197413]","[0.252091005014294, 0.25841385552844126, 0.24835193189836946, 0.26933756640164086, 0.2281621166308001, 0.24363623034506457, 0.20746660394185917, 0.2978264894339832, 0.21230405817085032, 0.27029827923885597]","[0.25852800314706154, 0.15844280513926845, 0.24685278239254604, 0.20412031646951784, 0.3350672296805427, 0.2676193745681701, 0.27226837552549776, 0.16062613695522895, 0.31243298862394697, 0.19066929353415774]",TRAIN,0.08244922849197504,0.05600428450548656,0.10889417247846353,0.2487888136604159,0.24049181968508515,0.2570858076357466
topo,8,CH,ACTIVITY,MLR,400,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-5.337207437627889e-05, -0.007505276544459871, -0.00013384347942113628, -0.0054576645137465185, -0.0016952754970871453, -0.003678888872390873, -0.01034006332740356, -0.0008647933525021134, -0.022958662819197118, -0.0010237125379859435]","[0.25580159400886304, 0.24846110616100223, 0.22016903562409104, 0.242314469367005, 0.28567812990165325, 0.2705003578856422, 0.23282220251697194, 0.2729000788912539, 0.17589436653612767, 0.2589969243579075]","[0.27355533961505346, 0.3176010298103573, 0.24204768219424208, 0.30011065271831705, 0.21672291463603635, 0.24947354580212983, 0.27665383639974117, 0.23889513737679094, 0.27949687706408777, 0.21108954727677676]",TRAIN,0.0,0.0,0.0,0.24635382652505175,0.23690009275515925,0.2558075602949443
topo,8,CH,ACTIVITY,RF,400,"[-5.3552740856943615e-05, -7.740692600233245e-07, -5.163228668858544e-05, -1.9288847114440344e-05, -6.390669428069096e-05, -4.990666505921837e-05, -4.264200392789519e-06, -4.179876125576243e-05, -3.193755222552497e-05, -0.00010996331142854032]","[-0.019702328975335526, -0.5795052852250551, -0.0020005788916768186, -0.0051056940508011905, -0.0014094979243157724, -0.002710486722277583, -0.0011387790613799353, -0.004986458499633306, -0.004424238793027557, -9.17820055479357e-05]","[0.26488377002896596, 0.3159163349670486, 0.21222715205854098, 0.27708965743514935, 0.22387630582696155, 0.22978998008323806, 0.22321413438774723, 0.24831299735307533, 0.24382165695947916, 0.23203044188869165]","[0.19430674785805419, 0.1260412266967972, 0.27028398153858163, 0.2658731488688057, 0.255789267212526, 0.28559078065710664, 0.2770541288767239, 0.2943502330256241, 0.2650806128090196, 0.27333008344304427]",TRAIN,-4.270251285625193e-05,-5.2254161712358536e-05,-3.315086400014533e-05,0.2471162430988898,0.23772674647397352,0.2565057397238061
topo,8,CH,ACTIVITY,SVR,400,"[0.0313089086276892, 0.1506427363847942, 0.1143020968012507, -0.0020590986035278203, 0.0746116280857092, 0.015372486334879198, 0.10665760593882567, 0.062313196510401125, 0.08734146420276945, 0.11456677902731283]","[-0.05905424778563062, -0.24146666258035898, -0.11536191390261563, -0.046131736141781454, 0.020045867035289655, 0.024150563987794693, -0.017641951432339376, -0.07815324951873759, -0.015909484659249795, -0.25056246745651256]","[0.29328225652673395, 0.2518463935174466, 0.24563456082641677, 0.2893008673413893, 0.24364138737882077, 0.2229380224189841, 0.22024856902193726, 0.23377397470149797, 0.24322968688210028, 0.253120023288717]","[0.14086959467121762, 0.21741527800260682, 0.2625593357856263, 0.19277680960401034, 0.21859676895645153, 0.30177044074893644, 0.2277918375369327, 0.3107200951279722, 0.2856386576766871, 0.14559495856924587]",TRAIN,0.07550578033101038,0.06082670394907548,0.09018485671294528,0.2497015741904044,0.24234204066937134,0.2570611077114374
topo,8,CH,ACTIVITY,MLP,400,"[0.20832807537910714, 0.09415506902491622, 0.00817672255610491, 0.16450587437974273, 0.21689149120896745, 0.10208618243859724, 0.07992888692069311, 0.045486083217869844, 1.3700901553281852e-06, 0.1923333639887811]","[-0.10679619887895142, -0.02557760658720465, -0.005627329939446701, -0.0078033132366235325, -0.04311675214393307, -0.057038312171353134, 0.015458940989007242, -0.07659195972989141, -0.00036392545289998246, -0.15175741290447098]","[0.23023078433817004, 0.255314927545831, 0.23629937545597282, 0.2635774791338732, 0.21533612623936063, 0.234700532247058, 0.23329178247821464, 0.24319805121985164, 0.2189851273337384, 0.2355448816087248]","[0.2652106247736431, 0.1643154486989086, 0.31537533409187174, 0.20254056692547745, 0.2749913574136747, 0.23336092129635033, 0.30292666870821977, 0.16543845869187415, 0.2761777750969872, 0.23300369204523402]",TRAIN,0.1111893119204935,0.08696589021800417,0.13541273362298284,0.23664790676007946,0.23224301955591253,0.2410527939642464
topo,8,CH,ACTIVITY,MLR,450,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.031699717651661796, -0.001031182703859157, -0.01557098697177306, -0.017267241475966477, -0.011801330500485596, -0.08350201852103689, -0.01548123555047387, -0.0828497516003388, -0.01945942955484914, -0.0001682660018906823]","[0.2883245308230649, 0.24477459245918665, 0.2733420002429142, 0.1968654280850969, 0.2779906254622781, 0.29229816520772106, 0.2844307763351404, 0.29420484596797597, 0.26663171762950016, 0.25962129752480084]","[0.16345616167246627, 0.28120008440504085, 0.21923099905182408, 0.332131356682795, 0.20422527825452402, 0.15762249826823924, 0.1958411972312491, 0.15686624210622427, 0.18075698364347376, 0.25608405871757545]",TRAIN,0.0,0.0,0.0,0.2678483979737679,0.259039372369556,0.27665742357797984
topo,8,CH,ACTIVITY,RF,450,"[-9.149302844013718e-06, -3.8155051820920605e-05, -0.00012243005482237557, -1.1084370599157012e-07, -9.44392154316187e-05, -8.55940891497653e-07, -0.0001440660155087592, -2.744814881738833e-05, -1.9410630247573835e-05, -1.3195097287699298e-05]","[-0.0334391781900516, -0.004665087555782765, -0.07104177447762083, -0.00012122106723722048, -9.100264445649486e-05, -0.010542077786160675, -0.00020825804484636556, -0.06019042627544291, -0.11741948824242998, -0.033019841817698126]","[0.27149117326817473, 0.2618425772834882, 0.2708671802043834, 0.24728324768069174, 0.2584899775227927, 0.20012028286049247, 0.27177855248163235, 0.29157848097966244, 0.26733542351952533, 0.26918787374210823]","[0.20786758734076302, 0.18926932802512655, 0.13369421101975157, 0.26348912416695014, 0.2596684141172595, 0.2680570797794159, 0.22978572975120515, 0.1574315179645863, 0.12758373880971954, 0.21655218629496922]",TRAIN,-4.692603013778385e-05,-6.289065484069013e-05,-3.096140543487757e-05,0.26099747695429515,0.2537398431382551,0.2682551107703352
topo,8,CH,ACTIVITY,SVR,450,"[-0.07671145510556343, 0.07930626728037415, 0.057783643804452556, 0.02125968346877971, 0.012916271158424975, 0.09299637177130704, 0.06108107921841022, -0.43514944028170954, 0.059671447578625636, 0.03322758681660565]","[-0.09715535650648288, -0.09497231466346889, 0.004962787357294718, 0.04844694732167998, 0.04263014365344442, -0.03443813591121758, 0.016484858839346805, -1.1404046292071515, -0.24348760186813556, 0.01014244820507948]","[0.26640667876637447, 0.27095170371871113, 0.21476479214158894, 0.25350543415250776, 0.22149169990740913, 0.18901510341595726, 0.20757688725176002, 0.32279047272534006, 0.2817975128368181, 0.25416754151111043]","[0.2685234178658729, 0.18300354662169627, 0.2712166319705332, 0.2499676518565542, 0.24319404155516874, 0.34414477912347413, 0.29879532213868076, 0.3117741519623068, 0.16781279451222278, 0.25639457249331066]",TRAIN,-0.009361854429029304,-0.05644204716911777,0.037718338311059155,0.2482467826427577,0.23616798814476095,0.2603255771407545
topo,8,CH,ACTIVITY,MLP,450,"[3.2685476100580146e-05, 0.11224322790256347, 0.04415647525022648, 0.1601988722172002, 0.20773955175101477, 0.00010234075121429154, 0.1364786376417383, 0.11464266315308258, 4.876940469955571e-05, 0.028576235935877103]","[-0.0019081105454001879, -0.017472771169912082, 0.0215552871954382, 0.011948254514287049, -0.6583198134610297, -0.0021593815525942084, -0.039096942498567655, -0.12026141679624991, -0.003927084968188055, -0.017510677517792228]","[0.23668105565143496, 0.23968260720231804, 0.2381315235392058, 0.22630427184256868, 0.2515235837220758, 0.20274101483004128, 0.21084049229972215, 0.26722335846833495, 0.20547016499554263, 0.22801991738968186]","[0.2993644796140559, 0.1570680549204752, 0.2583805378057887, 0.27150459561036566, 0.2088895665685027, 0.2935493020077919, 0.2805853304471072, 0.18694646949888852, 0.3304454925948085, 0.26423289511883524]",TRAIN,0.08042194594837174,0.057777561089267855,0.10306633080747563,0.23066179899409264,0.2245149255598544,0.2368086724283309
topo,8,CH,ACTIVITY,MLR,500,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0026964398511735155, -0.00030382292424135926, -0.0011045932260953517, -0.18656074970656444, -0.0007929016070091777, -0.004836020939011476, -0.0002641923572830329, -0.0030988563063012453, -0.0021625949474308737, -0.0011276025701123515]","[0.25316343121301893, 0.2536428614323209, 0.24525398196872428, 0.28376758379831823, 0.24013320479964576, 0.2557890896024797, 0.2541355595694716, 0.24378829336826635, 0.2510457503210183, 0.25706841258783375]","[0.2388637534637605, 0.23758799790457644, 0.25735242194119257, 0.13997108702444533, 0.26837493220985215, 0.23231372997861058, 0.23635478185427738, 0.26066033571352853, 0.2440078557265208, 0.22886354205421708]",TRAIN,0.0,0.0,0.0,0.25377881686610976,0.2501998938737325,0.25735773985848703
topo,8,CH,ACTIVITY,RF,500,"[-0.00011064817873851496, -7.306646002813721e-05, -4.970606370946484e-08, -2.577992359587e-07, -1.1009702360897933e-06, -8.00651334742497e-06, -1.7842546864432762e-06, -4.959979251761837e-07, -2.137281226222143e-06, -3.743308329973161e-09]","[-0.0035214732381119163, -0.00038230108768821935, -0.0002511808706413543, -0.0003320006554199395, -0.06470264060657693, -0.003673141264177282, -0.0007998016179247003, -0.0011299636830714999, -0.0009139060674727695, -0.003589719398726654]","[0.234753982611026, 0.2553477428185646, 0.25902036051934557, 0.223734480566136, 0.2815554703716502, 0.26663532592926215, 0.25854886976401403, 0.2551756297021638, 0.23823333579355546, 0.24940063573350135]","[0.27949592441701526, 0.23327709893026272, 0.22363756235301158, 0.2996086866469349, 0.1482273558454048, 0.20174988484014372, 0.2249334861680301, 0.23375986818650732, 0.27229596655178806, 0.2479689518597422]",TRAIN,-1.9755090479600672e-05,-3.148218471772459e-05,-8.027996241476758e-06,0.2522405833809219,0.2472473405509411,0.25723382621090274
topo,8,CH,ACTIVITY,SVR,500,"[0.08320263666590533, 0.023221969882339488, 0.05894588712054405, 0.08041756610464657, 0.05470379092234767, 0.02388144558398042, 0.05303305101443567, 0.07796579351245703, 0.020145894513499685, 0.03469541438731072]","[0.0037257176166454187, -0.004423465447116248, 0.0019904010713156506, -0.10089352269026586, 0.02579279826395453, -0.0025873762468588968, -0.045677219669217894, -0.07369401100031991, -0.005751138200158268, -0.035210315045254736]","[0.22475846712374997, 0.23050082253845383, 0.2647471307906601, 0.2515078009533858, 0.23533259289676325, 0.2529012338829531, 0.1973012686330236, 0.22491392876599225, 0.24642009564490358, 0.2079927787775144]","[0.2786015145018776, 0.28243446183988463, 0.179761174164763, 0.22511526633712847, 0.26084522966370655, 0.231496052391638, 0.3382102035650314, 0.28957729136537186, 0.24955147656844018, 0.32301061074102333]",TRAIN,0.05102134497074666,0.0436488343797754,0.05839385556171792,0.23363761200073999,0.2273389880078691,0.23993623599361086
topo,8,CH,ACTIVITY,MLP,500,"[0.12530246919338317, 0.033203432227932206, 0.09570285344753415, 0.10087406757041528, 0.13680177676506133, 0.006577710131863257, 0.12141085057597567, 0.1128580202128191, -1.6193244893880632e-06, 0.039020721785654855]","[0.011580940944368123, 0.027880392127751286, 0.03414447353254435, 0.01247679987481165, -0.10440079418738812, 0.0034564855530092586, -0.09844661614649075, 0.005125278895615648, -0.001666447020425954, 0.023844481909934157]","[0.22812332919365483, 0.24184633682246653, 0.2187721743059936, 0.26382430823455416, 0.2528171778582519, 0.2488410091622998, 0.26125807118048006, 0.24152693384570412, 0.23947671923057565, 0.23388309016726339]","[0.2578032037411418, 0.2517706554604554, 0.2832351297756581, 0.1573707363101352, 0.19023581511740115, 0.24678272150740402, 0.16409270990218744, 0.22956896478984745, 0.26977741967236324, 0.26806902427889423]",TRAIN,0.07717502825861497,0.0615750035828058,0.09277505293442415,0.2430369150001244,0.23878859179480966,0.24728523820543913
topo,8,CH,GROWTH,MLR,50,"[0.7585593210995095, 0.8539996910845955, 0.6962826499024665, 0.56698231187241, 0.7075575165118244, 0.642353529429502, 0.8160444880460498, 0.5732907916540206, 0.7407476034573235, 0.7843448468090449]","[0.00017897205243355696, -0.5350417266652976, -5.291588003973759, -0.5593724918531922, -0.28243518435176296, -0.1260578149889553, -1.5931237441040502, -0.9836522201337481, -5.9332810988663, -2.900286038622943]","[0.1627283002384514, 0.11321721706950992, 0.20185177304507596, 0.12944683414995908, 0.0995899612936686, 0.21358217846994365, 0.1497044749798234, 0.2434511657618592, 0.15910177288718835, 0.14905055733757358]","[0.5008772506452519, 0.4251435080467144, 0.25499171641822177, 0.5853263298910507, 0.4419545563221091, 0.3968870364856403, 0.38158965186791366, 0.28113667306504375, 0.4359385631643154, 0.38386873592832915]",TRAIN,0.7140162749866746,0.6849363399756271,0.7430962099977222,0.1621724235233053,0.1485543621169058,0.17579048492970478
topo,8,CH,GROWTH,RF,50,"[0.5096237999866802, 0.505523069489602, 0.7485283354547213, 0.5675223713760008, 0.5501452847512341, 0.7177693639091717, 0.526678691475381, 0.7591278611090693, 0.5361347841623448, 0.705950749318848]","[0.02004329513093761, -0.21349725381834905, -0.874929558655466, -0.023253220871336522, -0.017361048749468866, 0.00956274924528644, -2.0338392449559275, -2.1426339633494447, 0.045362728704920086, -2.45234684861758]","[0.2695451166456645, 0.11370444150430267, 0.12939381025519778, 0.11837748095991785, 0.16702179544405577, 0.18738170859403244, 0.2985626491154411, 0.1328099924356751, 0.17968129980020706, 0.23482652858755546]","[0.24658473583674237, 0.25234825802781935, 0.27619268673486713, 0.2837829214035132, 0.25741841952994626, 0.22823398322555793, 0.3134724373684128, 0.1871179685098244, 0.27974107884639565, 0.2963103115666866]",TRAIN,0.6127004311033053,0.5809272766379966,0.644473585568614,0.18313048233420495,0.16358905892405864,0.20267190574435126
topo,8,CH,GROWTH,SVR,50,"[0.8064209463413035, 0.6005247345040408, 0.5263518976727479, 0.7081923004728672, 0.8676314788101323, 0.9033698106092787, 0.33843833164005854, 0.7730240969188232, 0.7535514658430731, 0.7709686733282588]","[-0.680001229924619, -0.03462806492927428, -9.218844016353579, -3.039651657108527, 0.17492054197383844, -0.2070436276010148, -0.4884015641813786, -1.1922578753417166, -0.22244029422130773, -0.911533960669749]","[0.11795879265093834, 0.26780865340439786, 0.2576329830666966, 0.21195916281884783, 0.11206010717044984, 0.10278911253281656, 0.31760630682214885, 0.16503952149869028, 0.12821672032131531, 0.12437698758950907]","[0.26810234078298223, 0.3303886770494104, 0.30288666882436566, 0.5080385416315938, 0.4377600023948339, 0.5379498129070975, 0.3968058888814135, 0.3673881270692446, 0.4522521345581885, 0.3192136124465373]",TRAIN,0.7048473736140584,0.6534051908662107,0.756289556361906,0.18054483478758107,0.15728180401776093,0.2038078655574012
topo,8,CH,GROWTH,MLP,50,"[-3.920910263133237e-10, -6.131978880219435e-08, 0.271595624913209, 5.154618065716932e-09, -1.6278795511581734e-07, -2.0317967308614016e-09, -2.6619527471183346e-08, -1.1953049883217659e-08, 0.45546581624506854, 3.1048976611991463e-07]","[-0.6743351756439266, -1.932072468193068, -0.5018352006793902, -0.018349976756192543, -0.004906105136211147, -0.4407455805917233, -0.24953489305984533, -0.3560701007971898, -0.9309503142051054, -0.07691602647845985]","[0.432802827268761, 0.31931683332353394, 0.32320319832561906, 0.29355893542831074, 0.24987896154151154, 0.275689896000466, 0.36801413534649013, 0.2755794082988519, 0.3112928223347424, 0.3397630835788337]","[0.21854209594803262, 0.1946628403098002, 0.2082616452909172, 0.5180204000002809, 0.2857662820007887, 0.2640841141374597, 0.1848374222610994, 0.18827020521530913, 0.2888181264800894, 0.42253261320448887]",TRAIN,0.07270614916984527,0.02492001603806398,0.12049228230162656,0.31891001014471204,0.3030835323055272,0.3347364879838969
topo,8,CH,GROWTH,MLR,100,"[0.4626895963840343, 0.45539745542423105, 0.40297708193982806, 0.34213357719446, 0.5793660489494563, 0.29912557689896957, 0.7732350925133871, 0.21379489704558807, 0.533053342179527, 0.44247049070103717]","[-0.35017783628586474, -0.8319079810671159, -0.6442267071377294, -43.446294195157044, -0.23654711369024883, 0.11157443209333906, -0.14178998880600324, 0.07648208510924437, -0.3883838007829803, 0.27762274055545144]","[0.2591314903573937, 0.22483872144375866, 0.2551649295056169, 0.2525160822898786, 0.19181691339415438, 0.18602134597281997, 0.16141023054831827, 0.27103783789480507, 0.19387098852533124, 0.23857511535841194]","[0.2105561088135343, 0.24966218217099573, 0.25986915848274866, 3.0987555306638552, 0.2828903831429633, 0.35921744055262916, 0.41986728748257324, 0.3565717456335798, 0.2660296186467075, 0.1916974800649776]",TRAIN,0.4504243159230519,0.4034390340838041,0.49740959776229965,0.2234383655290489,0.21214918996347484,0.23472754109462293
topo,8,CH,GROWTH,RF,100,"[0.39512386263488397, 0.45718007248677883, 0.548242034523243, 0.4557796939082187, 0.3523313397245821, 0.40318323253904564, 0.4794372533260006, 0.5132088100704015, 0.4327392003734011, 0.3672057246751912]","[-0.23764905638161382, 0.03639794687671383, 0.028792246994370885, -0.16427961403718827, -0.16899286119886892, 0.10943149335399327, 0.2681116497557966, 0.16977056967768533, 0.06167974298289558, -0.2938771444362045]","[0.1904497109748836, 0.24462675484176172, 0.22391952211003346, 0.2713744570240165, 0.24977669965211205, 0.2397577743075148, 0.19615442708016115, 0.16517580982218716, 0.2258068231774184, 0.2647185284721833]","[0.21016032289222694, 0.23721630113770667, 0.3497680202439952, 0.2497922883818333, 0.2540080708036724, 0.2657778434619001, 0.248340009185011, 0.3583157569129966, 0.24108663465908212, 0.22535642663414077]",TRAIN,0.44044312242617467,0.42158040345142145,0.4593058414009279,0.2271760507462272,0.21692703726741774,0.23742506422503667
topo,8,CH,GROWTH,SVR,100,"[0.3757059249507422, 0.39538777184051177, 0.6139632007980989, 0.4782376447013036, 0.5623831109491155, 0.47957517990956255, 0.6854751100549727, 0.4615009146113026, 0.5846419881708631, 0.7607044905602816]","[-0.08024463115863001, -2.462326595315554, -0.09213058570901977, -0.06348609591919385, -0.444278256164909, -0.08996959755319578, -0.8539554142717141, -0.8421729756594762, -0.21769791894301815, 0.04446119359772671]","[0.21643812781432523, 0.19971922182740537, 0.15008949804820026, 0.2511770654724384, 0.19993368146331125, 0.2596288245398722, 0.20418762641517596, 0.28603306211338275, 0.16491646645701855, 0.1521165509964572]","[0.4728950750231052, 0.6487873590633028, 0.36865857135478874, 0.22789568082945788, 0.33999848883208106, 0.40916116950343845, 0.3827880048185291, 0.3401757064395596, 0.3624396653529324, 0.38540580658464685]",TRAIN,0.5397575336546755,0.5024251815740725,0.5770898857352785,0.20842401251475876,0.19457868645522702,0.2222693385742905
