,set,model,context,response,feature,r2
976,TRAIN,MLP,C,GROWTH,topo,0.9991104720085083
977,TRAIN,MLP,C,GROWTH,topo,0.9998861347548109
978,TRAIN,MLP,C,GROWTH,topo,0.9997105897899976
979,TRAIN,MLP,C,GROWTH,topo,0.999744902645765
980,TRAIN,MLP,C,GROWTH,topo,0.4732986755346168
981,TRAIN,MLP,C,GROWTH,topo,0.3870696762195689
982,TRAIN,MLP,C,GROWTH,topo,0.4262210069161262
983,TRAIN,MLP,C,GROWTH,topo,0.43309461023716156
984,TRAIN,MLP,C,GROWTH,topo,0.3870921540740563
985,TRAIN,MLP,C,GROWTH,topo,0.4382025039553049
986,TRAIN,MLP,C,GROWTH,topo,0.3544227454454407
987,TRAIN,MLP,C,GROWTH,topo,0.399730971920942
988,TRAIN,MLP,C,GROWTH,topo,0.4466199418955723
989,TRAIN,MLP,C,GROWTH,topo,0.5592042358929479
990,TRAIN,MLP,C,GROWTH,topo,0.36408607994897313
991,TRAIN,MLP,C,GROWTH,topo,0.35682908930847346
992,TRAIN,MLP,C,GROWTH,topo,0.6464094710810695
993,TRAIN,MLP,C,GROWTH,topo,0.4132569996213148
994,TRAIN,MLP,C,GROWTH,topo,0.452937210439055
995,TRAIN,MLP,C,GROWTH,topo,0.621130778817075
996,TRAIN,MLP,C,GROWTH,topo,0.41344883146954603
997,TRAIN,MLP,C,GROWTH,topo,0.4572045472849051
998,TRAIN,MLP,C,GROWTH,topo,0.7701213449644987
999,TRAIN,MLP,C,GROWTH,topo,0.7713957087793066
1000,TRAIN,MLP,C,GROWTH,topo,0.7603778223910579
1001,TRAIN,MLP,C,GROWTH,topo,0.9631806947382017
1002,TRAIN,MLP,C,GROWTH,topo,0.9837248005347587
1003,TRAIN,MLP,C,GROWTH,topo,0.9756028816912659
1004,TRAIN,MLP,C,GROWTH,topo,0.9615630186012233
1005,TRAIN,MLP,C,GROWTH,topo,0.9785212817402015
1006,TRAIN,MLP,C,GROWTH,topo,0.9830439631205709
1007,TRAIN,MLP,C,GROWTH,topo,0.7145959326598168
1008,TRAIN,MLP,C,GROWTH,topo,0.7474635039864232
1009,TRAIN,MLP,C,GROWTH,topo,0.7767661520332299
1010,TRAIN,MLP,C,GROWTH,topo,0.961953524986476
1011,TRAIN,MLP,C,GROWTH,topo,0.9765678485452188
1012,TRAIN,MLP,C,GROWTH,topo,0.9867606424827553
1013,TRAIN,MLP,C,GROWTH,topo,0.9777232408005959
1014,TRAIN,MLP,C,GROWTH,topo,0.9896243202170483
1015,TRAIN,MLP,C,GROWTH,topo,0.9910646535257557
1016,TRAIN,MLP,C,GROWTH,topo,0.41171015298727376
1017,TRAIN,MLP,C,GROWTH,topo,0.46208251777217624
1018,TRAIN,MLP,C,GROWTH,topo,0.44904955521686574
1019,TRAIN,MLP,C,GROWTH,topo,0.42475582463881956
1020,TRAIN,MLP,C,GROWTH,topo,0.4760385305293596
1021,TRAIN,MLP,C,GROWTH,topo,0.4113902742479839
1022,TRAIN,MLP,C,GROWTH,topo,0.45414358482843764
1023,TRAIN,MLP,C,GROWTH,topo,0.44763850110322945
1024,TRAIN,MLP,C,GROWTH,topo,0.4725674806140995
1025,TRAIN,MLP,C,GROWTH,topo,0.8017992148134276
1026,TRAIN,MLP,C,GROWTH,topo,0.8334898375457837
1027,TRAIN,MLP,C,GROWTH,topo,0.7849940639947482
1028,TRAIN,MLP,C,GROWTH,topo,0.9863228208857153
1029,TRAIN,MLP,C,GROWTH,topo,0.9872249056700229
1030,TRAIN,MLP,C,GROWTH,topo,0.9884669854124545
1031,TRAIN,MLP,C,GROWTH,topo,0.9869917079230711
1032,TRAIN,MLP,C,GROWTH,topo,0.9866986961207077
1033,TRAIN,MLP,C,GROWTH,topo,0.987099819474082
1034,TRAIN,MLP,C,GROWTH,topo,0.8816071732161866
1035,TRAIN,MLP,C,GROWTH,topo,0.8921461154594409
1036,TRAIN,MLP,C,GROWTH,topo,0.919051588996441
1037,TRAIN,MLP,C,GROWTH,topo,0.9988920719985614
1038,TRAIN,MLP,C,GROWTH,topo,0.9987097893184022
1039,TRAIN,MLP,C,GROWTH,topo,0.9985662066670357
1040,TRAIN,MLP,C,GROWTH,topo,0.9987240676207609
1041,TRAIN,MLP,C,GROWTH,topo,0.999282468815361
1042,TRAIN,MLP,C,GROWTH,topo,0.9992396148812045
1043,TRAIN,MLP,C,GROWTH,topo,0.8053173905482273
1044,TRAIN,MLP,C,GROWTH,topo,0.7727652943217901
1045,TRAIN,MLP,C,GROWTH,topo,0.8432974188083253
1046,TRAIN,MLP,C,GROWTH,topo,0.9987854658011232
1047,TRAIN,MLP,C,GROWTH,topo,0.9993345408232482
1048,TRAIN,MLP,C,GROWTH,topo,0.999146525745812
1049,TRAIN,MLP,C,GROWTH,topo,0.9994642718278466
1050,TRAIN,MLP,C,GROWTH,topo,0.9990018301520042
1051,TRAIN,MLP,C,GROWTH,topo,0.9995436713299252
1052,TRAIN,MLP,C,GROWTH,topo,0.4746445386159278
1053,TRAIN,MLP,C,GROWTH,topo,0.4166157612797873
1054,TRAIN,MLP,C,GROWTH,topo,0.44702452691000116
1055,TRAIN,MLP,C,GROWTH,topo,0.4483336846845737
1056,TRAIN,MLP,C,GROWTH,topo,0.41522405284934805
1057,TRAIN,MLP,C,GROWTH,topo,0.42202031746235735
1058,TRAIN,MLP,C,GROWTH,topo,0.42786106027499615
1059,TRAIN,MLP,C,GROWTH,topo,0.44198072304639424
1060,TRAIN,MLP,C,GROWTH,topo,0.4683413881683606
1061,TRAIN,MLP,C,GROWTH,topo,0.8458518480320985
1062,TRAIN,MLP,C,GROWTH,topo,0.8394652218870187
1063,TRAIN,MLP,C,GROWTH,topo,0.8612597621404159
1064,TRAIN,MLP,C,GROWTH,topo,0.9979952940265268
1065,TRAIN,MLP,C,GROWTH,topo,0.9921934781887652
1066,TRAIN,MLP,C,GROWTH,topo,0.9864009398236679
1067,TRAIN,MLP,C,GROWTH,topo,0.9984921944711792
1068,TRAIN,MLP,C,GROWTH,topo,0.9930168016012224
1069,TRAIN,MLP,C,GROWTH,topo,0.9921435802826273
1070,TRAIN,MLP,C,GROWTH,topo,0.8857382701154105
1071,TRAIN,MLP,C,GROWTH,topo,0.9086147106583251
1072,TRAIN,MLP,C,GROWTH,topo,0.9559450926687267
1073,TRAIN,MLP,C,GROWTH,topo,0.9995612713213673
1074,TRAIN,MLP,C,GROWTH,topo,0.9994204535003353
1075,TRAIN,MLP,C,GROWTH,topo,0.9987952417074537
1076,TRAIN,MLP,C,GROWTH,topo,0.9997052988533011
1077,TRAIN,MLP,C,GROWTH,topo,0.9991204806947246
1078,TRAIN,MLP,C,GROWTH,topo,0.9994983012650837
1079,TRAIN,MLP,C,GROWTH,topo,0.6054492283379507
1080,TRAIN,MLP,C,GROWTH,topo,0.7971532921029483
1081,TRAIN,MLP,C,GROWTH,topo,0.9118713378408306
1082,TRAIN,MLP,C,GROWTH,topo,0.9994847901501047
1083,TRAIN,MLP,C,GROWTH,topo,0.9997375771496194
1084,TRAIN,MLP,C,GROWTH,topo,0.9997991558287271
1085,TRAIN,MLP,C,GROWTH,topo,0.9997300344884349
1086,TRAIN,MLP,C,GROWTH,topo,0.9998696192807391
1087,TRAIN,MLP,C,GROWTH,topo,0.999743059737681
1088,TRAIN,MLP,C,GROWTH,topo,0.4441275735848059
1089,TRAIN,MLP,C,GROWTH,topo,0.4469639485930982
1090,TRAIN,MLP,C,GROWTH,topo,0.4456152552384499
1091,TRAIN,MLP,C,GROWTH,topo,0.4485228720258191
1092,TRAIN,MLP,C,GROWTH,topo,0.4746750263001803
1093,TRAIN,MLP,C,GROWTH,topo,0.4877497371762627
1094,TRAIN,MLP,C,GROWTH,topo,0.4404228611425979
1095,TRAIN,MLP,C,GROWTH,topo,0.4605722888652345
1096,TRAIN,MLP,C,GROWTH,topo,0.4480465321781185
1097,TRAIN,MLP,C,GROWTH,topo,0.8520310249702696
1098,TRAIN,MLP,C,GROWTH,topo,0.8379106024139046
1099,TRAIN,MLP,C,GROWTH,topo,0.7389879941002544
1100,TRAIN,MLP,C,GROWTH,topo,0.9973979742788778
1101,TRAIN,MLP,C,GROWTH,topo,0.9912117303128167
1102,TRAIN,MLP,C,GROWTH,topo,0.9920052501218728
1103,TRAIN,MLP,C,GROWTH,topo,0.9986157882630997
1104,TRAIN,MLP,C,GROWTH,topo,0.9909980119581654
1105,TRAIN,MLP,C,GROWTH,topo,0.9815242368254354
1106,TRAIN,MLP,C,GROWTH,topo,0.8274586708964378
1107,TRAIN,MLP,C,GROWTH,topo,0.9058779073567442
1108,TRAIN,MLP,C,GROWTH,topo,0.9470472148872354
1109,TRAIN,MLP,C,GROWTH,topo,0.9993338271743095
1110,TRAIN,MLP,C,GROWTH,topo,0.9985531866410788
1111,TRAIN,MLP,C,GROWTH,topo,0.999456292002482
1112,TRAIN,MLP,C,GROWTH,topo,0.9998165113032592
1113,TRAIN,MLP,C,GROWTH,topo,0.9992898577954001
1114,TRAIN,MLP,C,GROWTH,topo,0.9996331629701611
1115,TRAIN,MLP,C,GROWTH,topo,0.8237183759159552
1116,TRAIN,MLP,C,GROWTH,topo,0.7911221818560745
1117,TRAIN,MLP,C,GROWTH,topo,0.8534504715706422
1118,TRAIN,MLP,C,GROWTH,topo,0.9996424824002634
1119,TRAIN,MLP,C,GROWTH,topo,0.99943493757442
1120,TRAIN,MLP,C,GROWTH,topo,0.9998276343139352
1121,TRAIN,MLP,C,GROWTH,topo,0.9997534394093014
1122,TRAIN,MLP,C,GROWTH,topo,0.99978178893561
1123,TRAIN,MLP,C,GROWTH,topo,0.9997660502618427
1124,TRAIN,MLP,C,GROWTH,topo,0.4113558362925809
1125,TRAIN,MLP,C,GROWTH,topo,0.46318710981206124
1126,TRAIN,MLP,C,GROWTH,topo,0.4297137150630874
1127,TRAIN,MLP,C,GROWTH,topo,0.44661100437666945
1128,TRAIN,MLP,C,GROWTH,topo,0.42537415282276736
1129,TRAIN,MLP,C,GROWTH,topo,0.43486516896085925
1130,TRAIN,MLP,C,GROWTH,topo,0.4575559548442689
1131,TRAIN,MLP,C,GROWTH,topo,0.46738520291955
1132,TRAIN,MLP,C,GROWTH,topo,0.46198073028961983
1133,TRAIN,MLP,C,GROWTH,topo,0.7521760418563364
1134,TRAIN,MLP,C,GROWTH,topo,0.7224382454914111
1135,TRAIN,MLP,C,GROWTH,topo,0.7254048488659854
1136,TRAIN,MLP,C,GROWTH,topo,0.9673586777511224
1137,TRAIN,MLP,C,GROWTH,topo,0.967002206148682
1138,TRAIN,MLP,C,GROWTH,topo,0.9691068709864614
1139,TRAIN,MLP,C,GROWTH,topo,0.975101501368645
1140,TRAIN,MLP,C,GROWTH,topo,0.9643792839241472
1141,TRAIN,MLP,C,GROWTH,topo,0.96463954153535
1142,TRAIN,MLP,C,GROWTH,topo,0.8855907994277213
1143,TRAIN,MLP,C,GROWTH,topo,0.9154704590139866
1144,TRAIN,MLP,C,GROWTH,topo,0.9076508778823036
1145,TRAIN,MLP,C,GROWTH,topo,0.9970307038384031
1146,TRAIN,MLP,C,GROWTH,topo,0.9977937846646954
1147,TRAIN,MLP,C,GROWTH,topo,0.9979062212186202
1148,TRAIN,MLP,C,GROWTH,topo,0.9980462382412001
1149,TRAIN,MLP,C,GROWTH,topo,0.9982224227401298
1150,TRAIN,MLP,C,GROWTH,topo,0.998278368935326
1151,TRAIN,MLP,C,GROWTH,topo,0.801691426465194
1152,TRAIN,MLP,C,GROWTH,topo,0.793500352299202
1153,TRAIN,MLP,C,GROWTH,topo,0.818299094434286
1154,TRAIN,MLP,C,GROWTH,topo,0.9978668232871496
1155,TRAIN,MLP,C,GROWTH,topo,0.9987091446787417
1156,TRAIN,MLP,C,GROWTH,topo,0.9988135842481266
1157,TRAIN,MLP,C,GROWTH,topo,0.999024579065539
1158,TRAIN,MLP,C,GROWTH,topo,0.9992319731642145
1159,TRAIN,MLP,C,GROWTH,topo,0.9993497522557343
1160,TRAIN,MLP,C,GROWTH,topo,0.42135449924201973
1161,TRAIN,MLP,C,GROWTH,topo,0.3958106653041653
1162,TRAIN,MLP,C,GROWTH,topo,0.37113390340661045
1163,TRAIN,MLP,C,GROWTH,topo,0.42985091151768196
1164,TRAIN,MLP,C,GROWTH,topo,0.35463808370179317
1165,TRAIN,MLP,C,GROWTH,topo,0.39336036108582495
1166,TRAIN,MLP,C,GROWTH,topo,0.3949860632637163
1167,TRAIN,MLP,C,GROWTH,topo,0.3777483548129106
1168,TRAIN,MLP,C,GROWTH,topo,0.3867401293794188
1169,TRAIN,MLP,C,GROWTH,topo,0.4536995166596529
1170,TRAIN,MLP,C,GROWTH,topo,0.3652039985239792
1171,TRAIN,MLP,C,GROWTH,topo,0.3515986539509991
1172,TRAIN,MLP,C,GROWTH,topo,0.4409939078462696
1173,TRAIN,MLP,C,GROWTH,topo,0.35638489225597914
1174,TRAIN,MLP,C,GROWTH,topo,0.27495109659035555
1175,TRAIN,MLP,C,GROWTH,topo,0.4570412440152901
1176,TRAIN,MLP,C,GROWTH,topo,0.2610283529415641
1177,TRAIN,MLP,C,GROWTH,topo,0.30161695234169583
1178,TRAIN,MLP,C,GROWTH,topo,0.7102876568183807
1179,TRAIN,MLP,C,GROWTH,topo,0.6889142244074355
1180,TRAIN,MLP,C,GROWTH,topo,0.6391045207361421
1181,TRAIN,MLP,C,GROWTH,topo,0.8978284670802215
1182,TRAIN,MLP,C,GROWTH,topo,0.9250127553358132
1183,TRAIN,MLP,C,GROWTH,topo,0.9273605781608186
1184,TRAIN,MLP,C,GROWTH,topo,0.9157080887670663
1185,TRAIN,MLP,C,GROWTH,topo,0.9391484853078491
1186,TRAIN,MLP,C,GROWTH,topo,0.938482362530558
1187,TRAIN,MLP,C,GROWTH,topo,0.65126334352374
1188,TRAIN,MLP,C,GROWTH,topo,0.6681806832764083
1189,TRAIN,MLP,C,GROWTH,topo,0.6816759101525567
1190,TRAIN,MLP,C,GROWTH,topo,0.9257739459880706
1191,TRAIN,MLP,C,GROWTH,topo,0.9586607377622357
1192,TRAIN,MLP,C,GROWTH,topo,0.947876438271287
1193,TRAIN,MLP,C,GROWTH,topo,0.94162085162382
1194,TRAIN,MLP,C,GROWTH,topo,0.9711651147504078
1195,TRAIN,MLP,C,GROWTH,topo,0.9727297336810503
1196,TRAIN,MLP,C,GROWTH,topo,0.44818137370206823
1197,TRAIN,MLP,C,GROWTH,topo,0.45874821844167746
1198,TRAIN,MLP,C,GROWTH,topo,0.4336326226240642
1199,TRAIN,MLP,C,GROWTH,topo,0.4401777325673778
1200,TRAIN,MLP,C,GROWTH,topo,0.43712008822295956
1201,TRAIN,MLP,C,GROWTH,topo,0.47065936978392875
1202,TRAIN,MLP,C,GROWTH,topo,0.4849174682914139
1203,TRAIN,MLP,C,GROWTH,topo,0.44178965803421355
1204,TRAIN,MLP,C,GROWTH,topo,0.4426443545378538
1205,TRAIN,MLP,C,GROWTH,topo,0.8223599178739023
1206,TRAIN,MLP,C,GROWTH,topo,0.8596642348520483
1207,TRAIN,MLP,C,GROWTH,topo,0.8706451314021458
1208,TRAIN,MLP,C,GROWTH,topo,0.9985670302708124
1209,TRAIN,MLP,C,GROWTH,topo,0.9977689070602755
1210,TRAIN,MLP,C,GROWTH,topo,0.9977593988304925
1211,TRAIN,MLP,C,GROWTH,topo,0.9988739934179666
1212,TRAIN,MLP,C,GROWTH,topo,0.9934257618071731
1213,TRAIN,MLP,C,GROWTH,topo,0.9922108501324559
1214,TRAIN,MLP,C,GROWTH,topo,0.8187701556297106
1215,TRAIN,MLP,C,GROWTH,topo,0.9295063644118972
1216,TRAIN,MLP,C,GROWTH,topo,0.8916025988608088
1217,TRAIN,MLP,C,GROWTH,topo,0.9994702327966949
1218,TRAIN,MLP,C,GROWTH,topo,0.9996474773425928
1219,TRAIN,MLP,C,GROWTH,topo,0.9995255667434684
1220,TRAIN,MLP,C,GROWTH,topo,0.9996821670479336
1221,TRAIN,MLP,C,GROWTH,topo,0.9996323937416733
1222,TRAIN,MLP,C,GROWTH,topo,0.9996018980010241
1223,TRAIN,MLP,C,GROWTH,topo,0.800597565417571
1224,TRAIN,MLP,C,GROWTH,topo,0.8336594496981087
1225,TRAIN,MLP,C,GROWTH,topo,0.8617879091921465
1226,TRAIN,MLP,C,GROWTH,topo,0.9992189508486513
1227,TRAIN,MLP,C,GROWTH,topo,0.9995615869508587
1228,TRAIN,MLP,C,GROWTH,topo,0.9997171961288294
1229,TRAIN,MLP,C,GROWTH,topo,0.9996308089711622
1230,TRAIN,MLP,C,GROWTH,topo,0.9996986014007625
1231,TRAIN,MLP,C,GROWTH,topo,0.9998282789687342
1232,TRAIN,MLP,C,GROWTH,topo,0.4474280045012089
1233,TRAIN,MLP,C,GROWTH,topo,0.4202432910917908
1234,TRAIN,MLP,C,GROWTH,topo,0.43369459837096314
1235,TRAIN,MLP,C,GROWTH,topo,0.46184755738934213
1236,TRAIN,MLP,C,GROWTH,topo,0.45497101616500035
1237,TRAIN,MLP,C,GROWTH,topo,0.45592801871872557
1238,TRAIN,MLP,C,GROWTH,topo,0.4638103488033186
1239,TRAIN,MLP,C,GROWTH,topo,0.46232711786351477
1240,TRAIN,MLP,C,GROWTH,topo,0.4605246759768389
1241,TRAIN,MLP,C,GROWTH,topo,0.869680959266445
1242,TRAIN,MLP,C,GROWTH,topo,0.7919553017118964
1243,TRAIN,MLP,C,GROWTH,topo,0.8085996045559729
1244,TRAIN,MLP,C,GROWTH,topo,0.9976621775536086
1245,TRAIN,MLP,C,GROWTH,topo,0.9941526984722793
1246,TRAIN,MLP,C,GROWTH,topo,0.9896529426953946
1247,TRAIN,MLP,C,GROWTH,topo,0.998393471923738
1248,TRAIN,MLP,C,GROWTH,topo,0.9913896553303574
1249,TRAIN,MLP,C,GROWTH,topo,0.9740084076402921
1250,TRAIN,MLP,C,GROWTH,topo,0.8353293909193624
1251,TRAIN,MLP,C,GROWTH,topo,0.8995009506772114
1252,TRAIN,MLP,C,GROWTH,topo,0.8981580608995241
1253,TRAIN,MLP,C,GROWTH,topo,0.99928598494298
1254,TRAIN,MLP,C,GROWTH,topo,0.9993027776542994
1255,TRAIN,MLP,C,GROWTH,topo,0.9992389119500044
1256,TRAIN,MLP,C,GROWTH,topo,0.9997164030081279
1257,TRAIN,MLP,C,GROWTH,topo,0.9996631500209565
1258,TRAIN,MLP,C,GROWTH,topo,0.9996476140290016
1259,TRAIN,MLP,C,GROWTH,topo,0.8599596709249395
1260,TRAIN,MLP,C,GROWTH,topo,0.7590658245045174
1261,TRAIN,MLP,C,GROWTH,topo,0.858409119284326
1262,TRAIN,MLP,C,GROWTH,topo,0.9995234299714363
1263,TRAIN,MLP,C,GROWTH,topo,0.9996300276152479
1264,TRAIN,MLP,C,GROWTH,topo,0.9997086499671033
1265,TRAIN,MLP,C,GROWTH,topo,0.9997821854003248
1266,TRAIN,MLP,C,GROWTH,topo,0.9994195438835548
1267,TRAIN,MLP,C,GROWTH,topo,0.9997959817054158
1268,TRAIN,MLP,C,GROWTH,topo,0.4016514897928982
1269,TRAIN,MLP,C,GROWTH,topo,0.4175138568699618
1270,TRAIN,MLP,C,GROWTH,topo,0.41667214671902053
1271,TRAIN,MLP,C,GROWTH,topo,0.4022942449609235
1272,TRAIN,MLP,C,GROWTH,topo,0.4545477625432083
1273,TRAIN,MLP,C,GROWTH,topo,0.44674367040922336
1274,TRAIN,MLP,C,GROWTH,topo,0.4213821804505036
1275,TRAIN,MLP,C,GROWTH,topo,0.4269475173519979
1276,TRAIN,MLP,C,GROWTH,topo,0.3935256831038495
1277,TRAIN,MLP,C,GROWTH,topo,0.6386083076604692
1278,TRAIN,MLP,C,GROWTH,topo,0.5632890815140467
1279,TRAIN,MLP,C,GROWTH,topo,0.5991094793296279
1280,TRAIN,MLP,C,GROWTH,topo,0.7702184982649701
1281,TRAIN,MLP,C,GROWTH,topo,0.7104190969467091
1282,TRAIN,MLP,C,GROWTH,topo,0.6823218443522404
1283,TRAIN,MLP,C,GROWTH,topo,0.8007907951547352
1284,TRAIN,MLP,C,GROWTH,topo,0.6020890562004123
1285,TRAIN,MLP,C,GROWTH,topo,0.7303217742330774
1286,TRAIN,MLP,C,GROWTH,topo,0.7710717313269408
1287,TRAIN,MLP,C,GROWTH,topo,0.8229768940094584
1288,TRAIN,MLP,C,GROWTH,topo,0.7683713918318352
1289,TRAIN,MLP,C,GROWTH,topo,0.9868836938110646
1290,TRAIN,MLP,C,GROWTH,topo,0.9926209447463337
1291,TRAIN,MLP,C,GROWTH,topo,0.9912154024024729
1292,TRAIN,MLP,C,GROWTH,topo,0.9874997978161896
1293,TRAIN,MLP,C,GROWTH,topo,0.9932032802484748
1294,TRAIN,MLP,C,GROWTH,topo,0.9941451262961611
1295,TRAIN,MLP,C,GROWTH,topo,0.7370441459029251
1296,TRAIN,MLP,C,GROWTH,topo,0.7188123077434354
1297,TRAIN,MLP,C,GROWTH,topo,0.8034879308927826
1298,TRAIN,MLP,C,GROWTH,topo,0.9801401088360604
1299,TRAIN,MLP,C,GROWTH,topo,0.9923984891608872
1300,TRAIN,MLP,C,GROWTH,topo,0.9934610033757725
1301,TRAIN,MLP,C,GROWTH,topo,0.9922083353652362
1302,TRAIN,MLP,C,GROWTH,topo,0.9961767218134265
1303,TRAIN,MLP,C,GROWTH,topo,0.9967789587737257
1304,TRAIN,MLP,C,GROWTH,topo,0.43213545949587995
1305,TRAIN,MLP,C,GROWTH,topo,0.4220663870657122
1306,TRAIN,MLP,C,GROWTH,topo,0.45781954414459725
1307,TRAIN,MLP,C,GROWTH,topo,0.41792269121445724
1308,TRAIN,MLP,C,GROWTH,topo,0.42243622992895047
1309,TRAIN,MLP,C,GROWTH,topo,0.48432330779366595
1310,TRAIN,MLP,C,GROWTH,topo,0.47486046067114784
1311,TRAIN,MLP,C,GROWTH,topo,0.4180079093591933
1312,TRAIN,MLP,C,GROWTH,topo,0.4248410278402063
1313,TRAIN,MLP,C,GROWTH,topo,0.838681405463229
1314,TRAIN,MLP,C,GROWTH,topo,0.8509667964256686
1315,TRAIN,MLP,C,GROWTH,topo,0.8313595926887771
1316,TRAIN,MLP,C,GROWTH,topo,0.994321842842011
1317,TRAIN,MLP,C,GROWTH,topo,0.9944342736311305
1318,TRAIN,MLP,C,GROWTH,topo,0.9945330656365767
1319,TRAIN,MLP,C,GROWTH,topo,0.9951134808302871
1320,TRAIN,MLP,C,GROWTH,topo,0.9951990413597287
1321,TRAIN,MLP,C,GROWTH,topo,0.9944252194164676
1322,TRAIN,MLP,C,GROWTH,topo,0.8631972825692675
1323,TRAIN,MLP,C,GROWTH,topo,0.8644937852730774
1324,TRAIN,MLP,C,GROWTH,topo,0.90664899722985
1325,TRAIN,MLP,C,GROWTH,topo,0.999198325949678
1326,TRAIN,MLP,C,GROWTH,topo,0.9992937959739919
1327,TRAIN,MLP,C,GROWTH,topo,0.999553356518638
1328,TRAIN,MLP,C,GROWTH,topo,0.9992301269873485
1329,TRAIN,MLP,C,GROWTH,topo,0.9991293072110179
1330,TRAIN,MLP,C,GROWTH,topo,0.9993199560990864
1331,TRAIN,MLP,C,GROWTH,topo,0.7770900388242643
1332,TRAIN,MLP,C,GROWTH,topo,0.8399120724027126
1333,TRAIN,MLP,C,GROWTH,topo,0.8211122633158121
1334,TRAIN,MLP,C,GROWTH,topo,0.9995927454356545
1335,TRAIN,MLP,C,GROWTH,topo,0.9995438480948516
1336,TRAIN,MLP,C,GROWTH,topo,0.9996104774800968
1337,TRAIN,MLP,C,GROWTH,topo,0.9995892097488881
1338,TRAIN,MLP,C,GROWTH,topo,0.9996485392260275
1339,TRAIN,MLP,C,GROWTH,topo,0.9996578285790182
1340,TRAIN,MLP,C,GROWTH,topo,0.4262666425702306
1341,TRAIN,MLP,C,GROWTH,topo,0.4562039065200387
1342,TRAIN,MLP,C,GROWTH,topo,0.4259114722794143
1343,TRAIN,MLP,C,GROWTH,topo,0.4270051189523144
1344,TRAIN,MLP,C,GROWTH,topo,0.47466630522999786
1345,TRAIN,MLP,C,GROWTH,topo,0.42627603108356693
1346,TRAIN,MLP,C,GROWTH,topo,0.4403880863882046
1347,TRAIN,MLP,C,GROWTH,topo,0.4433710721448998
1348,TRAIN,MLP,C,GROWTH,topo,0.43824416474184535
1349,TRAIN,MLP,C,GROWTH,topo,0.8483309838313073
1350,TRAIN,MLP,C,GROWTH,topo,0.8154187548565963
1351,TRAIN,MLP,C,GROWTH,topo,0.7441832416673178
1352,TRAIN,MLP,C,GROWTH,topo,0.9974328881942804
1353,TRAIN,MLP,C,GROWTH,topo,0.991270778416155
1354,TRAIN,MLP,C,GROWTH,topo,0.9900865251446357
1355,TRAIN,MLP,C,GROWTH,topo,0.9986962678728658
1356,TRAIN,MLP,C,GROWTH,topo,0.992279632363873
1357,TRAIN,MLP,C,GROWTH,topo,0.9922798068127578
1358,TRAIN,MLP,C,GROWTH,topo,0.8765701616333453
1359,TRAIN,MLP,C,GROWTH,topo,0.9551573516218326
1360,TRAIN,MLP,C,GROWTH,topo,0.9673964564598728
1361,TRAIN,MLP,C,GROWTH,topo,0.9992019782466016
1362,TRAIN,MLP,C,GROWTH,topo,0.9993889636507243
1363,TRAIN,MLP,C,GROWTH,topo,0.9992621341990313
1364,TRAIN,MLP,C,GROWTH,topo,0.9992632501272183
1365,TRAIN,MLP,C,GROWTH,topo,0.9995013522738978
1366,TRAIN,MLP,C,GROWTH,topo,0.9995136835379225
1367,TRAIN,MLP,C,GROWTH,topo,0.8396764453089633
1368,TRAIN,MLP,C,GROWTH,topo,0.8881020537416243
1369,TRAIN,MLP,C,GROWTH,topo,0.7320863551758984
1370,TRAIN,MLP,C,GROWTH,topo,0.9996312726890011
1371,TRAIN,MLP,C,GROWTH,topo,0.9995130373579575
1372,TRAIN,MLP,C,GROWTH,topo,0.9995844200543049
1373,TRAIN,MLP,C,GROWTH,topo,0.9995854676092664
1374,TRAIN,MLP,C,GROWTH,topo,0.9991189362931066
1375,TRAIN,MLP,C,GROWTH,topo,0.9998062775570539
1376,TRAIN,MLR,C,SYMMETRY,topo,0.1760787493392214
1377,TRAIN,MLR,C,SYMMETRY,topo,0.0
1378,TRAIN,MLR,C,SYMMETRY,topo,0.0
1379,TRAIN,MLR,C,SYMMETRY,topo,0.04187136079084319
1380,TRAIN,MLR,C,SYMMETRY,topo,0.02048067096445849
1381,TRAIN,MLR,C,SYMMETRY,topo,0.0
1382,TRAIN,MLR,C,SYMMETRY,topo,0.0
1383,TRAIN,MLR,C,SYMMETRY,topo,0.0999048321910101
1384,TRAIN,MLR,C,SYMMETRY,topo,0.09047957099526849
1385,TRAIN,MLR,C,SYMMETRY,topo,0.0
1386,TRAIN,MLR,C,SYMMETRY,topo,0.0
1387,TRAIN,MLR,C,SYMMETRY,topo,0.001899766565273242
1388,TRAIN,MLR,C,SYMMETRY,topo,0.053464096546399054
1389,TRAIN,MLR,C,SYMMETRY,topo,0.0
1390,TRAIN,MLR,C,SYMMETRY,topo,0.0
1391,TRAIN,MLR,C,SYMMETRY,topo,0.09518557688877582
1392,TRAIN,RF,C,SYMMETRY,topo,0.012609529042466816
1393,TRAIN,RF,C,SYMMETRY,topo,0.02993273878445002
1394,TRAIN,RF,C,SYMMETRY,topo,0.10275028834060018
1395,TRAIN,RF,C,SYMMETRY,topo,0.1724090023020659
1396,TRAIN,RF,C,SYMMETRY,topo,0.017559582088547243
1397,TRAIN,RF,C,SYMMETRY,topo,0.03043495258447626
1398,TRAIN,RF,C,SYMMETRY,topo,0.11801794073985539
1399,TRAIN,RF,C,SYMMETRY,topo,0.25683051864254236
1400,TRAIN,RF,C,SYMMETRY,topo,0.0306181704267543
