timepoint,set,model,context,response,feature,r2,r2_se,rmse,rmse_se,r2s
15,TEST,MLR,C,GROWTH,diff,0.5386967721739857,0.014315643285032192,0.1486800486534848,0.0021165930091216105,"[0.5520055276302768, 0.6128603850027827, 0.5358377297627448, 0.4625742266417948, 0.5277733328074696, 0.5347988182880503, 0.5867032843847242, 0.465416864359119, 0.57327497694982, 0.535722575913075]"
15,TRAIN,RF,C,GROWTH,diff,0.8479110545374391,0.0022054282183728573,0.0852972915739973,0.0008752598884724236,"[0.8415943281002544, 0.8415589492623661, 0.8479869866405618, 0.8481556705819642, 0.857535167114529, 0.8501903622107627, 0.8381454447189949, 0.8430326901592302, 0.8615895835146037, 0.8493213630711257]"
15,TEST,RF,C,GROWTH,diff,0.4332234654275685,0.007738562301723013,0.15926523774603565,0.0028658818757503006,"[0.4536412067734592, 0.454727067803425, 0.4042641744902502, 0.433454614059113, 0.39827177318282847, 0.4086460029099286, 0.47829661894323416, 0.44645122128837267, 0.4181103692040412, 0.43637160562103194]"
15,TRAIN,SVR,C,GROWTH,diff,0.6780924499889551,0.004550892740800753,0.12340235858815288,0.0007401783147372203,"[0.7014200775637701, 0.6591499877348678, 0.6847863701826553, 0.6847615630956438, 0.6751175490966277, 0.7017042070548138, 0.6608201588598245, 0.6771350306753305, 0.6657732382191657, 0.6702563174068514]"
15,TEST,SVR,C,GROWTH,diff,0.48165482307718366,0.012555034724368858,0.15395278979058427,0.002086802738348964,"[0.4176177010734189, 0.5197152370098725, 0.4440961866872548, 0.4448454088133753, 0.45388618614486653, 0.46422144544280075, 0.5172777736199956, 0.5009305917584768, 0.5093174108393204, 0.5446402893824549]"
15,TRAIN,MLP,C,GROWTH,diff,0.6944377613446384,0.0069024241189751265,0.1204704729236497,0.0013282493549281354,"[0.6816968298937947, 0.7180719986589956, 0.6797788143520112, 0.7110135092010513, 0.7117746411833485, 0.7055514018310763, 0.6905611445553271, 0.7173499370001628, 0.6446439838254714, 0.6839353529451462]"
15,TEST,MLP,C,GROWTH,diff,0.5545931937128585,0.019098721448024717,0.14207432947565307,0.003127970929032403,"[0.5590226710762882, 0.5378567714774497, 0.5964557953665331, 0.5008261581967499, 0.6071835361075406, 0.49064555541368404, 0.5544060832556632, 0.46694857408484647, 0.684786197193838, 0.5478005949559919]"
15,TRAIN,MLR,C,SYMMETRY,diff,0.1944218777764724,0.006198101955656305,0.07388387728899978,0.0005346096518429172,"[0.1699878450706127, 0.204145860288501, 0.2132858700462391, 0.172134703243375, 0.19471420965690922, 0.20540620927986664, 0.15842449582472307, 0.22116863149897925, 0.20670858409434845, 0.19824236876116952]"
15,TEST,MLR,C,SYMMETRY,diff,0.14248840990128958,0.010759474739913646,0.07487062972498656,0.0011795427240529498,"[0.2046063420890063, 0.12428596980010875, 0.11452467501490649, 0.17092880477691752, 0.1073618438038868, 0.13619250109759062, 0.18863787931389864, 0.10104098456743038, 0.15661406998783245, 0.12069102856131786]"
15,TRAIN,RF,C,SYMMETRY,diff,0.34330418031969123,0.0052323245021397595,0.06591548703016757,0.0005825904502968269,"[0.32667568256082546, 0.3491452849180986, 0.3507296006549224, 0.34775466075077743, 0.342996068001978, 0.3228269606580165, 0.38502989685082356, 0.335636492524389, 0.3322641432124539, 0.33998301306462775]"
15,TEST,RF,C,SYMMETRY,diff,0.13851377097183032,0.010149003408015366,0.07704862676218986,0.0013815460471295544,"[0.16223395500954463, 0.13406370602221251, 0.13424335845815982, 0.14064528220397654, 0.13530432588068564, 0.19243072419452434, 0.059406699892694204, 0.15836675320528115, 0.14088257349061883, 0.12756033136060552]"
15,TRAIN,SVR,C,SYMMETRY,diff,0.466786518085315,0.006501730629666262,0.05920393759913545,0.0004999936231473228,"[0.4722796643151147, 0.47814765814055493, 0.4976079027381284, 0.4773657952638346, 0.4353619816897498, 0.44623689299470815, 0.47602176306304766, 0.4380746860440622, 0.4906992804027561, 0.45606955620119416]"
15,TEST,SVR,C,SYMMETRY,diff,0.10889734374205613,0.019155262315577137,0.07866735137612269,0.0015178720638146792,"[0.12242894171901264, 0.19821932635607764, 0.029517266648368956, 0.07411883450966461, 0.13215428828806586, 0.13889552468654653, 0.029681589479644832, 0.1294125077730116, 0.03745067649285572, 0.1970944814673128]"
15,TRAIN,MLP,C,SYMMETRY,diff,0.22202991947833878,0.00751022180858147,0.07264334743843728,0.0007559943076282798,"[0.20538085678378626, 0.20852552155578086, 0.2304981983800073, 0.22822772211153908, 0.19549781916311237, 0.19282451897369346, 0.2609391427682084, 0.20207068831631958, 0.25900987984539947, 0.23732484688554123]"
15,TEST,MLP,C,SYMMETRY,diff,0.17019855606679696,0.01583807877170927,0.0735451371547951,0.0014643131822623574,"[0.19028344815055442, 0.20242605651071377, 0.08042975312571321, 0.17437102782033898, 0.23596064800389815, 0.2323380617133658, 0.1314045393979888, 0.20479407779603287, 0.10779882599164259, 0.14217912215772088]"
8,TRAIN,MLR,CH,ACTIVITY,diff,0.10773324014358679,0.005607116492720056,0.31928755101919915,0.005315168894060488,"[0.12817008683458853, 0.10694761153578469, 0.13387900545870823, 0.09018914170719727, 0.10929174514859763, 0.10823448384503231, 0.11277479064713469, 0.09181832973840465, 0.0728742643928072, 0.12315294212761252]"
8,TEST,MLR,CH,ACTIVITY,diff,0.05005333695070611,0.008646447920331039,0.3199798959881857,0.011771701828258787,"[0.03163778451779442, 0.014123803876755048, 0.019820911538164898, 0.06651270312060753, 0.05360611978072383, 0.06515697964242873, 0.04186179805818624, 0.08568086517355566, 0.09875838418359795, 0.023374019615246766]"
8,TRAIN,RF,CH,ACTIVITY,diff,0.16276112961313238,0.003841031803361553,0.2966274413767343,0.003994993368032977,"[0.16046311090212195, 0.16831836108011045, 0.17758325446668877, 0.18780001377123245, 0.16303033655049948, 0.14303275581067432, 0.1505917614404365, 0.15621261564794986, 0.1600991828061753, 0.16047990365543474]"
8,TEST,RF,CH,ACTIVITY,diff,0.0861922592608312,0.003105557077610796,0.344258552054851,0.008703178238528227,"[0.09879609523589528, 0.09404305737082908, 0.09489344563609148, 0.06864844570492501, 0.078745032227441, 0.08635378695105711, 0.08627700739132582, 0.07491244671166686, 0.0808476235050336, 0.0984056518740467]"
8,TRAIN,SVR,CH,ACTIVITY,diff,0.2152646308008983,0.006783822845149243,0.2980508989597688,0.003264657024735201,"[0.2057349318617171, 0.21202332377043775, 0.23370647099279296, 0.20860993099723846, 0.2292961432766174, 0.19113703307961893, 0.19643369031589675, 0.19889680148082545, 0.2097341197784095, 0.26707386245542875]"
8,TEST,SVR,CH,ACTIVITY,diff,0.023249567763306677,0.01147803368059424,0.32885175804172395,0.00880573656663023,"[0.023820417791162396, 0.02399183225391044, 0.047388653889533394, 0.05869469994068244, -0.031620294950974515, 0.01653650953386654, 0.07759990648798143, -0.041844955996015676, 0.051572559432976894, 0.006356349249943438]"
8,TRAIN,MLP,CH,ACTIVITY,diff,0.3406545340020169,0.05504014519546096,0.2676480038912755,0.011132309676012985,"[0.17026376050142655, 0.16221995297542668, 0.6149318089093172, 0.47952349513858095, 0.17931880533542266, 0.16248089891578976, 0.18465923213127766, 0.4681879441214136, 0.5317294962673462, 0.4532299457241671]"
8,TEST,MLP,CH,ACTIVITY,diff,-0.05887377676956198,0.048195227300534785,0.348550602380244,0.00981897065814855,"[0.07162816436488495, 0.08953507795026527, -0.35013560552051737, -0.0854783816993836, 0.08249435495494284, 0.05793430349472706, 0.04266375824567181, -0.04599347490918504, -0.28861613633315475, -0.16276982824387098]"
8,TRAIN,MLR,CH,GROWTH,diff,0.4771889526283782,0.010735032873160227,0.25710090050655116,0.0025676287283695727,"[0.4196578725537292, 0.4298958980103704, 0.4753920292440307, 0.512692559762516, 0.4910839982496822, 0.4637687119783701, 0.47089908712448725, 0.5197934702138887, 0.5251491488113562, 0.4635567503353508]"
8,TEST,MLR,CH,GROWTH,diff,0.335262407816194,0.02420868507321164,0.3108735051871824,0.007288076324467965,"[0.49825401997568886, 0.4202667072470506, 0.3312912096872589, 0.2648149375457476, 0.3190699720605116, 0.3883540707698734, 0.24026121885225782, 0.2828544513860243, 0.2650380031083417, 0.34241948752918483]"
8,TRAIN,RF,CH,GROWTH,diff,0.5572806393747785,0.0067814372037836015,0.23817313677476556,0.002885352081196676,"[0.5667983563772101, 0.5239615872783745, 0.5703323807769703, 0.5119475551115149, 0.5566816246348628, 0.5698939498301155, 0.5657639292589436, 0.5858291990869866, 0.5679196191042555, 0.553678192288551]"
8,TEST,RF,CH,GROWTH,diff,0.2512075345266534,0.014112833600374724,0.32581951613947896,0.008971484927452537,"[0.26405471435434436, 0.3020401809955462, 0.3029957226023212, 0.27778139790624123, 0.1803311233572652, 0.2014454985848252, 0.20002496357260702, 0.23351276694686907, 0.2416230209805924, 0.308265955965922]"
8,TRAIN,SVR,CH,GROWTH,diff,0.47912739282129174,0.010958230420501458,0.2670898267837354,0.004748236370393537,"[0.4920150282548603, 0.5106555809218909, 0.4236785794043949, 0.44887354928268186, 0.5214177352134215, 0.5041980191563384, 0.4310878034928597, 0.5171671815877711, 0.4877825663465606, 0.4543978845521387]"
8,TEST,SVR,CH,GROWTH,diff,0.32954808660392587,0.03365581717932705,0.2810458145566855,0.01102053152149818,"[0.19701404988452687, 0.12271209452054921, 0.47667915786235504, 0.4107549093471541, 0.268447360162686, 0.33933299899724434, 0.4497766547374997, 0.35970830045193947, 0.28348056114680853, 0.3875747789284957]"
8,TRAIN,MLP,CH,GROWTH,diff,0.7095089456676821,0.012613095634287726,0.1981387710532547,0.003118481991751245,"[0.6614750693822609, 0.6693935013433202, 0.7251598243735291, 0.75724094231043, 0.783081984530976, 0.6823124320233092, 0.7406717628839934, 0.6645351679213878, 0.693517961300081, 0.7177008106075329]"
8,TEST,MLP,CH,GROWTH,diff,0.2991025789194698,0.024020177747147414,0.2909815263164137,0.007567322305480429,"[0.2457884305227065, 0.46725594292149253, 0.29054477876852525, 0.1798722987731204, 0.21812248157435377, 0.30318224768744917, 0.33428122394259574, 0.36419616909175245, 0.30354498642892125, 0.2842372294837805]"
8,TRAIN,MLR,CH,SYMMETRY,diff,0.26647929987105157,0.005474866330892876,0.1371425679638883,0.0007479315633395593,"[0.27775409433884013, 0.2605817888170908, 0.29489985922674766, 0.2841750450942605, 0.25400128852746096, 0.24861818585424222, 0.25907187738006543, 0.2659819854046549, 0.23643401957129362, 0.2832748544958591]"
8,TEST,MLR,CH,SYMMETRY,diff,0.2095945645967736,0.014144051736973024,0.14061190816328578,0.001953244535840147,"[0.18183437554063786, 0.23957875413023855, 0.1517174101338371, 0.153345268461193, 0.247808867779852, 0.25268796469369714, 0.25478273895682024, 0.15436105985704396, 0.265873598779682, 0.19395560763473452]"
8,TRAIN,RF,CH,SYMMETRY,diff,0.38805248797434694,0.004359705313513951,0.1241400127269956,0.0008921953201242249,"[0.3666847390791148, 0.4070112022345277, 0.3909140268999609, 0.39306108252222194, 0.3818497617154536, 0.3906086127181627, 0.3612722986847394, 0.3919704078688486, 0.39345902594585314, 0.40369372207458676]"
8,TEST,RF,CH,SYMMETRY,diff,0.17407600933596137,0.011768828442779888,0.14697060245166288,0.0022267830853595493,"[0.21984379914244023, 0.1496931020783221, 0.17201526692037628, 0.12729845052181488, 0.18969685009675363, 0.13458342215761898, 0.2560085514260779, 0.1711915823128599, 0.15475049668040242, 0.16567857202294733]"
8,TRAIN,SVR,CH,SYMMETRY,diff,0.3686820724843195,0.010742393009260193,0.12725066839598076,0.0016079680015351108,"[0.35180620216151837, 0.3221268973034632, 0.35871374702414194, 0.359186682030582, 0.44598443666203724, 0.4108065417588138, 0.3832596914180736, 0.3538450678571652, 0.3451806812007828, 0.3559107774266166]"
8,TEST,SVR,CH,SYMMETRY,diff,-0.0812970200127594,0.11213168773351728,0.1629453880396386,0.008991547872661258,"[0.12452099869287458, 0.25722332459851904, 0.12484442998782386, 0.11966060884157703, -0.6852759334124809, -0.5210465066419163, 0.07571846495781309, -0.6397553658782174, 0.14400689380570464, 0.18713288492070834]"
8,TRAIN,MLP,CH,SYMMETRY,diff,0.34757318017858896,0.0062374642831769965,0.12856001599132796,0.0010285094329471626,"[0.35650340483568144, 0.32420445359165495, 0.36099523899837593, 0.35786373146068196, 0.3574698871032137, 0.3345750553807074, 0.36240489013951116, 0.3144163310597706, 0.3793263333411132, 0.3279724758751793]"
8,TEST,MLP,CH,SYMMETRY,diff,0.15637766410930604,0.04913391569684494,0.14649374739101323,0.0031582718920377603,"[0.21209782761077256, 0.25399875979953024, -0.2896096480870476, 0.22378949389783798, 0.20841166137613387, 0.09051024555511233, 0.2128997183773771, 0.2627388611380417, 0.17355355898709457, 0.21538616243820763]"
15,TRAIN,MLR,CH,ACTIVITY,diff,0.11092884789628984,0.007750203279067664,0.3165422759559064,0.004811426173596108,"[0.10909943494750085, 0.16645016067215956, 0.09246327653144382, 0.08087061537726503, 0.13366360542378097, 0.10609009308113082, 0.09442488401899563, 0.13042323774252096, 0.08941590468157457, 0.1063872664865263]"
15,TEST,MLR,CH,ACTIVITY,diff,0.08146998424637926,0.008583442581177178,0.31951637495151636,0.012132298906841374,"[0.027709767274737396, 0.04452637874717047, 0.08696515856553999, 0.10673941139805354, 0.0757364034808008, 0.12354630743771255, 0.1046451557639787, 0.08914406962471744, 0.08086389054234855, 0.07482329962873313]"
15,TRAIN,RF,CH,ACTIVITY,diff,0.3250345052224744,0.004424831125341904,0.2809137512983674,0.004633486848106622,"[0.3093899040050254, 0.3150286801435582, 0.31232546886439394, 0.3177893846246219, 0.34290684851311326, 0.32063431779115803, 0.3538614033057702, 0.3186742297081394, 0.3382962935361902, 0.32143852173277365]"
15,TEST,RF,CH,ACTIVITY,diff,0.12823530749980336,0.010825816047130645,0.2977546965436328,0.013327790163017848,"[0.1831501838713594, 0.14093600248840832, 0.14245195352139417, 0.10934219653148303, 0.07808795207513952, 0.18167476111470982, 0.08457223003986558, 0.13608015456521738, 0.1034684222668284, 0.12258921852362825]"
15,TRAIN,SVR,CH,ACTIVITY,diff,0.33440785866288963,0.009602513064500747,0.276032846822915,0.005542151060113858,"[0.3462623742710189, 0.26970836890383054, 0.31956984718542036, 0.3867066941110231, 0.32655531523892734, 0.3584466372175156, 0.31457306917282213, 0.3221166122738234, 0.3615659976338327, 0.33857367062068233]"
15,TEST,SVR,CH,ACTIVITY,diff,0.12456727299705031,0.015695125513222538,0.30757030576409294,0.012944700765702016,"[0.041654927761702876, 0.21240702832481928, 0.15757053680000088, 0.12498527173271101, 0.1527991979296579, 0.11653477092783848, 0.15852746959347352, 0.13987172479916943, 0.04952859179513902, 0.09179321030599041]"
15,TRAIN,MLP,CH,ACTIVITY,diff,0.9965998945089585,0.0011915275197600644,0.017609720699333267,0.0024166488446642135,"[0.9965016705566865, 0.9958764334339976, 0.9989690161213728, 0.9966574302515391, 0.9857632214491902, 0.9986753489244926, 0.9986846237051475, 0.9988264266263803, 0.9974169175120611, 0.9986278565087181]"
15,TEST,MLP,CH,ACTIVITY,diff,-0.5165285041788567,0.12562140860862323,0.40009643335261746,0.018378938088559407,"[-0.2978731806410353, -0.20525549501416562, -0.30028212145330335, -1.3798800497766517, 0.062092626510370064, -0.4727609116354141, -0.7786520537275918, -0.22894336215012223, -0.7034584688708156, -0.8602720250298361]"
15,TRAIN,MLR,CH,GROWTH,diff,0.7169029968573419,0.004096051387517356,0.19084171903681568,0.0015543057764331723,"[0.7373569879400474, 0.7072629989250838, 0.7200307951696332, 0.7043449497963837, 0.7306739078444818, 0.6941931614760832, 0.7174285353269685, 0.7176880664512976, 0.7317132304732246, 0.7083373351702156]"
15,TEST,MLR,CH,GROWTH,diff,0.6546660080448734,0.011025409990204826,0.22120196136776174,0.004534482736803702,"[0.5827117954089687, 0.6935953940131365, 0.6522289093953988, 0.6726011223647792, 0.627895410264687, 0.7038250688228824, 0.6574583490615236, 0.638819508059352, 0.6295243795575337, 0.6880001435004716]"
15,TRAIN,RF,CH,GROWTH,diff,0.8051254429055298,0.00338715255121228,0.16092064333506367,0.0016231297139955867,"[0.8210740410914782, 0.8162452243340627, 0.8081272956766494, 0.8078339665241079, 0.7847785228837147, 0.797082896153308, 0.8138507902969898, 0.8102085368453528, 0.7978565714253114, 0.7941965838243236]"
15,TEST,RF,CH,GROWTH,diff,0.37080815951226487,0.022301736702852487,0.2872902115236121,0.006363509049743634,"[0.441114196247106, 0.3935863249613756, 0.3423095499465554, 0.22650400851991404, 0.483893185435854, 0.4210312938060058, 0.3467074573532528, 0.30590282054337903, 0.3380177767311675, 0.40901498157803906]"
15,TRAIN,SVR,CH,GROWTH,diff,0.6917633377511271,0.006404666651373274,0.20005836087229917,0.0018675023909707038,"[0.7303887826595044, 0.6893598254336271, 0.7094555581131301, 0.6871066890449746, 0.6672164755097121, 0.7138656430623405, 0.6649933603830851, 0.6864708370498946, 0.6971372956067619, 0.6716389106482408]"
