timepoint,set,model,context,response,feature,r2,r2_se,rmse,rmse_se,r2s
0,TRAIN,SVR,C,ACTIVITY,topo,0.4849318679928446,0.011153982191214806,0.2624307364035471,0.002819173925100521,"[0.5493788037582231, 0.47774233460575166, 0.44080087804298873, 0.48702893946073467, 0.4797692562068223, 0.4596822892057879, 0.42811946329660033, 0.4905919589356944, 0.5270367983777442, 0.5091679580380988]"
0,TEST,SVR,C,ACTIVITY,topo,0.23346417086741197,0.024864326634557714,0.3174771533310372,0.004982995739256634,"[0.06395912389026082, 0.27723556531593874, 0.34064768755987795, 0.24780533725872889, 0.23926007487853895, 0.281130324568878, 0.3139688821156392, 0.24271322419856678, 0.14218987089267576, 0.1857316179950146]"
0,TRAIN,MLP,C,ACTIVITY,topo,0.47715041022940846,0.009968705713820495,0.26738879727782316,0.002397217799562849,"[0.4364802045478742, 0.49568531488438905, 0.5139214589039789, 0.5045578006378335, 0.4777060120962704, 0.45789903323276093, 0.41025582504157176, 0.506903517457601, 0.48633110944749824, 0.48176382604430656]"
0,TEST,MLP,C,ACTIVITY,topo,0.27215437441644147,0.024027328023506003,0.30108179094751064,0.006285043421372745,"[0.44502845029410654, 0.2615765840803952, 0.25637172050655277, 0.17632107977160738, 0.2378823273122037, 0.19861093309737055, 0.3451779628706052, 0.2020568406324279, 0.2982177369744109, 0.3003001086247341]"
0,TRAIN,MLR,C,GROWTH,topo,0.3915191900025095,0.011945115258730233,0.1674701781364719,0.001921488462014671,"[0.3871317877500313, 0.3721293011744313, 0.3458741811246936, 0.4342116028164006, 0.37975698609501873, 0.3871605161188696, 0.4462274520918994, 0.38242250999374794, 0.44814890881028935, 0.33212865404971303]"
0,TEST,MLR,C,GROWTH,topo,0.14793383182181108,0.07494980685601212,0.20269527932945014,0.008771672442521873,"[0.2037692968854763, 0.2805740753416589, 0.3242623635756364, 0.08277063536095752, 0.22615986228734564, 0.2194158451812892, -0.5141875239043319, 0.2344270599453453, 0.06857708537098273, 0.35356961817375065]"
0,TRAIN,RF,C,GROWTH,topo,0.5978322930356021,0.006326320864425841,0.13793350970439397,0.0014854300176995515,"[0.5899599634188992, 0.6322396844870319, 0.5911024529564142, 0.5858001289431962, 0.5677878203612623, 0.6318175727850445, 0.5874470052351154, 0.5810551099337022, 0.6055439870959106, 0.6055692051394446]"
0,TEST,RF,C,GROWTH,topo,0.25472246314560004,0.018494540242622273,0.18575688814362543,0.003674246735084303,"[0.22207744608383206, 0.20480564821989344, 0.23389890003139202, 0.302523231499936, 0.35126518676609975, 0.21224703270396184, 0.316613036570078, 0.32008580632150285, 0.1718971108516434, 0.2118112324076613]"
0,TRAIN,SVR,C,GROWTH,topo,0.4918037041278298,0.00960161476863947,0.15408645826398343,0.0016011670261999284,"[0.46968355642229276, 0.4644231666560228, 0.4659783399721772, 0.511488518723785, 0.47189038409679007, 0.45244621321630263, 0.4881527579702426, 0.5236914459395867, 0.5449814286225667, 0.5253012296585312]"
0,TEST,SVR,C,GROWTH,topo,0.2498664837082584,0.025166895910631645,0.18881040062485283,0.00405180938033108,"[0.3521024875891865, 0.26689260749547894, 0.30043802882203896, 0.1449348644736601, 0.34630098030198275, 0.33443871165704164, 0.25942405876397523, 0.18674208024522665, 0.15291273314703024, 0.154478284586963]"
0,TRAIN,MLP,C,GROWTH,topo,0.42386153893591194,0.018166138355609297,0.16438083084461813,0.002761951680897602,"[0.35491677628043417, 0.46633142721395915, 0.32151091803967646, 0.4307786509792283, 0.4936449931694369, 0.4268694967996517, 0.44010492949723823, 0.3724951346287283, 0.5138927486466427, 0.4180703141041233]"
0,TEST,MLP,C,GROWTH,topo,0.256264336396287,0.023161637579442982,0.1866729112206107,0.0042453987792939905,"[0.2801903399857897, 0.17153983994223632, 0.35905009003044697, 0.2596906711038476, 0.22871198596433173, 0.28567809004940603, 0.21246585579023758, 0.3662647044384003, 0.118169854724542, 0.2808819319336322]"
0,TRAIN,MLR,C,SYMMETRY,topo,0.0839880038537069,0.003126962406289948,0.07787171202999618,0.0005592907584130179,"[0.09231527030930053, 0.09222546527767661, 0.07926609717349276, 0.09704798580521823, 0.08690886197729297, 0.0720383870413901, 0.08314510124490382, 0.09200791687716814, 0.06336025385394672, 0.08156469897667917]"
0,TEST,MLR,C,SYMMETRY,topo,-0.007777587263366137,0.008065247948565698,0.08312798064047186,0.0013116586627053175,"[-0.019280929289005266, -0.011886051934413056, -0.01229867857550726, -0.05608719665738038, -0.02261764506596231, 0.008780730994464636, 0.011511396973353905, -0.004771979120332004, 0.047139354219813634, -0.01826487417869327]"
0,TRAIN,RF,C,SYMMETRY,topo,0.10148920964197872,0.0030845756275533595,0.07823722887705756,0.0005856995762388303,"[0.09623917075058186, 0.1094020874487096, 0.10980719691437513, 0.09916050239065921, 0.11530255388489585, 0.08869966494525472, 0.1048834551718627, 0.09741714516610633, 0.1104754463883697, 0.08350487335897205]"
0,TEST,RF,C,SYMMETRY,topo,0.011360947446343417,0.004772234894584491,0.0796656719628244,0.0014388559577786157,"[0.022587078257726545, 0.014739325949883253, -0.009162202808742137, 0.023653018975021256, -0.0019182638407742036, 0.027507628015646213, 0.01831624339580884, -0.014525575253305334, 0.00269322345985612, 0.029718998312313616]"
0,TRAIN,SVR,C,SYMMETRY,topo,0.3208846316619803,0.008647307099538643,0.06704484509217229,0.0005080303243791559,"[0.32410516441448556, 0.36572595504430216, 0.308320044576751, 0.32218316122033175, 0.2906189285746895, 0.34044299721549665, 0.3571423354965638, 0.274685677831238, 0.298336085982413, 0.327285966263531]"
0,TEST,SVR,C,SYMMETRY,topo,-0.02465343976851143,0.018077270716885165,0.08373675313915674,0.0010843398497727332,"[-0.024819189388088025, -0.12355009442803455, 0.012240057805575688, -0.007623969699314559, 0.03904100974882796, -0.04299318549407016, -0.02213665521025554, 0.04883342060947893, 0.002591597380974031, -0.12811738901020808]"
0,TRAIN,MLP,C,SYMMETRY,topo,0.016931279013789057,0.0033613048836601185,0.08195053440867599,0.00040781881026525545,"[0.003961926383918457, 0.015710156941538322, 0.0038324659143065265, 0.02947097973268442, 0.012457978139886694, 0.026256558373411232, 0.025633571259987442, 0.00031733623183116677, 0.023189239897528968, 0.02848257726279735]"
0,TEST,MLP,C,SYMMETRY,topo,0.002275898589396286,0.0017011546958334313,0.07980395124215028,0.0011332460881650467,"[0.0006464024296708448, 0.004247674971809667, 0.002344148887248765, -0.0010819368986905165, 0.0037527831014140256, 0.014532833020137081, -0.007705166793775753, 0.0004966753966043624, 0.005581899533262158, -5.632775371777754e-05]"
0,TRAIN,MLR,C,ACTIVITY,spatial,0.3661108760690193,0.00744636052265647,0.2910005363099013,0.00319442392683873,"[0.34997259932443303, 0.3731873645001895, 0.38546500983570275, 0.38090900111328563, 0.3290183953365974, 0.3944907229350666, 0.3415847273770837, 0.33391387869557543, 0.38435708345612785, 0.3882099781161312]"
0,TEST,MLR,C,ACTIVITY,spatial,0.23866117120182312,0.01341391093758923,0.3161079973510871,0.00627831626609098,"[0.27660673919603496, 0.18834654832817443, 0.21614462570046145, 0.2326702257814275, 0.28525696930080124, 0.20637355430833215, 0.2816767773110327, 0.3008264197148096, 0.17233173134004454, 0.22637812103711286]"
0,TRAIN,RF,C,ACTIVITY,spatial,0.4694942657617414,0.004670592200967762,0.26672985688793593,0.0016823440896433215,"[0.46591096861147185, 0.45612352358592323, 0.4815674120338316, 0.494731308974674, 0.4582384252843563, 0.4487948198031836, 0.4923918087639588, 0.46899765067898835, 0.46997183545755516, 0.4582149044234708]"
0,TEST,RF,C,ACTIVITY,spatial,0.21923183073403055,0.016623715501842815,0.3169925422896382,0.004800777814084772,"[0.265665861037809, 0.23082333840292268, 0.22732372147523727, 0.15755573798400246, 0.27785007812557416, 0.19482628181294948, 0.11098681790870879, 0.29077272020657796, 0.20084742538048406, 0.2356663250060398]"
0,TRAIN,SVR,C,ACTIVITY,spatial,0.523864361491758,0.005898618830874499,0.2523689577568836,0.0022548566244662742,"[0.522132916906034, 0.5254147668017435, 0.5637173447723689, 0.49700671971554033, 0.5326563071405253, 0.517165993254005, 0.5436921355906714, 0.5034878913573715, 0.5247710195308332, 0.5085985198484861]"
0,TEST,SVR,C,ACTIVITY,spatial,0.25144173392135716,0.014510631822757717,0.3125438815684207,0.00549786813848439,"[0.3104315013186837, 0.2106085589121548, 0.17873033669049465, 0.3369105815291037, 0.27308380180811176, 0.2358144572238008, 0.2057066676317736, 0.2662477219412934, 0.2367088136627562, 0.2601748984953993]"
0,TRAIN,MLP,C,ACTIVITY,spatial,0.6343802220519964,0.01315608161044957,0.220766403067364,0.003346270126702208,"[0.5377873497080847, 0.6406665136102764, 0.6767192678177384, 0.6328617486669961, 0.6511553467072295, 0.6423771026399965, 0.6210057959709931, 0.6513630117381992, 0.6954715320713302, 0.5943945515891198]"
0,TEST,MLP,C,ACTIVITY,spatial,0.09886916096768741,0.030226319817873527,0.34350960009631737,0.005691512536198833,"[0.20246699174135174, -0.035884412899910956, 0.1279651264689582, 0.11111787325768574, 0.0510251300213318, 0.10329535931753708, 0.2484856460487923, 0.10754148689819731, -0.08384079245361287, 0.15651920127654384]"
0,TRAIN,MLR,C,GROWTH,spatial,0.38223437580817615,0.005727789291270726,0.1712905728213215,0.0008507750696173659,"[0.3857356196432693, 0.38536642881503325, 0.3534860915463528, 0.4080576095123364, 0.3594147852168963, 0.372679665055058, 0.3996140045106563, 0.3630316956551578, 0.3944980008509018, 0.400459857276099]"
0,TEST,MLR,C,GROWTH,spatial,0.17585790506774285,0.11723214644154616,0.19141550150328526,0.012201602746639142,"[0.3757828823205962, -0.8790089609748526, -0.03559141870249771, 0.2591903864604528, 0.40157833731903325, 0.35826316010707293, 0.30112751286719297, 0.35785315302631715, 0.3332412067826752, 0.2861427914714386]"
0,TRAIN,RF,C,GROWTH,spatial,0.4908922810316475,0.0053993179719525495,0.1541818208756779,0.0010934129525393523,"[0.4904517492330346, 0.5098383156092204, 0.4756905465195611, 0.4778053217080701, 0.5101648156152903, 0.4653376730925616, 0.5104953207237468, 0.4950224208211793, 0.5057472462645005, 0.4683694007293103]"
0,TEST,RF,C,GROWTH,spatial,0.2480353080056546,0.019151934393288085,0.18984263431441034,0.0032746096938201766,"[0.28042027421652105, 0.18259002279374348, 0.29820549608158886, 0.2767839359787254, 0.18648821404792593, 0.34516541191446815, 0.17663883771882427, 0.22129756003174061, 0.18993518884333427, 0.32282813842967384]"
0,TRAIN,SVR,C,GROWTH,spatial,0.3920193464718134,0.005578881312104689,0.16961326280371758,0.0011930682841369993,"[0.37603998098561453, 0.4333969352209247, 0.39010724109411554, 0.3711738353997275, 0.40789997370610487, 0.3753268082053761, 0.3866937862976253, 0.384677615773964, 0.3932601340629699, 0.4016171539717118]"
0,TEST,SVR,C,GROWTH,spatial,0.2486307368436313,0.04412707177946979,0.18541045904419645,0.004702757320005106,"[0.33388738363778414, 0.2652143790032523, 0.3429709597745292, 0.017050953881921793, -0.022273952418829124, 0.37712784827884305, 0.308605632962475, 0.4047384373071734, 0.28447869201406095, 0.17450703399510237]"
0,TRAIN,MLP,C,GROWTH,spatial,0.489217354606554,0.0123350842699436,0.15475571850808073,0.002115060605038902,"[0.4495973412188313, 0.42877146710913006, 0.5084880775252212, 0.5197758242907407, 0.5083862664707303, 0.42533306785986613, 0.4770653941230575, 0.5309859489444451, 0.5116015140439686, 0.5321686444795496]"
0,TEST,MLP,C,GROWTH,spatial,0.2156774083359696,0.020386162670935678,0.1918491903457744,0.004161730583499534,"[0.2938679912658865, 0.13477203062685705, 0.27280696108375235, 0.1149274750810021, 0.26183917204340956, 0.2734072626836517, 0.2828920739378604, 0.16222869064895085, 0.17280103167250205, 0.18723139431582325]"
0,TRAIN,MLR,C,SYMMETRY,spatial,0.0,0.0,0.08166270571058377,0.00048495165684916015,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,TEST,MLR,C,SYMMETRY,spatial,-0.00771698397826055,0.0021213350767976106,0.08243022740855631,0.0011094305580825296,"[-8.67385010594468e-06, -0.0011723255578344194, -0.01172943503994106, -0.00821125650991772, -0.013630960701240591, -0.000963780779769996, -0.006481553616472402, -0.02305564178328856, -0.003977866865864321, -0.007938345078170483]"
0,TRAIN,RF,C,SYMMETRY,spatial,0.1572759992360322,0.002943686769436762,0.07473093396192339,0.0006491446791476321,"[0.16429123240947574, 0.1513183619820151, 0.16637482652084257, 0.16307434392110576, 0.1346957059366296, 0.15349768132542485, 0.15192199787791338, 0.16486967822028487, 0.164645281420007, 0.15807088274662318]"
0,TEST,RF,C,SYMMETRY,spatial,-0.012102327244186561,0.006641297727284233,0.08291277356002921,0.001451299961620054,"[-0.015897751393924908, 0.005103506096480248, -0.059661190752399174, 0.0024609709009234537, 0.016321569179010176, -0.008051002897497606, -0.0040992462055209344, -0.018528491106658773, -0.0021314630429214443, -0.03654017321935665]"
0,TRAIN,SVR,C,SYMMETRY,spatial,0.3437263663015686,0.00684418613772216,0.06613858281580125,0.0004568374622748131,"[0.35557182300774903, 0.3611276633302023, 0.34981103223198406, 0.303743845629981, 0.3561734092066565, 0.32901909759389225, 0.3477241803775011, 0.306745566233413, 0.36891615893105145, 0.35843088647325505]"
0,TEST,SVR,C,SYMMETRY,spatial,-0.06365252916894185,0.018867584322012756,0.08470678523747796,0.001482405426523241,"[-0.13269998310070674, -0.10779612951367157, -0.03511451939925769, 0.05223170156754908, -0.12365291849286075, -0.019710318437242247, -0.06204162061996854, -0.004941149037880566, -0.06392727468673076, -0.13887307996864862]"
0,TRAIN,MLP,C,SYMMETRY,spatial,0.03999562375702833,0.008830111486902605,0.0794870740429633,0.0005368407301505025,"[-0.0007411199531026647, 0.05692660106989278, 0.06516929701380425, 0.020502231094637557, 0.039430131452379946, 0.06757311480924022, 0.09035230817437134, 0.010764165911812396, 0.03584739143850635, 0.014132116558741137]"
0,TEST,MLP,C,SYMMETRY,spatial,-0.024687650953700922,0.009275545604768464,0.08413454413231065,0.0012095776265408816,"[-0.0013019939604559383, -0.03399645697955367, -0.039693440061408625, 0.006154227919064059, 0.009332572145559825, -0.04108726729826273, -0.09375173463897579, -0.0038623947041820372, -0.033377299014346384, -0.015292722944447945]"
8,TRAIN,MLR,C,ACTIVITY,naive,0.32123192328711603,0.00686355041937068,0.3017366849088855,0.002048732866913319,"[0.3137738301081787, 0.33208076709801315, 0.3228906200309746, 0.3563773976072546, 0.32550190770277787, 0.3002986836887338, 0.32409877308221835, 0.28618149060492337, 0.35356630391738886, 0.2975494590306973]"
8,TEST,MLR,C,ACTIVITY,naive,0.2768979610079498,0.016240274406161003,0.3070449164917936,0.004680492109692702,"[0.2936908099097625, 0.2754452399091225, 0.2678372439145541, 0.18744136357206587, 0.28833693634821, 0.31076936816286993, 0.25627380171703407, 0.3627180691370576, 0.19779658205424333, 0.3286701953545783]"
8,TRAIN,RF,C,ACTIVITY,naive,0.4457567629325572,0.006061369257821527,0.2715525295574054,0.002332382171644308,"[0.4679911042912914, 0.41473995234075267, 0.46733813210407926, 0.4680040753840533, 0.4353954381444216, 0.44828135956999005, 0.4626894574489363, 0.4401725539623591, 0.42007761568065227, 0.43287794039903604]"
8,TEST,RF,C,ACTIVITY,naive,0.3086187070191505,0.01286051512138524,0.303494228842666,0.0058436946272214935,"[0.2475314303587407, 0.39055501348815724, 0.27169702479092905, 0.26928697246745936, 0.3181289771372534, 0.30177145804451677, 0.2827792679320553, 0.3338465656618673, 0.34792758514257593, 0.3226627751679497]"
8,TRAIN,SVR,C,ACTIVITY,naive,0.36706447308682993,0.006555569964073785,0.2915056194213519,0.001627484202968759,"[0.3901235624572351, 0.36518720223619827, 0.3544338859913526, 0.3700121790514128, 0.34241430626177605, 0.38082056842907697, 0.3242995468239993, 0.39694795787112613, 0.3731598217427332, 0.37324570000338886]"
8,TEST,SVR,C,ACTIVITY,naive,0.3100555745657969,0.01822990236845651,0.29988104606932825,0.004613596693703321,"[0.2756605097042949, 0.30057435108104413, 0.32430422347280285, 0.2944637978126654, 0.3857179811726147, 0.29556986909186134, 0.443886211789429, 0.24917360666970512, 0.2633812026668251, 0.2678239921967269]"
8,TRAIN,MLP,C,ACTIVITY,naive,0.38677380289485164,0.012435959175668504,0.286477680518773,0.003420923332685597,"[0.46234163869838174, 0.35488728721514373, 0.35828243358401946, 0.37593478623421905, 0.3757913685216274, 0.39354806541085396, 0.3975482006115827, 0.3375360650473994, 0.45266543915880464, 0.3592027444664848]"
8,TEST,MLP,C,ACTIVITY,naive,0.28571875535572533,0.023482765815275433,0.30608498758298236,0.006691747640397336,"[0.15153381257528664, 0.2896950354255192, 0.32563907384609303, 0.381445190414182, 0.27865948046334177, 0.2831951631066294, 0.27718851952232226, 0.36569968452424206, 0.15832552242074838, 0.3458060712588883]"
8,TRAIN,MLR,C,GROWTH,naive,0.6020028479566859,0.006345213293401066,0.13673766275275703,0.0010841529350351677,"[0.5848572267562313, 0.5599646973461868, 0.6005274192829582, 0.6184339182432819, 0.5979112569601779, 0.6215583324744918, 0.634611393909403, 0.5886846702945188, 0.604725896336218, 0.6087536679633909]"
8,TEST,MLR,C,GROWTH,naive,0.5280897462435193,0.01588828355886328,0.14878000306633252,0.0025337550460264144,"[0.5733784231877752, 0.635305821653912, 0.5302073167483506, 0.4897669896930744, 0.5417171817897142, 0.46880746577562415, 0.45387645620226813, 0.5551265293718749, 0.5186153072809723, 0.5140959707316273]"
8,TRAIN,RF,C,GROWTH,naive,0.587418967317478,0.004308782791882102,0.13976704865046194,0.0009603123743183673,"[0.6010791421837494, 0.5720767603456203, 0.5998121422698435, 0.5977335555641752, 0.5647580228815534, 0.5901765877623404, 0.5660966564942296, 0.5969582127200415, 0.597799537742616, 0.5876990552106117]"
8,TEST,RF,C,GROWTH,naive,0.4899969510864889,0.012546322407522015,0.15365015121498626,0.0026575105939168012,"[0.43742880583660515, 0.5170098773441152, 0.44713335007725596, 0.49526255392857477, 0.5347131292732455, 0.47562077389242663, 0.5747605932435078, 0.480280142171698, 0.4672134129108656, 0.4705468721865942]"
8,TRAIN,SVR,C,GROWTH,naive,0.5927131362797358,0.005128784962842116,0.13977173153040137,0.000818219791963035,"[0.5918833213704698, 0.5685558651414174, 0.6127655316505596, 0.5887636977647073, 0.57674253261706, 0.6157371191944687, 0.5855138052210698, 0.6095043036083633, 0.5733498658982874, 0.6043153203309539]"
