context,set,feature,response,timepoint,y_true,emulator,model,y_pred
C,TEST,syntopo,ACTIVITY,0,0.3793103448275863,rnn,MLP,0.060696423003964356
C,TEST,syntopo,ACTIVITY,0,0.3661971830985915,rnn,MLP,0.11663301477612512
C,TEST,syntopo,ACTIVITY,0,0.76,rnn,MLP,-0.060066628724793875
C,TEST,syntopo,ACTIVITY,0,0.2178770949720669,rnn,MLP,0.09844484727969446
C,TEST,syntopo,ACTIVITY,0,-0.0077519379844961,rnn,MLP,0.13782956365161705
C,TEST,syntopo,ACTIVITY,0,0.2105263157894736,rnn,MLP,0.7054680380409672
C,TEST,syntopo,ACTIVITY,0,-0.1842105263157895,rnn,MLP,0.042161038830826475
C,TEST,syntopo,ACTIVITY,0,0.6242424242424243,rnn,MLP,0.34595296938843856
C,TEST,syntopo,ACTIVITY,0,-0.2299465240641711,rnn,MLP,0.3347956032276679
C,TEST,syntopo,ACTIVITY,0,0.1923076923076923,rnn,MLP,0.16863094443071922
C,TEST,syntopo,ACTIVITY,0,0.3043478260869565,rnn,MLP,0.2454218246683946
C,TEST,syntopo,ACTIVITY,0,0.7976190476190477,rnn,MLP,0.7295268880387802
C,TEST,syntopo,ACTIVITY,0,0.0691823899371069,rnn,MLP,-0.03588278180387469
C,TEST,syntopo,ACTIVITY,0,-0.6445783132530121,rnn,MLP,0.7828371404710469
C,TEST,syntopo,ACTIVITY,0,0.3648648648648649,rnn,MLP,0.2672671530100025
C,TEST,syntopo,ACTIVITY,0,0.0515463917525773,rnn,MLP,-0.08172963463237902
C,TEST,syntopo,ACTIVITY,0,0.1372549019607842,rnn,MLP,-0.27844822031129934
C,TEST,syntopo,ACTIVITY,0,-0.3481481481481481,rnn,MLP,0.4955541930076205
C,TEST,syntopo,ACTIVITY,0,0.2291666666666667,rnn,MLP,0.45292577885868157
C,TEST,syntopo,ACTIVITY,0,0.3919999999999999,rnn,MLP,0.048754251002922994
C,TEST,syntopo,ACTIVITY,0,0.3759999999999999,rnn,MLP,0.32124485879202547
C,TEST,syntopo,ACTIVITY,0,0.8095238095238095,rnn,MLP,0.2101567274703721
C,TEST,syntopo,ACTIVITY,0,0.2365591397849462,rnn,MLP,0.16286016184599575
C,TEST,syntopo,ACTIVITY,0,0.1515151515151516,rnn,MLP,0.1521047519755234
C,TEST,syntopo,ACTIVITY,0,0.0975609756097561,rnn,MLP,0.25135847319979976
C,TEST,syntopo,ACTIVITY,0,-0.5522388059701493,rnn,MLP,0.1917725028928504
C,TEST,syntopo,ACTIVITY,0,-0.2214765100671141,rnn,MLP,0.3280253239676617
C,TEST,syntopo,ACTIVITY,0,-0.1006711409395972,rnn,MLP,0.45759184459687907
C,TEST,syntopo,ACTIVITY,0,0.4901960784313726,rnn,MLP,0.030049111744182067
C,TEST,syntopo,ACTIVITY,0,0.3057851239669422,rnn,MLP,-0.09032712645822262
C,TEST,syntopo,ACTIVITY,0,0.0,rnn,MLP,0.028678311432273756
C,TEST,syntopo,ACTIVITY,0,0.8333333333333333,rnn,MLP,0.08627579179645242
C,TEST,syntopo,ACTIVITY,0,0.1020408163265305,rnn,MLP,-0.11139417135653648
C,TEST,syntopo,ACTIVITY,0,0.4333333333333333,rnn,MLP,0.058773200740201675
C,TEST,syntopo,ACTIVITY,0,0.0666666666666666,rnn,MLP,0.3644223160037693
C,TEST,syntopo,ACTIVITY,0,0.2592592592592593,rnn,MLP,0.3795140487984947
C,TEST,syntopo,ACTIVITY,0,0.2463768115942028,rnn,MLP,-0.02002337724227024
C,TEST,syntopo,ACTIVITY,0,0.8666666666666667,rnn,MLP,0.3607196652053277
C,TEST,syntopo,ACTIVITY,0,1.0,rnn,MLP,0.9601099532123125
C,TEST,syntopo,ACTIVITY,0,0.0276243093922652,rnn,MLP,0.16784534070493548
C,TEST,syntopo,ACTIVITY,0,1.0,rnn,MLP,1.2393080957309806
C,TEST,syntopo,ACTIVITY,0,0.8072289156626506,rnn,MLP,0.8281078169553144
C,TEST,syntopo,ACTIVITY,0,0.6233766233766234,rnn,MLP,0.25666761208772726
C,TEST,syntopo,ACTIVITY,0,0.7468354430379747,rnn,MLP,0.6758435033097575
C,TEST,syntopo,ACTIVITY,0,0.7888198757763976,rnn,MLP,0.7098793414568465
C,TEST,syntopo,ACTIVITY,0,-0.3164556962025316,rnn,MLP,0.6939037919222117
C,TEST,syntopo,ACTIVITY,0,0.2941176470588236,rnn,MLP,0.6370119852282125
C,TEST,syntopo,ACTIVITY,0,0.0778443113772455,rnn,MLP,0.17780592364748363
C,TEST,syntopo,ACTIVITY,0,-0.2967032967032966,rnn,MLP,0.11575878473346149
C,TEST,syntopo,ACTIVITY,0,0.2291666666666667,rnn,MLP,0.32398081335792506
C,TEST,syntopo,ACTIVITY,0,0.0728476821192052,rnn,MLP,0.39298401228867275
C,TEST,syntopo,ACTIVITY,0,-0.1900826446280992,rnn,MLP,-0.1201851331125772
C,TEST,syntopo,ACTIVITY,0,0.263157894736842,rnn,MLP,0.25822222609708667
C,TEST,syntopo,ACTIVITY,0,0.4782608695652173,rnn,MLP,0.05872407200625254
C,TEST,syntopo,ACTIVITY,0,0.05,rnn,MLP,0.1577550948082044
C,TEST,syntopo,ACTIVITY,0,0.6808510638297873,rnn,MLP,0.1513211404796068
C,TEST,syntopo,ACTIVITY,0,0.0571428571428571,rnn,MLP,0.43217839203349506
C,TEST,syntopo,ACTIVITY,0,0.1351351351351351,rnn,MLP,0.2814197959262985
C,TEST,syntopo,ACTIVITY,0,-0.0128205128205127,rnn,MLP,-0.05254171261367489
C,TEST,syntopo,ACTIVITY,0,0.0178571428571427,rnn,MLP,0.021584928376048113
C,TEST,syntopo,ACTIVITY,0,0.3999999999999999,rnn,MLP,-0.2536937182836248
C,TEST,syntopo,ACTIVITY,0,0.1910112359550562,rnn,MLP,0.7335858771112996
C,TEST,syntopo,ACTIVITY,0,0.5492957746478873,rnn,MLP,0.33867699016946173
C,TEST,syntopo,ACTIVITY,0,0.1907514450867051,rnn,MLP,0.45509243346688255
C,TEST,syntopo,ACTIVITY,0,0.1363636363636364,rnn,MLP,0.8497057505276617
C,TEST,syntopo,ACTIVITY,0,0.0708661417322835,rnn,MLP,0.08525554077504749
C,TEST,syntopo,ACTIVITY,0,0.3454545454545454,rnn,MLP,0.25399985948091475
C,TEST,syntopo,ACTIVITY,0,0.3796791443850267,rnn,MLP,-0.012625339004691705
C,TEST,syntopo,ACTIVITY,0,0.1212121212121211,rnn,MLP,0.13262379162300722
C,TEST,syntopo,ACTIVITY,0,0.8974358974358974,rnn,MLP,0.16151937499442567
C,TEST,syntopo,ACTIVITY,0,0.3538461538461539,rnn,MLP,-0.02312930989818654
C,TEST,syntopo,ACTIVITY,0,0.6788321167883211,rnn,MLP,0.6783242821519144
C,TEST,syntopo,ACTIVITY,0,0.2125984251968504,rnn,MLP,0.41034420841396113
C,TEST,syntopo,ACTIVITY,0,0.3170731707317074,rnn,MLP,0.25857952807266893
C,TEST,syntopo,ACTIVITY,0,0.5245901639344261,rnn,MLP,0.17471317882677803
C,TEST,syntopo,ACTIVITY,0,0.0598290598290598,rnn,MLP,-0.05600326661110819
C,TEST,syntopo,ACTIVITY,0,0.8757062146892656,rnn,MLP,0.42117181890009303
C,TEST,syntopo,ACTIVITY,0,0.28125,rnn,MLP,0.4413899985288591
C,TEST,syntopo,ACTIVITY,0,0.1902439024390243,rnn,MLP,0.2934184114659837
C,TEST,syntopo,ACTIVITY,0,-0.4093959731543624,rnn,MLP,0.6223904194418804
C,TEST,syntopo,ACTIVITY,0,-0.2868217054263565,rnn,MLP,0.13505882952954731
C,TEST,syntopo,ACTIVITY,0,0.7241379310344827,rnn,MLP,0.3728762055500935
C,TEST,syntopo,ACTIVITY,0,0.3880597014925373,rnn,MLP,0.4759350356341234
C,TEST,syntopo,ACTIVITY,0,0.1818181818181818,rnn,MLP,-0.04627811491635102
C,TEST,syntopo,ACTIVITY,0,0.7988165680473374,rnn,MLP,0.7053416932156071
C,TEST,syntopo,ACTIVITY,0,0.0784313725490195,rnn,MLP,0.19538742218525343
C,TEST,syntopo,ACTIVITY,0,0.1746031746031746,rnn,MLP,0.3185565873481859
C,TEST,syntopo,ACTIVITY,0,0.5698924731182795,rnn,MLP,0.3223311864107612
C,TEST,syntopo,ACTIVITY,0,-0.2452830188679244,rnn,MLP,-0.12112296682541639
C,TEST,syntopo,ACTIVITY,0,0.1612903225806452,rnn,MLP,0.14125389993819967
C,TEST,syntopo,ACTIVITY,0,-0.140495867768595,rnn,MLP,-0.13937712363420746
C,TEST,syntopo,ACTIVITY,0,0.9012345679012346,rnn,MLP,0.4661510385786196
C,TEST,syntopo,ACTIVITY,0,0.2125984251968504,rnn,MLP,-0.08562667484651863
C,TEST,syntopo,ACTIVITY,0,0.0120481927710842,rnn,MLP,0.2854887278749131
C,TEST,syntopo,ACTIVITY,0,0.1746031746031746,rnn,MLP,0.10056326466602375
C,TEST,syntopo,ACTIVITY,0,0.1304347826086955,rnn,MLP,0.20488775313330068
C,TEST,syntopo,ACTIVITY,0,0.55,rnn,MLP,-0.12678474858099
C,TEST,syntopo,ACTIVITY,0,0.8265895953757225,rnn,MLP,0.2714067140623583
C,TEST,syntopo,ACTIVITY,0,0.2238805970149253,rnn,MLP,0.3622926591323846
C,TRAIN,syntopo,ACTIVITY,0,0.8043478260869565,rnn,MLP,0.30411592864174286
C,TRAIN,syntopo,ACTIVITY,0,0.6666666666666667,rnn,MLP,0.8448947503675699
C,TRAIN,syntopo,ACTIVITY,0,0.2024539877300613,rnn,MLP,0.3656896409928503
C,TRAIN,syntopo,ACTIVITY,0,0.1698113207547169,rnn,MLP,0.18401692250223542
C,TRAIN,syntopo,ACTIVITY,0,0.7086092715231789,rnn,MLP,0.7532458900420802
C,TRAIN,syntopo,ACTIVITY,0,0.0909090909090908,rnn,MLP,0.08248534224166393
C,TRAIN,syntopo,ACTIVITY,0,0.4477611940298507,rnn,MLP,0.18425237574205452
C,TRAIN,syntopo,ACTIVITY,0,0.2210526315789474,rnn,MLP,0.2868531510088934
C,TRAIN,syntopo,ACTIVITY,0,0.5272727272727273,rnn,MLP,0.43831602529442326
