,model_type,n,alpha,l1_ratio,max_iter,n_estimators,max_features,max_depth,min_samples_split,min_samples_leaf,bootstrap,C,epsilon,kernel,activation,hidden_layer_sizes,solver
ce9363d5-85bd-492a-aa4b-d58cec1effb5,MLR,500,0.0010000000000000002,0.1,10000.0,,,,,,,,,,,,
03732b75-f7ce-4a4c-a16e-01e54783fb3d,MLR,500,0.0316227766016838,0.55,10000.0,,,,,,,,,,,,
fea09fc9-5f52-4bbe-b325-cfe57b792a24,MLR,500,0.1778279410038923,0.325,10000.0,,,,,,,,,,,,
acef006d-fe26-49f5-93fe-afe4da94e1cc,MLR,500,0.005623413251903493,0.775,10000.0,,,,,,,,,,,,
fc4dc60b-effe-425e-bf43-c50f66b43add,MLR,500,0.013335214321633242,0.4375,10000.0,,,,,,,,,,,,
4ea712b6-df7d-43b6-b93b-6bc636c68c5d,MLR,500,0.4216965034285822,0.8875,10000.0,,,,,,,,,,,,
627a7e35-2afa-4c27-8f33-055fc067f187,MLR,500,0.07498942093324559,0.21250000000000002,10000.0,,,,,,,,,,,,
deac1677-0121-45eb-800b-1f63c417bf41,MLR,500,0.002371373705661656,0.6625,10000.0,,,,,,,,,,,,
87f60f29-d170-4d85-94e3-f3cd4c44bf7b,MLR,500,0.003651741272548378,0.38125,10000.0,,,,,,,,,,,,
789858fe-04be-473a-a15e-78e82c458af6,MLR,500,0.11547819846894583,0.83125,10000.0,,,,,,,,,,,,
14cccdaa-5c57-4ab5-b455-7e34d3534d23,MLR,500,0.6493816315762113,0.15625,10000.0,,,,,,,,,,,,
24aba97e-6fdf-437c-8c5f-75bf28cb2e73,MLR,500,0.020535250264571463,0.60625,10000.0,,,,,,,,,,,,
9394befa-9888-43d8-82c0-bed43b7bfa74,MLR,500,0.008659643233600656,0.26875000000000004,10000.0,,,,,,,,,,,,
2fb88c4a-47cf-4171-a789-f55ba370ca2b,MLR,500,0.27384196342643613,0.71875,10000.0,,,,,,,,,,,,
64ddcd70-6f1e-49de-a9c9-5c67ce297b8d,MLR,500,0.04869675251658631,0.49375,10000.0,,,,,,,,,,,,
794f41da-c1ad-49e1-9ed4-50363233dbf4,MLR,500,0.0015399265260594922,0.94375,10000.0,,,,,,,,,,,,
4f8e3068-11d4-47a8-8d1c-71b6c8ec2e4d,RF,500,,,,1.0,0.010000000000000004,1.0,0.010000000000000004,0.010000000000000004,True,,,,,,
43dcc1e4-6c7e-4891-bb6a-77a37e95bf86,RF,500,,,,1.0,0.010000000000000004,1.0,0.010000000000000004,0.010000000000000004,False,,,,,,
e1c87984-ad68-45af-b761-012508d5738e,RF,500,,,,50.0,0.10000000000000002,50.0,0.10000000000000002,0.10000000000000002,True,,,,,,
8ad15915-cbc8-4a2c-bb72-edc8bbf84bd0,RF,500,,,,50.0,0.10000000000000002,50.0,0.10000000000000002,0.10000000000000002,False,,,,,,
f3b4803d-d6a4-4677-abbc-aeec585a8d34,RF,500,,,,75.0,0.0316227766016838,26.0,0.0316227766016838,0.31622776601683805,True,,,,,,
e03e0eaf-ce0a-4267-91c8-95ed1199b192,RF,500,,,,75.0,0.0316227766016838,26.0,0.0316227766016838,0.31622776601683805,False,,,,,,
4138333b-ec42-4f65-8862-a6f02fa088bc,RF,500,,,,26.0,0.31622776601683805,75.0,0.31622776601683805,0.0316227766016838,True,,,,,,
86a1716a-ceff-452f-a93f-f409151f6b13,RF,500,,,,26.0,0.31622776601683805,75.0,0.31622776601683805,0.0316227766016838,False,,,,,,
2321d55a-b2b9-40b1-a732-f7a00eec8ede,RF,500,,,,38.0,0.05623413251903493,63.0,0.562341325190349,0.05623413251903493,True,,,,,,
f1f9fa60-663e-453f-aa8f-e603bfa4195c,RF,500,,,,38.0,0.05623413251903493,63.0,0.562341325190349,0.05623413251903493,False,,,,,,
2f5dea85-1545-40df-b7fd-b35c51548005,RF,500,,,,88.0,0.562341325190349,13.0,0.05623413251903493,0.562341325190349,True,,,,,,
74a5aca5-0f09-4b65-9ac1-207d94b6157e,RF,500,,,,88.0,0.562341325190349,13.0,0.05623413251903493,0.562341325190349,False,,,,,,
1766c292-3d20-49f2-9442-20e144fed32e,RF,500,,,,63.0,0.017782794100389243,88.0,0.1778279410038923,0.1778279410038923,True,,,,,,
5a135d66-52da-47a8-9910-1aa1cb3dd8e2,RF,500,,,,63.0,0.017782794100389243,88.0,0.1778279410038923,0.1778279410038923,False,,,,,,
b53a873f-e710-4a27-91cc-1a20aa81cf4d,RF,500,,,,13.0,0.1778279410038923,38.0,0.017782794100389243,0.017782794100389243,True,,,,,,
0410e290-cb00-4a7a-85d4-c9fd81f4d55c,RF,500,,,,13.0,0.1778279410038923,38.0,0.017782794100389243,0.017782794100389243,False,,,,,,
095c71e8-9dea-4a28-abb7-341ff406b531,RF,500,,,,20.0,0.04216965034285824,94.0,0.07498942093324559,0.13335214321633243,True,,,,,,
c7e8f08c-cd3c-4444-82d4-7c3a6b4d3e43,RF,500,,,,20.0,0.04216965034285824,94.0,0.07498942093324559,0.13335214321633243,False,,,,,,
02316cbb-7362-4db7-9006-0259794abe9e,RF,500,,,,69.0,0.4216965034285822,44.0,0.7498942093324561,0.013335214321633242,True,,,,,,
81db25d5-e2fb-4e0e-83a5-f59f9c99d909,RF,500,,,,69.0,0.4216965034285822,44.0,0.7498942093324561,0.013335214321633242,False,,,,,,
416d8385-0d77-4b77-a6e9-1b51d9f288e5,RF,500,,,,94.0,0.013335214321633242,69.0,0.023713737056616564,0.04216965034285824,True,,,,,,
8514db81-d223-4e60-bbe8-38767918a6af,RF,500,,,,94.0,0.013335214321633242,69.0,0.023713737056616564,0.04216965034285824,False,,,,,,
4da9225c-7a21-4411-896e-a49e0e27a34f,RF,500,,,,44.0,0.13335214321633243,20.0,0.23713737056616557,0.4216965034285822,True,,,,,,
44b2e60f-ed25-4cef-8691-abb475347e86,RF,500,,,,44.0,0.13335214321633243,20.0,0.23713737056616557,0.4216965034285822,False,,,,,,
1692d217-bcee-4d99-a076-180747a07186,RF,500,,,,32.0,0.023713737056616564,32.0,0.13335214321633243,0.7498942093324561,True,,,,,,
db87184a-9cc2-4af8-b2d1-4a3fc1d5044c,RF,500,,,,32.0,0.023713737056616564,32.0,0.13335214321633243,0.7498942093324561,False,,,,,,
7fbbc6da-ba4b-473f-92b5-49590ace0e75,RF,500,,,,81.0,0.23713737056616557,81.0,0.013335214321633242,0.07498942093324559,True,,,,,,
f36ab21a-7996-4035-b28c-0112c31c9bb9,RF,500,,,,81.0,0.23713737056616557,81.0,0.013335214321633242,0.07498942093324559,False,,,,,,
e3feca92-0e5c-4569-94a6-5ce3dfefa395,RF,500,,,,57.0,0.07498942093324559,7.0,0.4216965034285822,0.023713737056616564,True,,,,,,
3b100264-2f52-4029-a6c3-749e84a8b461,RF,500,,,,57.0,0.07498942093324559,7.0,0.4216965034285822,0.023713737056616564,False,,,,,,
ac847a0a-3446-4eb1-bb7f-6b6b95ac4a04,RF,500,,,,7.0,0.7498942093324561,57.0,0.04216965034285824,0.23713737056616557,True,,,,,,
593f442f-c6c3-421c-9748-76d02be1eeae,RF,500,,,,7.0,0.7498942093324561,57.0,0.04216965034285824,0.23713737056616557,False,,,,,,
29d0a578-0c24-4e62-b927-9e1ca3747714,SVR,500,,,,,,,,,,0.10000000000000002,0.0010000000000000002,linear,,,
1bd74d7c-d953-4fb6-bd23-fa6f8a5ed9c0,SVR,500,,,,,,,,,,0.10000000000000002,0.0010000000000000002,poly,,,
9e55ee16-8b13-4f37-bba2-48022aa3e826,SVR,500,,,,,,,,,,0.10000000000000002,0.0010000000000000002,rbf,,,
51d1e5f1-0470-456c-9d0c-66b82078124b,SVR,500,,,,,,,,,,0.10000000000000002,0.0010000000000000002,sigmoid,,,
b7eb198a-8c11-425b-9263-c4609a105abb,SVR,500,,,,,,,,,,3.1622776601683795,0.0316227766016838,linear,,,
69f15235-7c6e-43ad-b271-97c4beaf7ef3,SVR,500,,,,,,,,,,3.1622776601683795,0.0316227766016838,poly,,,
1c260f77-a5ac-46a2-8018-5482e1609ee5,SVR,500,,,,,,,,,,3.1622776601683795,0.0316227766016838,rbf,,,
820860e7-7838-41b5-b9c8-48131a3ef418,SVR,500,,,,,,,,,,3.1622776601683795,0.0316227766016838,sigmoid,,,
ab407043-fe98-4171-9410-2515a63015a7,SVR,500,,,,,,,,,,17.78279410038923,0.005623413251903493,linear,,,
f365510f-374d-4ae5-97b3-cce029b41ec3,SVR,500,,,,,,,,,,17.78279410038923,0.005623413251903493,poly,,,
3e99db6a-da61-491a-8a88-fb76bc6ecd0e,SVR,500,,,,,,,,,,17.78279410038923,0.005623413251903493,rbf,,,
fb84449a-4ba3-477d-9e2e-ba4c2d4bf8b0,SVR,500,,,,,,,,,,17.78279410038923,0.005623413251903493,sigmoid,,,
d6824cb5-9bde-46b2-8212-635d236e228a,SVR,500,,,,,,,,,,0.5623413251903492,0.1778279410038923,linear,,,
81b4bb39-1326-49eb-82b0-54a65fa8d2ae,SVR,500,,,,,,,,,,0.5623413251903492,0.1778279410038923,poly,,,
074866cb-7fcd-4444-a662-6eaf251bbf99,SVR,500,,,,,,,,,,0.5623413251903492,0.1778279410038923,rbf,,,
696f7c9d-9134-4653-b1b1-4f330b3b5136,SVR,500,,,,,,,,,,0.5623413251903492,0.1778279410038923,sigmoid,,,
1032b734-fa9a-4151-bb23-2641a3d6fd0d,SVR,500,,,,,,,,,,1.3335214321633242,0.013335214321633242,linear,,,
170a6bf2-0a3d-4148-b1ec-b7fc48d1f101,SVR,500,,,,,,,,,,1.3335214321633242,0.013335214321633242,poly,,,
cee00be0-5938-4108-a7aa-5a8b78541940,SVR,500,,,,,,,,,,1.3335214321633242,0.013335214321633242,rbf,,,
e70425af-7463-423e-95cf-4c36a6c8596d,SVR,500,,,,,,,,,,1.3335214321633242,0.013335214321633242,sigmoid,,,
ba9afe5c-e109-4d42-b6c4-b79412b55fcc,SVR,500,,,,,,,,,,42.169650342858226,0.4216965034285822,linear,,,
f1eb9f6e-6fe7-401f-8b4c-273e60d53a04,SVR,500,,,,,,,,,,42.169650342858226,0.4216965034285822,poly,,,
def9a6c1-edb1-4bd1-ab80-f9b6e582e267,SVR,500,,,,,,,,,,42.169650342858226,0.4216965034285822,rbf,,,
7c6575af-7a93-4b66-aa00-58ba047e379e,SVR,500,,,,,,,,,,42.169650342858226,0.4216965034285822,sigmoid,,,
ff3c1c58-f9cb-4bfb-b67c-daf3c10db6ea,SVR,500,,,,,,,,,,7.498942093324559,0.002371373705661656,linear,,,
175073e6-d48b-4a79-babe-ff8cf9e52fda,SVR,500,,,,,,,,,,7.498942093324559,0.002371373705661656,poly,,,
a720a89b-af8d-4d33-b3f4-f8d216d3a400,SVR,500,,,,,,,,,,7.498942093324559,0.002371373705661656,rbf,,,
e631df4a-67ce-4462-ba96-42578384229d,SVR,500,,,,,,,,,,7.498942093324559,0.002371373705661656,sigmoid,,,
76a8263a-7b40-41fd-bcd3-d35d453bfa21,SVR,500,,,,,,,,,,0.23713737056616557,0.07498942093324559,linear,,,
24ebf8f9-5452-4d3c-9fb0-ecb003f16659,SVR,500,,,,,,,,,,0.23713737056616557,0.07498942093324559,poly,,,
c712265b-6d76-4441-a16f-75b210689f76,SVR,500,,,,,,,,,,0.23713737056616557,0.07498942093324559,rbf,,,
ed868d65-75f6-4828-afb4-31dce60a7338,SVR,500,,,,,,,,,,0.23713737056616557,0.07498942093324559,sigmoid,,,
8ef33776-1724-4584-a1b5-4d033fbc513c,SVR,500,,,,,,,,,,0.3651741272548378,0.008659643233600656,linear,,,
ef407afd-6da6-4bed-81d1-6dd8a83a1745,SVR,500,,,,,,,,,,0.3651741272548378,0.008659643233600656,poly,,,
38dead4e-051b-4497-b32a-95aec749e9b6,SVR,500,,,,,,,,,,0.3651741272548378,0.008659643233600656,rbf,,,
