,R^2
0,7.227781928520471e-09
1,2.3504402424379123e-08
2,2.4692350608646052e-08
3,1.4151917193672148e-08
4,2.592901071629683e-08
5,1.1494934226696785e-08
6,1.5064242631090963e-08
7,1.846925345994066e-08
8,1.4720328178619013e-08
9,1.806039062746123e-08
10,2.5301665984578392e-08
11,2.0434834935301183e-08
12,2.4623235450604852e-08
13,3.191301611860098e-08
14,1.4763402722550723e-08
15,2.4490437566804246e-08
16,2.0300584435695157e-08
17,1.4053410324343929e-08
18,2.388069952896643e-08
19,1.2376886515674812e-08
20,1.480960698518885e-08
21,4.166442413300331e-09
22,2.104134011471359e-08
23,1.2606298116502046e-08
24,2.0621271579202016e-08
25,2.137904586696493e-08
26,9.419660940146457e-09
27,1.859063925024884e-08
28,2.7296902960216585e-08
29,3.1390267718478526e-08
