,R^2,num_observations
0,0.3971566250220733,350
1,0.3347783232127083,312
2,0.35568759713416853,276
3,0.41394960854556584,240
4,0.4594628519296684,203
5,0.3880667046380758,166
6,0.4795802219631815,130
7,0.4329659612350648,93
8,0.5483399765217709,57
9,0.6126328628484854,21
