,model_type,n,C,epsilon,kernel
33fbce9e-10c8-46c0-9931-12e2743154d5,SVR,500,0.10000000000000002,0.0010000000000000002,
4765241a-b5be-4500-b295-6c15e9f82f16,SVR,500,0.10000000000000002,0.0010000000000000002,poly
3849d663-8c3d-4c4c-be00-c00f3b320a90,SVR,500,0.10000000000000002,0.0010000000000000002,rbf
d871aa0c-f771-45ab-b59d-b78d3bd4557a,SVR,500,0.10000000000000002,0.0010000000000000002,sigmoid
4c7f0901-aa4a-4c69-afeb-a911348b6d41,SVR,500,3.1622776601683795,0.0316227766016838,
b6381979-dbc4-4bec-9f7e-4d690a594b78,SVR,500,3.1622776601683795,0.0316227766016838,poly
a36be26b-c856-417a-8bfe-18baa26a49bc,SVR,500,3.1622776601683795,0.0316227766016838,rbf
d2ef8f43-e3e0-4842-9bf4-7c6523f7cfaa,SVR,500,3.1622776601683795,0.0316227766016838,sigmoid
5ac8fe6e-4bd6-4a3e-b3f8-68f3633c7d94,SVR,500,17.78279410038923,0.005623413251903493,
f8a1d791-d51a-401f-bf6c-c6f188a0472c,SVR,500,17.78279410038923,0.005623413251903493,poly
6d2a6cee-b721-4c46-ad2d-d3f5d85a92e4,SVR,500,17.78279410038923,0.005623413251903493,rbf
3f6fc0bb-fa10-4e8e-b10c-d7646e566677,SVR,500,17.78279410038923,0.005623413251903493,sigmoid
1b8f37d9-4215-49f7-8ff7-51930d4b023e,SVR,500,0.5623413251903492,0.1778279410038923,
93236501-e1ea-4b4d-94d6-d43f675e9d4e,SVR,500,0.5623413251903492,0.1778279410038923,poly
43abab19-495f-48b8-a0c9-40d468fe2e84,SVR,500,0.5623413251903492,0.1778279410038923,rbf
3b70f9a2-4df4-4b90-be56-c071fb2d3573,SVR,500,0.5623413251903492,0.1778279410038923,sigmoid
dbb87e89-c0a9-45d2-b19b-2350f4bc15e0,SVR,500,1.3335214321633242,0.013335214321633242,
ab8e6670-bf65-43c9-a7e4-16e9400ef980,SVR,500,1.3335214321633242,0.013335214321633242,poly
35f1e437-1604-4f32-b2c5-25eb77dae8e6,SVR,500,1.3335214321633242,0.013335214321633242,rbf
2e0813ad-3f3a-4fc4-90ad-0a29611835c4,SVR,500,1.3335214321633242,0.013335214321633242,sigmoid
7744069f-4220-451c-97ca-3b2313091ea6,SVR,500,42.169650342858226,0.4216965034285822,
b9217d94-a936-4ada-adb5-c9da1b07e334,SVR,500,42.169650342858226,0.4216965034285822,poly
874b43aa-2135-4297-87a5-e3fd0a7441eb,SVR,500,42.169650342858226,0.4216965034285822,rbf
66ba044f-d67c-4900-bd42-1ca703e7d4cc,SVR,500,42.169650342858226,0.4216965034285822,sigmoid
6a62858e-6f51-4c58-99d7-0d880457e181,SVR,500,7.498942093324559,0.002371373705661656,
3202f082-bb94-4768-8b97-7b70f494804f,SVR,500,7.498942093324559,0.002371373705661656,poly
e4163635-7275-4571-bdaf-d13cce4b602c,SVR,500,7.498942093324559,0.002371373705661656,rbf
7d4c3edd-2eb1-4e51-b3b6-80ec6d422f34,SVR,500,7.498942093324559,0.002371373705661656,sigmoid
1a89a59f-31f5-4818-90b8-3c2e2acc4f6c,SVR,500,0.23713737056616557,0.07498942093324559,
cf1321d5-ed70-4821-acfc-d5add51ed6a9,SVR,500,0.23713737056616557,0.07498942093324559,poly
7c5e8811-9d7f-4fc1-a280-be3605d37d73,SVR,500,0.23713737056616557,0.07498942093324559,rbf
f94bace7-4b8e-4984-b547-5f7dcd3367c2,SVR,500,0.23713737056616557,0.07498942093324559,sigmoid
d1ae6693-55bb-42ca-93de-70b38c89e9c9,SVR,500,0.3651741272548378,0.008659643233600656,
3dd175b5-1122-45df-a7bb-72dd74c55029,SVR,500,0.3651741272548378,0.008659643233600656,poly
03da72d0-cdde-44fc-a076-35f7ff878835,SVR,500,0.3651741272548378,0.008659643233600656,rbf
6df9d0d9-426f-480d-ad78-137ac0b2be54,SVR,500,0.3651741272548378,0.008659643233600656,sigmoid
236f5478-7a03-4d1a-93d7-6058cd755bbd,SVR,500,11.547819846894583,0.27384196342643613,
99b3fa18-51c3-4a63-9c73-0b8306440fd3,SVR,500,11.547819846894583,0.27384196342643613,poly
5e0199a9-fc9c-4c22-b997-6f3adc0c9691,SVR,500,11.547819846894583,0.27384196342643613,rbf
8d0bbd30-141a-4a4d-bbea-b1ba47cb9aba,SVR,500,11.547819846894583,0.27384196342643613,sigmoid
6aa0a71e-5a93-4fab-aced-ae624e5e8883,SVR,500,64.93816315762116,0.0015399265260594922,
9ba0a35a-0a73-4840-9e07-b280bdc98190,SVR,500,64.93816315762116,0.0015399265260594922,poly
6d615a99-4239-4ea8-a12c-bdd68112c716,SVR,500,64.93816315762116,0.0015399265260594922,rbf
c9212a4d-e0da-4927-9ce1-69a7880ecd41,SVR,500,64.93816315762116,0.0015399265260594922,sigmoid
6fa36fa7-c0d9-4c90-a56a-171697672454,SVR,500,2.0535250264571463,0.04869675251658631,
f89a3a52-4dd2-4c89-b98b-da613b323a9b,SVR,500,2.0535250264571463,0.04869675251658631,poly
f15603a3-1fc7-4524-82bb-bb1d3a812ba3,SVR,500,2.0535250264571463,0.04869675251658631,rbf
e3053a0b-bad1-43df-bd4c-5d75e793475e,SVR,500,2.0535250264571463,0.04869675251658631,sigmoid
4972b576-74ef-4a52-83f2-0d59cefb2555,SVR,500,0.8659643233600655,0.003651741272548378,
b77dc4a2-04ed-45ec-a637-9d3005e15a09,SVR,500,0.8659643233600655,0.003651741272548378,poly
69b5aa7a-fcfd-4d14-ae0d-cf3305fe6ade,SVR,500,0.8659643233600655,0.003651741272548378,rbf
3443a1c6-eef3-4c46-b2ad-17cc7db7787d,SVR,500,0.8659643233600655,0.003651741272548378,sigmoid
de31888a-c1c3-4b06-8bb2-a551a27535a5,SVR,500,27.384196342643612,0.11547819846894583,
92b447f3-cfe8-4550-95e3-93c3d2656b7a,SVR,500,27.384196342643612,0.11547819846894583,poly
e1914585-bf36-4f33-b5d2-0ffd56bbc0c4,SVR,500,27.384196342643612,0.11547819846894583,rbf
bffd6799-0498-4d28-8787-3f40cc706b02,SVR,500,27.384196342643612,0.11547819846894583,sigmoid
92af218c-df0c-439b-ae06-c23209007536,SVR,500,4.869675251658632,0.020535250264571463,
5a8e4e9f-3fcf-47da-ac01-e83e71b959fd,SVR,500,4.869675251658632,0.020535250264571463,poly
09fed089-578a-4354-bb65-9d44fc058dcf,SVR,500,4.869675251658632,0.020535250264571463,rbf
db996c43-351b-4c72-a416-ea1282142b16,SVR,500,4.869675251658632,0.020535250264571463,sigmoid
11603fa3-c77a-44ac-9238-d27e129b02f3,SVR,500,0.15399265260594922,0.6493816315762113,
f82daafb-0991-48e1-aa87-c966125855b2,SVR,500,0.15399265260594922,0.6493816315762113,poly
dafad085-699d-4c2a-a60c-fc686cbbe1e6,SVR,500,0.15399265260594922,0.6493816315762113,rbf
a78e3eaf-7816-4d03-b473-a746a64a77d6,SVR,500,0.15399265260594922,0.6493816315762113,sigmoid
