,model_type,n,alpha,l1_ratio,max_iter,n_estimators,max_features,max_depth,min_samples_split,min_samples_leaf,bootstrap,C,epsilon,kernel,activation,hidden_layer_sizes,solver
59d30938-7468-47ac-be9e-9e856dfb58ef,MLR,499,0.0010000000000000002,0.1,10000.0,,,,,,,,,,,,
e77fc4cf-7f42-44bd-b1d0-d6fa523acfdf,MLR,499,0.0316227766016838,0.55,10000.0,,,,,,,,,,,,
c45d5865-02f1-4774-a3b7-1bb259d44fbe,MLR,499,0.1778279410038923,0.325,10000.0,,,,,,,,,,,,
535739de-4177-42df-b4f3-49b38ffb13fe,MLR,499,0.005623413251903493,0.775,10000.0,,,,,,,,,,,,
c2bae1ac-9793-4651-b02e-43f06e70b886,MLR,499,0.013335214321633242,0.4375,10000.0,,,,,,,,,,,,
8d9df485-d9c1-45d8-a19b-7b84adf0f73a,MLR,499,0.4216965034285822,0.8875,10000.0,,,,,,,,,,,,
49c19fbd-e5ab-4938-99b7-10fb0f1ad5a1,MLR,499,0.07498942093324559,0.21250000000000002,10000.0,,,,,,,,,,,,
a110254a-0841-4d1c-bba1-637287638b79,MLR,499,0.002371373705661656,0.6625,10000.0,,,,,,,,,,,,
51fd97f9-6065-4c15-b362-8629c1e52bcb,MLR,499,0.003651741272548378,0.38125,10000.0,,,,,,,,,,,,
77803dc0-7f69-4082-951d-269acf885d75,MLR,499,0.11547819846894583,0.83125,10000.0,,,,,,,,,,,,
388aaa3e-a23b-4017-9eaa-6de2759fb148,MLR,499,0.6493816315762113,0.15625,10000.0,,,,,,,,,,,,
b3d19161-2d8d-4677-a546-270be1885024,MLR,499,0.020535250264571463,0.60625,10000.0,,,,,,,,,,,,
eabba4b5-5047-4099-a355-ed5dda8e4606,MLR,499,0.008659643233600656,0.26875000000000004,10000.0,,,,,,,,,,,,
a116fde5-f97c-47fc-b4fc-63b6c28850fe,MLR,499,0.27384196342643613,0.71875,10000.0,,,,,,,,,,,,
1a8c64fc-29fa-47ae-be8e-88a9201f9a9f,MLR,499,0.04869675251658631,0.49375,10000.0,,,,,,,,,,,,
194e5b63-784d-43ef-a222-510ae45849fe,MLR,499,0.0015399265260594922,0.94375,10000.0,,,,,,,,,,,,
ca53a193-ab6c-447f-b69a-27f46d4f83c0,RF,499,,,,1.0,0.010000000000000004,1.0,0.010000000000000004,0.010000000000000004,True,,,,,,
6cf245dd-a5d0-4a84-af59-1afa174efe52,RF,499,,,,1.0,0.010000000000000004,1.0,0.010000000000000004,0.010000000000000004,False,,,,,,
f6d629c7-c9ea-4360-85a3-b198deeff654,RF,499,,,,50.0,0.10000000000000002,50.0,0.10000000000000002,0.10000000000000002,True,,,,,,
9724ad21-8265-4dc6-8d12-48d9a2ff1376,RF,499,,,,50.0,0.10000000000000002,50.0,0.10000000000000002,0.10000000000000002,False,,,,,,
01da91b9-585c-4ea1-aaf1-c4891a612c88,RF,499,,,,75.0,0.0316227766016838,26.0,0.0316227766016838,0.31622776601683805,True,,,,,,
cffd6ee7-6df9-4892-816b-5275df8bcbd4,RF,499,,,,75.0,0.0316227766016838,26.0,0.0316227766016838,0.31622776601683805,False,,,,,,
46d0bbcf-5166-4ac8-8413-6d4b0365a5d0,RF,499,,,,26.0,0.31622776601683805,75.0,0.31622776601683805,0.0316227766016838,True,,,,,,
cb860949-6df4-4227-a90a-050f7e9072b8,RF,499,,,,26.0,0.31622776601683805,75.0,0.31622776601683805,0.0316227766016838,False,,,,,,
3270c99e-d43b-4714-bfbc-adaaefd94c5a,RF,499,,,,38.0,0.05623413251903493,63.0,0.562341325190349,0.05623413251903493,True,,,,,,
63c72975-30f5-4a28-bfd6-e227e227e627,RF,499,,,,38.0,0.05623413251903493,63.0,0.562341325190349,0.05623413251903493,False,,,,,,
77bc642f-5572-4e71-a275-a3690c147905,RF,499,,,,88.0,0.562341325190349,13.0,0.05623413251903493,0.562341325190349,True,,,,,,
c098fd95-3f78-4a7d-9b27-468058369609,RF,499,,,,88.0,0.562341325190349,13.0,0.05623413251903493,0.562341325190349,False,,,,,,
246b2453-0245-4fd5-812e-1a2b935de022,RF,499,,,,63.0,0.017782794100389243,88.0,0.1778279410038923,0.1778279410038923,True,,,,,,
1973cfd0-1563-4a85-a548-13f594964572,RF,499,,,,63.0,0.017782794100389243,88.0,0.1778279410038923,0.1778279410038923,False,,,,,,
c72e9c47-256a-43d5-8ff1-4ac23ae66701,RF,499,,,,13.0,0.1778279410038923,38.0,0.017782794100389243,0.017782794100389243,True,,,,,,
f2878b7f-aa0e-44ac-b140-c94c10032adc,RF,499,,,,13.0,0.1778279410038923,38.0,0.017782794100389243,0.017782794100389243,False,,,,,,
eff05ffb-c22d-4e32-b3d5-41419b212e6c,RF,499,,,,20.0,0.04216965034285824,94.0,0.07498942093324559,0.13335214321633243,True,,,,,,
05d838fb-b1fb-4487-93ec-19a3f489b0ca,RF,499,,,,20.0,0.04216965034285824,94.0,0.07498942093324559,0.13335214321633243,False,,,,,,
4919681d-9a10-4d43-a3e1-62770f58194f,RF,499,,,,69.0,0.4216965034285822,44.0,0.7498942093324561,0.013335214321633242,True,,,,,,
b4d43319-7b71-4342-853a-bc2979087561,RF,499,,,,69.0,0.4216965034285822,44.0,0.7498942093324561,0.013335214321633242,False,,,,,,
7e81272f-6a23-4955-a2c0-edd6dacb0de2,RF,499,,,,94.0,0.013335214321633242,69.0,0.023713737056616564,0.04216965034285824,True,,,,,,
d0f310b5-94c0-442e-9bf0-548727747345,RF,499,,,,94.0,0.013335214321633242,69.0,0.023713737056616564,0.04216965034285824,False,,,,,,
9649ecef-ebd3-45e3-bace-c92a4dd76bed,RF,499,,,,44.0,0.13335214321633243,20.0,0.23713737056616557,0.4216965034285822,True,,,,,,
c7fba949-1168-4aa6-b1a3-b05e43ce160b,RF,499,,,,44.0,0.13335214321633243,20.0,0.23713737056616557,0.4216965034285822,False,,,,,,
0af011bb-63d6-49e9-9355-87b2494669a7,RF,499,,,,32.0,0.023713737056616564,32.0,0.13335214321633243,0.7498942093324561,True,,,,,,
e67d952b-8394-48d4-afe3-2e73e2a4e3b1,RF,499,,,,32.0,0.023713737056616564,32.0,0.13335214321633243,0.7498942093324561,False,,,,,,
e125300f-72c0-4da6-bc08-bbc56dc2a8b6,RF,499,,,,81.0,0.23713737056616557,81.0,0.013335214321633242,0.07498942093324559,True,,,,,,
7308c962-8212-4f1a-a168-58550460474d,RF,499,,,,81.0,0.23713737056616557,81.0,0.013335214321633242,0.07498942093324559,False,,,,,,
dadaa357-5889-4cb9-82a5-9bff5671f40e,RF,499,,,,57.0,0.07498942093324559,7.0,0.4216965034285822,0.023713737056616564,True,,,,,,
80241659-ffda-45bf-bff5-bbe95b0d8d8e,RF,499,,,,57.0,0.07498942093324559,7.0,0.4216965034285822,0.023713737056616564,False,,,,,,
db4d638a-388e-407d-b218-de1ac0a34632,RF,499,,,,7.0,0.7498942093324561,57.0,0.04216965034285824,0.23713737056616557,True,,,,,,
a0d40b96-9e04-4056-a62b-5ff2d39f703f,RF,499,,,,7.0,0.7498942093324561,57.0,0.04216965034285824,0.23713737056616557,False,,,,,,
428910af-9729-49f1-95b9-eb9bd2583bb3,SVR,499,,,,,,,,,,0.10000000000000002,0.0010000000000000002,linear,,,
1be4fa83-aac7-49a5-88e6-fd029caecdf4,SVR,499,,,,,,,,,,0.10000000000000002,0.0010000000000000002,poly,,,
98b4bc16-e72c-40e9-9491-c2e517eec12a,SVR,499,,,,,,,,,,0.10000000000000002,0.0010000000000000002,rbf,,,
ea657d88-1294-4339-9c15-b6fadff5e9a9,SVR,499,,,,,,,,,,0.10000000000000002,0.0010000000000000002,sigmoid,,,
f851866d-d8e8-414d-98dc-d96083216a9c,SVR,499,,,,,,,,,,3.1622776601683795,0.0316227766016838,linear,,,
