Unnamed: 0,SVR,set,MLR,RF,MLP
0,0.44050676759615226,train,0.4445931508903201,0.4988767759125261,0.4216375993014887
1,0.6225709776681845,test,0.6032915106777587,0.5859552187685471,0.602400044499636
2,0.4633449032139467,test,0.507663655403969,0.5387080715704966,0.4579217645909579
3,0.5183835780181323,train,0.5071596465279742,0.5094333223226148,0.5442193656905725
4,0.7083660743155924,test,0.6529127424864584,0.6334541259808193,0.6449062273775814
5,0.6163222817572056,train,0.6132589411614183,0.6354665057647944,0.6079886432591407
6,0.7796611299346623,train,0.7360686672805384,0.6486925625931058,0.7138471558649441
7,0.6245344731165254,test,0.6106913455303051,0.5388653397710849,0.6313506099805637
8,0.5550281764138758,test,0.5808429856563757,0.61719684824118,0.554047235149556
9,0.550823185913057,test,0.5142702369950587,0.4861998137429439,0.5878017437111589
10,0.5082134615858076,test,0.5231434035777378,0.5274852768774345,0.5341078595350006
11,0.5728621969817891,train,0.5876146693970288,0.5544691587339559,0.559020105363929
12,0.6162993470577274,train,0.6135575389521548,0.5854093408249642,0.6012827007281589
13,0.35195059166052295,test,0.37566318534394505,0.44692874536550337,0.339532442311901
14,0.5940618092527903,test,0.6304258510260566,0.6103177335900359,0.5822461109339324
15,0.6721046214610154,test,0.5814108223225884,0.5978109365939667,0.6217103253637046
16,0.6603521078440375,test,0.671170585291693,0.6071133149638939,0.6387112107568117
17,0.37680142177258097,train,0.3942867007000622,0.4833659890593453,0.3793805452238456
18,0.5731330616941215,train,0.5692369263229833,0.6100726644645784,0.6191815834052512
19,0.42637484438057904,train,0.4848212657975928,0.5201379324698739,0.4585710911082097
20,0.5976975326971747,train,0.6137451069320496,0.4793331973022804,0.5253323453331704
21,0.416665994191596,train,0.4092778773315232,0.4811695393968399,0.4512322757721835
22,0.5572339640788793,train,0.5842196269988852,0.5410900231054109,0.570825523741106
23,0.6234480347187914,train,0.5986488223565368,0.5904507776292903,0.6001608139537307
24,0.4830425169867507,test,0.5082255120533304,0.4866086542234359,0.5014891442265648
25,0.3512299376148633,train,0.4390973282537809,0.49789091284414294,0.3737732664672169
26,0.5905699905061914,train,0.5641738203087361,0.5359684044036915,0.5843028718483123
27,0.468567181506325,test,0.4659187406148994,0.4697478991854406,0.4413616287437102
28,0.3422550944262259,train,0.3710191529976271,0.4938798578181746,0.3869121121590433
29,0.4102306556579773,train,0.3528549398997796,0.4617459061600295,0.4144840306871285
30,0.3740389799567725,train,0.3710130440564967,0.4293337838976811,0.3241320651212406
31,0.5040706203412857,test,0.5226239852271042,0.5956173144087619,0.5106126229719548
32,0.2930664267697882,train,0.4202256585892229,0.4762519663255047,0.35260032289137866
33,0.5605121517920069,train,0.5184713013852686,0.5273180150834228,0.5154135052827391
34,0.33275696796681703,test,0.3807723371955181,0.4679493793765329,0.3566779737907109
35,0.7596769021535004,train,0.6825305704621224,0.6128524371547528,0.7283129772433121
36,0.5620254039124248,train,0.5577519838075181,0.5581577135264345,0.5394041177914186
37,0.7557959466293804,train,0.7090612475354721,0.6309594615962454,0.7041971415324026
38,0.44374232869611707,train,0.4533826603764223,0.488198812480397,0.4838722009471714
39,0.6694320872576587,train,0.6444029725918945,0.6020033211611718,0.6354631365829306
40,0.6312076133973037,train,0.6000406651130911,0.5537177289925562,0.6274413181476155
41,0.43795089860073255,train,0.4739932067897037,0.5914608782011818,0.4570348730191846
42,0.5605646383588934,train,0.6427255274504616,0.5864219234196436,0.6055453142703952
43,0.569411176092131,train,0.6011539331133144,0.6488696831654885,0.5758345167182052
44,0.7542474574788108,train,0.7354230238258221,0.6084552739412066,0.7319631780356782
45,0.4531466222728746,train,0.4492017346776473,0.4733486079347004,0.4303675033773981
46,0.685151051805865,train,0.6409099916019021,0.5649485218667448,0.6783927348238274
47,0.3822927326353096,test,0.39790605604768575,0.5370359545743352,0.3677829218277232
48,0.5805567397761984,test,0.5786087473422393,0.586264821172121,0.5957164938272178
49,0.6265839559722537,test,0.6227666269839001,0.5241006244247383,0.5986343306101579
50,0.7303973340854439,train,0.6940616046056771,0.6170465146743827,0.7068593445852679
51,0.4700723938888374,train,0.5293163510714222,0.5282464669481979,0.4631552204914488
