key,seed,activity,growth,cycles,symmetry,context,layout
C_Lav,00,0.9111111111111112,1.3100233100233099,1185.904761904762,0.7384615384615385,C,Lav
C_Lav,01,1.0,1.2727272727272725,1328.7708333333333,0.6875,C,Lav
C_Lav,02,0.8148148148148149,1.4405594405594406,1281.3902439024391,0.675,C,Lav
C_Lav,03,1.0,1.2820512820512817,1296.5454545454545,0.7142857142857143,C,Lav
C_Lav,04,0.5555555555555556,1.3240093240093238,1335.7241379310344,0.7,C,Lav
C_Lav,05,1.0,1.473193473193473,1437.3484848484848,0.776470588235294,C,Lav
C_Lav,06,0.2962962962962963,1.3496503496503491,1223.2926829268292,0.8727272727272728,C,Lav
C_Lav,07,1.0,1.2470862470862467,1261.96,0.76,C,Lav
C_Lav,08,1.0,1.3589743589743588,1191.1020408163265,0.8461538461538461,C,Lav
C_Lav,09,1.0,1.2843822843822843,1280.911111111111,0.8,C,Lav
C_Lav,10,0.5873015873015872,1.5128205128205128,1275.326923076923,0.6555555555555556,C,Lav
C_Lav,11,0.6000000000000001,1.2657342657342656,1165.1702127659576,0.8833333333333333,C,Lav
C_Lav,12,1.0,1.2237762237762235,1444.2903225806451,0.8125,C,Lav
C_Lav,13,1.0,1.2517482517482517,1186.4186046511627,0.7000000000000001,C,Lav
C_Lav,14,1.0,1.1981351981351978,1345.265306122449,0.675,C,Lav
C_Lav,15,1.0,1.3076923076923075,1356.983870967742,0.8352941176470589,C,Lav
C_Lav,16,1.0,1.3170163170163167,1393.74,0.7125,C,Lav
C_Lav,17,1.0,1.1864801864801864,1285.404255319149,0.72,C,Lav
C_Lav,18,1.0,1.456876456876457,1258.9642857142858,0.7,C,Lav
C_Lav,19,1.0,1.3519813519813517,1157.4186046511627,0.6375,C,Lav
C_Lav,20,0.7674418604651163,1.354312354312354,1207.6046511627908,0.8,C,Lav
C_Lav,21,1.0,1.347319347319347,1356.0,0.7466666666666667,C,Lav
C_Lav,22,0.9710144927536233,1.3006993006993004,1337.4117647058824,0.7466666666666667,C,Lav
C_Lav,23,1.0,1.2494172494172493,1314.5581395348838,0.8153846153846154,C,Lav
C_Lav,24,1.0,1.4149184149184146,1266.9615384615386,0.8428571428571429,C,Lav
C_Lav,25,0.4933333333333334,1.324009324009324,1253.08,0.8153846153846154,C,Lav
C_Lav,26,1.0,1.2727272727272725,1371.4705882352941,0.7,C,Lav
C_Lav,27,0.5833333333333333,1.3682983682983683,1267.3181818181818,0.6142857142857143,C,Lav
C_Lav,28,0.9701492537313432,1.4545454545454546,1273.195652173913,0.7066666666666667,C,Lav
C_Lav,29,1.0,1.198135198135198,1200.952380952381,0.75,C,Lav
C_Lav,30,1.0,1.3939393939393938,1303.1052631578948,0.7,C,Lav
C_Lav,31,0.9733333333333334,1.4055944055944056,1341.767857142857,0.7529411764705882,C,Lav
C_Lav,32,0.9607843137254901,1.3286713286713285,1232.942857142857,0.676923076923077,C,Lav
C_Lav,33,0.7735849056603774,1.442890442890443,1226.4166666666667,0.7625,C,Lav
