key,seed,activity,growth,cycles,symmetry,context,layout
C_Lav,00,0.24637681159420288,0.6372649572649574,1166.484375,0.6181818181818182,C,Lav
C_Lav,01,-0.1428571428571429,1.1496296296296296,1152.2903225806451,0.5,C,Lav
C_Lav,02,0.040000000000000036,0.851054131054131,1216.2380952380952,0.7333333333333333,C,Lav
C_Lav,03,0.012658227848101333,0.9285470085470086,1195.142857142857,0.5259259259259259,C,Lav
C_Lav,04,0.930635838150289,1.1669515669515669,1344.9818181818182,0.615686274509804,C,Lav
C_Lav,05,0.221556886227545,1.2492307692307694,1232.2735042735044,0.5767441860465117,C,Lav
C_Lav,06,-0.33333333333333337,0.7352706552706553,1214.0806451612902,0.5416666666666667,C,Lav
C_Lav,07,0.0,1.061880341880342,1041.9518072289156,0.7363636363636363,C,Lav
C_Lav,08,-0.49295774647887325,1.0942450142450142,1204.5794392523364,0.4478260869565217,C,Lav
C_Lav,09,-0.1225806451612903,1.1432478632478633,1199.5555555555557,0.6052631578947368,C,Lav
C_Lav,10,0.30434782608695654,0.9465527065527064,1147.75,0.6709677419354838,C,Lav
C_Lav,11,0.24444444444444446,0.7860968660968659,1155.6575342465753,0.5066666666666666,C,Lav
C_Lav,12,0.8666666666666667,1.358176638176638,1233.8829787234042,0.7791666666666667,C,Lav
C_Lav,13,0.24369747899159666,1.0019373219373218,1219.655172413793,0.5263157894736841,C,Lav
C_Lav,14,-0.24285714285714288,0.9486039886039885,1221.311320754717,0.6666666666666667,C,Lav
C_Lav,15,0.03846153846153855,1.3376638176638176,1295.7372881355932,0.592,C,Lav
C_Lav,16,-0.14049586776859502,1.1368660968660969,1173.3246753246754,0.5,C,Lav
C_Lav,17,0.024390243902439046,0.8879772079772079,1121.4285714285713,0.6818181818181819,C,Lav
C_Lav,18,0.020408163265306145,1.0099145299145298,1184.55,0.6142857142857143,C,Lav
C_Lav,19,0.2941176470588236,0.8319088319088318,1122.6404494382023,0.6846153846153846,C,Lav
C_Lav,20,0.012048192771084265,0.8266666666666665,1257.4303797468353,0.55,C,Lav
C_Lav,21,0.2530120481927711,0.877037037037037,1170.1486486486488,0.6869565217391305,C,Lav
C_Lav,22,0.25,1.0229059829059828,1199.0823529411764,0.58125,C,Lav
C_Lav,23,0.6375838926174497,1.1405128205128205,1242.3435114503816,0.5911111111111111,C,Lav
C_Lav,24,0.03508771929824572,1.073960113960114,1158.1463414634147,0.6551724137931034,C,Lav
C_Lav,25,-0.017241379310344862,0.9980626780626778,1171.7,0.6518518518518519,C,Lav
C_Lav,26,0.09090909090909083,1.0194871794871794,1180.879518072289,0.6592592592592592,C,Lav
C_Lav,27,0.368421052631579,0.6719088319088319,1115.0754716981132,0.7294117647058823,C,Lav
C_Lav,28,-0.10948905109489049,0.9745868945868944,1141.2967032967033,0.6058823529411765,C,Lav
C_Lav,29,0.4022988505747127,0.7596581196581197,1203.9846153846154,0.5615384615384615,C,Lav
C_Lav,30,-0.23966942148760328,1.0395441595441595,1127.3333333333333,0.6516129032258065,C,Lav
C_Lav,31,-0.1842105263157895,0.902108262108262,1174.9,0.792,C,Lav
C_Lav,32,-0.09333333333333338,0.714074074074074,1134.6029411764705,0.6166666666666667,C,Lav
C_Lav,33,0.23076923076923084,0.7954415954415953,1222.9146341463415,0.696,C,Lav
C_Lav,34,0.06666666666666665,0.9349287749287748,1154.4883720930231,0.6444444444444444,C,Lav
C_Lav,35,-0.13548387096774195,1.0454700854700854,1179.6785714285713,0.5599999999999999,C,Lav
C_Lav,36,0.40740740740740744,0.9141880341880341,1057.8588235294117,0.7333333333333334,C,Lav
C_Lav,37,0.05617977528089879,1.1097435897435894,1209.3098591549297,0.5028571428571429,C,Lav
C_Lav,38,0.40816326530612246,0.8036467236467235,1243.3037974683543,0.6666666666666667,C,Lav
C_Lav,39,-0.07692307692307687,0.6596011396011395,1115.0625,0.7263157894736842,C,Lav
C_Lav,40,0.4782608695652173,0.5561253561253562,1106.76,0.6375,C,Lav
C_Lav,41,0.303030303030303,0.7530484330484329,1092.701754385965,0.5909090909090908,C,Lav
C_Lav,42,0.5038759689922481,0.913048433048433,1223.7575757575758,0.7533333333333334,C,Lav
