RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CORENESS,GRADIUS:WALL,GDIAMETER:WALL,AVG_ECCENTRICITY:WALL,AVG_SHORTEST_PATH:WALL,AVG_CLOSENESS:WALL,AVG_BETWEENNESS:WALL,GRADIUS:SHEAR,GDIAMETER:SHEAR,AVG_ECCENTRICITY:SHEAR,AVG_SHORTEST_PATH:SHEAR,AVG_CLOSENESS:SHEAR,GRADIUS:RADIUS,GDIAMETER:RADIUS,AVG_ECCENTRICITY:RADIUS,AVG_SHORTEST_PATH:RADIUS,AVG_CLOSENESS:RADIUS,AVG_BETWEENNESS:RADIUS,GRADIUS:PRESSURE_AVG,GDIAMETER:PRESSURE_AVG,AVG_ECCENTRICITY:PRESSURE_AVG,AVG_SHORTEST_PATH:PRESSURE_AVG,AVG_CLOSENESS:PRESSURE_AVG,AVG_BETWEENNESS:PRESSURE_AVG,GRADIUS:PRESSURE_DELTA,GDIAMETER:PRESSURE_DELTA,AVG_ECCENTRICITY:PRESSURE_DELTA,AVG_SHORTEST_PATH:PRESSURE_DELTA,AVG_CLOSENESS:PRESSURE_DELTA,GRADIUS:OXYGEN_AVG,GDIAMETER:OXYGEN_AVG,AVG_ECCENTRICITY:OXYGEN_AVG,AVG_SHORTEST_PATH:OXYGEN_AVG,AVG_CLOSENESS:OXYGEN_AVG,AVG_BETWEENNESS:OXYGEN_AVG,GRADIUS:OXYGEN_DELTA,GDIAMETER:OXYGEN_DELTA,AVG_ECCENTRICITY:OXYGEN_DELTA,AVG_SHORTEST_PATH:OXYGEN_DELTA,AVG_CLOSENESS:OXYGEN_DELTA,LAYOUT,SEED
-1.5333334,1.0,-1.0941666,-1.3376589,-1.2732806,-1.0882428,0.28444526,0.3037454,-0.12923147,0.051976454,0.06834236,-0.06871608,0.16158448,-0.09976545,0.693314,0.693314,0.693314,0.6432909,0.49548218,0.32771686,0.9314533,0.19979674,-1.0539948,1.1138321,-0.11372015,-1.1609527,-1.1371299,-0.9369619,-0.9164964,0.7729442,-1.395419,-1.026446,-1.325938,-1.3462758,1.6089461,-0.14707746,-1.0381491,-1.0238574,-1.0229299,-1.2671417,1.5023926,-0.09979771,-0.39602402,-0.38605472,-0.15025203,-0.56913465,0.43576416,-0.91960007,-1.0247713,-1.0104846,-1.1058106,1.2072978,-0.099769175,-0.03893838,0.09226143,0.075389266,0.28419593,-0.57430714,Lava,54
-0.7768824,1.0,-0.19649486,0.63761455,-0.38265145,-0.22555332,1.661891,1.6656936,-0.12923147,0.20475404,0.7502039,1.2897222,-1.273593,-1.3503376,1.3021472,1.3021472,1.3021472,-0.60594904,-0.92516774,-0.1359526,-0.28759027,0.46706522,1.1444981,-1.1870085,-1.3561329,0.26943427,0.27836505,0.11544537,0.43445235,-0.5800688,-0.41483468,-1.0201249,-0.75542724,-0.6603462,0.55650246,-1.3750185,0.37170884,0.57020307,0.7897669,0.93382376,-0.9721452,-1.350363,0.59624445,0.6092102,0.36278573,0.71988755,-0.69955057,-0.15669838,0.20710036,0.5221845,0.863415,-0.9048789,-1.3503418,0.33775753,0.63089097,0.7149467,0.21728517,-0.5701847,Savav,28
1.5045912,1.0,0.36440194,0.84511477,0.57462734,1.6454852,-0.54064125,-0.53909963,0.078825265,-0.40635628,-0.3049269,-0.6070227,0.56297696,0.011571531,-0.35013378,-0.35013378,-0.35013378,0.28640702,0.117538005,-0.3247291,-0.35397685,-0.7068269,-0.7140272,0.7123391,0.009261579,1.275218,1.3971988,1.2733245,0.9573679,-0.881178,0.4388043,0.7347941,0.9218499,1.2737882,-1.2886622,0.04918557,-0.31400877,-0.1665365,-0.26141623,-0.3290752,0.16247423,0.011526959,0.15978277,0.16839057,-0.025372015,0.20097858,-0.5338344,0.7281194,0.52465796,0.5598969,0.34241417,-0.3973723,0.011567849,-0.12861311,-0.03534246,-0.14813541,-0.19725241,-0.44341367,Sav,56
0.2549654,1.0,2.1537669,-0.60251474,-0.4623007,-0.6977846,-1.3312054,-1.2284464,-0.96145844,-0.40635628,-0.6971723,-0.7119442,0.5909382,1.7325114,0.9596438,0.9596438,0.9596438,-0.65856934,0.6755732,1.1685131,1.669884,1.4313878,1.0037575,-0.966841,1.7881322,-0.67044526,-0.63194567,-0.85148275,-0.87124896,0.71308625,0.86550564,0.54932034,0.5133552,0.49027124,-0.6118212,1.7161845,-0.5365156,-0.20735532,-0.3328815,-0.29959422,0.10270365,1.7325628,-0.6779052,-0.6687871,-1.0381385,-0.9860489,0.95677215,-0.8822868,-0.50930774,-0.6551506,-0.6630239,0.5559805,1.7325084,0.36149496,0.76170105,0.7753546,0.78572756,-0.6037317,Lav,83
1.2372943,1.0,-0.010597995,0.5779837,1.748152,0.73159957,-0.537189,-0.58933544,-0.12923147,0.3575316,0.21949586,-0.591483,0.63628465,-0.30089855,-1.375456,-1.375456,-1.375456,-1.9344254,-1.6628307,-0.48453927,-0.27766913,-0.43216076,-0.45442516,0.37957343,-0.2974148,2.1818984,2.3599186,1.9158026,0.5510808,-0.5602271,0.67460656,1.3076631,1.4353279,0.92911106,-0.86990803,-0.326748,1.0988244,1.5754455,1.4870625,1.3230749,-1.1993974,-0.3009396,1.4115782,1.4270061,1.2017442,-0.060312014,-0.13422698,0.5064301,1.0036392,0.8847219,0.31478304,-0.31814972,-0.30090234,-0.3889491,-0.46573314,-0.439834,-0.62470365,0.39088777,Lvav,34
-1.3649632,1.0,-0.2982222,-0.86852413,-1.1163152,-0.8709606,0.32241994,0.3400268,-0.3372882,0.8158643,0.3681004,0.6953691,-0.74457115,-0.6465699,0.69321203,0.69321203,0.69321203,2.2687633,0.5103096,0.308335,0.55366534,0.5283585,0.70576227,-0.78605306,-0.6521106,-1.1972063,-1.1757159,-1.0514216,-0.73274994,0.3541196,-0.6294026,-0.7002556,-0.7370322,-0.75737274,0.69289374,-0.65260607,-0.97243595,-0.6676744,-0.897304,-0.80145836,0.7155229,-0.64660704,-0.40966317,-0.39973506,-0.22046976,-0.121802926,-0.17413439,-0.9631736,-0.36909515,-0.65599245,-0.45686623,0.3427791,-0.64657384,-0.2604877,-0.28939605,-0.33480072,-0.5320555,-0.07533409,Lava,67
1.0319033,1.0,-0.736084,0.37713963,1.3300176,-0.12281015,-0.68563557,-0.70934314,-0.96145844,-1.4757993,-1.1069226,-1.0780654,1.0985683,0.08266957,-1.0070577,-1.0070577,-1.0070577,-0.047165405,-0.88037664,-0.92974985,-0.8824588,-1.0684516,-0.9777804,0.9662895,0.08815455,0.15708563,0.2401014,0.36852837,-0.080321066,-0.19939712,0.14083405,0.94910395,0.51908594,0.46479458,-0.57293284,0.06721133,0.49472454,0.35678577,0.5146703,0.55298406,-0.6438043,0.0826242,-0.24788447,-0.23746783,-0.12255949,-0.07691441,-0.08676299,-0.4914397,-0.72063375,-0.43380362,-0.40567812,0.3564791,0.08266592,-0.3188228,-0.38557994,-0.39114335,-0.61720425,0.3283589,Lvav,70
-0.528512,1.0,-0.78914565,0.9983864,0.16983551,0.5563513,1.7689105,1.7968649,-0.7534017,0.20475404,-0.11636089,0.44540924,-0.4654223,-1.3878545,1.6728542,1.6728542,1.6728542,-0.54715765,-0.2602517,-0.96858454,-0.7550359,-0.789293,-0.21170242,0.077124014,-1.3897119,1.2649513,1.1391991,0.97639173,0.9223845,-0.85517395,-0.7395344,-1.1508137,-0.9777898,-0.95616007,0.9553172,-1.4057732,0.33005136,0.6259252,0.51820165,0.7467247,-0.8112919,-1.3878324,1.0353575,1.0496492,0.8077334,1.2557431,-1.0108035,-0.40524304,0.27069873,0.13134657,0.52201355,-0.57410485,-1.3878586,0.3320171,0.72656184,0.54950625,2.4647908,-0.67571,Savav,4
0.18291248,1.0,1.6716139,-0.9882411,-0.36043158,-0.7608601,-0.81682086,-0.7986512,0.9110522,-1.0174665,-0.1948374,-0.099846214,-0.06611249,1.1778134,-0.32241234,-0.32241234,-0.32241234,0.41960156,0.9053979,1.7435026,2.0424597,1.8147506,1.907326,-1.6446797,1.190474,-0.64888805,-0.6041519,-0.7868277,-1.0418311,0.9302026,0.7702901,0.6945486,0.60511255,0.5989041,-0.72436327,1.2116802,0.38322416,-0.4781172,-0.20266269,-0.2011945,-0.0014885098,1.1780885,-0.6290307,-0.6209052,-0.9209163,-1.2621241,1.3183715,0.47368097,-0.9356195,-0.3838264,-0.3214247,0.16381615,1.1778102,-0.11154697,-0.0797153,-0.17892364,-0.5004577,0.028080635,Lav,74
0.46466854,1.0,0.555717,0.07568178,-0.07249445,0.3870646,-0.24029596,-0.19303082,-1.377572,-0.71191144,-1.1991416,-1.1460389,1.1481827,-0.0804412,0.7776094,0.7776094,0.7776094,-0.051389724,-0.5727082,-0.6305763,-0.40504605,-0.46715567,-0.38413996,0.29448694,-0.08260125,0.6745716,0.7776223,0.5137786,0.23686376,-0.5242514,-0.40250695,-0.13562374,-0.020234218,0.10384549,-0.2743588,-0.055661652,-0.8302482,-0.78100944,-0.7711328,-0.6844202,0.5924921,-0.080480665,-0.0826956,-0.07520057,-0.11825267,-0.18488456,-0.27448583,-0.8943251,-0.32084072,-0.5906287,-0.52988964,0.47135532,-0.080444925,0.37142435,0.7560582,0.5298377,-0.07227456,-0.42576614,Sav,8
0.121851966,1.0,0.30828395,0.24324627,0.8449877,-0.10940702,0.30861098,0.2925819,-0.54534495,0.051976454,-0.06982578,0.16375592,-0.14323737,-0.3921015,0.13144967,0.13144967,0.13144967,-0.23103811,0.50490373,0.07632287,0.6024945,0.021151055,-0.022721611,0.09571326,-0.39393067,-0.20268337,-0.14511345,-0.05998443,0.29903504,-0.49093893,0.058229703,0.50086963,0.41471508,0.7930416,-0.8867094,-0.38715437,0.8067702,1.2806075,1.118598,1.1726117,-1.0968826,-0.39214152,0.50001085,0.51268595,0.44581246,0.30515435,-0.39201418,-0.09380097,0.45075583,0.35752982,0.5052591,-0.51272064,-0.39210534,0.24110119,0.5645882,0.23167291,-0.49207848,-0.06736434,Lvav,60
0.03911593,1.0,-0.14849573,1.4835864,0.3330685,0.924512,1.6860566,1.6936024,0.7029955,0.6630868,0.7526064,0.7985934,-0.82765746,-1.3896337,1.3640894,1.3640894,1.3640894,-0.416374,0.3223414,-0.5981315,-0.71201324,-0.12804596,0.8176295,-0.87804663,-1.3914801,0.7454406,0.81292975,0.67235255,1.1790156,-0.9518136,-0.06417429,-0.62409025,-0.09114681,-0.14891809,0.014382724,-1.4057142,0.75852215,1.0464631,0.9184354,0.94510555,-0.96746033,-1.3896474,1.3392135,1.3544228,1.0966439,1.2775812,-1.0001547,0.96159416,0.99569744,0.9755562,0.9985295,-1.0018219,-1.3896368,-0.026836935,-0.15986851,-0.034945566,1.7412987,-0.66336125,Savav,46
-0.5727764,1.0,-0.27584296,-0.1538002,-0.82016563,-0.5469091,0.4328918,0.42096224,-0.7534017,-1.0174665,-0.8923674,-0.35802642,0.24669327,-0.20767128,0.2976114,0.2976114,0.2976114,0.065366134,-0.19445513,-0.70426893,-0.8544326,-0.75468427,-0.6209672,0.4885553,-0.2134965,-0.52708495,-0.5049962,-0.4413786,-0.26717517,-0.09364113,-0.61130524,-0.6149387,-0.5333954,-0.6658437,0.6425537,-0.21646892,-1.2574146,-1.4649061,-1.3542191,-1.2182852,1.2990053,-0.20753717,0.7519609,0.7653969,0.7839269,0.13633451,-0.34893858,-1.0985514,-1.2770061,-1.170624,-0.8327878,0.7525993,-0.20767505,0.07881785,0.1965247,0.06016754,-0.09356359,-0.49715403,Lava,21
0.20280229,1.0,0.30668646,0.5653264,0.6865059,-0.06354294,0.06695383,0.07489343,-0.12923147,0.51030916,0.13907331,0.40901405,-0.3917812,-0.17916855,0.33371416,0.33371416,0.33371416,-0.80233204,0.40651777,-0.2715537,0.07392106,-0.06594679,0.35168925,-0.33777925,-0.18341559,0.37993866,0.17686789,0.5470851,0.7878337,-0.687963,0.15606362,0.3937832,0.33027914,0.4317506,-0.56309813,-0.18918398,0.7459138,0.98671895,1.0324278,1.2075728,-1.1339777,-0.17921098,0.57730037,0.16287974,0.64048266,1.0371695,-0.7571752,0.18782593,0.719503,0.4345789,0.6046295,-0.6151295,-0.1791723,0.09805604,0.19203614,0.098179005,-0.06501718,-0.46408665,Lvav,81
0.11691367,1.0,0.7457277,0.072494775,-0.5930581,0.2256889,-0.5924249,-0.5642175,-0.7534017,-1.0174665,-0.4725492,-0.12613562,-0.013037735,-0.26084796,0.11117315,0.11117315,0.11117315,1.6268091,0.9906554,0.5239476,0.18058649,0.9128021,1.3064084,-1.2822269,-0.27136904,-0.02252326,0.05243706,-0.1874543,0.15144381,-0.46669874,0.6601326,-0.28305137,0.21963987,0.1095311,-0.24653244,-0.23586936,-0.8364985,-0.5812175,-0.37184384,-0.281377,0.09233576,-0.26088604,-0.31608167,-0.30796066,-0.48595715,-0.09218276,-0.32875443,-0.5087916,-0.60968083,-0.22366403,0.0023269034,-0.13900304,-0.26085174,-0.39375862,-0.5248542,-0.4706548,-0.68510973,1.1247096,Sav,61
-0.2014264,1.0,-0.77897495,1.3844199,0.33071265,0.5901786,1.8310509,1.8108193,1.3271657,0.96864194,1.1462688,1.0184646,-0.98739433,-1.4246352,1.0730698,1.0730698,1.0730698,0.79231244,0.37083936,-0.6290142,-0.41825932,-0.21791148,0.19502258,-0.33312142,-1.430244,1.142323,1.2687995,0.8754837,1.0459304,-0.87548,0.20867202,-0.3473358,-0.12230224,-0.05404441,-0.118094355,-1.4490393,1.6701204,1.2860713,1.2515713,1.1345923,-1.0936226,-1.4246525,1.5347121,1.5505118,1.2571656,1.2470851,-0.95932186,1.3537393,1.096501,1.1003184,1.0136578,-0.99477655,-1.4246395,0.14475518,-0.040600553,0.16154473,2.6834154,-0.6796776,Savav,39
-0.35507458,1.0,-0.46338856,1.086075,0.082679786,0.37063816,1.4167815,1.4647504,0.286882,0.6630868,1.2769305,1.438067,-1.3804166,-1.378906,1.7826551,1.7826551,1.7826551,0.9325154,0.22704451,-0.024561135,0.10226751,0.5092199,1.0462849,-1.0719523,-1.3805424,0.6368283,0.7084175,0.5162503,0.7779373,-0.7653383,-0.10897483,-0.63506293,-0.25413918,-0.13805841,-0.042120203,-1.4026128,0.87535495,1.1275575,1.2286884,1.1989025,-1.1494399,-1.3789011,1.3009474,1.3160412,1.0458308,1.0621935,-0.88645244,0.4119495,0.673849,1.0051433,1.1083534,-1.0980955,-1.3789103,-0.02419945,-0.13550192,0.050493747,2.1969008,-0.67258096,Savav,37
0.5139468,1.0,-0.6391464,0.4809367,1.2170938,0.056003075,0.22230484,0.15861976,0.078825265,0.51030916,0.90720016,0.885032,-0.87377495,-0.052853238,-0.73408955,-0.73408955,-0.73408955,-0.24739692,0.47076982,1.0166544,0.67125857,0.7722256,0.4308132,-0.48380852,-0.06873375,0.26155198,0.33508816,0.46361318,0.4804145,-0.56502384,0.5582504,1.1971973,0.7791675,0.73216283,-0.8090304,-0.0694809,1.5988668,1.502145,1.6969823,1.6249162,-1.4013839,-0.052851092,0.9296522,0.94362473,0.90688115,0.68460995,-0.583181,0.5183286,0.9204349,1.1657884,1.1275791,-1.0877503,-0.052856945,-0.30222216,-0.39943042,-0.3748559,-0.6718909,0.83759546,Lvav,14
1.190082,1.0,-0.083780386,0.16491644,0.47351024,0.79482186,-0.22993922,-0.24047573,-0.54534495,-1.6285769,-1.1670245,-1.2182362,1.2394601,-0.037253484,-0.25817093,-0.25817093,-0.25817093,0.6843076,1.1132903,0.20198466,0.5534826,-0.037822265,-0.802475,0.7797284,-0.049373236,0.20468815,0.26965907,0.37829453,0.2604329,-0.5305724,0.3351154,-0.12752672,0.14526515,0.21002798,-0.379587,0.059557095,-0.5259182,-0.985796,-0.7844872,-0.7067432,0.6171086,-0.03729751,-0.073223926,-0.0706407,-0.099019915,-0.32803643,-0.11323497,-0.0010357344,-0.61068106,-0.262296,-0.2927064,0.23205097,-0.037257187,0.032118786,0.078795694,-0.05356266,-0.33098483,-0.34548855,Sav,28
0.81871605,1.0,-0.05376825,1.0510656,1.34473,0.58552307,0.0807628,0.05256641,-0.12923147,0.8158643,0.5393156,0.66835815,-0.66156995,0.13113768,-0.2715959,-0.2715959,-0.2715959,0.08436555,-0.3810332,-0.93131196,-1.0256101,-0.6312982,-0.0069489717,-0.11844318,0.14572462,1.0216258,1.1450908,1.2158182,0.79777753,-0.7268807,0.55621576,1.3040955,1.3406589,1.2072159,-1.1788081,0.13625896,1.3743428,2.0728633,1.8483952,1.8569853,-1.5376841,0.13120219,1.0933256,1.1077925,1.3344104,0.7242522,-0.67199004,0.5534239,1.3949847,1.159442,1.224061,-1.1514148,0.13113405,0.13622215,0.24230824,0.16933602,-0.48254928,-0.19218913,Lvav,23
0.80578953,1.0,-0.39379498,0.43233556,0.3744572,1.1058508,0.17397341,0.13071097,0.078825265,0.051976454,-0.34421143,-0.45874965,0.41652164,-0.31657603,-0.4393245,-0.4393245,-0.4393245,0.027285406,1.2316006,-0.1794726,-0.1464057,-0.3305516,-0.2972796,0.20464507,-0.33120668,0.51268864,0.5991999,0.41619775,0.500239,-0.6773719,0.11732817,0.24983673,0.32861182,0.4576676,-0.61260843,-0.29406378,-0.13595672,-0.24250445,-0.3443302,-0.32583436,0.17468882,-0.3166169,0.03475477,0.046024926,-0.15853876,0.14060563,-0.49837613,0.63378906,0.70764804,0.42719638,0.33803028,-0.39031848,-0.31657982,-0.2933788,-0.33017805,-0.34920597,-0.25893524,-0.405991,Sav,82
-1.025922,1.0,-0.9768839,0.23728736,-0.2655892,-0.26162088,2.2107978,2.2657323,1.3271657,1.7325298,1.5292575,1.1230783,-1.1008433,-1.4091711,2.1943696,2.1943696,2.1943696,0.869796,-0.08649315,-0.5424,-0.37231076,-0.2662256,0.21662328,-0.332485,-1.4135422,0.14771459,0.23087455,-0.049321584,0.15106882,-0.40908572,-1.039861,-0.88399845,-1.0980622,-1.0321356,1.0403394,-1.4329611,0.92230767,1.0176381,1.000249,0.8295665,-0.8843111,-1.4091835,0.5557049,0.5685482,0.40590474,0.7520912,-0.73413956,0.9788197,1.1725706,1.0032257,0.72169644,-0.7649475,-1.4091753,-0.278795,-0.2947824,-0.19253847,-0.36996758,-0.35534212,Savav,78
-1.6902409,1.0,0.36488977,-2.1053116,-1.0937299,-1.2906641,-1.227638,-1.236819,-0.3372882,0.051976454,-0.7385308,-1.0893246,1.1053346,1.6820003,-1.4321042,-1.4321042,-1.4321042,2.1011474,-1.3401804,-0.3978541,-0.415196,-0.45230243,-0.42264664,0.34759963,1.6567423,-1.9101161,-1.9213134,-2.1057851,-2.0762813,3.8548944,-1.6004148,-1.4892961,-1.7485731,-1.8718249,2.4715264,1.6603996,-0.6050783,-0.47544223,-0.7646879,-0.76064414,0.68162185,1.6819369,-2.2794008,-2.2760687,-2.529133,-2.0929742,3.039017,-1.0936418,-1.0341576,-1.4803534,-1.6755005,1.8482685,1.6819972,0.6534808,1.2011971,0.95307267,0.38711727,-0.5817179,Lav,36
-0.6455526,1.0,-0.28975236,-0.70205915,-0.9702685,-0.72012234,0.19468689,0.14745624,-0.3372882,0.20475404,0.1442144,0.24786824,-0.30052736,-0.090617724,-0.4862284,-0.4862284,-0.4862284,-0.5452687,-2.6511693,-0.20105518,0.102404945,-0.2366675,-0.56473255,0.4982558,-0.07015622,-0.42777547,-0.37111047,-0.35582277,-0.53677166,0.21048027,-0.44285625,-0.5436281,-0.42400086,-0.28134188,0.15798968,-0.095627755,-1.2957019,-1.3057439,-1.1995567,-1.2336442,1.3625708,-0.09063339,0.115833096,0.1273481,0.28020748,-0.2562877,0.003916797,-0.8531321,-0.57885116,-0.59898466,-0.52542454,0.43930465,-0.09062144,0.056942217,0.2706504,0.21173824,0.8292648,-0.628479,Lava,98
-0.28684,1.0,-0.9198452,-0.49905318,-0.635305,-0.60401773,0.5122934,0.5298065,-0.12923147,-0.40635628,-0.8435563,-1.1344151,1.2037088,-0.50092626,0.8254127,0.8254127,0.8254127,0.5543929,-0.15537876,-1.2590965,-1.2464391,-1.4923166,-1.7277231,2.0530133,-0.50542426,0.11771014,0.19651884,-0.100516364,-0.60657465,0.29318595,-1.1240922,-0.5004502,-0.8790846,-0.69498014,0.66838926,-0.47497565,-1.1892383,-1.3512295,-1.4004959,-1.5511892,1.9203902,-0.5009647,0.78643817,0.79997826,0.5645996,-0.3653209,0.18757807,-0.55789423,-0.83065045,-1.1163051,-1.261511,1.3502104,-0.50093013,-0.20541066,-0.18025947,-0.17005007,0.53383106,-0.60444117,Lava,41
-0.31792676,1.0,0.101559766,-0.49788585,-0.32528695,-0.24975634,0.19813913,0.09163869,0.286882,0.8158643,0.18657988,0.1485076,-0.14148372,-0.09659815,-1.4737698,-1.4737698,-1.4737698,-1.9220767,1.238242,0.104650095,0.6252179,0.25445032,0.14960419,-0.19076112,-0.10727525,-0.8302756,-0.79393774,-0.69992214,-0.45634267,0.0015657602,-0.69067293,-1.0774089,-0.71688986,-0.5480905,0.43287185,-0.04409996,-0.34310263,-0.28046474,-0.46662858,-0.39389145,0.25604776,-0.096635096,-0.566895,-0.5589624,-0.5515293,-0.4337703,-0.0455569,0.21202497,0.5446254,0.10754385,0.079789855,-0.12635921,-0.09660187,-0.43487248,-0.5408848,-0.5056812,-0.514777,-0.014320677,Sav,64
-0.6656546,1.0,-0.6929221,0.46208027,-0.19126298,-0.28297767,1.478922,1.520568,0.7029955,0.20475404,0.8816874,1.2344556,-1.2663022,-1.3718517,1.7243196,1.7243196,1.7243196,1.3550512,-0.38597566,1.0309242,0.43154585,0.778944,1.0670015,-1.153976,-1.3745865,0.0070352284,0.016270882,-0.22207865,0.19041048,-0.4429021,0.8652609,-1.0728887,-0.731899,-0.88546664,0.87345624,-1.3961483,1.1117295,0.80553454,0.9112527,0.95830685,-1.0018003,-1.3718723,0.84705776,0.8607809,0.5825151,0.81313235,-0.7494345,0.54558027,0.15139234,0.53361696,0.75335735,-0.8376322,-1.371856,0.058648854,0.27334353,0.08373058,0.48691005,-0.60326725,Savav,49
0.6833932,1.0,-0.41310394,0.52163184,1.3530892,-0.12409699,-0.29553187,-0.31024766,-0.3372882,-0.2535787,-0.52515984,-0.67825776,0.638263,0.06346313,-0.39972642,-0.39972642,-0.39972642,0.25824103,0.24218081,-0.38422292,0.0017280503,-0.5599752,-0.7689034,0.7449612,0.06921846,-0.17369318,-0.12087235,0.030696472,0.121343434,-0.38524145,0.018039161,0.6550137,0.4521648,0.62047315,-0.73863727,0.04655951,0.7682728,1.2260422,0.9593787,0.85447073,-0.8829353,0.06342806,0.24275587,0.25465414,0.30063698,0.14839278,-0.32489228,0.064579286,0.21531199,0.02648604,-0.07516988,-0.00064977433,0.06345946,-0.32859707,-0.38147607,-0.40047887,-0.49938732,-0.13827874,Lvav,84
-0.49703896,1.0,0.38085285,0.744408,-0.4700759,0.21028483,1.8068852,1.8471006,1.3271657,-0.100801125,0.84132195,0.99386644,-1.0428587,-1.3925959,1.850021,1.850021,1.850021,-0.024278576,-0.8519575,2.996497,0.72904885,1.9506564,2.1542077,-1.8950679,-1.3972977,1.3051138,0.8234656,0.7285534,0.77758694,-0.8012988,1.0214168,-0.8526369,-0.45804662,-0.67164534,0.61108637,-1.4154769,1.3118036,0.6260621,0.87339205,0.8651409,-0.9235566,-1.3926152,0.83000845,0.84368014,0.6833109,0.8393394,-0.83169365,1.2321448,0.16517502,0.7251445,0.80136824,-0.8645175,-1.3926002,-0.023889141,0.1023928,0.028316624,0.6172301,-0.61494243,Savav,34
-1.6107968,1.0,0.6343892,-1.6314278,-1.1736196,-1.2337117,-1.7938061,-1.7726675,-0.12923147,0.8158643,0.27266166,0.03330996,-0.16558379,2.0412836,-1.6196457,-1.6196457,-1.6196457,0.33500105,0.41532156,0.19609205,0.7472914,0.52930546,0.20986763,-0.26999995,1.971535,-1.9283217,-2.0508628,-2.017017,-1.4165945,1.4923241,-1.2873476,-1.2092612,-1.3848523,-1.282919,1.4470946,1.9560652,-0.49455255,-0.1468887,-0.3311909,-0.46667075,0.3014899,2.0416846,-2.2320416,-2.2300866,-2.2041988,-1.0348996,0.85632145,-1.0488256,-0.6504704,-0.98503697,-1.1155363,1.0548747,2.0412807,-0.35885066,-0.42764434,-0.4289239,-0.6915397,1.1751263,Lav,59
-0.75072074,1.0,-0.008208232,-0.50622404,-0.9622162,-0.8065635,0.18087791,0.23118258,0.9110522,0.8158643,0.4932755,-0.07778649,-0.004818836,-0.019018775,1.1360503,1.1360503,1.1360503,0.65186065,0.45393455,1.053998,1.1102203,0.5586375,-0.38018483,0.25468963,-0.023554446,-0.75275385,-0.71901923,-0.61827034,-0.40598974,0.04147157,-0.013798043,-0.7448204,-0.50241685,-0.6057771,0.53284705,-0.03330981,-0.6012491,-0.92752546,-0.8757888,-1.0980047,1.1367964,-0.019063003,0.23176882,0.24363391,0.23539232,0.010601387,-0.18845464,-0.051590484,-0.32900968,-0.5033227,-0.8401362,0.7744702,-0.019022468,-0.461868,-0.61975557,-0.5027882,-0.068740815,-0.5071297,Lava,13
4.370998,1.0,-2.9971461,2.1518412,5.145174,3.6242542,-0.57861596,-0.6284077,-0.3372882,-0.2535787,-0.42449057,-0.58024174,0.5874177,-0.035825286,-1.3827248,-1.3827248,-1.3827248,-1.2729399,-0.8012972,-2.1192746,-2.364258,-2.4501157,-2.3683932,2.8453257,0.00083452923,1.952909,2.0930321,2.2359679,1.7430099,-1.0603634,2.2436066,3.9028337,3.7618778,4.126001,-2.9667525,-0.067555234,0.9640345,1.3731241,1.306833,1.2792305,-1.1746078,-0.035664383,0.7834074,0.79693836,1.0489613,0.30849096,-0.29877615,1.531521,2.0278282,1.8726586,1.7252767,-1.505279,-0.03582899,0.2890415,0.3692709,0.16706112,-0.5611845,0.09220225,Lvav,48
0.9712263,1.0,-2.1768079,1.6579661,1.4428262,1.4441762,1.4340428,1.3893968,0.9110522,1.4269747,1.1902026,1.3806818,-1.3153337,-1.3711871,0.51598954,0.51598954,0.51598954,-0.77528626,-0.40651777,-1.1169642,-1.0758107,-0.9074919,-0.28613427,0.08345725,-1.3785913,1.6934719,1.4543303,1.3987621,1.5558828,-1.0480055,1.2439297,1.1785743,1.349052,1.542538,-1.5107398,-1.3985815,1.1623905,1.3597796,1.2460029,1.2577503,-1.1844343,-1.3711753,1.5612332,1.5771129,1.2836511,1.4743336,-1.0238585,1.5836273,2.0128334,1.8831636,1.9302878,-1.7052032,-1.3711913,0.72826153,1.0642313,0.9964771,2.770088,-0.68060887,Savav,77
0.5519913,1.0,2.3603737,-0.7725634,-0.26363173,-0.5974483,-1.4934608,-1.465671,2.5755062,-0.100801125,0.37020063,0.72783947,-0.8276428,0.9420078,-0.9753495,-0.9753495,-0.9753495,-0.46462128,0.591088,2.6538749,2.4009538,2.3056133,2.2544127,-1.8132504,0.95285344,-0.105771236,-0.045752548,-0.35774454,-0.5745303,0.40991953,1.8567436,1.7017117,1.1243898,1.2665522,-1.2724444,0.8687959,1.5207847,-0.13717844,0.26433972,0.26097146,-0.42727807,0.9419655,-0.64115447,-0.63192546,-1.0227596,-0.94325113,0.9262251,1.7629443,-0.28184333,0.022638224,0.2454105,-0.3854111,0.94200444,-0.45535183,-0.5778194,-0.5253452,-0.53392667,-0.008523192,Lav,6
