RADIUS,LENGTH,WALL,SHEAR,CIRCUM,FLOW,NODES,EDGES,GRADIUS,GDIAMETER,AVG_ECCENTRICITY,AVG_SHORTEST_PATH,AVG_CLOSENESS,AVG_BETWEENNESS,AVG_IN_DEGREES,AVG_OUT_DEGREES,AVG_DEGREE,AVG_CLUSTERING,AVG_CORENESS,GRADIUS:FLOW,GDIAMETER:FLOW,AVG_ECCENTRICITY:FLOW,AVG_SHORTEST_PATH:FLOW,AVG_CLOSENESS:FLOW,AVG_BETWEENNESS:FLOW,GRADIUS:WALL,GDIAMETER:WALL,AVG_ECCENTRICITY:WALL,AVG_SHORTEST_PATH:WALL,AVG_CLOSENESS:WALL,AVG_BETWEENNESS:WALL,GRADIUS:SHEAR,GDIAMETER:SHEAR,AVG_ECCENTRICITY:SHEAR,AVG_SHORTEST_PATH:SHEAR,AVG_CLOSENESS:SHEAR,GRADIUS:RADIUS,GDIAMETER:RADIUS,AVG_ECCENTRICITY:RADIUS,AVG_SHORTEST_PATH:RADIUS,AVG_CLOSENESS:RADIUS,AVG_BETWEENNESS:RADIUS,GRADIUS:PRESSURE_AVG,GDIAMETER:PRESSURE_AVG,AVG_ECCENTRICITY:PRESSURE_AVG,AVG_SHORTEST_PATH:PRESSURE_AVG,AVG_CLOSENESS:PRESSURE_AVG,AVG_BETWEENNESS:PRESSURE_AVG,GRADIUS:PRESSURE_DELTA,GDIAMETER:PRESSURE_DELTA,AVG_ECCENTRICITY:PRESSURE_DELTA,AVG_SHORTEST_PATH:PRESSURE_DELTA,AVG_CLOSENESS:PRESSURE_DELTA,GRADIUS:OXYGEN_AVG,GDIAMETER:OXYGEN_AVG,AVG_ECCENTRICITY:OXYGEN_AVG,AVG_SHORTEST_PATH:OXYGEN_AVG,AVG_CLOSENESS:OXYGEN_AVG,AVG_BETWEENNESS:OXYGEN_AVG,GRADIUS:OXYGEN_DELTA,GDIAMETER:OXYGEN_DELTA,AVG_ECCENTRICITY:OXYGEN_DELTA,AVG_SHORTEST_PATH:OXYGEN_DELTA,AVG_CLOSENESS:OXYGEN_DELTA,LAYOUT,SEED
0.5877021,1.0,-0.8121109,0.15806703,1.1535681,0.5140878,-0.062252212,-0.090000674,-1.1778169,-0.6215582,-0.8410034,-1.258767,1.2629309,-0.40317115,-0.41007906,-0.41007906,-0.41007906,-1.8679842,-0.29507267,1.0386204,0.7597627,0.93388385,-0.19317766,-0.19835138,-0.38583595,-0.7944286,-0.7086383,-1.1256514,-1.5317752,1.6982856,-0.40756202,-0.5557831,-0.18425119,-0.34107897,-0.38982117,0.12029627,-0.45969573,-0.29752153,-0.61181736,-0.7774925,0.68773484,-0.40503052,-0.67670137,-0.8718568,-0.6321424,-0.5379648,0.4010867,-0.40322512,-0.59994745,-0.29850042,-0.37283394,-0.43096614,0.2344009,-0.7941159,-0.29533726,-0.408877,-0.6656781,0.58473927,-0.40317115,0.3165196,0.6979347,0.16925666,-0.52286166,-0.32870686,Lvav,48
-0.052821755,1.0,-1.0819547,1.8514559,0.5254795,0.9136907,2.180758,2.2381167,0.43876785,0.4800077,0.31316784,0.43259224,-0.52466756,-1.2887847,2.1262257,2.1262257,2.1262257,1.1440521,-0.32404158,0.5669661,0.8784753,0.6161908,0.34581944,-0.5470756,-1.2833207,-0.38500792,0.04515247,-0.15632698,0.19415367,-0.3835434,-1.2916352,0.738276,1.0438215,1.0526768,1.2414205,-1.0142452,-1.0133978,-0.18808654,-0.35239702,0.05177733,-0.15006253,-1.2910175,0.47909865,1.2006927,0.9666523,1.0279715,-1.0256522,-1.2887856,0.8146235,0.8690985,1.0793443,1.4798465,-1.2719905,0.64202636,0.7520941,0.59122473,0.72031564,-0.7677061,-1.2887847,1.1449045,0.93642837,1.0072167,1.1257299,-0.48021004,Savav,97
0.120202504,1.0,-0.69357395,1.7451345,0.35821208,1.2514074,1.7510095,1.8072282,0.43876785,0.5718049,0.41223434,0.43333736,-0.49725106,-1.2445942,1.981866,1.981866,1.981866,-0.23376638,-0.035249777,0.6480291,0.9745461,0.60513127,0.22351551,-0.4497582,-1.2395945,0.0050449558,-0.35941428,-0.30960366,0.18427232,-0.3559892,-1.2442425,0.47921595,0.8580616,0.7485658,0.7439808,-0.7051311,-0.7159522,-0.3496856,-0.40960935,0.03315217,-0.11550715,-1.2456528,0.6978994,0.78140044,0.5119623,0.6926354,-0.72894835,-1.2446038,0.5797659,0.84637374,0.69754547,0.95381105,-0.92448187,0.7117464,0.87883246,0.7390412,0.7760382,-0.79206234,-1.2445942,1.1124492,0.9312994,0.97032124,1.0637642,-0.48016745,Savav,5
-0.32296246,1.0,-1.7613686,-0.27349183,0.7769936,-0.15171365,-0.23415163,-0.2548815,0.61838835,-0.43796387,0.1997029,0.42783627,-0.5258397,-0.38061646,-0.44505736,-0.44505736,-0.44505736,1.0771103,-1.7280082,0.42906412,0.28999928,0.34149888,0.16974932,-0.48037562,-0.38523266,0.440068,-0.65512496,-0.13896301,0.13509542,-0.3715216,-0.3915256,0.22963282,-0.49662054,-0.186985,0.047429033,-0.32616556,0.9216397,-0.25186202,0.4389132,0.6172521,-0.71986467,-0.38673097,0.05981233,-0.4494369,-0.07553224,0.47846302,-0.6314679,-0.380711,-0.07857262,-0.54765713,-0.27218956,-0.06973843,-0.20114712,0.769902,-0.28565958,0.41397855,0.63598657,-0.6971879,-0.38061646,-0.58759457,-0.64327174,-0.63039285,-0.5339149,-0.20626436,Lvav,49
1.1023862,1.0,0.63816166,0.32833138,0.75093526,0.63799524,-0.7027162,-0.6879685,0.07952681,1.3979793,1.3011591,0.76077586,-0.5049365,0.019275416,-0.1990792,-0.1990792,-0.1990792,-1.3242913,0.038710665,0.30724913,0.55408317,0.5714574,1.1402137,-0.8090039,0.013362265,-0.5231738,-0.043378025,0.24564926,1.3040507,-1.2590649,0.0051512397,1.1821942,1.8276792,1.7345234,1.2028348,-0.9428244,0.7244622,2.075797,2.0047393,1.6642659,-1.2886618,-0.0013426476,-0.50844973,0.54243195,1.0481794,2.033612,-1.6471169,0.019200869,0.9359592,1.6273884,1.4660666,0.844161,-0.80858254,0.45263907,1.8632326,1.8003888,1.2478423,-0.9376211,0.019275416,-0.5968675,-0.6586585,-0.6434573,-0.5393474,0.32945848,Lvav,81
0.6068062,1.0,0.28255448,0.26559016,-0.022506522,0.1251128,0.21223235,0.21777688,-0.10009371,-1.3559355,-1.2649101,-1.3769808,1.3025529,-0.17345463,0.4307773,0.4307773,0.4307773,-0.7361078,1.0612105,-0.42013913,-0.2670336,-0.41037214,-0.1320387,-0.31790444,-0.11115558,0.32877335,-0.5375074,-0.58682954,-0.79531574,0.61845934,-0.13641451,-0.13375196,-0.22334227,-0.4288551,-0.12394945,-0.18958557,0.16870436,-0.6632531,-0.71716386,-0.6912309,0.48278376,-0.17220265,-0.23118912,-0.925118,-1.0321535,-1.0616596,0.93530124,-0.173544,0.013677116,-0.22762232,-0.45304397,-0.20590653,-0.082026124,0.17029704,-1.1634136,-0.9558629,-0.9080731,0.757889,-0.17345463,-0.62314093,-0.707383,-0.66519195,-0.54115826,1.0954802,Sav,83
-0.2937819,1.0,-1.0312479,1.5075176,-0.09162354,0.24893242,1.1493615,1.1147287,0.61838835,0.11281907,0.5688107,0.80544525,-0.89641744,-1.2300663,0.4132139,0.4132139,0.4132139,0.6379655,-0.272641,-0.17732997,0.0058187,0.038439285,0.124141455,-0.44833046,-1.2345593,0.0103416545,-0.61414886,-0.2537542,0.51479787,-0.711033,-1.2358745,0.87939006,0.84228575,1.0577896,1.3061242,-1.0784658,-0.6486052,-0.5386537,-0.48342144,-0.031172033,-0.11386343,-1.2333533,1.1816839,0.4822298,0.7670703,0.9097486,-0.9487048,-1.2300761,1.3733321,1.2237605,1.5017042,1.8084425,-1.48081,0.53404427,0.072090074,0.41558897,0.5900067,-0.68042314,-1.2300663,2.713581,2.22891,2.3236845,2.4629061,-0.4808106,Savav,6
0.4740978,1.0,0.75309104,-0.61796975,-0.33161148,-0.33325866,-0.8773882,-0.8440557,-0.8185758,-0.5297611,-0.9869272,-1.3152187,1.3211558,1.1792921,0.03027601,0.03027601,0.03027601,-0.18026358,0.71589094,-0.799405,-0.6997938,-0.7639248,-0.5528931,0.08918767,1.1253856,-0.79933923,-0.46254724,-0.9044122,-1.2956369,1.3668188,1.1609545,-0.74041975,-0.41491884,-0.633292,-0.9212449,0.7555275,-1.1485493,0.015241343,-0.6940678,-0.89227253,0.8489319,1.1754972,-1.1595105,-0.83826405,-1.1494503,-1.1380316,1.0339028,1.1790509,-0.7992071,-0.5398115,-0.778471,-1.0190295,1.0229172,-0.7608979,-0.51985586,-0.9528898,-1.1739236,1.1278266,1.1792921,-0.5242293,-0.570185,-0.5611607,-0.535432,-0.09695227,Lav,37
0.9289814,1.0,-2.0600967,0.11559178,1.1854222,0.9454555,-0.38941562,-0.33842114,0.07952681,-0.80515254,-0.59816116,-0.52598417,0.45236573,0.4423631,0.843719,0.843719,0.843719,1.705834,-0.49003598,0.13776803,0.38041142,0.461298,0.8936192,-0.76536226,0.5307812,-1.072139,-1.1104318,-1.1966491,-1.5047926,1.6846124,0.47136742,0.39407438,0.45660603,0.7785598,0.6131526,-0.6896876,0.10835519,0.07555075,0.3216405,0.65705633,-0.6955532,0.4596252,-0.44717646,-0.6645491,-0.46431452,-0.8221946,0.7381515,0.44219723,0.15259449,0.03424892,0.39915827,0.19741157,-0.40576705,0.66409963,-0.2951899,0.094603986,0.32399374,-0.3896105,0.4423631,-0.62004995,-0.6971252,-0.66109174,-0.53753984,-0.038723484,Lvav,0
-0.65614265,1.0,0.3651489,-0.5064979,-0.5069334,-0.5982124,0.48948947,0.4552053,-0.9981963,-0.07077525,-0.13908936,0.2002571,-0.34822637,-0.61228764,-0.04468805,-0.04468805,-0.04468805,-1.1566037,-0.022175314,-0.46498924,-0.4272169,-0.52783877,-0.71744704,0.3001354,-0.64476776,-0.38263533,0.14740048,-0.032826047,-0.16402213,0.037111424,-0.6254664,-0.9620308,-0.9110319,-0.8069066,-0.7200379,0.46514887,-0.08135787,-0.8183987,-0.55462027,-0.40948412,0.22780925,-0.61921287,-1.2003245,-0.3255857,-0.5769337,-0.42655066,0.29351488,-0.61235136,-1.0418786,-0.8488897,-0.6949402,-0.5909184,0.41504592,-1.2504861,-0.4166005,-0.5640305,-0.32228824,0.16537715,-0.61228764,-0.060581036,-0.09832653,-0.07047522,0.042756476,-0.47775504,Lava,42
0.8153599,1.0,0.24102172,0.25843483,0.32389322,0.33332393,0.744566,0.6882369,0.25914732,0.021021908,-0.26125816,-0.37596303,0.29445794,-0.3211583,-0.20552213,-0.20552213,-0.20552213,0.5193197,1.179778,-0.093611315,-0.046432182,-0.14846087,0.4690369,-0.6338414,-0.31046402,-0.26803097,-0.1736512,-0.1803387,-0.20809618,0.043387685,-0.31879833,0.2540628,0.029140787,0.019033872,0.38175792,-0.5844058,0.22760253,0.0073350575,0.08004404,0.29842255,-0.43332997,-0.31431714,-0.24976723,0.04265065,0.030319259,-0.13389412,0.025756119,-0.3212602,0.1406566,-0.039605424,-0.19937536,0.085372455,-0.3647456,0.67288023,0.4364658,0.24436876,0.23317815,-0.30702332,-0.3211583,-0.05594452,0.16837609,0.16464452,-0.5374424,0.1866671,Sav,65
0.9372127,1.0,1.8780377,0.15610765,-0.054263245,0.45310235,-0.74707735,-0.73633355,-0.45933476,-0.80515254,-1.1740009,-1.1059692,1.0320163,0.6057654,-0.33518925,-0.33518925,-0.33518925,-0.722913,0.76716334,-0.032806497,0.17636856,0.10972358,0.6273904,-0.67583007,0.6585511,0.2546145,-0.12603737,-0.010276506,0.48058823,-0.6257638,0.6287049,0.25965655,0.10818825,-0.057097383,0.3232014,-0.5325222,0.16779748,-0.33641046,-0.34226942,0.1297387,-0.26486403,0.59712416,-0.22383937,0.1999568,-0.22958095,-0.119321674,-0.025203524,0.6056088,-0.07900692,-0.19610557,-0.36501172,-0.03435408,-0.254248,-0.16192551,-0.56361,-0.84090054,-0.62818813,0.49649826,0.6057654,-0.6215954,-0.70225406,-0.6624411,-0.5412452,1.2712574,Sav,2
0.65882957,1.0,-0.15508762,0.120113656,1.4459279,0.4867281,0.032015212,-0.01745311,-0.10009371,0.75539917,0.33968735,-0.073766984,0.060389325,-0.2793888,-0.72133625,-0.72133625,-0.72133625,-0.7511303,0.38556847,-0.20524392,-0.13136473,-0.11613537,0.16060047,-0.43820727,-0.29477885,-0.4369856,-0.40248442,-0.7233428,-0.6909816,0.6880192,-0.2932177,-0.32066467,-0.027691226,0.008801507,0.02135528,-0.2337673,0.047349043,0.25736165,0.28728494,0.1742764,-0.22194238,-0.28056043,0.21190153,0.5790711,0.6571876,0.94883734,-0.94229066,-0.27947196,-0.5591405,-0.24588273,-0.14483012,-0.1607809,-0.04562705,0.2682344,1.171483,0.80356705,0.45099923,-0.44491783,-0.2793888,-0.5103198,-0.5176138,-0.5668864,-0.53285754,-0.19838475,Lvav,86
-0.06795103,1.0,-0.90753686,1.4776349,-0.11864826,0.650304,1.5042505,1.4818633,0.25914732,0.11281907,0.30114466,0.50637233,-0.57854074,-1.2689606,0.79401517,0.79401517,0.79401517,-0.42770147,-0.6073216,0.37210128,0.5715692,0.34055343,0.18355279,-0.46094722,-1.270231,-0.4128179,-0.9282086,-0.5268462,0.18576865,-0.39170888,-1.2744334,0.35733762,0.4275891,0.54772717,0.8254452,-0.7844214,-0.8876625,-0.6203746,-0.60636777,-0.09306216,-0.011914043,-1.2737925,0.021147253,-0.32426748,-0.19202884,0.113212645,-0.2651009,-1.2689673,0.17581983,0.27528906,0.4811471,1.0132512,-0.9845036,0.36442327,0.23349562,0.43989176,0.6211833,-0.666144,-1.2689606,-0.4345906,-0.4419626,-0.44418415,-0.35710585,-0.46970326,Savav,47
-1.0764285,1.0,0.23318847,-1.3945365,-1.2925289,-1.3609432,-0.7443048,-0.75831765,-0.10009371,-0.34616673,-0.6259429,-0.4660703,0.3134854,1.3188329,-0.8778393,-0.8778393,-0.8778393,0.07040986,-0.7378099,-1.3671798,-1.3514012,-1.3713549,-1.2895594,1.4038662,1.3734647,-0.18438126,-0.5642641,-0.6332649,-0.37051255,0.20348836,1.3058599,-1.4831135,-1.2973543,-1.3812088,-1.3789935,1.4054698,-1.0081884,-0.6315034,-1.0516661,-1.1648176,1.1046059,1.316562,-0.6523322,-1.1456432,-1.4317689,-0.9778881,0.7671079,1.3186817,-1.2914963,-1.15134,-1.2399782,-1.2185704,1.2913886,-0.5225329,-0.75980204,-1.1240283,-1.025337,0.8945453,1.3188329,-0.4407726,-0.5214605,-0.49365517,-0.5344086,-0.13887888,Lav,60
-1.0014493,1.0,0.1465154,-0.63625866,-0.3473196,-0.798674,0.4284929,0.48158622,0.07952681,0.11281907,-0.30780193,-0.6732503,0.5943505,-0.46249825,1.392449,1.392449,1.392449,0.9908475,0.53143847,-0.4462174,-0.73646325,-0.5851624,-1.1007509,0.98772895,-0.46656957,-0.4114935,-0.16102482,-0.15624516,-0.9412029,0.9375108,-0.4650972,-1.0997481,-1.1454332,-1.0597478,-0.85827076,0.63258624,-1.1699214,-0.81037235,-1.201443,-1.4307445,1.4481508,-0.46864015,0.034012485,0.15430218,-0.09517605,-0.6446546,0.51485,-0.46259126,-1.0056299,-0.8303589,-0.7186937,-0.58233047,0.40359175,-0.36946952,-0.3374399,-0.8285249,-1.2200433,1.1676073,-0.46249825,0.3087921,0.57997006,0.48639417,0.4273759,-0.47924247,Lava,13
0.39338744,1.0,-0.4882393,0.15994039,1.589437,0.14713979,-1.2239596,-1.1804127,0.43876785,1.765168,0.753149,-1.6751719,2.2790384,0.31411928,-0.11516433,-0.11516433,-0.11516433,-1.4134963,-2.0097501,0.15642333,0.40875605,0.22107638,-0.23305345,-0.11777025,0.35103709,-0.46242258,0.23531115,-0.2527965,-1.3890082,1.672567,0.31219703,0.82410115,1.432174,0.91413945,-0.25323611,0.17687367,0.7362802,2.061704,1.0921148,-1.0845737,1.4409083,0.31958583,-0.3266557,0.8363498,0.53244835,0.26597756,-0.2267481,0.31403974,1.0169219,1.7282951,1.0874525,-0.18629074,0.19134243,0.63059235,2.0595217,1.0161468,-1.2695537,1.6976042,0.31411928,-0.6215954,-0.7009719,-0.6633307,-0.53471816,-0.1258845,Lvav,51
0.5708357,1.0,0.31503895,0.0971103,0.16853985,0.05301938,-0.38664305,-0.41976234,-0.45933476,-0.6215582,-0.5170817,-0.4923067,0.35773516,0.1420131,-0.8547817,-0.8547817,-0.8547817,-1.2179383,0.8930371,-0.5172198,-0.44484922,-0.47104156,0.0049516456,-0.40499818,0.10758621,-0.5869594,-0.21250264,-0.41486832,-0.31241637,0.1200467,0.16260587,0.1739004,-0.35085317,-0.21393766,0.12965934,-0.40200517,-0.029370517,-0.71099496,-0.4273553,-0.06841493,-0.11850781,0.15032466,-0.20409444,0.6869871,0.21126619,-0.071524695,-0.039878365,0.14186823,0.24310829,-0.28267497,-0.2005259,0.10138229,-0.38906044,-0.22657704,-0.43118718,-0.24989921,-0.14647901,0.0045641884,0.1420131,-0.6154134,-0.68943185,-0.6572884,-0.5407887,0.834725,Sav,74
0.6097394,1.0,2.8644829,-0.77874476,-0.9293141,-0.6559425,-1.1102842,-1.1276507,0.43876785,-0.25436956,-0.0059603066,0.6321654,-0.8363183,2.5225158,-1.4625211,-1.4625211,-1.4625211,0.7504568,0.6148843,-0.9343313,-0.891716,-0.841037,-0.33616716,-0.17458808,2.5084612,0.98025966,0.99523777,1.0236455,1.8459835,-1.807798,2.495084,-0.85916007,-0.7128335,-0.6868419,-0.5333497,0.21403906,0.16280432,0.58022875,0.35930738,0.81684285,-0.918359,2.5260901,0.19740629,-0.44868767,-0.25263795,0.22473924,-0.39330742,2.522324,-0.8341538,-0.7589395,-0.75011444,-0.62786573,0.40553463,0.27039722,-0.39361575,-0.17846806,0.36259025,-0.55992484,2.5225158,-0.6277774,-0.7099474,-0.668444,-0.5366018,-0.07580106,Lav,7
0.43030372,1.0,0.6137397,-0.049470507,0.30180308,0.13144815,-0.3644625,-0.3670005,-0.9981963,-1.2641383,-1.1004318,-0.6369635,0.5140107,-0.26512071,-0.21453069,-0.21453069,-0.21453069,1.4088714,0.90008706,-0.19050908,-0.044343915,-0.21265414,-0.14745378,-0.26999784,-0.29563218,-0.9982559,-1.1065084,-0.9937324,-0.4195969,0.25287396,-0.26936534,-0.25306937,-0.14433423,-0.341116,-0.20538215,-0.0875821,-0.46100014,-0.87914467,-0.65963787,-0.32924673,0.17667834,-0.26959854,-1.175155,-0.26666877,-0.21134649,0.30978116,-0.42684054,-0.2652346,-0.45885944,-0.26373756,-0.5647314,-0.3632892,0.10354527,-0.7367105,-1.0933429,-0.82366824,-0.25927156,0.11859151,-0.26512071,-0.27231374,-0.22013782,-0.18610919,-0.53782624,0.18233348,Sav,61
1.6958578,1.0,1.1793458,0.8799669,1.3097042,1.8836808,-0.522499,-0.503302,-0.63895524,-0.34616673,-1.0661,-1.563443,1.6232184,-0.05442152,0.077496685,0.077496685,0.077496685,-0.3915902,0.13510278,1.6084124,1.5486424,1.4481608,1.2737689,-0.8424347,-0.034966283,0.021763528,-0.11851511,-0.24870738,-0.25847492,0.07076335,-0.04030672,0.8817385,0.9230926,0.85559493,0.625513,-0.6772254,0.64717215,-0.19645295,0.15630804,0.21957558,-0.31161168,-0.04160475,0.2781968,0.82847935,0.34383667,0.010228767,-0.14172985,-0.054538336,0.5665256,0.25161797,0.07971149,0.08480108,-0.30647537,0.010376458,0.27197003,-0.3133636,-0.5789736,0.49744856,-0.05442152,-0.6169589,-0.6932785,-0.6605598,-0.5398888,0.37552187,Sav,47
2.148983,1.0,0.39460152,0.98372954,1.5540742,2.251663,0.38413176,0.4222291,-1.3574374,-1.2641383,-1.2980275,-1.233072,1.204055,-0.19780114,1.1119215,1.1119215,1.1119215,-0.2662201,1.1022285,1.3326045,1.7086359,1.4607178,1.7137057,-0.9424858,-0.16653407,-0.94550574,-0.5391594,-0.86584276,-0.8105039,0.7600331,-0.19482039,0.8401234,1.1281264,0.73019016,0.6301518,-0.6831426,0.7668613,-0.0629815,0.3585528,0.7016386,-0.7401333,-0.19393061,-1.4060314,-0.9394099,-0.9513844,-0.57160765,0.42974928,-0.19776851,0.21771231,0.5032091,0.009764844,-0.0027063868,-0.22413136,-0.52928627,-0.54779637,-0.32184932,0.021130659,-0.12545405,-0.19780114,-0.62314093,-0.70225406,-0.6627286,-0.54217154,2.9066625,Sav,40
-1.1007208,1.0,0.09014482,-1.1117142,-1.8319927,-1.0851191,-1.079786,-1.070492,2.0553524,3.4175167,3.0027254,1.229652,-0.6398573,0.5296152,-0.77391094,-0.77391094,-0.77391094,1.666788,-1.0166036,0.20833075,0.43109742,0.90407795,0.16829093,-0.24798518,0.501591,4.349921,5.410159,4.980797,2.424412,-1.3773717,0.5239933,0.77710044,1.3614458,0.9784843,-0.26577926,0.30696532,1.5751263,2.9967844,2.4803803,0.66711926,-0.23331317,0.5196692,2.1535516,3.9141023,2.4023964,-1.0461565,1.7026883,0.5294168,0.9926114,1.6979961,1.1025683,-0.2626988,0.35900337,1.2096373,2.6605172,1.9836224,0.091050014,0.37443525,0.5296152,0.7554399,1.3300711,1.4067209,1.5560602,-0.48049334,Lava,61
0.19419657,1.0,0.635288,-0.42686796,-1.3583372,-0.152174,-1.4014041,-1.3650792,0.25914732,1.5815736,0.46657872,-2.4013927,3.4382546,0.2479242,-0.53055614,-0.53055614,-0.53055614,-0.34802797,-4.9484277,1.567048,2.0348916,1.3973117,0.31336692,-0.26106435,0.26388428,3.8606584,4.858298,3.332018,-0.9580515,2.1939366,0.235188,1.5893866,2.3351552,1.3213075,-0.6838309,0.90264326,1.4265759,2.7984898,1.5893936,-1.3208464,2.046416,0.24225514,0.64992917,2.0607293,-0.09384309,-3.5284839,5.354835,0.24783498,1.1721188,1.9217227,0.9342975,-0.91141546,1.3145077,-0.086340144,1.2510787,0.032144673,-2.6165411,3.6188629,0.2479242,-0.3928623,-0.40734252,-0.37034783,-0.24358872,-0.47418323,Lava,53
-1.2509627,1.0,-0.16578577,-0.8267009,-0.9726262,-1.0266255,0.4284929,0.37606248,-0.27971423,-0.34616673,-0.5157763,-0.55648315,0.4793207,-0.6724102,-0.40210173,-0.40210173,-0.40210173,-0.40381435,-0.049477868,-0.9409306,-1.0443852,-1.024978,-1.2753752,1.4389977,-0.6679434,-0.31813237,0.041612584,-0.1342812,-0.8183656,0.846802,-0.6756873,-1.2784178,-1.2046947,-1.2633133,-1.2053635,1.1667988,-1.2570848,-1.1832336,-1.3996792,-1.5514416,1.6055567,-0.68143433,-0.92713016,-0.31302315,-0.95710605,-1.205494,1.1482933,-0.6724148,-1.0870268,-0.89609724,-0.9133914,-0.8930063,0.861906,-0.79849344,-0.868591,-1.1548704,-1.2634467,1.2249994,-0.6724102,-0.45468205,-0.47401816,-0.50322944,-0.50719535,-0.4195239,Lava,81
0.043835435,1.0,-1.4813164,2.0012999,0.97659355,1.0130433,1.38503,1.3763396,-0.63895524,-0.34616673,-0.51047564,0.06766921,-0.14235283,-1.2412112,0.9263469,0.9263469,0.9263469,-0.744234,-0.1740698,0.24582428,0.49424553,0.26432484,0.3218088,-0.50246966,-1.2425851,-1.1472913,-1.0366222,-0.9818599,-0.36637872,0.2063668,-1.246721,0.7874829,0.7925606,0.8943008,1.0398973,-0.8721499,-1.2995958,-0.45739684,-0.8580443,-0.356205,0.2765589,-1.2451361,0.25353447,-0.2855267,0.03592142,0.80376726,-0.83219653,-1.2412112,0.5758589,0.61737216,0.8006605,1.2354759,-1.0919657,-0.5417408,-0.3096011,-0.3736851,0.24833201,-0.320606,-1.2412112,5.4305596,4.963894,5.086264,4.952684,-0.48112282,Savav,22
-1.0421093,1.0,0.3671801,-0.6592054,-0.6307016,-0.9043095,0.841606,0.78496695,-0.45933476,0.021021908,-0.20915617,-0.006093402,-0.10468719,-0.52471006,-0.13570583,-0.13570583,-0.13570583,1.3289745,0.6612858,-0.50216824,-0.8561736,-0.69098026,-0.95426744,0.64126706,-0.502584,0.50054264,0.9889543,0.52561665,0.05101845,-0.13870993,-0.5150327,-1.0746891,-1.1534063,-1.065563,-0.7647391,0.49825636,-0.6661936,-0.924009,-0.99592173,-0.96334535,0.8621811,-0.5180114,-0.41694975,0.5190197,0.02370048,-0.1293265,0.05819649,-0.52470124,-1.0360184,-0.91449285,-0.7772123,-0.5160919,0.300664,-0.84443086,-0.397258,-0.7303584,-0.62890536,0.51670974,-0.52471006,-0.34958845,-0.3958025,-0.36680532,-0.24768308,-0.47411656,Lava,88
0.32664865,1.0,0.0022754592,-0.14432779,-0.0470424,-0.27846003,0.020924926,-0.008659464,0.25914732,-0.71335536,-0.34460455,-0.43928087,0.37299988,-0.08258654,-0.36524254,-0.36524254,-0.36524254,-1.2309096,1.0121173,-0.4341063,-0.34127384,-0.41598153,-0.022039553,-0.36123872,-0.073103845,0.0034999803,0.08996329,-0.032369964,-0.79157495,0.88788414,-0.08283614,-0.18323122,-0.24114992,-0.2124902,-0.02244271,-0.24948111,-0.0766584,-0.5373115,-0.17803656,-0.18899007,0.068097346,-0.08625629,0.00624743,-0.30091298,0.056766953,-0.48783788,0.4531854,-0.08269244,-0.13631037,-0.39102125,-0.30014268,-0.10697722,-0.16446282,0.39646292,-0.5965707,-0.16512668,-0.20169725,0.11996897,-0.08258654,-0.16876562,-0.3214335,-0.27629983,-0.539133,0.294682,Sav,95
-1.7310662,1.0,0.61349046,-1.826617,-1.9512949,-1.7222584,-1.0354247,-1.0309206,-0.10009371,0.663602,-0.21846493,-0.36277208,0.2676714,2.7249546,-0.82938117,-0.82938117,-0.82938117,-0.5064769,0.6487241,-1.5750765,-1.5907319,-1.5967408,-1.5101376,2.380834,2.7914312,0.50291526,1.1003766,0.77299494,0.39434934,-0.40037343,2.6820416,-1.8910922,-1.7586358,-1.8894796,-1.9209951,2.6834464,-1.2573268,-0.24540345,-1.0985752,-1.4980469,1.5685028,2.700918,-0.25350416,0.1871198,-0.48151964,-0.8544615,0.7864702,2.7258623,-1.62034,-1.5656539,-1.6896039,-1.7333504,2.4221482,-0.8186593,-0.070067756,-1.0952885,-1.3511083,1.3155665,2.7249546,-0.601504,-0.6689162,-0.63992053,-0.5298085,-0.27691138,Lav,11
1.4398239,1.0,0.6247195,0.70209247,0.8440735,1.4404268,-0.028981358,0.019919882,-0.8185758,-0.8969497,-1.2960625,-1.4738334,1.4647897,-0.12625064,1.0528462,1.0528462,1.0528462,-0.105005726,0.99865824,0.7754732,1.0843463,0.9047869,1.1658534,-0.8495201,-0.114057705,-0.45050436,-0.6920003,-0.6137201,-0.5860247,0.45377195,-0.10094986,0.40801933,0.7170622,0.29056692,0.27646542,-0.48570752,0.15518488,-0.42275563,-0.19508886,-0.09385231,-0.06953433,-0.11674207,-0.6349404,-0.4980107,-0.7419448,-0.61660063,0.46050814,-0.12630422,0.08074822,0.20441097,-0.2503001,-0.14805683,-0.12565795,-0.21053867,-0.36770803,-0.602493,-0.5472346,0.4211404,-0.12625064,-0.5999585,-0.6663518,-0.6439703,-0.5410232,0.9841136,Sav,81
