Unnamed: 0,SVR,set,MLR,RF,MLP
0,0.6833691306318828,train,0.6731224894213279,0.6451530468306141,0.6713715033518859
1,0.6555327348415032,test,0.6651826168280656,0.6548563737894321,0.6606312706966176
2,0.7197708005132596,test,0.6628245873395789,0.6622380354118681,0.6578750258644885
3,0.618540150986165,train,0.6518875178507246,0.6418862062160562,0.6481389106043463
4,0.6864495359937752,test,0.687800233607421,0.6694617637004654,0.6866880208006941
5,0.6171375747044037,train,0.6284888593110928,0.6253044726856104,0.6190013426120367
6,0.6610379159224148,train,0.6392540654358381,0.6400247939102166,0.6291737037360241
7,0.6475950880219382,test,0.6217149834900587,0.6253044726856104,0.6007778990394197
8,0.6579349452745628,train,0.6440117110798302,0.6392777060080551,0.6400190699579631
9,0.6588517450536031,test,0.6786176202013311,0.6680861896984274,0.6820594742439979
10,0.6351792492341427,test,0.6589855961717377,0.650848096888438,0.6461556876091127
11,0.6907666214789785,train,0.6840136676774224,0.6738091726746619,0.6775513453418357
12,0.6011730528882915,train,0.6787329502657423,0.6647123209422874,0.6758248891665577
13,0.6839954211416128,test,0.6743876485324964,0.6621221785571985,0.66928379053104
14,0.6654337542950279,test,0.6640123425902136,0.6520079167035846,0.6618525511528567
15,0.6392883009414062,test,0.6373831852227361,0.6315240779188634,0.6253388314740129
16,0.6264846086021723,test,0.6650708652107237,0.6535419226234679,0.6690283670295357
17,0.6470243043268099,train,0.6440250584625383,0.6351650157331472,0.6395854716729527
18,0.6756133879429094,train,0.6745262291611561,0.6627559677687205,0.6617332378746824
19,0.6252382657877754,train,0.6662545458818047,0.6334280245131297,0.6720117690893068
20,0.6342071035532466,train,0.6717106263683075,0.6637785498126983,0.6711511954528696
21,0.6560363885817696,train,0.6744608700463439,0.6621552009787215,0.6797425564130869
22,0.6662334072245812,train,0.6744066688012327,0.6567779852339851,0.6754320000149064
23,0.6446945569907628,train,0.6374799340099825,0.6480862429434174,0.619558922881458
24,0.6390158683574525,test,0.6491816742141999,0.6448807425115091,0.6420482610474805
25,0.6408052770415384,train,0.6500935727737982,0.6295508778633829,0.6386419792569467
26,0.6541483703545711,train,0.6530857368892068,0.6413458842579799,0.6489056355552539
27,0.7082242072373136,test,0.6494942578646881,0.6638808855284186,0.6384887603834781
28,0.6368956463276061,train,0.6532014334298852,0.6435568164137776,0.6423216848914286
29,0.6414745121198514,train,0.6590370962283704,0.6497781127884242,0.6582534201245203
30,0.7168736374986193,train,0.6812814026768248,0.6652771323341007,0.6763611244182848
31,0.6352658990254672,test,0.6734034154241606,0.6601426546679621,0.6762018981015231
32,0.6384249213741093,train,0.6620793626558642,0.6593263325255577,0.6586457537465619
33,0.6402397963327626,train,0.6532735558559997,0.6518370184551301,0.6484551124511315
34,0.6652050090633572,test,0.6625518114372406,0.6514726855725685,0.6484028488751399
35,0.6582074144429121,train,0.6699759354363155,0.6655619874794705,0.6684923390989532
36,0.6534960254216129,train,0.6678196508113491,0.6498853366604368,0.6692561042793621
37,0.6530541262067934,train,0.6601700915889152,0.6551394060804685,0.6552952692630669
38,0.6511542306297919,train,0.644893949062015,0.6457924175008856,0.6389615828256349
39,0.6434128948450101,train,0.627843654470826,0.6390825656073637,0.6170595294855631
40,0.6562635566915542,train,0.6639415120905019,0.6584584651793574,0.6654334510319311
41,0.6925637885982306,train,0.6783926713378525,0.672726122037417,0.6807772685199044
42,0.6358850869434736,train,0.6439179023070972,0.6468443055828565,0.6327226094886672
43,0.6467198116994789,train,0.6254729827503299,0.6372808057572704,0.6056135598381703
44,0.6323352577839615,train,0.6386275818321461,0.6502284379034972,0.6405316868379661
45,0.6487284188425847,train,0.6622599066581741,0.6615842109731811,0.6522994376284361
46,0.6789592173830546,train,0.6658848763388157,0.6629618675245952,0.6701403872847522
47,0.6428572942578921,test,0.6675063296902655,0.6644536796269499,0.6647554251405066
48,0.6870679297170402,test,0.6591132986510594,0.6616286989830743,0.650121352945541
49,0.6475975440388378,test,0.6606357281552223,0.6573343519164632,0.6569727939008193
50,0.6892879402629208,train,0.6742678812983598,0.6574044639299621,0.6724298269175523
51,0.6677856501620654,train,0.6646773094799189,0.6587389233052519,0.6531061962832566
52,0.674448037172807,test,0.6456556861898326,0.6455500910969361,0.6354051209694513
53,0.6829064624414118,test,0.6736009219624276,0.6598823125179369,0.6708250740428382
54,0.6665371891368447,train,0.6632486559878302,0.6514905519329206,0.6577738017086414
55,0.6413821261369649,train,0.6566002487296249,0.6473547388714711,0.6480786481670809
56,0.6806809157930422,train,0.6719187441483871,0.6714474922465504,0.6743164531955824
57,0.6626161926864635,train,0.6397268454003849,0.6390784340137379,0.6347839949134972
58,0.6580152470248766,test,0.6742252182996251,0.6527729904618321,0.6808369600177181
59,0.6357470218316038,test,0.6598486544407532,0.6564497382471589,0.6577530625636311
60,0.6511104511419133,test,0.6342441437958944,0.6275196306376629,0.6275977345670677
61,0.6444663015873975,test,0.6741243965063435,0.6536270415716308,0.6833093517060053
62,0.6798386005016764,train,0.655537094005995,0.6624757472299835,0.6487958298643964
63,0.6652583098930093,train,0.6692060104832647,0.6638750805308921,0.6587151584089159
64,0.6222108923700236,train,0.6679149828777318,0.6587914616591859,0.6635601589585812
65,0.6493447081680133,test,0.6426056258685918,0.6456850702554964,0.6375540527486155
66,0.6746654433679444,test,0.6825801344658247,0.6659509159889044,0.6782815276969676
67,0.6595454185054267,test,0.6601719703173021,0.6534683910475495,0.6618818492803923
68,0.6568236330971533,train,0.6441814761697339,0.6481838953588069,0.6337191050119275
69,0.6405368309722203,train,0.6580941779501109,0.6538015487936729,0.6559396182124305
70,0.6612914959716116,train,0.6545267467621014,0.643194222008567,0.6565083894200333
71,0.6751095885380557,train,0.6625119507984676,0.6641657406737884,0.659640738835448
72,0.6438583389332007,train,0.6525579452996815,0.6509659808945324,0.6427876348059585
73,0.6481313393374561,train,0.6374791748279869,0.6284921489435004,0.6299491426460357
74,0.6577827070811992,train,0.6630482888197721,0.6589235440613832,0.6575166386203961
75,0.63197828813053,train,0.6353033882031506,0.6486654975093832,0.631691398707698
76,0.6451237253845852,train,0.6559523482578102,0.6588737590889053,0.6543080461385731
77,0.6362468504095818,train,0.6732123582591427,0.6628530664251631,0.6773087854002396
78,0.6746642711060786,train,0.6580059178910185,0.6569097573771059,0.6551684099810794
79,0.6831475131670166,test,0.6683214309965759,0.6521406083318604,0.6600721746692705
80,0.6452909332995237,train,0.6613160689471895,0.6519883937879944,0.671041750196212
81,0.6511647410487471,test,0.632458266707121,0.6443480730390795,0.618465688848667
82,0.6509412714650653,train,0.6524253586607507,0.6371955726811401,0.6445745672042067
