,R^2,num_observations
0,0.4434411577060595,350
1,0.5471220436879543,312
2,0.5423874154104849,276
3,0.5518953429190518,240
4,0.5284221185889053,203
5,0.5727137942081781,166
6,0.3192557174682932,130
7,-5.231041955156002e-08,93
8,-1.3206126370235438e-07,57
9,-7.289713721547741e-08,21
