,model_type,n,C,epsilon,kernel
c983526e-5686-4676-a851-d1dcf1368464,SVR,500,0.10000000000000002,0.0010000000000000002,
30765a46-eb89-4b9b-bf8f-f7bb83350088,SVR,500,0.10000000000000002,0.0010000000000000002,poly
0affd91f-94bb-4480-9281-f2b80be0a437,SVR,500,0.10000000000000002,0.0010000000000000002,rbf
09df9af1-20ef-480a-ac55-76b32e1c1c97,SVR,500,0.10000000000000002,0.0010000000000000002,sigmoid
5ec246fd-920b-4eb1-a64e-6dbd00cb2397,SVR,500,3.1622776601683795,0.0316227766016838,
37bed95f-9e8e-48d2-8cda-d1c150b25d49,SVR,500,3.1622776601683795,0.0316227766016838,poly
a0530b3e-f910-4f0f-ad57-d8e346418b65,SVR,500,3.1622776601683795,0.0316227766016838,rbf
2b85c6b6-507c-43e5-80b3-fef9cec6c149,SVR,500,3.1622776601683795,0.0316227766016838,sigmoid
e6bc398f-523b-4883-9e92-810d5e780de0,SVR,500,17.78279410038923,0.005623413251903493,
e5389826-5c9d-4782-9895-6ff35ddeee1a,SVR,500,17.78279410038923,0.005623413251903493,poly
74daefa9-d28f-4500-b386-c9b754a638d1,SVR,500,17.78279410038923,0.005623413251903493,rbf
147582a1-befb-4f05-ba3d-07cf2d03c9f8,SVR,500,17.78279410038923,0.005623413251903493,sigmoid
263dd84f-62fb-4838-8574-5a0028f2bac1,SVR,500,0.5623413251903492,0.1778279410038923,
c463d696-6948-4427-9547-b1b47904301c,SVR,500,0.5623413251903492,0.1778279410038923,poly
fc0987d7-d97c-4906-835a-3c51be0f4fb3,SVR,500,0.5623413251903492,0.1778279410038923,rbf
c13f4adb-8579-4330-ac0c-eab67749822f,SVR,500,0.5623413251903492,0.1778279410038923,sigmoid
3afcb9d7-b780-4b62-8b28-ee86f8394833,SVR,500,1.3335214321633242,0.013335214321633242,
81f9bc1d-0ef9-4aef-a5f8-99ee99c6e899,SVR,500,1.3335214321633242,0.013335214321633242,poly
c9ff486e-46cf-4f70-aa58-291c87f458d0,SVR,500,1.3335214321633242,0.013335214321633242,rbf
bdba0281-22b7-40cb-b60a-58bc375b4db5,SVR,500,1.3335214321633242,0.013335214321633242,sigmoid
5a9b9f3f-12aa-429f-9b8a-815bcb26c74a,SVR,500,42.169650342858226,0.4216965034285822,
bfc5dc46-b777-4bc7-ba3c-b7b3608ce7dc,SVR,500,42.169650342858226,0.4216965034285822,poly
4c4679a9-0c80-43e8-829c-d081b6b105ca,SVR,500,42.169650342858226,0.4216965034285822,rbf
9f6f48e1-f114-4eb9-8b8c-9782988fa4ce,SVR,500,42.169650342858226,0.4216965034285822,sigmoid
c11da783-de35-4431-b9d2-c57fb2f03035,SVR,500,7.498942093324559,0.002371373705661656,
e8b1b86d-77e2-4911-bd89-064e3981b041,SVR,500,7.498942093324559,0.002371373705661656,poly
569b25ec-08f1-4920-a829-cc05d4930880,SVR,500,7.498942093324559,0.002371373705661656,rbf
102d7727-5932-47a7-9857-80614774f607,SVR,500,7.498942093324559,0.002371373705661656,sigmoid
864f7333-73d3-454e-9593-10bdb57200c9,SVR,500,0.23713737056616557,0.07498942093324559,
9def7fc2-2cbb-4942-9003-8d29e80e5c85,SVR,500,0.23713737056616557,0.07498942093324559,poly
e4f2f851-1c21-4ab8-b5ae-f1ff38b6ec9e,SVR,500,0.23713737056616557,0.07498942093324559,rbf
382cd6e4-8271-4273-9e2b-4e15631b15ac,SVR,500,0.23713737056616557,0.07498942093324559,sigmoid
6b1cf983-0a95-4b0f-9a4c-2b01d1e50614,SVR,500,0.3651741272548378,0.008659643233600656,
9aaf1f1e-1f77-4ab5-9df1-3c7df940b328,SVR,500,0.3651741272548378,0.008659643233600656,poly
213405d0-8054-48ea-930f-d66161ae4cc2,SVR,500,0.3651741272548378,0.008659643233600656,rbf
3e091fcd-b897-4448-b2c8-c4523a0cc781,SVR,500,0.3651741272548378,0.008659643233600656,sigmoid
dd43626d-a138-42c7-91a9-133bd1919669,SVR,500,11.547819846894583,0.27384196342643613,
95893307-49e3-4bba-b8d5-c300298d1fc0,SVR,500,11.547819846894583,0.27384196342643613,poly
5badc4e0-dcea-47fc-ab9d-91f0c07a5c10,SVR,500,11.547819846894583,0.27384196342643613,rbf
bfb4b238-62ff-4d69-a531-39d02a9d064d,SVR,500,11.547819846894583,0.27384196342643613,sigmoid
d666e510-effe-4497-ab64-f9aed4a6ee91,SVR,500,64.93816315762116,0.0015399265260594922,
89479067-ff74-40b0-87c3-1187fe00a182,SVR,500,64.93816315762116,0.0015399265260594922,poly
b057a558-eb62-4125-a223-36958859740e,SVR,500,64.93816315762116,0.0015399265260594922,rbf
9eb8a54b-be59-49bb-9332-2600b4a6cf59,SVR,500,64.93816315762116,0.0015399265260594922,sigmoid
8421e9f1-8bdf-4029-b39a-4be97ccecf34,SVR,500,2.0535250264571463,0.04869675251658631,
7045ade7-b580-4493-8aa9-6e6f2665ed7f,SVR,500,2.0535250264571463,0.04869675251658631,poly
